ortholog_1 gene-HOLleu_00014 AFI21291.1
ortholog_518 gene-HOLleu_05502 AFI21990.1
ortholog_519 gene-HOLleu_05503 AFI22650.1
ortholog_520 gene-HOLleu_05505 AFI17630.3
ortholog_521 gene-HOLleu_05507 AFI17425.1
ortholog_522 gene-HOLleu_05510 AFI17915.1
ortholog_523 gene-HOLleu_05513 AFI17018.1
ortholog_524 gene-HOLleu_05516 AFI16899.1
ortholog_525 gene-HOLleu_05519 AFI17097.1
ortholog_526 gene-HOLleu_05520 AFI18150.1
ortholog_527 gene-HOLleu_05521 AFI17964.1
ortholog_528 gene-HOLleu_05523 AFI17119.1
ortholog_529 gene-HOLleu_05525 AFI29235.1
ortholog_530 gene-HOLleu_05526 AFI16795.1
ortholog_531 gene-HOLleu_05527 AFI17876.1
ortholog_532 gene-HOLleu_05530 AFI17985.1
ortholog_533 gene-HOLleu_05529 AFI17183.1
ortholog_534 gene-HOLleu_05531 AFI22829.1
ortholog_535 gene-HOLleu_05532 AFI18000.1
ortholog_536 gene-HOLleu_05533 AFI17990.1
ortholog_537 gene-HOLleu_05535 AFI16886.1
ortholog_538 gene-HOLleu_05543 AFI17693.1
ortholog_539 gene-HOLleu_05544 AFI16494.1
ortholog_540 gene-HOLleu_05545 AFI17368.1
ortholog_541 gene-HOLleu_05546 AFI16923.2
ortholog_542 gene-HOLleu_05552 AFI17079.1
ortholog_543 gene-HOLleu_05553 AFI17007.1
ortholog_544 gene-HOLleu_05556 AFI17224.1
ortholog_545 gene-HOLleu_05558 AFI17115.1
ortholog_546 gene-HOLleu_05559 AFI16751.2
ortholog_547 gene-HOLleu_05566 AFI25492.1
ortholog_548 gene-HOLleu_05568 AFI06990.1
ortholog_549 gene-HOLleu_05570 AFI16945.1
ortholog_550 gene-HOLleu_05571 AFI17487.1
ortholog_551 gene-HOLleu_05579 AFI14473.1
ortholog_552 gene-HOLleu_05582 AFI18373.1
ortholog_553 gene-HOLleu_05583 AFI17193.2
ortholog_554 gene-HOLleu_05584 AFI16857.1
ortholog_555 gene-HOLleu_05587 AFI18214.1
ortholog_556 gene-HOLleu_05589 AFI17825.1
ortholog_557 gene-HOLleu_05592 AFI18312.1
ortholog_558 gene-HOLleu_05593 AFI17786.1
ortholog_559 gene-HOLleu_05601 AFI17861.1
ortholog_560 gene-HOLleu_05609 AFI16811.1
ortholog_561 gene-HOLleu_05611 AFI30650.1
ortholog_562 gene-HOLleu_05618 AFI18333.1
ortholog_563 gene-HOLleu_05620 AFI14000.1
ortholog_564 gene-HOLleu_05622 AFI17329.1
ortholog_565 gene-HOLleu_05626 AFI17057.1
ortholog_566 gene-HOLleu_05628 AFI22029.1
ortholog_567 gene-HOLleu_05629 AFI22145.3
ortholog_568 gene-HOLleu_05630 AFI21604.4
ortholog_569 gene-HOLleu_05639 AFI17383.1
ortholog_570 gene-HOLleu_05641 AFI21611.1
ortholog_571 gene-HOLleu_05678 AFI31608.1
ortholog_572 gene-HOLleu_05686 AFI16306.1
ortholog_573 gene-HOLleu_05687 AFI17646.1
ortholog_574 gene-HOLleu_05696 AFI18323.1
ortholog_575 gene-HOLleu_05699 AFI16937.1
ortholog_576 gene-HOLleu_05700 AFI17725.1
ortholog_577 gene-HOLleu_05703 AFI17523.1
ortholog_578 gene-HOLleu_05708 AFI02458.1
ortholog_579 gene-HOLleu_05711 AFI18196.1
ortholog_580 gene-HOLleu_05713 AFI16287.1
ortholog_581 gene-HOLleu_05714 AFI18001.1
ortholog_582 gene-HOLleu_05730 AFI16320.1
ortholog_583 gene-HOLleu_05733 AFI18253.2
ortholog_584 gene-HOLleu_05737 AFI17320.1
ortholog_585 gene-HOLleu_05744 AFI16992.1
ortholog_586 gene-HOLleu_05745 AFI17231.1
ortholog_587 gene-HOLleu_05746 AFI17502.1
ortholog_588 gene-HOLleu_05750 AFI16654.1
ortholog_589 gene-HOLleu_05760 AFI17633.1
ortholog_590 gene-HOLleu_05768 AFI17937.1
ortholog_591 gene-HOLleu_05769 AFI16424.1
ortholog_592 gene-HOLleu_05770 AFI06864.2
ortholog_593 gene-HOLleu_05771 AFI17473.1
ortholog_594 gene-HOLleu_05781 AFI20067.1
ortholog_595 gene-HOLleu_05788 AFI18094.1
ortholog_596 gene-HOLleu_05790 AFI17692.1
ortholog_597 gene-HOLleu_05791 AFI16454.5
ortholog_598 gene-HOLleu_05796 AFI08334.1
ortholog_599 gene-HOLleu_05801 AFI14288.1
ortholog_600 gene-HOLleu_05809 AFI16858.1
ortholog_601 gene-HOLleu_05810 AFI25731.1
ortholog_602 gene-HOLleu_05812 AFI17829.1
ortholog_603 gene-HOLleu_05832 AFI26853.1
ortholog_604 gene-HOLleu_05834 AFI14533.1
ortholog_605 gene-HOLleu_05851 AFI18219.1
ortholog_606 gene-HOLleu_05852 AFI18221.1
ortholog_607 gene-HOLleu_05855 AFI17073.1
ortholog_608 gene-HOLleu_05858 AFI16350.1
ortholog_609 gene-HOLleu_05859 AFI18137.1
ortholog_610 gene-HOLleu_05862 AFI17170.1
ortholog_611 gene-HOLleu_05875 AFI07131.1
ortholog_612 gene-HOLleu_05878 AFI16450.1
ortholog_613 gene-HOLleu_05890 AFI17417.1
ortholog_614 gene-HOLleu_05893 AFI16544.1
ortholog_615 gene-HOLleu_05894 AFI17106.1
ortholog_616 gene-HOLleu_05896 AFI16972.1
ortholog_617 gene-HOLleu_05899 AFI00332.1
ortholog_618 gene-HOLleu_05910 AFI18111.1
ortholog_619 gene-HOLleu_05920 AFI06731.1
ortholog_620 gene-HOLleu_05930 AFI16636.1
ortholog_621 gene-HOLleu_05935 AFI18115.1
ortholog_622 gene-HOLleu_05938 AFI18248.1
ortholog_623 gene-HOLleu_05939 AFI17850.3
ortholog_624 gene-HOLleu_05940 AFI04098.1
ortholog_625 gene-HOLleu_05944 AFI16805.1
ortholog_626 gene-HOLleu_05946 AFI16298.1
ortholog_627 gene-HOLleu_05951 AFI16696.1
ortholog_628 gene-HOLleu_05955 AFI17785.1
ortholog_629 gene-HOLleu_05956 AFI21893.1
ortholog_630 gene-HOLleu_05960 AFI17167.1
ortholog_631 gene-HOLleu_05961 AFI16672.2
ortholog_632 gene-HOLleu_05964 AFI16474.1
ortholog_633 gene-HOLleu_05965 AFI16939.1
ortholog_634 gene-HOLleu_05968 AFI17453.1
ortholog_635 gene-HOLleu_05969 AFI17449.1
ortholog_636 gene-HOLleu_05974 AFI07211.1
ortholog_637 gene-HOLleu_05975 AFI17093.1
ortholog_638 gene-HOLleu_05976 AFI17251.1
ortholog_639 gene-HOLleu_05977 AFI17493.1
ortholog_640 gene-HOLleu_05979 AFI17571.1
ortholog_641 gene-HOLleu_05981 AFI17281.4
ortholog_642 gene-HOLleu_05982 AFI17470.1
ortholog_643 gene-HOLleu_05985 AFI17783.1
ortholog_644 gene-HOLleu_05988 AFI13824.1
ortholog_645 gene-HOLleu_05989 AFI07881.1
ortholog_646 gene-HOLleu_05997 AFI07509.1
ortholog_647 gene-HOLleu_06000 AFI22734.1
ortholog_648 gene-HOLleu_06006 AFI16048.1
ortholog_649 gene-HOLleu_06007 AFI13551.1
ortholog_650 gene-HOLleu_06009 AFI16585.1
ortholog_651 gene-HOLleu_06016 AFI16525.1
ortholog_652 gene-HOLleu_06027 AFI16337.1
ortholog_653 gene-HOLleu_06028 AFI17305.1
ortholog_654 gene-HOLleu_06029 AFI17028.1
ortholog_655 gene-HOLleu_06032 AFI16471.1
ortholog_656 gene-HOLleu_06034 AFI28497.1
ortholog_657 gene-HOLleu_06035 AFI16833.1
ortholog_658 gene-HOLleu_06036 AFI17890.1
ortholog_659 gene-HOLleu_06041 AFI06161.2
ortholog_660 gene-HOLleu_06044 AFI17866.1
ortholog_661 gene-HOLleu_06047 AFI16670.1
ortholog_662 gene-HOLleu_06052 AFI17862.1
ortholog_663 gene-HOLleu_06054 AFI16816.1
ortholog_664 gene-HOLleu_06055 AFI17489.3
ortholog_665 gene-HOLleu_06056 AFI18356.1
ortholog_666 gene-HOLleu_06057 AFI17174.1
ortholog_667 gene-HOLleu_06060 AFI16798.1
ortholog_668 gene-HOLleu_06066 AFI17880.1
ortholog_669 gene-HOLleu_06068 AFI07387.1
ortholog_670 gene-HOLleu_06077 AFI07639.4
ortholog_671 gene-HOLleu_06081 AFI17430.1
ortholog_672 gene-HOLleu_06084 AFI17394.1
ortholog_673 gene-HOLleu_06088 AFI17384.1
ortholog_674 gene-HOLleu_06089 AFI17108.1
ortholog_675 gene-HOLleu_06090 AFI17790.1
ortholog_676 gene-HOLleu_06091 AFI18242.1
ortholog_677 gene-HOLleu_06094 AFI17284.1
ortholog_678 gene-HOLleu_06103 AFI17058.1
ortholog_679 gene-HOLleu_06122 AFI12553.1
ortholog_680 gene-HOLleu_06138 AFI16909.1
ortholog_681 gene-HOLleu_06139 AFI16702.1
ortholog_682 gene-HOLleu_06145 AFI16956.1
ortholog_683 gene-HOLleu_06149 AFI13859.1
ortholog_684 gene-HOLleu_06151 AFI17279.1
ortholog_685 gene-HOLleu_06154 AFI17867.1
ortholog_686 gene-HOLleu_06157 AFI16292.1
ortholog_687 gene-HOLleu_06162 AFI16907.4
ortholog_688 gene-HOLleu_06163 AFI17366.3
ortholog_689 gene-HOLleu_06165 AFI17689.1
ortholog_690 gene-HOLleu_06167 AFI16539.1
ortholog_691 gene-HOLleu_06186 AFI32155.1
ortholog_692 gene-HOLleu_06200 AFI32824.1
ortholog_693 gene-HOLleu_06212 AFI22721.1
ortholog_694 gene-HOLleu_06218 AFI18117.1
ortholog_695 gene-HOLleu_06219 AFI21602.1
ortholog_696 gene-HOLleu_06224 AFI17797.1
ortholog_697 gene-HOLleu_06225 AFI17005.1
ortholog_698 gene-HOLleu_06228 AFI22613.1
ortholog_699 gene-HOLleu_06229 AFI22597.1
ortholog_700 gene-HOLleu_06230 AFI17120.1
ortholog_701 gene-HOLleu_06231 AFI16307.1
ortholog_702 gene-HOLleu_06234 AFI17370.1
ortholog_703 gene-HOLleu_06256 AFI17821.1
ortholog_704 gene-HOLleu_06257 AFI17422.1
ortholog_705 gene-HOLleu_06264 AFI18352.1
ortholog_706 gene-HOLleu_06265 AFI16815.1
ortholog_707 gene-HOLleu_06267 AFI17504.1
ortholog_708 gene-HOLleu_06269 AFI17912.1
ortholog_709 gene-HOLleu_06270 AFI04051.1
ortholog_710 gene-HOLleu_06272 AFI16628.2
ortholog_711 gene-HOLleu_06273 AFI17178.1
ortholog_712 gene-HOLleu_06274 AFI16658.1
ortholog_713 gene-HOLleu_06295 AFI03548.1
ortholog_714 gene-HOLleu_06296 AFI16316.1
ortholog_715 gene-HOLleu_06298 AFI16468.1
ortholog_716 gene-HOLleu_06318 AFI17574.13
ortholog_717 gene-HOLleu_06319 AFI16750.1
ortholog_718 gene-HOLleu_06320 AFI16300.1
ortholog_719 gene-HOLleu_06321 AFI17952.1
ortholog_720 gene-HOLleu_06323 AFI18141.1
ortholog_721 gene-HOLleu_06325 AFI18252.1
ortholog_722 gene-HOLleu_06326 AFI17841.1
ortholog_723 gene-HOLleu_06327 AFI16635.1
ortholog_724 gene-HOLleu_06328 AFI17892.1
ortholog_725 gene-HOLleu_06331 AFI33149.1
ortholog_726 gene-HOLleu_06332 AFI21321.1
ortholog_727 gene-HOLleu_06352 AFI16657.1
ortholog_728 gene-HOLleu_06366 AFI17769.2
ortholog_729 gene-HOLleu_06370 AFI21673.1
ortholog_730 gene-HOLleu_06374 AFI16836.1
ortholog_731 gene-HOLleu_06378 AFI16812.1
ortholog_732 gene-HOLleu_06380 AFI17817.1
ortholog_733 gene-HOLleu_06381 AFI16603.1
ortholog_734 gene-HOLleu_06383 AFI17742.1
ortholog_735 gene-HOLleu_06384 AFI16504.1
ortholog_736 gene-HOLleu_06387 AFI16391.1
ortholog_737 gene-HOLleu_06388 AFI16500.1
ortholog_738 gene-HOLleu_06389 AFI16717.1
ortholog_739 gene-HOLleu_06391 AFI16796.1
ortholog_740 gene-HOLleu_06393 AFI17754.1
ortholog_741 gene-HOLleu_06395 AFI17531.1
ortholog_742 gene-HOLleu_06412 AFI16748.2
ortholog_743 gene-HOLleu_06413 AFI17347.1
ortholog_744 gene-HOLleu_06422 AFI13490.1
ortholog_745 gene-HOLleu_06423 AFI17498.1
ortholog_746 gene-HOLleu_06427 AFI19964.1
ortholog_747 gene-HOLleu_06433 AFI17334.1
ortholog_748 gene-HOLleu_06435 AFI29683.2
ortholog_749 gene-HOLleu_06436 AFI17735.1
ortholog_750 gene-HOLleu_06440 AFI21786.1
ortholog_751 gene-HOLleu_06445 AFI17573.1
ortholog_752 gene-HOLleu_06447 AFI17464.1
ortholog_753 gene-HOLleu_06451 AFI21502.1
ortholog_754 gene-HOLleu_06453 AFI16895.1
ortholog_755 gene-HOLleu_06454 AFI18170.1
ortholog_756 gene-HOLleu_06457 AFI18049.1
ortholog_757 gene-HOLleu_06458 AFI17740.1
ortholog_758 gene-HOLleu_06480 AFI22123.1
ortholog_759 gene-HOLleu_06482 AFI18184.1
ortholog_760 gene-HOLleu_06517 AFI30529.1
ortholog_761 gene-HOLleu_06518 AFI17938.2
ortholog_762 gene-HOLleu_06524 AFI17087.1
ortholog_763 gene-HOLleu_06525 AFI18123.1
ortholog_764 gene-HOLleu_06536 AFI06376.1
ortholog_765 gene-HOLleu_06541 AFI21575.1
ortholog_766 gene-HOLleu_06542 AFI16676.1
ortholog_767 gene-HOLleu_06543 AFI17550.1
ortholog_768 gene-HOLleu_06548 AFI18218.3
ortholog_769 gene-HOLleu_06550 AFI21481.1
ortholog_770 gene-HOLleu_06552 AFI17615.2
ortholog_771 gene-HOLleu_06557 AFI18202.1
ortholog_772 gene-HOLleu_06559 AFI17815.1
ortholog_773 gene-HOLleu_06560 AFI17090.2
ortholog_774 gene-HOLleu_06561 AFI17359.1
ortholog_775 gene-HOLleu_06562 AFI03489.1
ortholog_776 gene-HOLleu_06574 AFI16758.1
ortholog_777 gene-HOLleu_06583 AFI13274.2
ortholog_778 gene-HOLleu_06584 AFI07836.1
ortholog_779 gene-HOLleu_06586 AFI07697.2
ortholog_780 gene-HOLleu_06590 AFI16791.1
ortholog_781 gene-HOLleu_06591 AFI07293.1
ortholog_782 gene-HOLleu_06594 AFI16788.3
ortholog_783 gene-HOLleu_06598 AFI18354.1
ortholog_784 gene-HOLleu_06599 AFI17319.1
ortholog_785 gene-HOLleu_06604 AFI04305.1
ortholog_786 gene-HOLleu_06605 AFI16642.1
ortholog_787 gene-HOLleu_06606 AFI18124.1
ortholog_788 gene-HOLleu_06607 AFI17945.1
ortholog_789 gene-HOLleu_06609 AFI03539.1
ortholog_790 gene-HOLleu_06610 AFI16938.1
ortholog_791 gene-HOLleu_06616 AFI17175.1
ortholog_792 gene-HOLleu_06621 AFI17816.1
ortholog_793 gene-HOLleu_06622 AFI17877.1
ortholog_794 gene-HOLleu_06624 AFI17245.1
ortholog_795 gene-HOLleu_06627 AFI17972.1
ortholog_796 gene-HOLleu_06629 AFI17612.1
ortholog_797 gene-HOLleu_06639 AFI23754.1
ortholog_798 gene-HOLleu_06644 AFI17609.1
ortholog_799 gene-HOLleu_06647 AFI17635.1
ortholog_800 gene-HOLleu_06648 AFI18358.1
ortholog_801 gene-HOLleu_06649 AFI17529.2
ortholog_802 gene-HOLleu_06651 AFI16553.1
ortholog_803 gene-HOLleu_06653 AFI16413.1
ortholog_804 gene-HOLleu_06654 AFI27222.1
ortholog_805 gene-HOLleu_06657 AFI17868.1
ortholog_806 gene-HOLleu_06658 AFI21592.1
ortholog_807 gene-HOLleu_06661 AFI18107.2
ortholog_808 gene-HOLleu_06662 AFI17941.2
ortholog_809 gene-HOLleu_06665 AFI04446.1
ortholog_810 gene-HOLleu_06673 AFI17221.1
ortholog_811 gene-HOLleu_06677 AFI18031.1
ortholog_812 gene-HOLleu_06680 AFI18228.4
ortholog_813 gene-HOLleu_06684 AFI16710.3
ortholog_814 gene-HOLleu_06688 AFI10918.1
ortholog_815 gene-HOLleu_06690 AFI16356.1
ortholog_816 gene-HOLleu_06691 AFI17185.2
ortholog_817 gene-HOLleu_06692 AFI16394.1
ortholog_818 gene-HOLleu_06693 AFI16489.1
ortholog_819 gene-HOLleu_06695 AFI18149.1
ortholog_820 gene-HOLleu_06700 AFI18133.1
ortholog_821 gene-HOLleu_06701 AFI06729.1
ortholog_822 gene-HOLleu_06706 AFI07645.1
ortholog_823 gene-HOLleu_06719 AFI17475.1
ortholog_824 gene-HOLleu_06721 AFI22017.1
ortholog_825 gene-HOLleu_06722 AFI16988.1
ortholog_826 gene-HOLleu_06744 AFI06599.1
ortholog_827 gene-HOLleu_06745 AFI18160.1
ortholog_828 gene-HOLleu_06749 AFI18097.1
ortholog_829 gene-HOLleu_06750 AFI21483.2
ortholog_830 gene-HOLleu_06755 AFI16728.2
ortholog_831 gene-HOLleu_06756 AFI17753.1
ortholog_832 gene-HOLleu_06757 AFI17250.1
ortholog_833 gene-HOLleu_06758 AFI18050.1
ortholog_834 gene-HOLleu_06759 AFI24306.1
ortholog_835 gene-HOLleu_06767 AFI17156.1
ortholog_836 gene-HOLleu_06769 AFI17339.1
ortholog_837 gene-HOLleu_06774 AFI16136.1
ortholog_838 gene-HOLleu_06781 AFI16780.1
ortholog_839 gene-HOLleu_06788 AFI17060.1
ortholog_840 gene-HOLleu_06791 AFI18216.3
ortholog_841 gene-HOLleu_06792 AFI16385.1
ortholog_842 gene-HOLleu_06793 AFI17733.2
ortholog_843 gene-HOLleu_06798 AFI06561.1
ortholog_844 gene-HOLleu_06801 AFI16571.1
ortholog_845 gene-HOLleu_06806 AFI17258.1
ortholog_846 gene-HOLleu_06809 AFI17610.1
ortholog_847 gene-HOLleu_06813 AFI09391.1
ortholog_848 gene-HOLleu_06814 AFI07253.1
ortholog_849 gene-HOLleu_06816 AFI07888.1
ortholog_850 gene-HOLleu_06818 AFI18026.1
ortholog_851 gene-HOLleu_06819 AFI16803.1
ortholog_852 gene-HOLleu_06830 AFI17927.1
ortholog_853 gene-HOLleu_06831 AFI18339.1
ortholog_854 gene-HOLleu_06834 AFI15390.1
ortholog_855 gene-HOLleu_06835 AFI07487.1
ortholog_856 gene-HOLleu_06837 AFI18158.5
ortholog_857 gene-HOLleu_06842 AFI18276.1
ortholog_858 gene-HOLleu_06843 AFI16604.1
ortholog_859 gene-HOLleu_06844 AFI18256.1
ortholog_860 gene-HOLleu_06845 AFI16573.1
ortholog_861 gene-HOLleu_06848 AFI18195.1
ortholog_862 gene-HOLleu_06853 AFI22399.1
ortholog_863 gene-HOLleu_06854 AFI17302.1
ortholog_864 gene-HOLleu_06855 AFI17804.1
ortholog_865 gene-HOLleu_06859 AFI13595.1
ortholog_866 gene-HOLleu_06860 AFI14127.2
ortholog_867 gene-HOLleu_06866 AFI13570.1
ortholog_868 gene-HOLleu_06867 AFI16322.1
ortholog_869 gene-HOLleu_06870 AFI17195.1
ortholog_870 gene-HOLleu_06881 AFI05036.1
ortholog_871 gene-HOLleu_06894 AFI22168.1
ortholog_872 gene-HOLleu_06895 AFI22127.3
ortholog_873 gene-HOLleu_06903 AFI22621.3
ortholog_874 gene-HOLleu_06904 AFI17364.1
ortholog_875 gene-HOLleu_06905 AFI17173.1
ortholog_876 gene-HOLleu_06908 AFI17092.1
ortholog_877 gene-HOLleu_06909 AFI18042.1
ortholog_878 gene-HOLleu_06912 AFI22704.1
ortholog_879 gene-HOLleu_06914 AFI16357.1
ortholog_880 gene-HOLleu_06915 AFI17142.1
ortholog_881 gene-HOLleu_06933 AFI21292.1
ortholog_882 gene-HOLleu_06943 AFI16632.1
ortholog_883 gene-HOLleu_06945 AFI16774.1
ortholog_884 gene-HOLleu_06946 AFI18164.1
ortholog_885 gene-HOLleu_06948 AFI22598.1
ortholog_886 gene-HOLleu_06950 AFI17747.1
ortholog_887 gene-HOLleu_06951 AFI17187.1
ortholog_888 gene-HOLleu_06953 AFI18374.1
ortholog_889 gene-HOLleu_06976 AFI16908.1
ortholog_890 gene-HOLleu_06978 AFI17052.1
ortholog_891 gene-HOLleu_06979 AFI17365.1
ortholog_892 gene-HOLleu_06980 AFI16580.1
ortholog_893 gene-HOLleu_06981 AFI18381.2
ortholog_894 gene-HOLleu_06983 AFI22471.7
ortholog_895 gene-HOLleu_06989 AFI17730.1
ortholog_896 gene-HOLleu_06990 AFI18156.1
ortholog_897 gene-HOLleu_06994 AFI16855.1
ortholog_898 gene-HOLleu_07001 AFI17371.2
ortholog_899 gene-HOLleu_07004 AFI17240.4
ortholog_900 gene-HOLleu_07015 AFI17047.1
ortholog_901 gene-HOLleu_07020 AFI25243.1
ortholog_902 gene-HOLleu_07023 AFI25823.1
ortholog_903 gene-HOLleu_07027 AFI25564.4
ortholog_904 gene-HOLleu_07036 AFI25603.1
ortholog_905 gene-HOLleu_07039 AFI25665.1
ortholog_906 gene-HOLleu_07042 AFI11901.1
ortholog_907 gene-HOLleu_07048 AFI25371.4
ortholog_908 gene-HOLleu_07049 AFI26132.2
ortholog_909 gene-HOLleu_07053 AFI25102.1
ortholog_910 gene-HOLleu_07054 AFI12259.2
ortholog_911 gene-HOLleu_07056 AFI26191.1
ortholog_912 gene-HOLleu_07057 AFI25934.3
ortholog_913 gene-HOLleu_07059 AFI25846.1
ortholog_914 gene-HOLleu_07067 AFI24554.1
ortholog_915 gene-HOLleu_07069 AFI24762.2
ortholog_916 gene-HOLleu_07070 AFI25127.1
ortholog_917 gene-HOLleu_07074 AFI04464.1
ortholog_918 gene-HOLleu_07075 AFI25109.1
ortholog_919 gene-HOLleu_07077 AFI25773.1
ortholog_920 gene-HOLleu_07078 AFI14415.1
ortholog_921 gene-HOLleu_07079 AFI24800.1
ortholog_922 gene-HOLleu_07080 AFI31318.1
ortholog_923 gene-HOLleu_07083 AFI25305.1
ortholog_924 gene-HOLleu_07084 AFI26039.1
ortholog_925 gene-HOLleu_07087 AFI24557.1
ortholog_926 gene-HOLleu_07091 AFI26159.1
ortholog_927 gene-HOLleu_07093 AFI25982.1
ortholog_928 gene-HOLleu_07098 AFI26093.1
ortholog_929 gene-HOLleu_07102 AFI25030.2
ortholog_930 gene-HOLleu_07105 AFI25002.1
ortholog_931 gene-HOLleu_07106 AFI24440.1
ortholog_932 gene-HOLleu_07108 AFI25790.1
ortholog_933 gene-HOLleu_07109 AFI24601.1
ortholog_934 gene-HOLleu_07113 AFI25550.2
ortholog_935 gene-HOLleu_07117 AFI00566.1
ortholog_936 gene-HOLleu_07132 AFI12975.1
ortholog_937 gene-HOLleu_07141 AFI16165.1
ortholog_938 gene-HOLleu_07144 AFI18500.1
ortholog_939 gene-HOLleu_07149 AFI25829.1
ortholog_940 gene-HOLleu_07153 AFI30310.1
ortholog_941 gene-HOLleu_07154 AFI26233.1
ortholog_942 gene-HOLleu_07161 AFI24638.1
ortholog_943 gene-HOLleu_07164 AFI25593.1
ortholog_944 gene-HOLleu_07165 AFI25683.1
ortholog_945 gene-HOLleu_07167 AFI25252.1
ortholog_946 gene-HOLleu_07170 AFI26123.1
ortholog_947 gene-HOLleu_07171 AFI24918.1
ortholog_948 gene-HOLleu_07175 AFI25651.1
ortholog_949 gene-HOLleu_07177 AFI24928.1
ortholog_950 gene-HOLleu_07178 AFI12143.1
ortholog_951 gene-HOLleu_07179 AFI12132.1
ortholog_952 gene-HOLleu_07191 AFI25748.1
ortholog_953 gene-HOLleu_07192 AFI24939.1
ortholog_954 gene-HOLleu_07194 AFI05765.1
ortholog_955 gene-HOLleu_07195 AFI25717.1
ortholog_956 gene-HOLleu_07198 AFI11380.1
ortholog_957 gene-HOLleu_07199 AFI25963.1
ortholog_958 gene-HOLleu_07200 AFI06645.1
ortholog_959 gene-HOLleu_07203 AFI26222.1
ortholog_960 gene-HOLleu_07204 AFI24646.1
ortholog_961 gene-HOLleu_07205 AFI26089.1
ortholog_962 gene-HOLleu_07212 AFI24699.1
ortholog_963 gene-HOLleu_07213 AFI16859.1
ortholog_964 gene-HOLleu_07216 AFI25301.1
ortholog_965 gene-HOLleu_07217 AFI25449.1
ortholog_966 gene-HOLleu_07218 AFI13043.1
ortholog_967 gene-HOLleu_07222 AFI24720.2
ortholog_968 gene-HOLleu_07223 AFI16044.1
ortholog_969 gene-HOLleu_07225 AFI30768.1
ortholog_970 gene-HOLleu_07226 AFI31570.1
ortholog_971 gene-HOLleu_07228 AFI29782.5
ortholog_972 gene-HOLleu_07232 AFI29991.1
ortholog_973 gene-HOLleu_07235 AFI25204.1
ortholog_974 gene-HOLleu_07238 AFI25660.1
ortholog_975 gene-HOLleu_07250 AFI25948.1
ortholog_976 gene-HOLleu_07253 AFI05737.1
ortholog_977 gene-HOLleu_07257 AFI25440.1
ortholog_978 gene-HOLleu_07260 AFI25195.1
ortholog_979 gene-HOLleu_07261 AFI24406.1
ortholog_980 gene-HOLleu_07262 AFI25338.1
ortholog_981 gene-HOLleu_07263 AFI24504.1
ortholog_982 gene-HOLleu_07264 AFI25336.1
ortholog_983 gene-HOLleu_07265 AFI24437.1
ortholog_984 gene-HOLleu_07267 AFI25712.1
ortholog_985 gene-HOLleu_07268 AFI24531.1
ortholog_986 gene-HOLleu_07269 AFI24527.1
ortholog_987 gene-HOLleu_07270 AFI19030.1
ortholog_988 gene-HOLleu_07274 AFI24869.1
ortholog_989 gene-HOLleu_07276 AFI24662.1
ortholog_990 gene-HOLleu_07280 AFI26007.1
ortholog_991 gene-HOLleu_07285 AFI26058.1
ortholog_992 gene-HOLleu_07286 AFI29842.1
ortholog_993 gene-HOLleu_07287 AFI07126.1
ortholog_994 gene-HOLleu_07294 AFI25430.1
ortholog_995 gene-HOLleu_07296 AFI31232.1
ortholog_996 gene-HOLleu_07298 AFI31166.1
ortholog_997 gene-HOLleu_07300 AFI24486.1
ortholog_998 gene-HOLleu_07301 AFI25947.1
ortholog_999 gene-HOLleu_07305 AFI25160.1
ortholog_1000 gene-HOLleu_07313 AFI25276.1
ortholog_1001 gene-HOLleu_07315 AFI25752.2
ortholog_1002 gene-HOLleu_07316 AFI25595.1
ortholog_1003 gene-HOLleu_07318 AFI24618.1
ortholog_1004 gene-HOLleu_07319 AFI25317.1
ortholog_1005 gene-HOLleu_07321 AFI25297.2
ortholog_1006 gene-HOLleu_07322 AFI25623.1
ortholog_1007 gene-HOLleu_07324 AFI24422.1
ortholog_1008 gene-HOLleu_07325 AFI24940.1
ortholog_1009 gene-HOLleu_07326 AFI24639.1
ortholog_1010 gene-HOLleu_07330 AFI02713.1
ortholog_1011 gene-HOLleu_07331 AFI01912.1
ortholog_1012 gene-HOLleu_07329 AFI24634.1
ortholog_1013 gene-HOLleu_07334 AFI24998.1
ortholog_1014 gene-HOLleu_07337 AFI29744.1
ortholog_1015 gene-HOLleu_07338 AFI25295.1
ortholog_1016 gene-HOLleu_07341 AFI24690.1
ortholog_1017 gene-HOLleu_07342 AFI25207.1
ortholog_1018 gene-HOLleu_07346 AFI14303.1
ortholog_1019 gene-HOLleu_07347 AFI26059.1
ortholog_1020 gene-HOLleu_07354 AFI25992.1
ortholog_1021 gene-HOLleu_07357 AFI11668.1
ortholog_1022 gene-HOLleu_07358 AFI12584.1
ortholog_1023 gene-HOLleu_07359 AFI24552.1
ortholog_1024 gene-HOLleu_07361 AFI29781.1
ortholog_1025 gene-HOLleu_07365 AFI30023.1
ortholog_1026 gene-HOLleu_07374 AFI25976.2
ortholog_1027 gene-HOLleu_07384 AFI26199.1
ortholog_1028 gene-HOLleu_07391 AFI25912.6
ortholog_1029 gene-HOLleu_07392 AFI30161.1
ortholog_1030 gene-HOLleu_07394 AFI11403.1
ortholog_1031 gene-HOLleu_07395 AFI11953.1
ortholog_1032 gene-HOLleu_07400 AFI30697.1
ortholog_1033 gene-HOLleu_07401 AFI31170.1
