ortholog_1 SCH01409.1 BL15770
ortholog_700 SCH02712.1 BL05078
ortholog_701 SCH02672.1 BL05068
ortholog_702 SCH02546.1 BL05308
ortholog_703 SCH02931.1 BL04953
ortholog_704 SCH02678.1 BL05191
ortholog_705 SCH02719.1 BL17604
ortholog_706 SCH02601.1 BL05387
ortholog_707 SCH02637.1 BL21407
ortholog_708 SCH02325.1 BL14504
ortholog_709 SCH02806.1 BL07759
ortholog_710 SCH02766.1 BL05171
ortholog_711 SCH02562.1 BL14506
ortholog_712 SCH02603.1 BL10306
ortholog_713 SCH02110.1 BL10312
ortholog_714 SCH02800.1 BL05253
ortholog_715 SCH02371.1 BL15430
ortholog_716 SCH02633.1 BL19716
ortholog_717 SCH02444.1 BL10416
ortholog_718 SCH03064.1 BL05001
ortholog_719 SCH02799.1 BL12465
ortholog_720 SCH02199.1 BL12464
ortholog_721 SCH02169.1 BL09776
ortholog_722 SCH02450.1 BL24203
ortholog_723 SCH02561.1 BL26875
ortholog_724 SCH02276.1 BL10315
ortholog_725 SCH02367.1 BL10407
ortholog_726 SCH02510.1 BL10408
ortholog_727 SCH02441.1 BL05091
ortholog_728 SCH02911.1 BL19689
ortholog_729 SCH03079.1 BL02504
ortholog_730 SCH03086.1 BL05515
ortholog_731 SCH02391.1 BL05336
ortholog_732 SCH01981.1 BL05334
ortholog_733 SCH02301.1 BL05059
ortholog_734 SCH02016.1 BL03619
ortholog_735 SCH02106.1 BL05404
ortholog_736 SCH02147.1 BL02208
ortholog_737 SCH03290.1 BL14487
ortholog_738 SCH03223.1 BL12051
ortholog_739 SCH02208.1 BL06603
ortholog_740 SCH02442.1 BL04999
ortholog_741 SCH02486.1 BL19664
ortholog_742 SCH02363.1 BL02529
ortholog_743 SCH01988.1 BL02851
ortholog_744 SCH03299.1 BL12868
ortholog_745 SCH02540.1 BL05373
ortholog_746 SCH02942.1 BL05210
ortholog_747 SCH03125.1 BL17171
ortholog_748 SCH02877.1 BL09922
ortholog_749 SCH02541.1 BL12468
ortholog_750 SCH02671.1 BL00088
ortholog_751 SCH02838.1 BL02525
ortholog_752 SCH02120.1 BL05405
ortholog_753 SCH02331.1 BL05409
ortholog_754 SCH03193.1 BL00403
ortholog_755 SCH02558.1 BL11036
ortholog_756 SCH03088.1 BL06168
ortholog_757 SCH03296.1 BL02523
ortholog_758 SCH02457.1 BL07193
ortholog_759 SCH02088.1 BL05544
ortholog_760 SCH02856.1 BL05279
ortholog_761 SCH02260.1 BL05458
ortholog_762 SCH03267.1 BL05527
ortholog_763 SCH02104.1 BL21922
ortholog_764 SCH02107.1 BL05021
ortholog_765 SCH02914.1 BL05023
ortholog_766 SCH02980.1 BL05300
ortholog_767 SCH02289.1 BL09584
ortholog_768 SCH02950.1 BL07312
ortholog_769 SCH02865.1 BL05516
ortholog_770 SCH02288.1 BL25969
ortholog_771 SCH02709.1 BL02495
ortholog_772 SCH02851.1 BL10363
ortholog_773 SCH02548.1 BL25492
ortholog_774 SCH03292.1 BL05232
ortholog_775 SCH02446.1 BL14007
ortholog_776 SCH02808.1 BL12033
ortholog_777 SCH02543.1 BL16779
ortholog_778 SCH03124.1 BL12484
ortholog_779 SCH02919.1 BL05131
ortholog_780 SCH03027.1 BL19686
ortholog_781 SCH02043.1 BL04973
ortholog_782 SCH02204.1 BL05548
ortholog_783 SCH03243.1 BL05549
ortholog_784 SCH02141.1 BL05438
ortholog_785 SCH02362.1 BL19703
ortholog_786 SCH02404.1 BL19704
ortholog_787 SCH02711.1 BL15147
ortholog_788 SCH02187.1 BL12500
ortholog_789 SCH02037.1 BL02421
ortholog_790 SCH02240.1 BL21059
ortholog_791 SCH02315.1 BL15601
ortholog_792 SCH02776.1 BL02524
ortholog_793 SCH02153.1 BL12910
ortholog_794 SCH03220.1 BL03601
ortholog_795 SCH02285.1 BL12800
ortholog_796 SCH02894.1 BL19663
ortholog_797 SCH03365.1 BL12567
ortholog_798 SCH02211.1 BL05537
ortholog_799 SCH02105.1 BL03584
ortholog_800 SCH02146.1 BL03583
ortholog_801 SCH02190.1 BL12879
ortholog_802 SCH02386.1 BL05566
ortholog_803 SCH02168.1 BL05137
ortholog_804 SCH02129.1 BL05053
ortholog_805 SCH03352.1 BL15888
ortholog_806 SCH01994.1 BL05501
ortholog_807 SCH02955.1 BL09534
ortholog_808 SCH03160.1 BL12458
ortholog_809 SCH03104.1 BL12452
ortholog_810 SCH03359.1 BL05165
ortholog_811 SCH03387.1 BL00827
ortholog_812 SCH03861.1 BL19923
ortholog_813 SCH03652.1 BL23322
ortholog_814 SCH03587.1 BL15962
ortholog_815 SCH03432.1 BL00719
ortholog_816 SCH03770.1 BL23556
ortholog_817 SCH03837.1 BL13488
ortholog_818 SCH04161.1 BL16304
ortholog_819 SCH03566.1 BL05478
ortholog_820 SCH04262.1 BL06693
ortholog_821 SCH03971.1 BL25519
ortholog_822 SCH03878.1 BL13528
ortholog_823 SCH03466.1 BL13447
ortholog_824 SCH03820.1 BL13512
ortholog_825 SCH03787.1 BL23341
ortholog_826 SCH04015.1 BL20970
ortholog_827 SCH04042.1 BL20963
ortholog_828 SCH04065.1 BL20966
ortholog_829 SCH03898.1 BL21014
ortholog_830 SCH03935.1 BL23477
ortholog_831 SCH03407.1 BL23495
ortholog_832 SCH03733.1 BL23493
ortholog_833 SCH03532.1 BL23492
ortholog_834 SCH03409.1 BL13589
ortholog_835 SCH04061.1 BL23459
ortholog_836 SCH03737.1 BL20873
ortholog_837 SCH03647.1 BL20843
ortholog_838 SCH03826.1 BL06560
ortholog_839 SCH03854.1 BL06559
ortholog_840 SCH03792.1 BL23567
ortholog_841 SCH03747.1 BL08836
ortholog_842 SCH03783.1 BL06701
ortholog_843 SCH03609.1 BL13672
ortholog_844 SCH03670.1 BL04760
ortholog_845 SCH03678.1 BL13525
ortholog_846 SCH04140.1 BL20969
ortholog_847 SCH04025.1 BL23487
ortholog_848 SCH03398.1 BL23486
ortholog_849 SCH03915.1 BL23624
ortholog_850 SCH04029.1 BL13582
ortholog_851 SCH03562.1 BL20792
ortholog_852 SCH04162.1 BL16294
ortholog_853 SCH03415.1 BL06702
ortholog_854 SCH03604.1 BL16302
ortholog_855 SCH04132.1 BL16305
ortholog_856 SCH04066.1 BL05664
ortholog_857 SCH04213.1 BL20936
ortholog_858 SCH03967.1 BL20946
ortholog_859 SCH04233.1 BL20945
ortholog_860 SCH03948.1 BL20944
ortholog_861 SCH03388.1 BL23535
ortholog_862 SCH03411.1 BL06043
ortholog_863 SCH03760.1 BL06535
ortholog_864 SCH04258.1 BL07160
ortholog_865 SCH04235.1 BL20937
ortholog_866 SCH03502.1 BL20940
ortholog_867 SCH03475.1 BL07958
ortholog_868 SCH03446.1 BL09059
ortholog_869 SCH03412.1 BL00221
ortholog_870 SCH03831.1 BL23430
ortholog_871 SCH03856.1 BL23449
ortholog_872 SCH04001.1 BL23581
ortholog_873 SCH04055.1 BL23529
ortholog_874 SCH03547.1 BL23429
ortholog_875 SCH03578.1 BL23427
ortholog_876 SCH04198.1 BL24522
ortholog_877 SCH03496.1 BL23359
ortholog_878 SCH03472.1 BL13625
ortholog_879 SCH03708.1 BL13624
ortholog_880 SCH03569.1 BL13623
ortholog_881 SCH03439.1 BL13619
ortholog_882 SCH03943.1 BL23312
ortholog_883 SCH03541.1 BL06564
ortholog_884 SCH03506.1 BL23490
ortholog_885 SCH03484.1 BL04374
ortholog_886 SCH03478.1 BL23491
ortholog_887 SCH03450.1 BL23390
ortholog_888 SCH04260.1 BL23440
ortholog_889 SCH04236.1 BL23541
ortholog_890 SCH03556.1 BL20844
ortholog_891 SCH03526.1 BL23528
ortholog_892 SCH03907.1 BL21404
ortholog_893 SCH03636.1 BL23532
ortholog_894 SCH03923.1 BL23622
ortholog_895 SCH03570.1 BL23570
ortholog_896 SCH03650.1 BL23569
ortholog_897 SCH03447.1 BL08829
ortholog_898 SCH03495.1 BL15456
ortholog_899 SCH03640.1 BL13486
ortholog_900 SCH03401.1 BL08752
ortholog_901 SCH04194.1 BL22623
ortholog_902 SCH04173.1 BL04361
ortholog_903 SCH04240.1 BL14043
ortholog_904 SCH03771.1 BL17393
ortholog_905 SCH04083.1 BL14459
ortholog_906 SCH03693.1 BL06583
ortholog_907 SCH04156.1 BL15380
ortholog_908 SCH03404.1 BL08821
ortholog_909 SCH03857.1 BL00703
ortholog_910 SCH04113.1 BL20805
ortholog_911 SCH04009.1 BL23448
ortholog_912 SCH03873.1 BL17013
ortholog_913 SCH03491.1 BL04169
ortholog_914 SCH04270.1 BL21942
ortholog_915 SCH03874.1 BL13573
ortholog_916 SCH04036.1 BL23336
ortholog_917 SCH03721.1 BL20978
ortholog_918 SCH03850.1 BL23564
ortholog_919 SCH03995.1 BL13699
ortholog_920 SCH03945.1 BL20991
ortholog_921 SCH04024.1 BL13618
ortholog_922 SCH03859.1 BL13617
ortholog_923 SCH04013.1 BL26142
ortholog_924 SCH03635.1 BL13443
ortholog_925 SCH03867.1 BL20959
ortholog_926 SCH03470.1 BL23407
ortholog_927 SCH04100.1 BL08391
ortholog_928 SCH04129.1 BL13456
ortholog_929 SCH04158.1 BL20927
ortholog_930 SCH03497.1 BL18804
ortholog_931 SCH03685.1 BL23544
ortholog_932 SCH03651.1 BL23323
ortholog_933 SCH03969.1 BL23324
ortholog_934 SCH03914.1 BL27885
ortholog_935 SCH04051.1 BL13574
ortholog_936 SCH04252.1 BL16296
ortholog_937 SCH03453.1 BL20985
ortholog_938 SCH04089.1 BL00042
ortholog_939 SCH04234.1 BL23439
ortholog_940 SCH04087.1 BL06585
ortholog_941 SCH03841.1 BL06586
ortholog_942 SCH04261.1 BL13634
ortholog_943 SCH03420.1 BL23405
ortholog_944 SCH03461.1 BL19083
ortholog_945 SCH03518.1 BL19084
ortholog_946 SCH03974.1 BL03123
ortholog_947 SCH03870.1 BL11337
ortholog_948 SCH03949.1 BL13717
ortholog_949 SCH03774.1 BL06575
ortholog_950 SCH03488.1 BL06637
ortholog_951 SCH04188.1 BL21011
ortholog_952 SCH04175.1 BL21012
ortholog_953 SCH03528.1 BL20835
ortholog_954 SCH04244.1 BL25743
ortholog_955 SCH03395.1 BL23539
ortholog_956 SCH04266.1 BL23480
ortholog_957 SCH03710.1 BL23481
ortholog_958 SCH03913.1 BL20878
ortholog_959 SCH04255.1 BL13713
ortholog_960 SCH03805.1 BL13712
ortholog_961 SCH04086.1 BL06614
ortholog_962 SCH03885.1 BL15304
ortholog_963 SCH04133.1 BL20900
ortholog_964 SCH03686.1 BL23512
ortholog_965 SCH03576.1 BL23511
ortholog_966 SCH04160.1 BL11827
ortholog_967 SCH03550.1 BL13526
ortholog_968 SCH03718.1 BL21023
ortholog_969 SCH03903.1 BL23415
ortholog_970 SCH03942.1 BL16307
ortholog_971 SCH04032.1 BL23811
ortholog_972 SCH04028.1 BL13675
ortholog_973 SCH04000.1 BL00051
ortholog_974 SCH03799.1 BL00053
ortholog_975 SCH03397.1 BL06563
ortholog_976 SCH03730.1 BL07957
ortholog_977 SCH03897.1 BL23363
ortholog_978 SCH03904.1 BL06709
ortholog_979 SCH04004.1 BL08405
ortholog_980 SCH03818.1 BL08403
ortholog_981 SCH03864.1 BL23526
ortholog_982 SCH03535.1 BL10815
ortholog_983 SCH03704.1 BL23625
ortholog_984 SCH03788.1 BL20906
ortholog_985 SCH03507.1 BL20903
ortholog_986 SCH03619.1 BL00382
ortholog_987 SCH03838.1 BL20990
ortholog_988 SCH04172.1 BL08397
ortholog_989 SCH03931.1 BL08378
ortholog_990 SCH03876.1 BL07696
ortholog_991 SCH04069.1 BL23435
ortholog_992 SCH04189.1 BL23442
ortholog_993 SCH03431.1 BL23445
ortholog_994 SCH04227.1 BL13530
ortholog_995 SCH03524.1 BL13537
ortholog_996 SCH03554.1 BL14441
ortholog_997 SCH03728.1 BL00030
ortholog_998 SCH04157.1 BL00577
ortholog_999 SCH04206.1 BL12675
ortholog_1000 SCH03940.1 BL07050
ortholog_1001 SCH04169.1 BL23385
ortholog_1002 SCH04017.1 BL02381
ortholog_1003 SCH03825.1 BL26287
ortholog_1004 SCH03988.1 BL13445
ortholog_1005 SCH03543.1 BL06531
ortholog_1006 SCH04249.1 BL13509
ortholog_1007 SCH03691.1 BL23497
ortholog_1008 SCH04106.1 BL21933
ortholog_1009 SCH03394.1 BL16297
ortholog_1010 SCH03438.1 BL20826
ortholog_1011 SCH03639.1 BL16298
ortholog_1012 SCH03667.1 BL00028
ortholog_1013 SCH03744.1 BL23462
ortholog_1014 SCH03982.1 BL23338
ortholog_1015 SCH04179.1 BL23320
ortholog_1016 SCH03633.1 BL23315
ortholog_1017 SCH03644.1 BL13709
ortholog_1018 SCH04102.1 BL16311
ortholog_1019 SCH03486.1 BL08389
ortholog_1020 SCH03469.1 BL23394
ortholog_1021 SCH04183.1 BL13592
ortholog_1022 SCH03467.1 BL23437
ortholog_1023 SCH03568.1 BL23540
ortholog_1024 SCH03508.1 BL13556
ortholog_1025 SCH03928.1 BL25848
ortholog_1026 SCH03623.1 BL23601
ortholog_1027 SCH04223.1 BL16312
ortholog_1028 SCH04196.1 BL26026
ortholog_1029 SCH03725.1 BL13567
ortholog_1030 SCH03871.1 BL13882
ortholog_1031 SCH03742.1 BL23546
ortholog_1032 SCH04094.1 BL17861
ortholog_1033 SCH03763.1 BL21461
ortholog_1034 SCH03400.1 BL04151
ortholog_1035 SCH03631.1 BL10707
ortholog_1036 SCH03848.1 BL06579
ortholog_1037 SCH04184.1 BL23378
ortholog_1038 SCH03649.1 BL20938
ortholog_1039 SCH03572.1 BL13517
ortholog_1040 SCH03582.1 BL24615
ortholog_1041 SCH03419.1 BL15733
ortholog_1042 SCH03449.1 BL08178
ortholog_1043 SCH03961.1 BL23558
ortholog_1044 SCH03622.1 BL20876
ortholog_1045 SCH03991.1 BL16337
ortholog_1046 SCH03646.1 BL04670
ortholog_1047 SCH03962.1 BL11384
ortholog_1048 SCH03990.1 BL20974
ortholog_1049 SCH03410.1 BL13663
ortholog_1050 SCH03794.1 BL03062
ortholog_1051 SCH04268.1 BL08413
ortholog_1052 SCH03492.1 BL13562
ortholog_1053 SCH03683.1 BL19105
ortholog_1054 SCH03714.1 BL13664
ortholog_1055 SCH03745.1 BL21015
ortholog_1056 SCH03664.1 BL08411
ortholog_1057 SCH03754.1 BL13636
ortholog_1058 SCH04095.1 BL11892
ortholog_1059 SCH03896.1 BL20823
ortholog_1060 SCH03740.1 BL22903
ortholog_1061 SCH03451.1 BL20956
ortholog_1062 SCH03558.1 BL23388
ortholog_1063 SCH04187.1 BL13555
ortholog_1064 SCH04064.1 BL23520
ortholog_1065 SCH03658.1 BL19090
ortholog_1066 SCH04167.1 BL19091
ortholog_1067 SCH03809.1 BL25773
ortholog_1068 SCH03608.1 BL08360
ortholog_1069 SCH04164.1 BL20875
ortholog_1070 SCH03769.1 BL23594
ortholog_1071 SCH03724.1 BL13502
ortholog_1072 SCH03471.1 BL20874
ortholog_1073 SCH04218.1 BL25465
ortholog_1074 SCH04105.1 BL23392
ortholog_1075 SCH04146.1 BL25981
ortholog_1076 SCH04254.1 BL09841
ortholog_1077 SCH03574.1 BL08409
ortholog_1078 SCH03428.1 BL13702
ortholog_1079 SCH03632.1 BL13593
ortholog_1080 SCH03701.1 BL13594
ortholog_1081 SCH03759.1 BL23482
ortholog_1082 SCH03732.1 BL13583
ortholog_1083 SCH03749.1 BL23506
ortholog_1084 SCH03786.1 BL06545
ortholog_1085 SCH03610.1 BL23467
ortholog_1086 SCH03702.1 BL13515
ortholog_1087 SCH03700.1 BL13449
ortholog_1088 SCH03648.1 BL06689
ortholog_1089 SCH03584.1 BL20997
ortholog_1090 SCH03918.1 BL08379
ortholog_1091 SCH03523.1 BL06708
ortholog_1092 SCH03804.1 BL06707
ortholog_1093 SCH03839.1 BL06711
ortholog_1094 SCH03712.1 BL06706
ortholog_1095 SCH03768.1 BL06249
ortholog_1096 SCH03477.1 BL03727
ortholog_1097 SCH03503.1 BL16683
ortholog_1098 SCH04201.1 BL06634
ortholog_1099 SCH03877.1 BL13568
ortholog_1100 SCH04147.1 BL06688
ortholog_1101 SCH03595.1 BL13451
ortholog_1102 SCH03505.1 BL13452
ortholog_1103 SCH04130.1 BL13453
ortholog_1104 SCH04159.1 BL13588
ortholog_1105 SCH03588.1 BL17626
ortholog_1106 SCH03560.1 BL23478
ortholog_1107 SCH03844.1 BL08396
ortholog_1108 SCH04131.1 BL16326
ortholog_1109 SCH04893.1 BL09073
ortholog_1110 SCH05176.1 BL16033
ortholog_1111 SCH04521.1 BL25050
ortholog_1112 SCH05043.1 BL10633
ortholog_1113 SCH04396.1 BL11083
ortholog_1114 SCH04603.1 BL11082
ortholog_1115 SCH04438.1 BL15559
ortholog_1116 SCH05274.1 BL15649
ortholog_1117 SCH04722.1 BL14993
ortholog_1118 SCH05339.1 BL11168
ortholog_1119 SCH04693.1 BL11042
ortholog_1120 SCH04943.1 BL11047
ortholog_1121 SCH04646.1 BL25885
ortholog_1122 SCH04471.1 BL11375
ortholog_1123 SCH05332.1 BL08860
ortholog_1124 SCH04724.1 BL11196
ortholog_1125 SCH04620.1 BL25045
ortholog_1126 SCH05209.1 BL26394
ortholog_1127 SCH05144.1 BL14651
ortholog_1128 SCH04381.1 BL15554
ortholog_1129 SCH05151.1 BL15784
ortholog_1130 SCH05311.1 BL13246
ortholog_1131 SCH04862.1 BL10805
ortholog_1132 SCH04742.1 BL18410
ortholog_1133 SCH04744.1 BL10701
ortholog_1134 SCH04985.1 BL11319
ortholog_1135 SCH04584.1 BL11172
ortholog_1136 SCH04358.1 BL11249
ortholog_1137 SCH04371.1 BL15678
ortholog_1138 SCH05231.1 BL22250
ortholog_1139 SCH04745.1 BL11055
ortholog_1140 SCH05262.1 BL25047
ortholog_1141 SCH05022.1 BL16795
ortholog_1142 SCH05031.1 BL16798
ortholog_1143 SCH04996.1 BL11295
ortholog_1144 SCH04426.1 BL15580
ortholog_1145 SCH04332.1 BL11176
ortholog_1146 SCH05045.1 BL05245
ortholog_1147 SCH05164.1 BL11030
ortholog_1148 SCH04728.1 BL15800
ortholog_1149 SCH04499.1 BL08404
ortholog_1150 SCH05210.1 BL15670
ortholog_1151 SCH04990.1 BL10739
ortholog_1152 SCH05337.1 BL19860
ortholog_1153 SCH05096.1 BL11025
ortholog_1154 SCH04903.1 BL21815
ortholog_1155 SCH04874.1 BL26619
ortholog_1156 SCH04551.1 BL15772
ortholog_1157 SCH04760.1 BL15771
ortholog_1158 SCH04598.1 BL03398
ortholog_1159 SCH04879.1 BL11393
ortholog_1160 SCH04965.1 BL15547
ortholog_1161 SCH04570.1 BL10622
ortholog_1162 SCH05101.1 BL10618
ortholog_1163 SCH04683.1 BL15543
ortholog_1164 SCH04711.1 BL07266
ortholog_1165 SCH04555.1 BL07133
ortholog_1166 SCH05058.1 BL07132
ortholog_1167 SCH04343.1 BL20166
ortholog_1168 SCH04842.1 BL14006
ortholog_1169 SCH04662.1 BL10598
ortholog_1170 SCH04625.1 BL26280
ortholog_1171 SCH04701.1 BL10569
ortholog_1172 SCH04519.1 BL21191
ortholog_1173 SCH05157.1 BL19792
ortholog_1174 SCH04914.1 BL19777
ortholog_1175 SCH04308.1 BL03364
ortholog_1176 SCH05117.1 BL11069
ortholog_1177 SCH04564.1 BL11072
ortholog_1178 SCH05156.1 BL11085
ortholog_1179 SCH04614.1 BL15660
ortholog_1180 SCH04321.1 BL01662
ortholog_1181 SCH04774.1 BL11382
ortholog_1182 SCH05017.1 BL16460
ortholog_1183 SCH05142.1 BL11376
ortholog_1184 SCH04653.1 BL21399
ortholog_1185 SCH04337.1 BL10609
ortholog_1186 SCH05299.1 BL11301
ortholog_1187 SCH05266.1 BL27304
ortholog_1188 SCH05086.1 BL07534
ortholog_1189 SCH04319.1 BL10672
ortholog_1190 SCH04518.1 BL05384
ortholog_1191 SCH04490.1 BL11113
ortholog_1192 SCH04457.1 BL11149
ortholog_1193 SCH04566.1 BL11144
ortholog_1194 SCH04530.1 BL19833
ortholog_1195 SCH04798.1 BL03358
ortholog_1196 SCH04838.1 BL11260
ortholog_1197 SCH04624.1 BL15768
ortholog_1198 SCH04727.1 BL15769
ortholog_1199 SCH04684.1 BL16740
ortholog_1200 SCH04453.1 BL15507
ortholog_1201 SCH04738.1 BL25046
ortholog_1202 SCH04339.1 BL16747
ortholog_1203 SCH05124.1 BL10282
ortholog_1204 SCH04469.1 BL23631
ortholog_1205 SCH04583.1 BL18685
ortholog_1206 SCH04844.1 BL03367
ortholog_1207 SCH05175.1 BL11348
ortholog_1208 SCH04831.1 BL22331
ortholog_1209 SCH04657.1 BL28072
ortholog_1210 SCH05121.1 BL25055
ortholog_1211 SCH04795.1 BL15536
ortholog_1212 SCH04655.1 BL15537
ortholog_1213 SCH04407.1 BL15640
ortholog_1214 SCH04756.1 BL19788
ortholog_1215 SCH05245.1 BL11127
ortholog_1216 SCH04930.1 BL10663
ortholog_1217 SCH05236.1 BL10658
ortholog_1218 SCH04374.1 BL15648
ortholog_1219 SCH04962.1 BL04150
ortholog_1220 SCH05331.1 BL11077
ortholog_1221 SCH04871.1 BL12828
ortholog_1222 SCH04885.1 BL15628
ortholog_1223 SCH04908.1 BL03907
ortholog_1224 SCH04730.1 BL15491
ortholog_1225 SCH04969.1 BL19804
ortholog_1226 SCH04309.1 BL11026
ortholog_1227 SCH04420.1 BL17690
ortholog_1228 SCH04717.1 BL16748
ortholog_1229 SCH04881.1 BL11245
ortholog_1230 SCH04462.1 BL10584
ortholog_1231 SCH04571.1 BL03383
ortholog_1232 SCH04552.1 BL19254
ortholog_1233 SCH05190.1 BL11338
ortholog_1234 SCH05160.1 BL15471
ortholog_1235 SCH05134.1 BL11347
ortholog_1236 SCH05028.1 BL04472
ortholog_1237 SCH04302.1 BL11284
ortholog_1238 SCH04746.1 BL11344
ortholog_1239 SCH05112.1 BL11323
ortholog_1240 SCH04567.1 BL11023
ortholog_1241 SCH04715.1 BL10600
ortholog_1242 SCH04698.1 BL11318
ortholog_1243 SCH04483.1 BL18411
ortholog_1244 SCH04505.1 BL03391
ortholog_1245 SCH04734.1 BL03389
ortholog_1246 SCH04764.1 BL16831
ortholog_1247 SCH04496.1 BL20136
ortholog_1248 SCH04688.1 BL10581
ortholog_1249 SCH05165.1 BL10588
ortholog_1250 SCH04989.1 BL04490
ortholog_1251 SCH04563.1 BL11062
ortholog_1252 SCH04833.1 BL10604
ortholog_1253 SCH04789.1 BL16773
ortholog_1254 SCH05104.1 BL11374
ortholog_1255 SCH04562.1 BL11370
ortholog_1256 SCH04522.1 BL11365
ortholog_1257 SCH04409.1 BL11362
ortholog_1258 SCH04736.1 BL10333
ortholog_1259 SCH04740.1 BL03363
ortholog_1260 SCH04501.1 BL11339
ortholog_1261 SCH04968.1 BL19834
ortholog_1262 SCH04847.1 BL03361
ortholog_1263 SCH04954.1 BL11320
ortholog_1264 SCH05174.1 BL11321
ortholog_1265 SCH04931.1 BL03394
ortholog_1266 SCH04884.1 BL17883
ortholog_1267 SCH04633.1 BL15745
ortholog_1268 SCH04647.1 BL20115
ortholog_1269 SCH04752.1 BL20770
ortholog_1270 SCH04719.1 BL11078
ortholog_1271 SCH04623.1 BL10721
ortholog_1272 SCH05141.1 BL15804
ortholog_1273 SCH04431.1 BL15803
ortholog_1274 SCH05127.1 BL15468
ortholog_1275 SCH04921.1 BL09302
ortholog_1276 SCH04525.1 BL10667
ortholog_1277 SCH05199.1 BL17851
ortholog_1278 SCH04949.1 BL11114
ortholog_1279 SCH04933.1 BL06068
ortholog_1280 SCH04763.1 BL14927
ortholog_1281 SCH04503.1 BL22681
ortholog_1282 SCH04545.1 BL00539
ortholog_1283 SCH04353.1 BL10657
ortholog_1284 SCH05241.1 BL12664
ortholog_1285 SCH04926.1 BL15579
ortholog_1286 SCH05118.1 BL16832
ortholog_1287 SCH05162.1 BL14621
ortholog_1288 SCH05089.1 BL19784
ortholog_1289 SCH04654.1 BL16487
ortholog_1290 SCH05103.1 BL15788
ortholog_1291 SCH05183.1 BL15805
ortholog_1292 SCH04757.1 BL15796
ortholog_1293 SCH05109.1 BL11137
ortholog_1294 SCH04412.1 BL10611
ortholog_1295 SCH04821.1 BL03355
ortholog_1296 SCH04613.1 BL15674
ortholog_1297 SCH04860.1 BL11967
ortholog_1298 SCH04377.1 BL11377
ortholog_1299 SCH04445.1 BL23366
ortholog_1300 SCH05323.1 BL15665
ortholog_1301 SCH05179.1 BL15752
ortholog_1302 SCH04642.1 BL15633
ortholog_1303 SCH04307.1 BL15667
ortholog_1304 SCH04608.1 BL02631
ortholog_1305 SCH04531.1 BL16727
ortholog_1306 SCH05182.1 BL26363
ortholog_1307 SCH04342.1 BL15642
ortholog_1308 SCH05110.1 BL15460
ortholog_1309 SCH04568.1 BL13316
ortholog_1310 SCH04894.1 BL14290
ortholog_1311 SCH04534.1 BL11250
ortholog_1312 SCH04494.1 BL19813
ortholog_1313 SCH04902.1 BL03356
ortholog_1314 SCH04822.1 BL00723
ortholog_1315 SCH05285.1 BL04146
ortholog_1316 SCH04326.1 BL06297
ortholog_1317 SCH04895.1 BL10621
ortholog_1318 SCH05087.1 BL10620
ortholog_1319 SCH05042.1 BL15422
ortholog_1320 SCH05013.1 BL15496
ortholog_1321 SCH04824.1 BL10626
ortholog_1322 SCH04899.1 BL24885
ortholog_1323 SCH04869.1 BL11053
ortholog_1324 SCH05069.1 BL15532
ortholog_1325 SCH04439.1 BL20176
ortholog_1326 SCH04400.1 BL15603
ortholog_1327 SCH04427.1 BL10655
ortholog_1328 SCH04911.1 BL07739
ortholog_1329 SCH04867.1 BL11174
ortholog_1330 SCH04592.1 BL26582
ortholog_1331 SCH04773.1 BL15643
ortholog_1332 SCH04524.1 BL10583
ortholog_1333 SCH05001.1 BL19152
ortholog_1334 SCH05026.1 BL15609
ortholog_1335 SCH05039.1 BL11389
ortholog_1336 SCH05152.1 BL11092
ortholog_1337 SCH04947.1 BL19781
ortholog_1338 SCH04661.1 BL15791
ortholog_1339 SCH04554.1 BL14018
ortholog_1340 SCH05281.1 BL11043
ortholog_1341 SCH04974.1 BL20116
ortholog_1342 SCH04434.1 BL10608
ortholog_1343 SCH05166.1 BL26080
ortholog_1344 SCH05120.1 BL15546
ortholog_1345 SCH04408.1 BL16762
ortholog_1346 SCH04368.1 BL15721
ortholog_1347 SCH04399.1 BL03376
ortholog_1348 SCH04345.1 BL16764
ortholog_1349 SCH04953.1 BL13288
ortholog_1350 SCH05283.1 BL11241
ortholog_1351 SCH04590.1 BL15534
ortholog_1352 SCH05238.1 BL15469
ortholog_1353 SCH05095.1 BL26311
ortholog_1354 SCH04333.1 BL15806
ortholog_1355 SCH04663.1 BL15396
ortholog_1356 SCH04817.1 BL14072
ortholog_1357 SCH04387.1 BL22862
ortholog_1358 SCH04747.1 BL16742
ortholog_1359 SCH04666.1 BL11247
ortholog_1360 SCH04553.1 BL13791
ortholog_1361 SCH04704.1 BL11351
ortholog_1362 SCH04664.1 BL15553
ortholog_1363 SCH04802.1 BL15555
ortholog_1364 SCH05034.1 BL03446
ortholog_1365 SCH04447.1 BL11097
ortholog_1366 SCH04718.1 BL15862
ortholog_1367 SCH04626.1 BL11240
ortholog_1368 SCH04928.1 BL11395
ortholog_1369 SCH04364.1 BL11316
ortholog_1370 SCH05178.1 BL11161
ortholog_1371 SCH05269.1 BL16802
ortholog_1372 SCH04768.1 BL10577
ortholog_1373 SCH04413.1 BL19830
ortholog_1374 SCH05065.1 BL11044
ortholog_1375 SCH04430.1 BL08748
ortholog_1376 SCH04429.1 BL04299
ortholog_1377 SCH04830.1 BL19801
ortholog_1378 SCH04938.1 BL19800
ortholog_1379 SCH04751.1 BL15698
