ortholog_1 MGL01089.1 g162422
ortholog_736 MGL00334.1 g161873
ortholog_737 MGL01460.1 g154191
ortholog_738 MGL01222.1 g155943
ortholog_739 MGL00228.1 g159122
ortholog_740 MGL00659.1 g158762
ortholog_741 MGL00002.1 g158764
ortholog_742 MGL01606.1 g161715
ortholog_743 MGL00082.1 g161713
ortholog_744 MGL01229.1 g161322
ortholog_745 MGL01281.1 g161327
ortholog_746 MGL01330.1 g157752
ortholog_747 MGL00800.1 g150186
ortholog_748 MGL00386.1 g156581
ortholog_749 MGL00443.1 g162955
ortholog_750 MGL00805.1 g154171
ortholog_751 MGL00851.1 g98780
ortholog_752 MGL01513.1 g156212
ortholog_753 MGL01556.1 g132486
ortholog_754 MGL00036.1 g162317
ortholog_755 MGL00132.1 g162332
ortholog_756 MGL00290.1 g160477
ortholog_757 MGL00759.1 g160515
ortholog_758 MGL00860.1 g139995
ortholog_759 MGL02622.1 g143342
ortholog_760 MGL02673.1 g143345
ortholog_761 MGL02577.1 g147543
ortholog_762 MGL02531.1 g144648
ortholog_763 MGL02398.1 g145534
ortholog_764 MGL01670.1 g144108
ortholog_765 MGL02720.1 g193842
ortholog_766 MGL01801.1 g74746
ortholog_767 MGL01722.1 g70738
ortholog_768 MGL02708.1 g157037
ortholog_769 MGL02927.1 g151103
ortholog_770 MGL01756.1 g151102
ortholog_771 MGL02670.1 g142744
ortholog_772 MGL02086.1 g202195
ortholog_773 MGL02127.1 g151491
ortholog_774 MGL02187.1 g143212
ortholog_775 MGL02069.1 g143216
ortholog_776 MGL02249.1 g174266
ortholog_777 MGL02357.1 g148166
ortholog_778 MGL02728.1 g22028
ortholog_779 MGL02702.1 g14041
ortholog_780 MGL03158.1 g43634
ortholog_781 MGL02188.1 g73865
ortholog_782 MGL02128.1 g146823
ortholog_783 MGL03007.1 g151889
ortholog_784 MGL02806.1 g151876
ortholog_785 MGL02233.1 g151871
ortholog_786 MGL01932.1 g150368
ortholog_787 MGL01694.1 g146326
ortholog_788 MGL02858.1 g150513
ortholog_789 MGL03204.1 g145615
ortholog_790 MGL01799.1 g154386
ortholog_791 MGL02822.1 g148118
ortholog_792 MGL01677.1 g148117
ortholog_793 MGL02721.1 g145881
ortholog_794 MGL02674.1 g150381
ortholog_795 MGL02578.1 g146728
ortholog_796 MGL02478.1 g143558
ortholog_797 MGL02428.1 g147425
ortholog_798 MGL02375.1 g151301
ortholog_799 MGL02317.1 g146821
ortholog_800 MGL01777.1 g147441
ortholog_801 MGL02873.1 g15070
ortholog_802 MGL01978.1 g145607
ortholog_803 MGL03273.1 g148341
ortholog_804 MGL03324.1 g143824
ortholog_805 MGL01700.1 g143827
ortholog_806 MGL03305.1 g143830
ortholog_807 MGL03044.1 g144890
ortholog_808 MGL02975.1 g148275
ortholog_809 MGL02928.1 g152198
ortholog_810 MGL02675.1 g150946
ortholog_811 MGL02624.1 g143222
ortholog_812 MGL02591.1 g147953
ortholog_813 MGL02735.1 g152203
ortholog_814 MGL02841.1 g165289
ortholog_815 MGL02779.1 g143638
ortholog_816 MGL01625.1 g148586
ortholog_817 MGL02937.1 g152303
ortholog_818 MGL03281.1 g143685
ortholog_819 MGL01768.1 g143678
ortholog_820 MGL02177.1 g88603
ortholog_821 MGL02046.1 g83008
ortholog_822 MGL03029.1 g55013
ortholog_823 MGL02434.1 g152176
ortholog_824 MGL02324.1 g143831
ortholog_825 MGL02254.1 g144564
ortholog_826 MGL03140.1 g134541
ortholog_827 MGL03205.1 g108398
ortholog_828 MGL02533.1 g147818
ortholog_829 MGL02504.1 g149682
ortholog_830 MGL02738.1 g97032
ortholog_831 MGL02250.1 g142761
ortholog_832 MGL02322.1 g144594
ortholog_833 MGL03159.1 g144584
ortholog_834 MGL01877.1 g144461
ortholog_835 MGL02634.1 g149397
ortholog_836 MGL02486.1 g143530
ortholog_837 MGL02421.1 g151116
ortholog_838 MGL02585.1 g146211
ortholog_839 MGL02633.1 g145179
ortholog_840 MGL01652.1 g143731
ortholog_841 MGL03031.1 g132535
ortholog_842 MGL02329.1 g193013
ortholog_843 MGL02727.1 g152283
ortholog_844 MGL02773.1 g145210
ortholog_845 MGL02980.1 g147981
ortholog_846 MGL02969.1 g65535
ortholog_847 MGL03321.1 g152147
ortholog_848 MGL03142.1 g147806
ortholog_849 MGL03042.1 g152186
ortholog_850 MGL03260.1 g151164
ortholog_851 MGL02499.1 g143293
ortholog_852 MGL02432.1 g146917
ortholog_853 MGL02036.1 g149858
ortholog_854 MGL01986.1 g147098
ortholog_855 MGL02899.1 g146746
ortholog_856 MGL01871.1 g208242
ortholog_857 MGL01975.1 g150885
ortholog_858 MGL03084.1 g148307
ortholog_859 MGL03090.1 g147428
ortholog_860 MGL01656.1 g147641
ortholog_861 MGL02320.1 g147656
ortholog_862 MGL02348.1 g151395
ortholog_863 MGL02035.1 g207933
ortholog_864 MGL01985.1 g146755
ortholog_865 MGL01870.1 g144371
ortholog_866 MGL02353.1 g149932
ortholog_867 MGL01759.1 g150506
ortholog_868 MGL03141.1 g144881
ortholog_869 MGL03206.1 g144811
ortholog_870 MGL02976.1 g147417
ortholog_871 MGL02929.1 g149085
ortholog_872 MGL02536.1 g148175
ortholog_873 MGL02483.1 g190145
ortholog_874 MGL01624.1 g150362
ortholog_875 MGL01873.1 g149877
ortholog_876 MGL02364.1 g147062
ortholog_877 MGL01696.1 g128072
ortholog_878 MGL02724.1 g199803
ortholog_879 MGL02433.1 g150283
ortholog_880 MGL02379.1 g145538
ortholog_881 MGL03224.1 g149023
ortholog_882 MGL03282.1 g144120
ortholog_883 MGL01943.1 g149404
ortholog_884 MGL01919.1 g143290
ortholog_885 MGL01814.1 g145659
ortholog_886 MGL01922.1 g150379
ortholog_887 MGL02034.1 g126417
ortholog_888 MGL01933.1 g143244
ortholog_889 MGL01857.1 g143242
ortholog_890 MGL01869.1 g145186
ortholog_891 MGL01653.1 g146241
ortholog_892 MGL02302.1 g146240
ortholog_893 MGL02251.1 g150123
ortholog_894 MGL02625.1 g60477
ortholog_895 MGL02580.1 g149526
ortholog_896 MGL02430.1 g147809
ortholog_897 MGL03225.1 g48883
ortholog_898 MGL03254.1 g149587
ortholog_899 MGL02174.1 g23146
ortholog_900 MGL02572.1 g183593
ortholog_901 MGL02096.1 g85660
ortholog_902 MGL02193.1 g123141
ortholog_903 MGL02310.1 g66173
ortholog_904 MGL03121.1 g55756
ortholog_905 MGL02018.1 g23523
ortholog_906 MGL01914.1 g110813
ortholog_907 MGL01672.1 g51103
ortholog_908 MGL02461.1 g136869
ortholog_909 MGL02137.1 g184179
ortholog_910 MGL02595.1 g40297
ortholog_911 MGL02546.1 g161308
ortholog_912 MGL02278.1 g141827
ortholog_913 MGL01831.1 g35920
ortholog_914 MGL02791.1 g159914
ortholog_915 MGL02594.1 g22885
ortholog_916 MGL01844.1 g208955
ortholog_917 MGL02179.1 g163031
ortholog_918 MGL02850.1 g185882
ortholog_919 MGL02746.1 g6415
ortholog_920 MGL02972.1 g9695
ortholog_921 MGL02470.1 g84338
ortholog_922 MGL02922.1 g173468
ortholog_923 MGL02635.1 g93311
ortholog_924 MGL01858.1 g26624
ortholog_925 MGL02292.1 g27396
ortholog_926 MGL02354.1 g41403
ortholog_927 MGL02084.1 g11723
ortholog_928 MGL03275.1 g149247
ortholog_929 MGL02236.1 g34164
ortholog_930 MGL03199.1 g90563
ortholog_931 MGL02564.1 g208997
ortholog_932 MGL02212.1 g175182
ortholog_933 MGL02198.1 g19203
ortholog_934 MGL02005.1 g19
ortholog_935 MGL03250.1 g47999
ortholog_936 MGL02493.1 g47463
ortholog_937 MGL01852.1 g150702
ortholog_938 MGL02350.1 g200901
ortholog_939 MGL02448.1 g114604
ortholog_940 MGL03370.1 g49479
ortholog_941 MGL02973.1 g13843
ortholog_942 MGL02180.1 g102546
ortholog_943 MGL03234.1 g48111
ortholog_944 MGL02469.1 g112162
ortholog_945 MGL02500.1 g124230
ortholog_946 MGL03346.1 g40077
ortholog_947 MGL02784.1 g54863
ortholog_948 MGL03132.1 g37963
ortholog_949 MGL03302.1 g56484
ortholog_950 MGL02314.1 g142487
ortholog_951 MGL02288.1 g51036
ortholog_952 MGL01927.1 g89136
ortholog_953 MGL03226.1 g35212
ortholog_954 MGL03343.1 g164161
ortholog_955 MGL02172.1 g57999
ortholog_956 MGL03099.1 g195125
ortholog_957 MGL02218.1 g2369
ortholog_958 MGL03153.1 g119763
ortholog_959 MGL02277.1 g60687
ortholog_960 MGL02181.1 g139141
ortholog_961 MGL02846.1 g192279
ortholog_962 MGL02925.1 g80655
ortholog_963 MGL03098.1 g40729
ortholog_964 MGL02334.1 g51988
ortholog_965 MGL02961.1 g53960
ortholog_966 MGL02242.1 g200218
ortholog_967 MGL03246.1 g215226
ortholog_968 MGL02145.1 g25258
ortholog_969 MGL02076.1 g162124
ortholog_970 MGL01726.1 g63689
ortholog_971 MGL03138.1 g145699
ortholog_972 MGL02142.1 g204529
ortholog_973 MGL02804.1 g58285
ortholog_974 MGL02847.1 g8176
ortholog_975 MGL02244.1 g201274
ortholog_976 MGL02507.1 g42019
ortholog_977 MGL01866.1 g136588
ortholog_978 MGL01667.1 g156407
ortholog_979 MGL01924.1 g48887
ortholog_980 MGL02199.1 g142269
ortholog_981 MGL01892.1 g186155
ortholog_982 MGL03290.1 g173137
ortholog_983 MGL02214.1 g85551
ortholog_984 MGL02305.1 g167061
ortholog_985 MGL01836.1 g67843
ortholog_986 MGL02007.1 g52286
ortholog_987 MGL01891.1 g15664
ortholog_988 MGL02175.1 g54008
ortholog_989 MGL01657.1 g133515
ortholog_990 MGL01649.1 g100255
ortholog_991 MGL02854.1 g123168
ortholog_992 MGL01650.1 g31628
ortholog_993 MGL01833.1 g121473
ortholog_994 MGL02574.1 g166913
ortholog_995 MGL02352.1 g178309
ortholog_996 MGL02875.1 g42068
ortholog_997 MGL02913.1 g134591
ortholog_998 MGL02458.1 g166131
ortholog_999 MGL01705.1 g125858
ortholog_1000 MGL01966.1 g139959
ortholog_1001 MGL01915.1 g49022
ortholog_1002 MGL02015.1 g42620
ortholog_1003 MGL03371.1 g1662
ortholog_1004 MGL02366.1 g190717
ortholog_1005 MGL01717.1 g157155
ortholog_1006 MGL02914.1 g41968
ortholog_1007 MGL03088.1 g112811
ortholog_1008 MGL03231.1 g48013
ortholog_1009 MGL02296.1 g145925
ortholog_1010 MGL03264.1 g177594
ortholog_1011 MGL02713.1 g25041
ortholog_1012 MGL02120.1 g69749
ortholog_1013 MGL03014.1 g157172
ortholog_1014 MGL02071.1 g8996
ortholog_1015 MGL01823.1 g47516
ortholog_1016 MGL03075.1 g164891
ortholog_1017 MGL01675.1 g107350
ortholog_1018 MGL01889.1 g153261
ortholog_1019 MGL02556.1 g109771
ortholog_1020 MGL02762.1 g44087
ortholog_1021 MGL03010.1 g6862
ortholog_1022 MGL02734.1 g212905
ortholog_1023 MGL01800.1 g11862
ortholog_1024 MGL01669.1 g203392
ortholog_1025 MGL03201.1 g8191
ortholog_1026 MGL01841.1 g170265
ortholog_1027 MGL02266.1 g41980
ortholog_1028 MGL03170.1 g136526
ortholog_1029 MGL01731.1 g9547
ortholog_1030 MGL03054.1 g54747
ortholog_1031 MGL01996.1 g47574
ortholog_1032 MGL02409.1 g9715
ortholog_1033 MGL02563.1 g44633
ortholog_1034 MGL02169.1 g202503
ortholog_1035 MGL02080.1 g192192
ortholog_1036 MGL03292.1 g167052
ortholog_1037 MGL03049.1 g184180
ortholog_1038 MGL03301.1 g139961
ortholog_1039 MGL03248.1 g16164
ortholog_1040 MGL02026.1 g178354
ortholog_1041 MGL03245.1 g24957
ortholog_1042 MGL02289.1 g21012
ortholog_1043 MGL02917.1 g195365
ortholog_1044 MGL03174.1 g54116
ortholog_1045 MGL02609.1 g151122
ortholog_1046 MGL03005.1 g181016
ortholog_1047 MGL01923.1 g126689
ortholog_1048 MGL03344.1 g47912
ortholog_1049 MGL02799.1 g162298
ortholog_1050 MGL03252.1 g36863
ortholog_1051 MGL02565.1 g180547
ortholog_1052 MGL02270.1 g200692
ortholog_1053 MGL03289.1 g128305
ortholog_1054 MGL01979.1 g171917
ortholog_1055 MGL02848.1 g50530
ortholog_1056 MGL02424.1 g10124
ortholog_1057 MGL02820.1 g15799
ortholog_1058 MGL02138.1 g21063
ortholog_1059 MGL03274.1 g12780
ortholog_1060 MGL01698.1 g143034
ortholog_1061 MGL01639.1 g71956
ortholog_1062 MGL03322.1 g145854
ortholog_1063 MGL02871.1 g81566
ortholog_1064 MGL02582.1 g144458
ortholog_1065 MGL02712.1 g148467
ortholog_1066 MGL02081.1 g145676
ortholog_1067 MGL02325.1 g145673
ortholog_1068 MGL01937.1 g145701
ortholog_1069 MGL01810.1 g145679
ortholog_1070 MGL01761.1 g145667
ortholog_1071 MGL01697.1 g73183
ortholog_1072 MGL01638.1 g137652
ortholog_1073 MGL03211.1 g112901
ortholog_1074 MGL03144.1 g148899
ortholog_1075 MGL01804.1 g143304
ortholog_1076 MGL03094.1 g143295
ortholog_1077 MGL02503.1 g32460
ortholog_1078 MGL02632.1 g148456
ortholog_1079 MGL02040.1 g148453
ortholog_1080 MGL01687.1 g148460
ortholog_1081 MGL03019.1 g142738
ortholog_1082 MGL02630.1 g142950
ortholog_1083 MGL02583.1 g143707
ortholog_1084 MGL02537.1 g149077
ortholog_1085 MGL02114.1 g58936
ortholog_1086 MGL02383.1 g111633
ortholog_1087 MGL02194.1 g193365
ortholog_1088 MGL01974.1 g151420
ortholog_1089 MGL03146.1 g148834
ortholog_1090 MGL03212.1 g152061
ortholog_1091 MGL01813.1 g151144
ortholog_1092 MGL02886.1 g144198
ortholog_1093 MGL02979.1 g155971
ortholog_1094 MGL02012.1 g144150
ortholog_1095 MGL02919.1 g143712
ortholog_1096 MGL02435.1 g143813
ortholog_1097 MGL02484.1 g144803
ortholog_1098 MGL02538.1 g150840
ortholog_1099 MGL02726.1 g148721
ortholog_1100 MGL02502.1 g73702
ortholog_1101 MGL03409.1 g95045
ortholog_1102 MGL03441.1 g187317
ortholog_1103 MGL03579.1 g187314
ortholog_1104 MGL03813.1 g187242
ortholog_1105 MGL03899.1 g197591
ortholog_1106 MGL03939.1 g192705
ortholog_1107 MGL04146.1 g185162
ortholog_1108 MGL04452.1 g188048
ortholog_1109 MGL04481.1 g192007
ortholog_1110 MGL04675.1 g109300
ortholog_1111 MGL03591.1 g185904
ortholog_1112 MGL03637.1 g169756
ortholog_1113 MGL03730.1 g194638
ortholog_1114 MGL03940.1 g188182
ortholog_1115 MGL04021.1 g190852
ortholog_1116 MGL04053.1 g12582
ortholog_1117 MGL03900.1 g187070
ortholog_1118 MGL03856.1 g185976
ortholog_1119 MGL03814.1 g190706
ortholog_1120 MGL03773.1 g187670
ortholog_1121 MGL04100.1 g193643
ortholog_1122 MGL04472.1 g194440
ortholog_1123 MGL04147.1 g194446
ortholog_1124 MGL04327.1 g186854
ortholog_1125 MGL04453.1 g187197
ortholog_1126 MGL04638.1 g187515
ortholog_1127 MGL04676.1 g187523
ortholog_1128 MGL03382.1 g190989
ortholog_1129 MGL03422.1 g186953
ortholog_1130 MGL03460.1 g191590
ortholog_1131 MGL03504.1 g191546
ortholog_1132 MGL03801.1 g191492
ortholog_1133 MGL04022.1 g187712
ortholog_1134 MGL03796.1 g187704
ortholog_1135 MGL04148.1 g194834
ortholog_1136 MGL04198.1 g138132
ortholog_1137 MGL04237.1 g190822
ortholog_1138 MGL04280.1 g192135
ortholog_1139 MGL04623.1 g192131
ortholog_1140 MGL03831.1 g186822
ortholog_1141 MGL03788.1 g185583
ortholog_1142 MGL04626.1 g190672
ortholog_1143 MGL03927.1 g192590
ortholog_1144 MGL03516.1 g186784
ortholog_1145 MGL03613.1 g191421
ortholog_1146 MGL04587.1 g191249
ortholog_1147 MGL03500.1 g164316
ortholog_1148 MGL03377.1 g189532
ortholog_1149 MGL04669.1 g188954
ortholog_1150 MGL03969.1 g65374
ortholog_1151 MGL03587.1 g181876
ortholog_1152 MGL03723.1 g186134
ortholog_1153 MGL03768.1 g186138
ortholog_1154 MGL03583.1 g189557
ortholog_1155 MGL04655.1 g189556
ortholog_1156 MGL03893.1 g187959
ortholog_1157 MGL04176.1 g191310
ortholog_1158 MGL04014.1 g187609
ortholog_1159 MGL04094.1 g193745
ortholog_1160 MGL04193.1 g186130
ortholog_1161 MGL04273.1 g145102
ortholog_1162 MGL04449.1 g190973
ortholog_1163 MGL04083.1 g191311
ortholog_1164 MGL04230.1 g187128
ortholog_1165 MGL04227.1 g187067
ortholog_1166 MGL04631.1 g193081
ortholog_1167 MGL03849.1 g190160
ortholog_1168 MGL03935.1 g193410
ortholog_1169 MGL03974.1 g187369
ortholog_1170 MGL04013.1 g28233
ortholog_1171 MGL03971.1 g184933
ortholog_1172 MGL04271.1 g187450
ortholog_1173 MGL03427.1 g15740
ortholog_1174 MGL04319.1 g185748
ortholog_1175 MGL04364.1 g185638
ortholog_1176 MGL04401.1 g185734
ortholog_1177 MGL04403.1 g185741
ortholog_1178 MGL04433.1 g191941
ortholog_1179 MGL03416.1 g189595
ortholog_1180 MGL03454.1 g185374
ortholog_1181 MGL03498.1 g186373
ortholog_1182 MGL03537.1 g186730
ortholog_1183 MGL03631.1 g189678
ortholog_1184 MGL04511.1 g156907
ortholog_1185 MGL04615.1 g191946
ortholog_1186 MGL03657.1 g191953
ortholog_1187 MGL03490.1 g191975
ortholog_1188 MGL03975.1 g155694
ortholog_1189 MGL04047.1 g191234
ortholog_1190 MGL04093.1 g190874
ortholog_1191 MGL04139.1 g190878
ortholog_1192 MGL04272.1 g191240
ortholog_1193 MGL04320.1 g46094
ortholog_1194 MGL04448.1 g185898
ortholog_1195 MGL04478.1 g194622
ortholog_1196 MGL03889.1 g188296
ortholog_1197 MGL03931.1 g186846
ortholog_1198 MGL03809.1 g68627
ortholog_1199 MGL03767.1 g145096
ortholog_1200 MGL03614.1 g63181
ortholog_1201 MGL03677.1 g189038
ortholog_1202 MGL03632.1 g191239
ortholog_1203 MGL03708.1 g41055
ortholog_1204 MGL04707.1 g11861
ortholog_1205 MGL03538.1 g186126
ortholog_1206 MGL03499.1 g75669
ortholog_1207 MGL04653.1 g26472
ortholog_1208 MGL03380.1 g186214
ortholog_1209 MGL04409.1 g186728
ortholog_1210 MGL04395.1 g189436
ortholog_1211 MGL04277.1 g193383
ortholog_1212 MGL04019.1 g185854
ortholog_1213 MGL03980.1 g104677
ortholog_1214 MGL03793.1 g138962
ortholog_1215 MGL03772.1 g185862
ortholog_1216 MGL03729.1 g191930
ortholog_1217 MGL04339.1 g189488
ortholog_1218 MGL04289.1 g190042
ortholog_1219 MGL04035.1 g133226
ortholog_1220 MGL04426.1 g189667
ortholog_1221 MGL04248.1 g193978
ortholog_1222 MGL04212.1 g190125
ortholog_1223 MGL04494.1 g187723
ortholog_1224 MGL04532.1 g186315
ortholog_1225 MGL04603.1 g188319
ortholog_1226 MGL03451.1 g189699
ortholog_1227 MGL03394.1 g49380
ortholog_1228 MGL03430.1 g188947
ortholog_1229 MGL04361.1 g188939
ortholog_1230 MGL03580.1 g191902
ortholog_1231 MGL03469.1 g193042
ortholog_1232 MGL03554.1 g191803
ortholog_1233 MGL03691.1 g188381
ortholog_1234 MGL03824.1 g29075
ortholog_1235 MGL03908.1 g185885
ortholog_1236 MGL04259.1 g171677
ortholog_1237 MGL04206.1 g98827
ortholog_1238 MGL04659.1 g186223
ortholog_1239 MGL04660.1 g186220
ortholog_1240 MGL03997.1 g193583
ortholog_1241 MGL03956.1 g174710
ortholog_1242 MGL04089.1 g5093
ortholog_1243 MGL03536.1 g1786
ortholog_1244 MGL03426.1 g191103
ortholog_1245 MGL03564.1 g108731
ortholog_1246 MGL03644.1 g191324
ortholog_1247 MGL03685.1 g190819
ortholog_1248 MGL03818.1 g185856
ortholog_1249 MGL04333.1 g187053
ortholog_1250 MGL04106.1 g191368
ortholog_1251 MGL04059.1 g191359
ortholog_1252 MGL03674.1 g189787
ortholog_1253 MGL03988.1 g186787
ortholog_1254 MGL03945.1 g185833
ortholog_1255 MGL04102.1 g189471
ortholog_1256 MGL04056.1 g187602
ortholog_1257 MGL03985.1 g186628
ortholog_1258 MGL03902.1 g188785
ortholog_1259 MGL03682.1 g189275
ortholog_1260 MGL04678.1 g155531
ortholog_1261 MGL04008.1 g189130
ortholog_1262 MGL03527.1 g191040
ortholog_1263 MGL04253.1 g183670
ortholog_1264 MGL04455.1 g192515
ortholog_1265 MGL04371.1 g190263
ortholog_1266 MGL04000.1 g193637
ortholog_1267 MGL03404.1 g193636
ortholog_1268 MGL04215.1 g193626
ortholog_1269 MGL03461.1 g191326
ortholog_1270 MGL03505.1 g185846
ortholog_1271 MGL03546.1 g194677
ortholog_1272 MGL03592.1 g194509
ortholog_1273 MGL03638.1 g185044
ortholog_1274 MGL03487.1 g187693
ortholog_1275 MGL03914.1 g194378
ortholog_1276 MGL04616.1 g190678
ortholog_1277 MGL03901.1 g197518
ortholog_1278 MGL04023.1 g208514
ortholog_1279 MGL04055.1 g190684
ortholog_1280 MGL04101.1 g150772
ortholog_1281 MGL03573.1 g44578
ortholog_1282 MGL03714.1 g204795
ortholog_1283 MGL03678.1 g193806
ortholog_1284 MGL03724.1 g165488
ortholog_1285 MGL03769.1 g192523
ortholog_1286 MGL04473.1 g193315
ortholog_1287 MGL03483.1 g193318
ortholog_1288 MGL03458.1 g194289
ortholog_1289 MGL03962.1 g194303
ortholog_1290 MGL03622.1 g83643
ortholog_1291 MGL03379.1 g178076
ortholog_1292 MGL04673.1 g189150
ortholog_1293 MGL04636.1 g185920
ortholog_1294 MGL04591.1 g193332
ortholog_1295 MGL03641.1 g184906
ortholog_1296 MGL03446.1 g18466
ortholog_1297 MGL04559.1 g185530
ortholog_1298 MGL04487.1 g191562
ortholog_1299 MGL04525.1 g185416
ortholog_1300 MGL04239.1 g189167
ortholog_1301 MGL04201.1 g135114
ortholog_1302 MGL04621.1 g192775
ortholog_1303 MGL04152.1 g185922
ortholog_1304 MGL04104.1 g191028
ortholog_1305 MGL04133.1 g191024
ortholog_1306 MGL04057.1 g191005
ortholog_1307 MGL03987.1 g185161
ortholog_1308 MGL03943.1 g190834
ortholog_1309 MGL04456.1 g193396
ortholog_1310 MGL04558.1 g199788
ortholog_1311 MGL04086.1 g147208
ortholog_1312 MGL04018.1 g193592
ortholog_1313 MGL03979.1 g190129
ortholog_1314 MGL03897.1 g188959
ortholog_1315 MGL03854.1 g188963
ortholog_1316 MGL04267.1 g193098
ortholog_1317 MGL03508.1 g189624
ortholog_1318 MGL04219.1 g189622
ortholog_1319 MGL03643.1 g98031
ortholog_1320 MGL03578.1 g191684
ortholog_1321 MGL03407.1 g185576
ortholog_1322 MGL04560.1 g52369
ortholog_1323 MGL04526.1 g99993
ortholog_1324 MGL04489.1 g189618
ortholog_1325 MGL04518.1 g187774
ortholog_1326 MGL04672.1 g194201
ortholog_1327 MGL03970.1 g10145
ortholog_1328 MGL03457.1 g188934
ortholog_1329 MGL03503.1 g192496
ortholog_1330 MGL03541.1 g188109
ortholog_1331 MGL03571.1 g194109
ortholog_1332 MGL03892.1 g33640
ortholog_1333 MGL03913.1 g197401
ortholog_1334 MGL03770.1 g194092
ortholog_1335 MGL03938.1 g190862
ortholog_1336 MGL04562.1 g18453
ortholog_1337 MGL04443.1 g87138
ortholog_1338 MGL04242.1 g117259
ortholog_1339 MGL03865.1 g191523
ortholog_1340 MGL03948.1 g193951
ortholog_1341 MGL03990.1 g186183
ortholog_1342 MGL03994.1 g186179
ortholog_1343 MGL03952.1 g105438
ortholog_1344 MGL04627.1 g189231
ortholog_1345 MGL03869.1 g186195
ortholog_1346 MGL03825.1 g187417
ortholog_1347 MGL03692.1 g82946
ortholog_1348 MGL03651.1 g188522
ortholog_1349 MGL03605.1 g188888
ortholog_1350 MGL03556.1 g188458
ortholog_1351 MGL03473.1 g188434
ortholog_1352 MGL03512.1 g188431
ortholog_1353 MGL03433.1 g190137
ortholog_1354 MGL03397.1 g185094
ortholog_1355 MGL04684.1 g106450
ortholog_1356 MGL04648.1 g190141
ortholog_1357 MGL04568.1 g191844
ortholog_1358 MGL03412.1 g191848
ortholog_1359 MGL04462.1 g191852
ortholog_1360 MGL04422.1 g193729
ortholog_1361 MGL04504.1 g188757
ortholog_1362 MGL03581.1 g191256
ortholog_1363 MGL03655.1 g43248
ortholog_1364 MGL03496.1 g186242
ortholog_1365 MGL04062.1 g209973
ortholog_1366 MGL03989.1 g187165
ortholog_1367 MGL03947.1 g198793
ortholog_1368 MGL03905.1 g186209
ortholog_1369 MGL03779.1 g185754
ortholog_1370 MGL03645.1 g193437
ortholog_1371 MGL03919.1 g42544
ortholog_1372 MGL04654.1 g20524
ortholog_1373 MGL04493.1 g193958
ortholog_1374 MGL04291.1 g138230
ortholog_1375 MGL04103.1 g190954
ortholog_1376 MGL04007.1 g84658
ortholog_1377 MGL04025.1 g189385
ortholog_1378 MGL03731.1 g190540
ortholog_1379 MGL04307.1 g92174
ortholog_1380 MGL04351.1 g185761
ortholog_1381 MGL04512.1 g185765
ortholog_1382 MGL03373.1 g185766
ortholog_1383 MGL03964.1 g189415
ortholog_1384 MGL03385.1 g189408
ortholog_1385 MGL03547.1 g139969
ortholog_1386 MGL04265.1 g185012
ortholog_1387 MGL04640.1 g191779
ortholog_1388 MGL04596.1 g185070
ortholog_1389 MGL04557.1 g185067
ortholog_1390 MGL04524.1 g194173
ortholog_1391 MGL04485.1 g193986
ortholog_1392 MGL03627.1 g193983
ortholog_1393 MGL03903.1 g189910
ortholog_1394 MGL03817.1 g186735
ortholog_1395 MGL04506.1 g109497
ortholog_1396 MGL03635.1 g208707
ortholog_1397 MGL03771.1 g185917
ortholog_1398 MGL04312.1 g190968
ortholog_1399 MGL03836.1 g142527
ortholog_1400 MGL03976.1 g190570
ortholog_1401 MGL04095.1 g20528
ortholog_1402 MGL04321.1 g186377
ortholog_1403 MGL04400.1 g176959
ortholog_1404 MGL04553.1 g188197
