ortholog_1 SCH00647.1 g59284
ortholog_736 SCH03214.1 g65561
ortholog_737 SCH03042.1 g62737
ortholog_738 SCH03154.1 g60992
ortholog_739 SCH03081.1 g60987
ortholog_740 SCH03350.1 g64452
ortholog_741 SCH02874.1 g140160
ortholog_742 SCH03248.1 g65131
ortholog_743 SCH03012.1 g60456
ortholog_744 SCH02717.1 g65093
ortholog_745 SCH02676.1 g61914
ortholog_746 SCH02682.1 g140355
ortholog_747 SCH03145.1 g65679
ortholog_748 SCH02087.1 g62165
ortholog_749 SCH03139.1 g64004
ortholog_750 SCH03096.1 g60801
ortholog_751 SCH02848.1 g63947
ortholog_752 SCH02228.1 g174210
ortholog_753 SCH02523.1 g208022
ortholog_754 SCH03354.1 g60312
ortholog_755 SCH02834.1 g64039
ortholog_756 SCH02792.1 g58545
ortholog_757 SCH02956.1 g62616
ortholog_758 SCH03003.1 g65756
ortholog_759 SCH02757.1 g60470
ortholog_760 SCH02712.1 g65557
ortholog_761 SCH02672.1 g65636
ortholog_762 SCH02546.1 g58956
ortholog_763 SCH03191.1 g128818
ortholog_764 SCH02879.1 g63137
ortholog_765 SCH02931.1 g59947
ortholog_766 SCH02678.1 g64473
ortholog_767 SCH02719.1 g61477
ortholog_768 SCH02637.1 g94467
ortholog_769 SCH02325.1 g91687
ortholog_770 SCH02806.1 g62594
ortholog_771 SCH02766.1 g65102
ortholog_772 SCH02562.1 g60742
ortholog_773 SCH02110.1 g66167
ortholog_774 SCH02800.1 g61849
ortholog_775 SCH02759.1 g60084
ortholog_776 SCH02371.1 g64366
ortholog_777 SCH02752.1 g59273
ortholog_778 SCH02633.1 g57553
ortholog_779 SCH02597.1 g57566
ortholog_780 SCH02444.1 g62294
ortholog_781 SCH02673.1 g63734
ortholog_782 SCH02713.1 g66065
ortholog_783 SCH03064.1 g66067
ortholog_784 SCH02348.1 g63018
ortholog_785 SCH02199.1 g62983
ortholog_786 SCH02169.1 g168857
ortholog_787 SCH02418.1 g20117
ortholog_788 SCH02450.1 g143630
ortholog_789 SCH02561.1 g135704
ortholog_790 SCH02367.1 g64842
ortholog_791 SCH02510.1 g64845
ortholog_792 SCH02483.1 g62146
ortholog_793 SCH02441.1 g62147
ortholog_794 SCH03244.1 g63191
ortholog_795 SCH03079.1 g61600
ortholog_796 SCH02580.1 g61603
ortholog_797 SCH03086.1 g63484
ortholog_798 SCH02463.1 g63501
ortholog_799 SCH02391.1 g59398
ortholog_800 SCH01981.1 g59385
ortholog_801 SCH02301.1 g63077
ortholog_802 SCH02016.1 g58685
ortholog_803 SCH02106.1 g61409
ortholog_804 SCH02147.1 g13284
ortholog_805 SCH03290.1 g62939
ortholog_806 SCH03223.1 g62110
ortholog_807 SCH01990.1 g187292
ortholog_808 SCH02442.1 g65045
ortholog_809 SCH02363.1 g64894
ortholog_810 SCH01988.1 g58615
ortholog_811 SCH02942.1 g57532
ortholog_812 SCH02126.1 g96311
ortholog_813 SCH02667.1 g81931
ortholog_814 SCH02838.1 g59380
ortholog_815 SCH02769.1 g82071
ortholog_816 SCH02930.1 g84311
ortholog_817 SCH02120.1 g63415
ortholog_818 SCH02979.1 g51988
ortholog_819 SCH02571.1 g204555
ortholog_820 SCH02331.1 g58536
ortholog_821 SCH03193.1 g202393
ortholog_822 SCH02724.1 g49235
ortholog_823 SCH02739.1 g202508
ortholog_824 SCH01978.1 g212972
ortholog_825 SCH02688.1 g169268
ortholog_826 SCH02378.1 g189234
ortholog_827 SCH03261.1 g57702
ortholog_828 SCH02088.1 g62626
ortholog_829 SCH02132.1 g62627
ortholog_830 SCH02856.1 g57582
ortholog_831 SCH02260.1 g61015
ortholog_832 SCH03267.1 g100257
ortholog_833 SCH02104.1 g59735
ortholog_834 SCH02178.1 g61616
ortholog_835 SCH02914.1 g58497
ortholog_836 SCH02289.1 g57944
ortholog_837 SCH02913.1 g4763
ortholog_838 SCH02865.1 g65168
ortholog_839 SCH02709.1 g63735
ortholog_840 SCH02034.1 g7840
ortholog_841 SCH02548.1 g112363
ortholog_842 SCH03292.1 g63079
ortholog_843 SCH02446.1 g58514
ortholog_844 SCH02808.1 g60088
ortholog_845 SCH02491.1 g98780
ortholog_846 SCH03124.1 g61045
ortholog_847 SCH02919.1 g64229
ortholog_848 SCH02112.1 g128812
ortholog_849 SCH02096.1 g65616
ortholog_850 SCH03027.1 g59773
ortholog_851 SCH02043.1 g64177
ortholog_852 SCH02204.1 g62927
ortholog_853 SCH03045.1 g62935
ortholog_854 SCH03243.1 g62938
ortholog_855 SCH02141.1 g61359
ortholog_856 SCH02404.1 g61208
ortholog_857 SCH02443.1 g64807
ortholog_858 SCH02187.1 g64811
ortholog_859 SCH02776.1 g64800
ortholog_860 SCH02153.1 g64128
ortholog_861 SCH02285.1 g63518
ortholog_862 SCH03365.1 g62579
ortholog_863 SCH02211.1 g62615
ortholog_864 SCH02105.1 g58398
ortholog_865 SCH02146.1 g58402
ortholog_866 SCH02386.1 g61393
ortholog_867 SCH02294.1 g207901
ortholog_868 SCH02129.1 g64402
ortholog_869 SCH03352.1 g63608
ortholog_870 SCH02955.1 g63056
ortholog_871 SCH03188.1 g57472
ortholog_872 SCH03104.1 g61974
ortholog_873 SCH03359.1 g59100
ortholog_874 SCH03383.1 g6731
ortholog_875 SCH03861.1 g105227
ortholog_876 SCH03652.1 g105403
ortholog_877 SCH03432.1 g105228
ortholog_878 SCH03770.1 g112504
ortholog_879 SCH03837.1 g112349
ortholog_880 SCH03529.1 g112342
ortholog_881 SCH04161.1 g105177
ortholog_882 SCH03566.1 g66188
ortholog_883 SCH04152.1 g149801
ortholog_884 SCH03391.1 g156353
ortholog_885 SCH04262.1 g110829
ortholog_886 SCH03878.1 g104772
ortholog_887 SCH03852.1 g23840
ortholog_888 SCH03466.1 g112665
ortholog_889 SCH03820.1 g108713
ortholog_890 SCH03787.1 g113021
ortholog_891 SCH04015.1 g107700
ortholog_892 SCH04065.1 g102407
ortholog_893 SCH03898.1 g104562
ortholog_894 SCH03935.1 g110265
ortholog_895 SCH03407.1 g110312
ortholog_896 SCH03733.1 g110316
ortholog_897 SCH03409.1 g109695
ortholog_898 SCH03737.1 g111874
ortholog_899 SCH03647.1 g110635
ortholog_900 SCH03826.1 g81338
ortholog_901 SCH03854.1 g92211
ortholog_902 SCH03548.1 g105860
ortholog_903 SCH03747.1 g104680
ortholog_904 SCH03609.1 g112605
ortholog_905 SCH03670.1 g107416
ortholog_906 SCH03678.1 g104540
ortholog_907 SCH03879.1 g63078
ortholog_908 SCH03398.1 g110509
ortholog_909 SCH03882.1 g59973
ortholog_910 SCH04029.1 g110891
ortholog_911 SCH03562.1 g110495
ortholog_912 SCH04162.1 g83657
ortholog_913 SCH03415.1 g105146
ortholog_914 SCH03604.1 g108705
ortholog_915 SCH04132.1 g111454
ortholog_916 SCH04264.1 g103709
ortholog_917 SCH04213.1 g106145
ortholog_918 SCH03967.1 g111557
ortholog_919 SCH04233.1 g111562
ortholog_920 SCH03948.1 g111567
ortholog_921 SCH03388.1 g131891
ortholog_922 SCH03411.1 g69512
ortholog_923 SCH03760.1 g106137
ortholog_924 SCH04258.1 g106139
ortholog_925 SCH04235.1 g104111
ortholog_926 SCH03502.1 g104498
ortholog_927 SCH03475.1 g110063
ortholog_928 SCH03446.1 g108791
ortholog_929 SCH03520.1 g111946
ortholog_930 SCH04040.1 g112143
ortholog_931 SCH03412.1 g105733
ortholog_932 SCH03831.1 g109631
ortholog_933 SCH03856.1 g16362
ortholog_934 SCH03751.1 g112962
ortholog_935 SCH03970.1 g112315
ortholog_936 SCH04001.1 g106044
ortholog_937 SCH04055.1 g110391
ortholog_938 SCH03547.1 g109632
ortholog_939 SCH03607.1 g109634
ortholog_940 SCH03578.1 g109637
ortholog_941 SCH04198.1 g110561
ortholog_942 SCH03496.1 g102635
ortholog_943 SCH03472.1 g68109
ortholog_944 SCH03708.1 g189600
ortholog_945 SCH03569.1 g110848
ortholog_946 SCH03439.1 g110681
ortholog_947 SCH03943.1 g107386
ortholog_948 SCH03541.1 g110159
ortholog_949 SCH03506.1 g105654
ortholog_950 SCH03484.1 g102994
ortholog_951 SCH03840.1 g202609
ortholog_952 SCH03450.1 g105989
ortholog_953 SCH03396.1 g111883
ortholog_954 SCH04260.1 g104791
ortholog_955 SCH03556.1 g107984
ortholog_956 SCH03526.1 g110389
ortholog_957 SCH03636.1 g103521
ortholog_958 SCH03996.1 g136036
ortholog_959 SCH03923.1 g111279
ortholog_960 SCH03650.1 g108837
ortholog_961 SCH03447.1 g111120
ortholog_962 SCH03653.1 g139097
ortholog_963 SCH03401.1 g112115
ortholog_964 SCH03771.1 g208585
ortholog_965 SCH04083.1 g209976
ortholog_966 SCH03693.1 g109019
ortholog_967 SCH04156.1 g108250
ortholog_968 SCH04019.1 g134472
ortholog_969 SCH03404.1 g86264
ortholog_970 SCH03857.1 g107246
ortholog_971 SCH04113.1 g104786
ortholog_972 SCH04270.1 g88025
ortholog_973 SCH04108.1 g104087
ortholog_974 SCH03874.1 g107214
ortholog_975 SCH03846.1 g110435
ortholog_976 SCH04036.1 g110054
ortholog_977 SCH04020.1 g110046
ortholog_978 SCH04012.1 g110044
ortholog_979 SCH03995.1 g105895
ortholog_980 SCH03803.1 g175168
ortholog_981 SCH03945.1 g121425
ortholog_982 SCH04024.1 g110755
ortholog_983 SCH03859.1 g110789
ortholog_984 SCH04013.1 g105639
ortholog_985 SCH03494.1 g38619
ortholog_986 SCH03867.1 g107722
ortholog_987 SCH04129.1 g112299
ortholog_988 SCH04158.1 g111466
ortholog_989 SCH03497.1 g107943
ortholog_990 SCH03685.1 g111526
ortholog_991 SCH03651.1 g105398
ortholog_992 SCH03969.1 g108446
ortholog_993 SCH03516.1 g173905
ortholog_994 SCH04051.1 g107208
ortholog_995 SCH04139.1 g108480
ortholog_996 SCH03453.1 g112778
ortholog_997 SCH04089.1 g105420
ortholog_998 SCH04234.1 g16233
ortholog_999 SCH04087.1 g109033
ortholog_1000 SCH04168.1 g109037
ortholog_1001 SCH04111.1 g109052
ortholog_1002 SCH03841.1 g109040
ortholog_1003 SCH04137.1 g111926
ortholog_1004 SCH04261.1 g107990
ortholog_1005 SCH03461.1 g102724
ortholog_1006 SCH03518.1 g102737
ortholog_1007 SCH03974.1 g105288
ortholog_1008 SCH03968.1 g105224
ortholog_1009 SCH03949.1 g104533
ortholog_1010 SCH03774.1 g104551
ortholog_1011 SCH04188.1 g110458
ortholog_1012 SCH04175.1 g112092
ortholog_1013 SCH04142.1 g111405
ortholog_1014 SCH03738.1 g111406
ortholog_1015 SCH04202.1 g111410
ortholog_1016 SCH03528.1 g104585
ortholog_1017 SCH04244.1 g111426
ortholog_1018 SCH03395.1 g110014
ortholog_1019 SCH03727.1 g102409
ortholog_1020 SCH03913.1 g51003
ortholog_1021 SCH03880.1 g107392
ortholog_1022 SCH04059.1 g107394
ortholog_1023 SCH04255.1 g106241
ortholog_1024 SCH04086.1 g106456
ortholog_1025 SCH04021.1 g194579
ortholog_1026 SCH03885.1 g108119
ortholog_1027 SCH04133.1 g111951
ortholog_1028 SCH03686.1 g104229
ortholog_1029 SCH03550.1 g102593
ortholog_1030 SCH03718.1 g109611
ortholog_1031 SCH03698.1 g112306
ortholog_1032 SCH03903.1 g103192
ortholog_1033 SCH03942.1 g111655
ortholog_1034 SCH03436.1 g58295
ortholog_1035 SCH04028.1 g107419
ortholog_1036 SCH04000.1 g110615
ortholog_1037 SCH03799.1 g110622
ortholog_1038 SCH03832.1 g106364
ortholog_1039 SCH03397.1 g110167
ortholog_1040 SCH03730.1 g108400
ortholog_1041 SCH03897.1 g111459
ortholog_1042 SCH03904.1 g106022
ortholog_1043 SCH04004.1 g110197
ortholog_1044 SCH03818.1 g197166
ortholog_1045 SCH03645.1 g112594
ortholog_1046 SCH03704.1 g108838
ortholog_1047 SCH03788.1 g108774
ortholog_1048 SCH03507.1 g108772
ortholog_1049 SCH03424.1 g18582
ortholog_1050 SCH03423.1 g112065
ortholog_1051 SCH04172.1 g110680
ortholog_1052 SCH03931.1 g102317
ortholog_1053 SCH03748.1 g107657
ortholog_1054 SCH04069.1 g107659
ortholog_1055 SCH03682.1 g105915
ortholog_1056 SCH03815.1 g107299
ortholog_1057 SCH03776.1 g70862
ortholog_1058 SCH03675.1 g137877
ortholog_1059 SCH04189.1 g111075
ortholog_1060 SCH03431.1 g107228
ortholog_1061 SCH04227.1 g106299
ortholog_1062 SCH03524.1 g111067
ortholog_1063 SCH03554.1 g104142
ortholog_1064 SCH04157.1 g111698
ortholog_1065 SCH04206.1 g76142
ortholog_1066 SCH03539.1 g145073
ortholog_1067 SCH04197.1 g184180
ortholog_1068 SCH03940.1 g107556
ortholog_1069 SCH03719.1 g165707
ortholog_1070 SCH03825.1 g107205
ortholog_1071 SCH03988.1 g106576
ortholog_1072 SCH03703.1 g112589
ortholog_1073 SCH03543.1 g108530
ortholog_1074 SCH04226.1 g109912
ortholog_1075 SCH04249.1 g109685
ortholog_1076 SCH03921.1 g166894
ortholog_1077 SCH03691.1 g109314
ortholog_1078 SCH04106.1 g30562
ortholog_1079 SCH03438.1 g107912
ortholog_1080 SCH03639.1 g111457
ortholog_1081 SCH03667.1 g104661
ortholog_1082 SCH03744.1 g111479
ortholog_1083 SCH03790.1 g112086
ortholog_1084 SCH03912.1 g102810
ortholog_1085 SCH03468.1 g111115
ortholog_1086 SCH03633.1 g108151
ortholog_1087 SCH03614.1 g110333
ortholog_1088 SCH03644.1 g105784
ortholog_1089 SCH04043.1 g108899
ortholog_1090 SCH03542.1 g67199
ortholog_1091 SCH04102.1 g107904
ortholog_1092 SCH03486.1 g105466
ortholog_1093 SCH03469.1 g107400
ortholog_1094 SCH04183.1 g107102
ortholog_1095 SCH03665.1 g107115
ortholog_1096 SCH03778.1 g109830
ortholog_1097 SCH04091.1 g107413
ortholog_1098 SCH03508.1 g104745
ortholog_1099 SCH03600.1 g41983
ortholog_1100 SCH03623.1 g103000
ortholog_1101 SCH04223.1 g111391
ortholog_1102 SCH04245.1 g111393
ortholog_1103 SCH04118.1 g8875
ortholog_1104 SCH04143.1 g104579
ortholog_1105 SCH04196.1 g105116
ortholog_1106 SCH03901.1 g60588
ortholog_1107 SCH03725.1 g109065
ortholog_1108 SCH03417.1 g165705
ortholog_1109 SCH03871.1 g105741
ortholog_1110 SCH03742.1 g106048
ortholog_1111 SCH03490.1 g71896
ortholog_1112 SCH04094.1 g213701
ortholog_1113 SCH03525.1 g109620
ortholog_1114 SCH03591.1 g101402
ortholog_1115 SCH03785.1 g107152
ortholog_1116 SCH04145.1 g107140
ortholog_1117 SCH03723.1 g107127
ortholog_1118 SCH03875.1 g107580
ortholog_1119 SCH04184.1 g92762
ortholog_1120 SCH03649.1 g104492
ortholog_1121 SCH03572.1 g103543
ortholog_1122 SCH03582.1 g109672
ortholog_1123 SCH03961.1 g111683
ortholog_1124 SCH03594.1 g102482
ortholog_1125 SCH03622.1 g110576
ortholog_1126 SCH03991.1 g191978
ortholog_1127 SCH03646.1 g111049
ortholog_1128 SCH03962.1 g103285
ortholog_1129 SCH03990.1 g108106
ortholog_1130 SCH03410.1 g108734
ortholog_1131 SCH04268.1 g211160
ortholog_1132 SCH03492.1 g72000
ortholog_1133 SCH03714.1 g45730
ortholog_1134 SCH03745.1 g111653
ortholog_1135 SCH03754.1 g107186
ortholog_1136 SCH04095.1 g107190
ortholog_1137 SCH03896.1 g110490
ortholog_1138 SCH03729.1 g106784
ortholog_1139 SCH03963.1 g2324
ortholog_1140 SCH03451.1 g112147
ortholog_1141 SCH03960.1 g111872
ortholog_1142 SCH03558.1 g111471
ortholog_1143 SCH04187.1 g107296
ortholog_1144 SCH04064.1 g48668
ortholog_1145 SCH03694.1 g111192
ortholog_1146 SCH03658.1 g111202
ortholog_1147 SCH04167.1 g111205
ortholog_1148 SCH03608.1 g105973
ortholog_1149 SCH03769.1 g108877
ortholog_1150 SCH03724.1 g106640
ortholog_1151 SCH03471.1 g111869
ortholog_1152 SCH04218.1 g20336
ortholog_1153 SCH03596.1 g107871
ortholog_1154 SCH03574.1 g139379
ortholog_1155 SCH03428.1 g105911
ortholog_1156 SCH03580.1 g105431
ortholog_1157 SCH03632.1 g107119
ortholog_1158 SCH03701.1 g110155
ortholog_1159 SCH03759.1 g108341
ortholog_1160 SCH03732.1 g112081
ortholog_1161 SCH04222.1 g110472
ortholog_1162 SCH03749.1 g102378
ortholog_1163 SCH03786.1 g105853
ortholog_1164 SCH03702.1 g109689
ortholog_1165 SCH03700.1 g105666
ortholog_1166 SCH03648.1 g108919
ortholog_1167 SCH03584.1 g106416
ortholog_1168 SCH03918.1 g110799
ortholog_1169 SCH03523.1 g112534
ortholog_1170 SCH03804.1 g112517
ortholog_1171 SCH03839.1 g105979
ortholog_1172 SCH03712.1 g105985
ortholog_1173 SCH03510.1 g29636
ortholog_1174 SCH03477.1 g106795
ortholog_1175 SCH03503.1 g107694
ortholog_1176 SCH03476.1 g103426
ortholog_1177 SCH04201.1 g111323
ortholog_1178 SCH03992.1 g111318
ortholog_1179 SCH03877.1 g132886
ortholog_1180 SCH04147.1 g106015
ortholog_1181 SCH03504.1 g108915
ortholog_1182 SCH03595.1 g105672
ortholog_1183 SCH03505.1 g105688
ortholog_1184 SCH04130.1 g112661
ortholog_1185 SCH04159.1 g109699
ortholog_1186 SCH03621.1 g145130
ortholog_1187 SCH03588.1 g199744
ortholog_1188 SCH03560.1 g110508
ortholog_1189 SCH04103.1 g107420
ortholog_1190 SCH03474.1 g111659
ortholog_1191 SCH03844.1 g108553
ortholog_1192 SCH04131.1 g111758
ortholog_1193 SCH04350.1 g137243
ortholog_1194 SCH04983.1 g128420
ortholog_1195 SCH04785.1 g137625
ortholog_1196 SCH04392.1 g134177
ortholog_1197 SCH04396.1 g132247
ortholog_1198 SCH04603.1 g132262
ortholog_1199 SCH04438.1 g43933
ortholog_1200 SCH05274.1 g167844
ortholog_1201 SCH04677.1 g137702
ortholog_1202 SCH05339.1 g128367
ortholog_1203 SCH04693.1 g85026
ortholog_1204 SCH04646.1 g137230
ortholog_1205 SCH04861.1 g57099
ortholog_1206 SCH04471.1 g62164
ortholog_1207 SCH04495.1 g41179
ortholog_1208 SCH04611.1 g137229
ortholog_1209 SCH05332.1 g138428
ortholog_1210 SCH04724.1 g82741
ortholog_1211 SCH04652.1 g129083
ortholog_1212 SCH05088.1 g84439
ortholog_1213 SCH05209.1 g66038
ortholog_1214 SCH05215.1 g39297
ortholog_1215 SCH05186.1 g44037
ortholog_1216 SCH05052.1 g117438
ortholog_1217 SCH04742.1 g45817
ortholog_1218 SCH04744.1 g128522
ortholog_1219 SCH04985.1 g137186
ortholog_1220 SCH04371.1 g41565
ortholog_1221 SCH05231.1 g42319
ortholog_1222 SCH04745.1 g136770
ortholog_1223 SCH05296.1 g136761
ortholog_1224 SCH05262.1 g46480
ortholog_1225 SCH05022.1 g42245
ortholog_1226 SCH05031.1 g42232
ortholog_1227 SCH04996.1 g129765
ortholog_1228 SCH04426.1 g39606
ortholog_1229 SCH04332.1 g128410
ortholog_1230 SCH05164.1 g137540
ortholog_1231 SCH04728.1 g74002
ortholog_1232 SCH04499.1 g139029
ortholog_1233 SCH05210.1 g43016
ortholog_1234 SCH04957.1 g137206
ortholog_1235 SCH04792.1 g137207
ortholog_1236 SCH05337.1 g137221
ortholog_1237 SCH04619.1 g137224
ortholog_1238 SCH04526.1 g112017
ortholog_1239 SCH05129.1 g138048
ortholog_1240 SCH05096.1 g128931
ortholog_1241 SCH04903.1 g117758
ortholog_1242 SCH04874.1 g44339
ortholog_1243 SCH04551.1 g43906
ortholog_1244 SCH04760.1 g43897
ortholog_1245 SCH04879.1 g136816
ortholog_1246 SCH04570.1 g128404
ortholog_1247 SCH04643.1 g39747
ortholog_1248 SCH05101.1 g129746
ortholog_1249 SCH04950.1 g129748
ortholog_1250 SCH04683.1 g43411
ortholog_1251 SCH05287.1 g44849
ortholog_1252 SCH04560.1 g44912
ortholog_1253 SCH05159.1 g8055
ortholog_1254 SCH04555.1 g204020
ortholog_1255 SCH04343.1 g199769
ortholog_1256 SCH04842.1 g165027
ortholog_1257 SCH04625.1 g80995
ortholog_1258 SCH04701.1 g138286
ortholog_1259 SCH05157.1 g133439
ortholog_1260 SCH05090.1 g176101
ortholog_1261 SCH05219.1 g132759
ortholog_1262 SCH04912.1 g132760
ortholog_1263 SCH04308.1 g132761
ortholog_1264 SCH05137.1 g132762
ortholog_1265 SCH05117.1 g129767
ortholog_1266 SCH04614.1 g39556
ortholog_1267 SCH04321.1 g80034
ortholog_1268 SCH04436.1 g106676
ortholog_1269 SCH04774.1 g131612
ortholog_1270 SCH05048.1 g137122
ortholog_1271 SCH05017.1 g137130
ortholog_1272 SCH05142.1 g56232
ortholog_1273 SCH04541.1 g132883
ortholog_1274 SCH04390.1 g33025
ortholog_1275 SCH04653.1 g116171
ortholog_1276 SCH04363.1 g149700
ortholog_1277 SCH04337.1 g128361
ortholog_1278 SCH04473.1 g137656
ortholog_1279 SCH05299.1 g132164
ortholog_1280 SCH05266.1 g39527
ortholog_1281 SCH05086.1 g37470
ortholog_1282 SCH04319.1 g133533
ortholog_1283 SCH04518.1 g34086
ortholog_1284 SCH04566.1 g130313
ortholog_1285 SCH04530.1 g132689
ortholog_1286 SCH04759.1 g133472
ortholog_1287 SCH04838.1 g138481
ortholog_1288 SCH04624.1 g42886
ortholog_1289 SCH04697.1 g38577
ortholog_1290 SCH04727.1 g4605
ortholog_1291 SCH04684.1 g44324
ortholog_1292 SCH04453.1 g44562
ortholog_1293 SCH04738.1 g132167
ortholog_1294 SCH04339.1 g40861
ortholog_1295 SCH05169.1 g29050
ortholog_1296 SCH04583.1 g110237
ortholog_1297 SCH04844.1 g138808
ortholog_1298 SCH05175.1 g138326
ortholog_1299 SCH04831.1 g42412
ortholog_1300 SCH04657.1 g70296
ortholog_1301 SCH05167.1 g43376
ortholog_1302 SCH04795.1 g45468
ortholog_1303 SCH04415.1 g45467
ortholog_1304 SCH04655.1 g45464
ortholog_1305 SCH04758.1 g137000
ortholog_1306 SCH04282.1 g41769
ortholog_1307 SCH04930.1 g137816
ortholog_1308 SCH05236.1 g137812
ortholog_1309 SCH04374.1 g8992
ortholog_1310 SCH04962.1 g138601
ortholog_1311 SCH04925.1 g124380
ortholog_1312 SCH05331.1 g138607
ortholog_1313 SCH04640.1 g131257
ortholog_1314 SCH04871.1 g129188
ortholog_1315 SCH05035.1 g132239
ortholog_1316 SCH04885.1 g41180
ortholog_1317 SCH04908.1 g58005
ortholog_1318 SCH04730.1 g128680
ortholog_1319 SCH04769.1 g39718
ortholog_1320 SCH04969.1 g48464
ortholog_1321 SCH04309.1 g49602
ortholog_1322 SCH04420.1 g44172
ortholog_1323 SCH04717.1 g163169
ortholog_1324 SCH04881.1 g132973
ortholog_1325 SCH04927.1 g136295
ortholog_1326 SCH04462.1 g136300
ortholog_1327 SCH04571.1 g133263
ortholog_1328 SCH04375.1 g97229
ortholog_1329 SCH04905.1 g138464
ortholog_1330 SCH05190.1 g132788
ortholog_1331 SCH05160.1 g39444
ortholog_1332 SCH04294.1 g15804
ortholog_1333 SCH05134.1 g138324
ortholog_1334 SCH05147.1 g38613
ortholog_1335 SCH05028.1 g7638
ortholog_1336 SCH04746.1 g134853
ortholog_1337 SCH05112.1 g130328
ortholog_1338 SCH04715.1 g128290
ortholog_1339 SCH04658.1 g190529
ortholog_1340 SCH04853.1 g185854
ortholog_1341 SCH04698.1 g129146
ortholog_1342 SCH04483.1 g41106
ortholog_1343 SCH04582.1 g158492
ortholog_1344 SCH04780.1 g138406
ortholog_1345 SCH04734.1 g138644
ortholog_1346 SCH04764.1 g38389
ortholog_1347 SCH04496.1 g38326
ortholog_1348 SCH04688.1 g137085
ortholog_1349 SCH05165.1 g135223
ortholog_1350 SCH05192.1 g178501
ortholog_1351 SCH04670.1 g136739
ortholog_1352 SCH04989.1 g136736
ortholog_1353 SCH04563.1 g138636
ortholog_1354 SCH04789.1 g73103
ortholog_1355 SCH05104.1 g133293
ortholog_1356 SCH04562.1 g133341
ortholog_1357 SCH05161.1 g133334
ortholog_1358 SCH05051.1 g133435
ortholog_1359 SCH05140.1 g131157
ortholog_1360 SCH04740.1 g130361
ortholog_1361 SCH04501.1 g138637
ortholog_1362 SCH04968.1 g129108
ortholog_1363 SCH04847.1 g133458
ortholog_1364 SCH04954.1 g138042
ortholog_1365 SCH04931.1 g136653
ortholog_1366 SCH04884.1 g164936
ortholog_1367 SCH04633.1 g38652
ortholog_1368 SCH04686.1 g214613
ortholog_1369 SCH04647.1 g42692
ortholog_1370 SCH04752.1 g116874
ortholog_1371 SCH05141.1 g40491
ortholog_1372 SCH05108.1 g40492
ortholog_1373 SCH04431.1 g43246
ortholog_1374 SCH05041.1 g158356
ortholog_1375 SCH04731.1 g160348
ortholog_1376 SCH05199.1 g133273
ortholog_1377 SCH04949.1 g129242
ortholog_1378 SCH04933.1 g43373
ortholog_1379 SCH05062.1 g43368
ortholog_1380 SCH04763.1 g91010
ortholog_1381 SCH04503.1 g143825
ortholog_1382 SCH04545.1 g143830
ortholog_1383 SCH04353.1 g133287
ortholog_1384 SCH05241.1 g159631
ortholog_1385 SCH04926.1 g39595
ortholog_1386 SCH05118.1 g39884
ortholog_1387 SCH05089.1 g130334
ortholog_1388 SCH04654.1 g83870
ortholog_1389 SCH05103.1 g42138
ortholog_1390 SCH05183.1 g40668
ortholog_1391 SCH04726.1 g39314
ortholog_1392 SCH04757.1 g39315
ortholog_1393 SCH04994.1 g39337
ortholog_1394 SCH04412.1 g129763
ortholog_1395 SCH04821.1 g129128
ortholog_1396 SCH04860.1 g129124
ortholog_1397 SCH04485.1 g188552
ortholog_1398 SCH04935.1 g190387
ortholog_1399 SCH04445.1 g7584
ortholog_1400 SCH04338.1 g40391
ortholog_1401 SCH05323.1 g40385
ortholog_1402 SCH05179.1 g44317
ortholog_1403 SCH04612.1 g117587
ortholog_1404 SCH05081.1 g160672
ortholog_1405 SCH04829.1 g37554
ortholog_1406 SCH04608.1 g189464
ortholog_1407 SCH04531.1 g38682
ortholog_1408 SCH05182.1 g42882
ortholog_1409 SCH04342.1 g39351
ortholog_1410 SCH04323.1 g107034
ortholog_1411 SCH04568.1 g45575
ortholog_1412 SCH04894.1 g12858
ortholog_1413 SCH04534.1 g128480
ortholog_1414 SCH04494.1 g132847
ortholog_1415 SCH04902.1 g137081
ortholog_1416 SCH04710.1 g200692
ortholog_1417 SCH05320.1 g135219
ortholog_1418 SCH04326.1 g132768
ortholog_1419 SCH05087.1 g129037
ortholog_1420 SCH05042.1 g129761
