ortholog_1 MGL00634.1 SCH19313.1
ortholog_608 MGL00382.1 SCH22152.1
ortholog_609 MGL00549.1 SCH22184.1
ortholog_610 MGL00988.1 SCH22106.1
ortholog_611 MGL00705.1 SCH23030.1
ortholog_612 MGL00749.1 SCH23157.1
ortholog_613 MGL00848.1 SCH21666.1
ortholog_614 MGL00908.1 SCH22350.1
ortholog_615 MGL00984.1 SCH22531.1
ortholog_616 MGL00963.1 SCH22475.1
ortholog_617 MGL00981.1 SCH22879.1
ortholog_618 MGL01114.1 SCH22949.1
ortholog_619 MGL01170.1 SCH22252.1
ortholog_620 MGL01225.1 SCH22214.1
ortholog_621 MGL01277.1 SCH23014.1
ortholog_622 MGL00633.1 SCH22192.1
ortholog_623 MGL00233.1 SCH21668.1
ortholog_624 MGL00177.1 SCH21958.1
ortholog_625 MGL01088.1 SCH22840.1
ortholog_626 MGL00126.1 SCH23198.1
ortholog_627 MGL00028.1 SCH22601.1
ortholog_628 MGL00156.1 SCH20102.1
ortholog_629 MGL01551.1 SCH22535.1
ortholog_630 MGL01418.1 SCH22538.1
ortholog_631 MGL01171.1 SCH22068.1
ortholog_632 MGL01228.1 SCH22556.1
ortholog_633 MGL01280.1 SCH22533.1
ortholog_634 MGL00520.1 SCH21990.1
ortholog_635 MGL01361.1 SCH21682.1
ortholog_636 MGL01572.1 SCH23070.1
ortholog_637 MGL00572.1 SCH22121.1
ortholog_638 MGL01066.1 SCH22583.1
ortholog_639 MGL01078.1 SCH22827.1
ortholog_640 MGL00388.1 SCH22986.1
ortholog_641 MGL00179.1 SCH23286.1
ortholog_642 MGL01437.1 SCH22712.1
ortholog_643 MGL00081.1 SCH21669.1
ortholog_644 MGL00846.1 SCH21804.1
ortholog_645 MGL00906.1 SCH21713.1
ortholog_646 MGL01481.1 SCH22102.1
ortholog_647 MGL01331.1 SCH22619.1
ortholog_648 MGL01069.1 SCH23313.1
ortholog_649 MGL00966.1 SCH22450.1
ortholog_650 MGL00912.1 SCH23009.1
ortholog_651 MGL00853.1 SCH22032.1
ortholog_652 MGL00665.1 SCH22906.1
ortholog_653 MGL00554.1 SCH23000.1
ortholog_654 MGL00336.1 SCH22372.1
ortholog_655 MGL00387.1 SCH22306.1
ortholog_656 MGL00514.1 SCH22320.1
ortholog_657 MGL01198.1 SCH21844.1
ortholog_658 MGL00778.1 SCH22529.1
ortholog_659 MGL00492.1 SCH22244.1
ortholog_660 MGL00664.1 SCH22363.1
ortholog_661 MGL00754.1 SCH21944.1
ortholog_662 MGL00806.1 SCH22164.1
ortholog_663 MGL01136.1 SCH22888.1
ortholog_664 MGL01191.1 SCH22932.1
ortholog_665 MGL00937.1 SCH23012.1
ortholog_666 MGL00355.1 SCH22773.1
ortholog_667 MGL00185.1 SCH22180.1
ortholog_668 MGL00130.1 SCH23301.1
ortholog_669 MGL00085.1 SCH22225.1
ortholog_670 MGL00034.1 SCH22274.1
ortholog_671 MGL01609.1 SCH21763.1
ortholog_672 MGL01439.1 SCH21818.1
ortholog_673 MGL00302.1 SCH21986.1
ortholog_674 MGL00460.1 SCH21939.1
ortholog_675 MGL00312.1 SCH22003.1
ortholog_676 MGL01424.1 SCH22049.1
ortholog_677 MGL01080.1 SCH22833.1
ortholog_678 MGL01288.1 SCH22908.1
ortholog_679 MGL01236.1 SCH22095.1
ortholog_680 MGL01179.1 SCH23383.1
ortholog_681 MGL00971.1 SCH21689.1
ortholog_682 MGL01020.1 SCH22918.1
ortholog_683 MGL01073.1 SCH22595.1
ortholog_684 MGL00033.1 SCH23341.1
ortholog_685 MGL00237.1 SCH23183.1
ortholog_686 MGL00350.1 SCH22033.1
ortholog_687 MGL00766.1 SCH21882.1
ortholog_688 MGL00201.1 SCH21878.1
ortholog_689 MGL00129.1 SCH22491.1
ortholog_690 MGL00360.1 SCH22331.1
ortholog_691 MGL01072.1 SCH22581.1
ortholog_692 MGL01019.1 SCH22412.1
ortholog_693 MGL00970.1 SCH22834.1
ortholog_694 MGL00858.1 SCH22751.1
ortholog_695 MGL00929.1 SCH22672.1
ortholog_696 MGL00808.1 SCH22997.1
ortholog_697 MGL01407.1 SCH23165.1
ortholog_698 MGL00625.1 SCH22704.1
ortholog_699 MGL01495.1 SCH22602.1
ortholog_700 MGL01591.1 SCH22245.1
ortholog_701 MGL00576.1 SCH23339.1
ortholog_702 MGL00222.1 SCH22469.1
ortholog_703 MGL00324.1 SCH22176.1
ortholog_704 MGL00377.1 SCH21793.1
ortholog_705 MGL00743.1 SCH22127.1
ortholog_706 MGL00840.1 SCH22956.1
ortholog_707 MGL00900.1 SCH23085.1
ortholog_708 MGL01079.1 SCH23003.1
ortholog_709 MGL00957.1 SCH23325.1
ortholog_710 MGL01057.1 SCH22815.1
ortholog_711 MGL01217.1 SCH20552.1
ortholog_712 MGL00728.1 SCH23164.1
ortholog_713 MGL01351.1 SCH22756.1
ortholog_714 MGL01286.1 SCH21835.1
ortholog_715 MGL01234.1 SCH22345.1
ortholog_716 MGL01178.1 SCH22659.1
ortholog_717 MGL01123.1 SCH22709.1
ortholog_718 MGL00557.1 SCH21954.1
ortholog_719 MGL00446.1 SCH22141.1
ortholog_720 MGL00393.1 SCH22528.1
ortholog_721 MGL00285.1 SCH21881.1
ortholog_722 MGL00729.1 SCH21725.1
ortholog_723 MGL00935.1 SCH08536.1
ortholog_724 MGL01390.1 SCH22398.1
ortholog_725 MGL01285.1 SCH22468.1
ortholog_726 MGL01570.1 SCH17926.1
ortholog_727 MGL00724.1 SCH15180.1
ortholog_728 MGL00756.1 SCH22578.1
ortholog_729 MGL00454.1 SCH22384.1
ortholog_730 MGL00392.1 SCH21789.1
ortholog_731 MGL00083.1 SCH23255.1
ortholog_732 MGL00978.1 SCH04934.1
ortholog_733 MGL01607.1 SCH21850.1
ortholog_734 MGL01339.1 SCH22286.1
ortholog_735 MGL01071.1 SCH22405.1
ortholog_736 MGL01121.1 SCH22681.1
ortholog_737 MGL01177.1 SCH22788.1
ortholog_738 MGL00915.1 SCH23147.1
ortholog_739 MGL00856.1 SCH22917.1
ortholog_740 MGL00311.1 SCH23276.1
ortholog_741 MGL00148.1 SCH22755.1
ortholog_742 MGL00666.1 SCH22002.1
ortholog_743 MGL00611.1 SCH22627.1
ortholog_744 MGL00556.1 SCH22543.1
ortholog_745 MGL01041.1 SCH20195.1
ortholog_746 MGL01468.1 SCH23141.1
ortholog_747 MGL01364.1 SCH22893.1
ortholog_748 MGL01284.1 SCH23015.1
ortholog_749 MGL01232.1 SCH21901.1
ortholog_750 MGL01384.1 SCH23136.1
ortholog_751 MGL01120.1 SCH22737.1
ortholog_752 MGL01070.1 SCH22819.1
ortholog_753 MGL00053.1 SCH00063.1
ortholog_754 MGL00914.1 SCH22655.1
ortholog_755 MGL00855.1 SCH22103.1
ortholog_756 MGL01037.1 SCH22771.1
ortholog_757 MGL00555.1 SCH22585.1
ortholog_758 MGL00495.1 SCH22961.1
ortholog_759 MGL00337.1 SCH22470.1
ortholog_760 MGL01199.1 SCH22329.1
ortholog_761 MGL01421.1 SCH22319.1
ortholog_762 MGL01363.1 SCH23345.1
ortholog_763 MGL01332.1 SCH22411.1
ortholog_764 MGL01175.1 SCH12333.1
ortholog_765 MGL01431.1 SCH00210.1
ortholog_766 MGL01231.1 SCH21900.1
ortholog_767 MGL01283.1 SCH21951.1
ortholog_768 MGL00413.1 SCH21862.1
ortholog_769 MGL00913.1 SCH22208.1
ortholog_770 MGL00807.1 SCH22517.1
ortholog_771 MGL01184.1 SCH22181.1
ortholog_772 MGL00340.1 SCH22604.1
ortholog_773 MGL00288.1 SCH22524.1
ortholog_774 MGL00239.1 SCH22806.1
ortholog_775 MGL00445.1 SCH22658.1
ortholog_776 MGL01134.1 SCH22626.1
ortholog_777 MGL00610.1 SCH21861.1
ortholog_778 MGL00676.1 SCH22378.1
ortholog_779 MGL00619.1 SCH23185.1
ortholog_780 MGL00500.1 SCH22340.1
ortholog_781 MGL00297.1 SCH09916.1
ortholog_782 MGL00137.1 SCH21773.1
ortholog_783 MGL01518.1 SCH22859.1
ortholog_784 MGL00041.1 SCH23374.1
ortholog_785 MGL01614.1 SCH24071.1
ortholog_786 MGL01560.1 SCH22185.1
ortholog_787 MGL01519.1 SCH22027.1
ortholog_788 MGL01180.1 SCH22314.1
ortholog_789 MGL01146.1 SCH22584.1
ortholog_790 MGL01090.1 SCH23264.1
ortholog_791 MGL00918.1 SCH21923.1
ortholog_792 MGL00859.1 SCH22783.1
ortholog_793 MGL00758.1 SCH22464.1
ortholog_794 MGL00058.1 SCH23551.1
ortholog_795 MGL01379.1 SCH08294.1
ortholog_796 MGL00289.1 SCH21872.1
ortholog_797 MGL00035.1 SCH23049.1
ortholog_798 MGL01610.1 SCH21884.1
ortholog_799 MGL01555.1 SCH22441.1
ortholog_800 MGL01512.1 SCH17783.1
ortholog_801 MGL01470.1 SCH21683.1
ortholog_802 MGL01367.1 SCH04345.1
ortholog_803 MGL01425.1 SCH23176.1
ortholog_804 MGL00003.1 SCH23031.1
ortholog_805 MGL01125.1 SCH23380.1
ortholog_806 MGL00776.1 SCH22975.1
ortholog_807 MGL00757.1 SCH23344.1
ortholog_808 MGL00669.1 SCH21743.1
ortholog_809 MGL00612.1 SCH21883.1
ortholog_810 MGL00560.1 SCH22218.1
ortholog_811 MGL01067.1 SCH22818.1
ortholog_812 MGL01116.1 SCH22877.1
ortholog_813 MGL01172.1 SCH22907.1
ortholog_814 MGL00882.1 SCH22413.1
ortholog_815 MGL01362.1 SCH22959.1
ortholog_816 MGL01466.1 SCH22118.1
ortholog_817 MGL01507.1 SCH22021.1
ortholog_818 MGL00874.1 SCH22621.1
ortholog_819 MGL00127.1 SCH21916.1
ortholog_820 MGL01604.1 SCH22369.1
ortholog_821 MGL01552.1 SCH22778.1
ortholog_822 MGL01618.1 SCH22753.1
ortholog_823 MGL00850.1 SCH21738.1
ortholog_824 MGL00804.1 SCH22202.1
ortholog_825 MGL00752.1 SCH22316.1
ortholog_826 MGL00708.1 SCH22640.1
ortholog_827 MGL00663.1 SCH22985.1
ortholog_828 MGL00607.1 SCH23035.1
ortholog_829 MGL00490.1 SCH23101.1
ortholog_830 MGL00385.1 SCH22821.1
ortholog_831 MGL00334.1 SCH22125.1
ortholog_832 MGL01501.1 SCH22373.1
ortholog_833 MGL01356.1 SCH23363.1
ortholog_834 MGL01324.1 SCH22300.1
ortholog_835 MGL00574.1 SCH23260.1
ortholog_836 MGL00228.1 SCH21867.1
ortholog_837 MGL00604.1 SCH23232.1
ortholog_838 MGL00002.1 SCH23189.1
ortholog_839 MGL01606.1 SCH22871.1
ortholog_840 MGL01117.1 SCH22120.1
ortholog_841 MGL01173.1 SCH22337.1
ortholog_842 MGL01229.1 SCH22276.1
ortholog_843 MGL01281.1 SCH22349.1
ortholog_844 MGL00819.1 SCH22335.1
ortholog_845 MGL01330.1 SCH22271.1
ortholog_846 MGL00386.1 SCH21665.1
ortholog_847 MGL00443.1 SCH21991.1
ortholog_848 MGL00709.1 SCH22105.1
ortholog_849 MGL00753.1 SCH22047.1
ortholog_850 MGL00805.1 SCH22653.1
ortholog_851 MGL00851.1 SCH22493.1
ortholog_852 MGL01426.1 SCH23068.1
ortholog_853 MGL01471.1 SCH21921.1
ortholog_854 MGL01513.1 SCH22201.1
ortholog_855 MGL01556.1 SCH23322.1
ortholog_856 MGL00132.1 SCH22296.1
ortholog_857 MGL00290.1 SCH23287.1
ortholog_858 MGL00449.1 SCH15472.1
ortholog_859 MGL00759.1 SCH22235.1
ortholog_860 MGL00810.1 SCH22227.1
ortholog_861 MGL00471.1 SCH22194.1
ortholog_862 MGL00860.1 SCH22846.1
ortholog_863 MGL02023.1 SCH00914.1
ortholog_864 MGL02943.1 SCH05461.1
ortholog_865 MGL02531.1 SCH00244.1
ortholog_866 MGL02398.1 SCH01041.1
ortholog_867 MGL02477.1 SCH00951.1
ortholog_868 MGL01670.1 SCH00988.1
ortholog_869 MGL02427.1 SCH01038.1
ortholog_870 MGL02865.1 SCH00127.1
ortholog_871 MGL02476.1 SCH01452.1
ortholog_872 MGL02974.1 SCH14958.1
ortholog_873 MGL01756.1 SCH00887.1
ortholog_874 MGL03259.1 SCH01421.1
ortholog_875 MGL02273.1 SCH00313.1
ortholog_876 MGL01633.1 SCH01037.1
ortholog_877 MGL03297.1 SCH24253.1
ortholog_878 MGL02670.1 SCH01388.1
ortholog_879 MGL02086.1 SCH00844.1
ortholog_880 MGL02127.1 SCH01169.1
ortholog_881 MGL02187.1 SCH00231.1
ortholog_882 MGL02249.1 SCH01090.1
ortholog_883 MGL02357.1 SCH00955.1
ortholog_884 MGL02728.1 SCH19640.1
ortholog_885 MGL02519.1 SCH23088.1
ortholog_886 MGL02128.1 SCH00960.1
ortholog_887 MGL03007.1 SCH00443.1
ortholog_888 MGL02806.1 SCH01065.1
ortholog_889 MGL02233.1 SCH00953.1
ortholog_890 MGL01932.1 SCH01039.1
ortholog_891 MGL01694.1 SCH00922.1
ortholog_892 MGL01634.1 SCH01140.1
ortholog_893 MGL02858.1 SCH00381.1
ortholog_894 MGL03267.1 SCH00291.1
ortholog_895 MGL03204.1 SCH00195.1
ortholog_896 MGL02856.1 SCH13064.1
ortholog_897 MGL02822.1 SCH00223.1
ortholog_898 MGL01677.1 SCH00051.1
ortholog_899 MGL02721.1 SCH01469.1
ortholog_900 MGL02674.1 SCH00505.1
ortholog_901 MGL02578.1 SCH01294.1
ortholog_902 MGL02478.1 SCH00729.1
ortholog_903 MGL02428.1 SCH00992.1
ortholog_904 MGL02375.1 SCH00900.1
ortholog_905 MGL02317.1 SCH01490.1
ortholog_906 MGL01681.1 SCH00052.1
ortholog_907 MGL01777.1 SCH00928.1
ortholog_908 MGL02828.1 SCH00683.1
ortholog_909 MGL02873.1 SCH01133.1
ortholog_910 MGL01978.1 SCH00501.1
ortholog_911 MGL02981.1 SCH01184.1
ortholog_912 MGL03273.1 SCH21141.1
ortholog_913 MGL01700.1 SCH04503.1
ortholog_914 MGL02697.1 SCH04545.1
ortholog_915 MGL03143.1 SCH11198.1
ortholog_916 MGL02343.1 SCH10747.1
ortholog_917 MGL03044.1 SCH01253.1
ortholog_918 MGL03093.1 SCH01311.1
ortholog_919 MGL02977.1 SCH00284.1
ortholog_920 MGL02926.1 SCH09042.1
ortholog_921 MGL03365.1 SCH19539.1
ortholog_922 MGL02109.1 SCH05488.1
ortholog_923 MGL02975.1 SCH00108.1
ortholog_924 MGL02928.1 SCH00320.1
ortholog_925 MGL02823.1 SCH15463.1
ortholog_926 MGL02675.1 SCH00856.1
ortholog_927 MGL02624.1 SCH00906.1
ortholog_928 MGL02545.1 SCH00376.1
ortholog_929 MGL02591.1 SCH00455.1
ortholog_930 MGL02906.1 SCH15177.1
ortholog_931 MGL02735.1 SCH01303.1
ortholog_932 MGL02841.1 SCH00649.1
ortholog_933 MGL02779.1 SCH01048.1
ortholog_934 MGL01625.1 SCH15667.1
ortholog_935 MGL02998.1 SCH00615.1
ortholog_936 MGL02937.1 SCH19505.1
ortholog_937 MGL02992.1 SCH19065.1
ortholog_938 MGL03057.1 SCH19475.1
ortholog_939 MGL03222.1 SCH00834.1
ortholog_940 MGL02070.1 SCH00804.1
ortholog_941 MGL01768.1 SCH00908.1
ortholog_942 MGL02434.1 SCH00738.1
ortholog_943 MGL02324.1 SCH00513.1
ortholog_944 MGL02254.1 SCH00113.1
ortholog_945 MGL03140.1 SCH00054.1
ortholog_946 MGL03205.1 SCH00929.1
ortholog_947 MGL03268.1 SCH00449.1
ortholog_948 MGL02479.1 SCH00489.1
ortholog_949 MGL02504.1 SCH01281.1
ortholog_950 MGL02429.1 SCH01177.1
ortholog_951 MGL02738.1 SCH00643.1
ortholog_952 MGL01724.1 SCH13581.1
ortholog_953 MGL02318.1 SCH13834.1
ortholog_954 MGL02322.1 SCH00545.1
ortholog_955 MGL03159.1 SCH01479.1
ortholog_956 MGL03058.1 SCH01178.1
ortholog_957 MGL02682.1 SCH00836.1
ortholog_958 MGL02634.1 SCH01012.1
ortholog_959 MGL02486.1 SCH00178.1
ortholog_960 MGL02421.1 SCH00014.1
ortholog_961 MGL02585.1 SCH01252.1
ortholog_962 MGL02633.1 SCH00334.1
ortholog_963 MGL02789.1 SCH00198.1
ortholog_964 MGL02681.1 SCH00056.1
ortholog_965 MGL02727.1 SCH00423.1
ortholog_966 MGL02773.1 SCH01085.1
ortholog_967 MGL02980.1 SCH00238.1
ortholog_968 MGL03321.1 SCH01286.1
ortholog_969 MGL03270.1 SCH00025.1
ortholog_970 MGL03142.1 SCH00848.1
ortholog_971 MGL03042.1 SCH01258.1
ortholog_972 MGL03260.1 SCH00784.1
ortholog_973 MGL02770.1 SCH00380.1
ortholog_974 MGL02499.1 SCH00394.1
ortholog_975 MGL02432.1 SCH00499.1
ortholog_976 MGL02378.1 SCH00181.1
ortholog_977 MGL02036.1 SCH00285.1
ortholog_978 MGL01986.1 SCH01146.1
ortholog_979 MGL02899.1 SCH04716.1
ortholog_980 MGL01871.1 SCH00984.1
ortholog_981 MGL01975.1 SCH01018.1
ortholog_982 MGL03084.1 SCH01032.1
ortholog_983 MGL02995.1 SCH01190.1
ortholog_984 MGL03130.1 SCH06790.1
ortholog_985 MGL01656.1 SCH00045.1
ortholog_986 MGL02320.1 SCH00485.1
ortholog_987 MGL02606.1 SCH07174.1
ortholog_988 MGL02035.1 SCH24426.1
ortholog_989 MGL01985.1 SCH00807.1
ortholog_990 MGL02420.1 SCH06795.1
ortholog_991 MGL01870.1 SCH00610.1
ortholog_992 MGL02353.1 SCH00496.1
ortholog_993 MGL01759.1 SCH01051.1
ortholog_994 MGL01695.1 SCH01180.1
ortholog_995 MGL01635.1 SCH01407.1
ortholog_996 MGL03320.1 SCH00949.1
ortholog_997 MGL03141.1 SCH00666.1
ortholog_998 MGL03206.1 SCH00170.1
ortholog_999 MGL02976.1 SCH00335.1
ortholog_1000 MGL02929.1 SCH00567.1
ortholog_1001 MGL02536.1 SCH00383.1
ortholog_1002 MGL01624.1 SCH00318.1
ortholog_1003 MGL02202.1 SCH00507.1
ortholog_1004 MGL02364.1 SCH00936.1
ortholog_1005 MGL01747.1 SCH07393.1
ortholog_1006 MGL03209.1 SCH00463.1
ortholog_1007 MGL02724.1 SCH01060.1
ortholog_1008 MGL03286.1 SCH01444.1
ortholog_1009 MGL02433.1 SCH01483.1
ortholog_1010 MGL02379.1 SCH00016.1
ortholog_1011 MGL03224.1 SCH00772.1
ortholog_1012 MGL03282.1 SCH00633.1
ortholog_1013 MGL01943.1 SCH00896.1
ortholog_1014 MGL01919.1 SCH00893.1
ortholog_1015 MGL01814.1 SCH00566.1
ortholog_1016 MGL01922.1 SCH00267.1
ortholog_1017 MGL01857.1 SCH01358.1
ortholog_1018 MGL01869.1 SCH01352.1
ortholog_1019 MGL01653.1 SCH00278.1
ortholog_1020 MGL02302.1 SCH00764.1
ortholog_1021 MGL02498.1 SCH00736.1
ortholog_1022 MGL02189.1 SCH01088.1
ortholog_1023 MGL02251.1 SCH00432.1
ortholog_1024 MGL02625.1 SCH09789.1
ortholog_1025 MGL02580.1 SCH00697.1
ortholog_1026 MGL02430.1 SCH00034.1
ortholog_1027 MGL03225.1 SCH07627.1
ortholog_1028 MGL02455.1 SCH06673.1
ortholog_1029 MGL02260.1 SCH07110.1
ortholog_1030 MGL03238.1 SCH00571.1
ortholog_1031 MGL02572.1 SCH00185.1
ortholog_1032 MGL02193.1 SCH06746.1
ortholog_1033 MGL02310.1 SCH01136.1
ortholog_1034 MGL01642.1 SCH01704.1
ortholog_1035 MGL03180.1 SCH20786.1
ortholog_1036 MGL03337.1 SCH14240.1
ortholog_1037 MGL01752.1 SCH01196.1
ortholog_1038 MGL02594.1 SCH13456.1
ortholog_1039 MGL02850.1 SCH18284.1
ortholog_1040 MGL02656.1 SCH01456.1
ortholog_1041 MGL03136.1 SCH14661.1
ortholog_1042 MGL02842.1 SCH23426.1
ortholog_1043 MGL01881.1 SCH06419.1
ortholog_1044 MGL02470.1 SCH13399.1
ortholog_1045 MGL01838.1 SCH08483.1
ortholog_1046 MGL02412.1 SCH01211.1
ortholog_1047 MGL03001.1 SCH00508.1
ortholog_1048 MGL02812.1 SCH01033.1
ortholog_1049 MGL01858.1 SCH18515.1
ortholog_1050 MGL01984.1 SCH14638.1
ortholog_1051 MGL03006.1 SCH21575.1
ortholog_1052 MGL03275.1 SCH00695.1
ortholog_1053 MGL02140.1 SCH02703.1
ortholog_1054 MGL02717.1 SCH21587.1
ortholog_1055 MGL02755.1 SCH01719.1
ortholog_1056 MGL03106.1 SCH16705.1
ortholog_1057 MGL02564.1 SCH24049.1
ortholog_1058 MGL02897.1 SCH19807.1
ortholog_1059 MGL02212.1 SCH12432.1
ortholog_1060 MGL01824.1 SCH08625.1
ortholog_1061 MGL02834.1 SCH21797.1
ortholog_1062 MGL02711.1 SCH00790.1
ortholog_1063 MGL02782.1 SCH21642.1
ortholog_1064 MGL01821.1 SCH23398.1
ortholog_1065 MGL03234.1 SCH00059.1
ortholog_1066 MGL02607.1 SCH15618.1
ortholog_1067 MGL01793.1 SCH24385.1
ortholog_1068 MGL02308.1 SCH13741.1
ortholog_1069 MGL03123.1 SCH19535.1
ortholog_1070 MGL02255.1 SCH06934.1
ortholog_1071 MGL02314.1 SCH20487.1
ortholog_1072 MGL02288.1 SCH01069.1
ortholog_1073 MGL03100.1 SCH00648.1
ortholog_1074 MGL01790.1 SCH13108.1
ortholog_1075 MGL02970.1 SCH00651.1
ortholog_1076 MGL02226.1 SCH03887.1
ortholog_1077 MGL02157.1 SCH22733.1
ortholog_1078 MGL02941.1 SCH14834.1
ortholog_1079 MGL02808.1 SCH00310.1
ortholog_1080 MGL02242.1 SCH13049.1
ortholog_1081 MGL03246.1 SCH18889.1
ortholog_1082 MGL02063.1 SCH14086.1
ortholog_1083 MGL02451.1 SCH20408.1
ortholog_1084 MGL03307.1 SCH09919.1
ortholog_1085 MGL02145.1 SCH04783.1
ortholog_1086 MGL02306.1 SCH18193.1
ortholog_1087 MGL01666.1 SCH17977.1
ortholog_1088 MGL02341.1 SCH12886.1
ortholog_1089 MGL02696.1 SCH18123.1
ortholog_1090 MGL03138.1 SCH01267.1
ortholog_1091 MGL03038.1 SCH01381.1
ortholog_1092 MGL02126.1 SCH09582.1
ortholog_1093 MGL02559.1 SCH20996.1
ortholog_1094 MGL02148.1 SCH06991.1
ortholog_1095 MGL01764.1 SCH07696.1
ortholog_1096 MGL02999.1 SCH02775.1
ortholog_1097 MGL02982.1 SCH03981.1
ortholog_1098 MGL02122.1 SCH16445.1
ortholog_1099 MGL01924.1 SCH12712.1
ortholog_1100 MGL02443.1 SCH11114.1
ortholog_1101 MGL02199.1 SCH18775.1
ortholog_1102 MGL02604.1 SCH14549.1
ortholog_1103 MGL03156.1 SCH01706.1
ortholog_1104 MGL02059.1 SCH09845.1
ortholog_1105 MGL02214.1 SCH22719.1
ortholog_1106 MGL02426.1 SCH01053.1
ortholog_1107 MGL02523.1 SCH19989.1
ortholog_1108 MGL02907.1 SCH06587.1
ortholog_1109 MGL02007.1 SCH19433.1
ortholog_1110 MGL02526.1 SCH07628.1
ortholog_1111 MGL02615.1 SCH01548.1
ortholog_1112 MGL02108.1 SCH09541.1
ortholog_1113 MGL03009.1 SCH18485.1
ortholog_1114 MGL01965.1 SCH19766.1
ortholog_1115 MGL02736.1 SCH06325.1
ortholog_1116 MGL02417.1 SCH00528.1
ortholog_1117 MGL02913.1 SCH09085.1
ortholog_1118 MGL03295.1 SCH01315.1
ortholog_1119 MGL01628.1 SCH05011.1
ortholog_1120 MGL02019.1 SCH13286.1
ortholog_1121 MGL03133.1 SCH19227.1
ortholog_1122 MGL02458.1 SCH18178.1
ortholog_1123 MGL02358.1 SCH01229.1
ortholog_1124 MGL02154.1 SCH09276.1
ortholog_1125 MGL02064.1 SCH18626.1
ortholog_1126 MGL01948.1 SCH08716.1
ortholog_1127 MGL01785.1 SCH23075.1
ortholog_1128 MGL02232.1 SCH22691.1
ortholog_1129 MGL02367.1 SCH12164.1
ortholog_1130 MGL03035.1 SCH00746.1
ortholog_1131 MGL02366.1 SCH11020.1
ortholog_1132 MGL02683.1 SCH13629.1
ortholog_1133 MGL02156.1 SCH01467.1
ortholog_1134 MGL01835.1 SCH00126.1
ortholog_1135 MGL02887.1 SCH13171.1
ortholog_1136 MGL02851.1 SCH18328.1
ortholog_1137 MGL02048.1 SCH12351.1
ortholog_1138 MGL02243.1 SCH09999.1
ortholog_1139 MGL02446.1 SCH00400.1
ortholog_1140 MGL02715.1 SCH07035.1
ortholog_1141 MGL01917.1 SCH09006.1
ortholog_1142 MGL01867.1 SCH10052.1
ortholog_1143 MGL02573.1 SCH20603.1
ortholog_1144 MGL03024.1 SCH07024.1
ortholog_1145 MGL02449.1 SCH08897.1
ortholog_1146 MGL02085.1 SCH01476.1
ortholog_1147 MGL02658.1 SCH01077.1
ortholog_1148 MGL02003.1 SCH00873.1
ortholog_1149 MGL02029.1 SCH13389.1
ortholog_1150 MGL01685.1 SCH09357.1
ortholog_1151 MGL02402.1 SCH19328.1
ortholog_1152 MGL02515.1 SCH01915.1
ortholog_1153 MGL01754.1 SCH18377.1
ortholog_1154 MGL01771.1 SCH22569.1
ortholog_1155 MGL02734.1 SCH11531.1
ortholog_1156 MGL02892.1 SCH01149.1
ortholog_1157 MGL02557.1 SCH13634.1
ortholog_1158 MGL01800.1 SCH00604.1
ortholog_1159 MGL02553.1 SCH08223.1
ortholog_1160 MGL03201.1 SCH00149.1
ortholog_1161 MGL01658.1 SCH01240.1
ortholog_1162 MGL01841.1 SCH01853.1
ortholog_1163 MGL02266.1 SCH06896.1
ortholog_1164 MGL03170.1 SCH00781.1
ortholog_1165 MGL02080.1 SCH17689.1
ortholog_1166 MGL01648.1 SCH18848.1
ortholog_1167 MGL02529.1 SCH12641.1
ortholog_1168 MGL03292.1 SCH12524.1
ortholog_1169 MGL03245.1 SCH19760.1
ortholog_1170 MGL03354.1 SCH18579.1
ortholog_1171 MGL03232.1 SCH14350.1
ortholog_1172 MGL02289.1 SCH00775.1
ortholog_1173 MGL02699.1 SCH00570.1
ortholog_1174 MGL02444.1 SCH14579.1
ortholog_1175 MGL01783.1 SCH00199.1
ortholog_1176 MGL02737.1 SCH17847.1
ortholog_1177 MGL02370.1 SCH18228.1
ortholog_1178 MGL03164.1 SCH13233.1
ortholog_1179 MGL02560.1 SCH04096.1
ortholog_1180 MGL03197.1 SCH12560.1
ortholog_1181 MGL02575.1 SCH01394.1
ortholog_1182 MGL02453.1 SCH00253.1
ortholog_1183 MGL03171.1 SCH07197.1
ortholog_1184 MGL03005.1 SCH21251.1
ortholog_1185 MGL01945.1 SCH00433.1
ortholog_1186 MGL01923.1 SCH11902.1
ortholog_1187 MGL03113.1 SCH20737.1
ortholog_1188 MGL03344.1 SCH13506.1
ortholog_1189 MGL03237.1 SCH18313.1
ortholog_1190 MGL03169.1 SCH01021.1
ortholog_1191 MGL01641.1 SCH08296.1
ortholog_1192 MGL03008.1 SCH09435.1
ortholog_1193 MGL02077.1 SCH21075.1
ortholog_1194 MGL02942.1 SCH00104.1
ortholog_1195 MGL02424.1 SCH04047.1
ortholog_1196 MGL03126.1 SCH00503.1
ortholog_1197 MGL03122.1 SCH13451.1
ortholog_1198 MGL02809.1 SCH18385.1
ortholog_1199 MGL02687.1 SCH12798.1
ortholog_1200 MGL01893.1 SCH11069.1
ortholog_1201 MGL03015.1 SCH10847.1
ortholog_1202 MGL01698.1 SCH01209.1
ortholog_1203 MGL01639.1 SCH17786.1
ortholog_1204 MGL03322.1 SCH00625.1
ortholog_1205 MGL02220.1 SCH01132.1
