ortholog_1 MGL01089.1 BL00872
ortholog_700 MGL01013.1 BL01375
ortholog_701 MGL01067.1 BL01376
ortholog_702 MGL01172.1 BL25547
ortholog_703 MGL00882.1 BL25546
ortholog_704 MGL01362.1 BL01913
ortholog_705 MGL01466.1 BL22398
ortholog_706 MGL01507.1 BL01119
ortholog_707 MGL00127.1 BL01442
ortholog_708 MGL00080.1 BL00729
ortholog_709 MGL01552.1 BL01611
ortholog_710 MGL01618.1 BL01621
ortholog_711 MGL00850.1 BL25512
ortholog_712 MGL00804.1 BL25511
ortholog_713 MGL00663.1 BL01726
ortholog_714 MGL00607.1 BL01110
ortholog_715 MGL00552.1 BL14719
ortholog_716 MGL00490.1 BL14725
ortholog_717 MGL00385.1 BL00876
ortholog_718 MGL01501.1 BL14694
ortholog_719 MGL01356.1 BL01816
ortholog_720 MGL00574.1 BL00726
ortholog_721 MGL01222.1 BL00727
ortholog_722 MGL00228.1 BL22347
ortholog_723 MGL00002.1 BL01887
ortholog_724 MGL00082.1 BL00903
ortholog_725 MGL01068.1 BL15616
ortholog_726 MGL01173.1 BL01355
ortholog_727 MGL01229.1 BL22341
ortholog_728 MGL01330.1 BL00940
ortholog_729 MGL00386.1 BL01365
ortholog_730 MGL00443.1 BL25543
ortholog_731 MGL00491.1 BL25544
ortholog_732 MGL00753.1 BL01045
ortholog_733 MGL00805.1 BL01044
ortholog_734 MGL01426.1 BL00609
ortholog_735 MGL01513.1 BL01712
ortholog_736 MGL01556.1 BL01710
ortholog_737 MGL01611.1 BL01308
ortholog_738 MGL00036.1 BL01321
ortholog_739 MGL00132.1 BL01320
ortholog_740 MGL00290.1 BL11955
ortholog_741 MGL01254.1 BL05111
ortholog_742 MGL00759.1 BL25535
ortholog_743 MGL00860.1 BL14652
ortholog_744 MGL02622.1 BL06871
ortholog_745 MGL02577.1 BL06945
ortholog_746 MGL02531.1 BL09021
ortholog_747 MGL02398.1 BL11336
ortholog_748 MGL01670.1 BL27122
ortholog_749 MGL02476.1 BL14974
ortholog_750 MGL02708.1 BL15411
ortholog_751 MGL02927.1 BL08672
ortholog_752 MGL01756.1 BL22955
ortholog_753 MGL02273.1 BL05545
ortholog_754 MGL01633.1 BL21607
ortholog_755 MGL02069.1 BL25451
ortholog_756 MGL02249.1 BL16669
ortholog_757 MGL02357.1 BL17866
ortholog_758 MGL02728.1 BL03813
ortholog_759 MGL01745.1 BL00486
ortholog_760 MGL03158.1 BL16903
ortholog_761 MGL02188.1 BL24423
ortholog_762 MGL02128.1 BL14221
ortholog_763 MGL03007.1 BL19311
ortholog_764 MGL02233.1 BL23589
ortholog_765 MGL01932.1 BL25200
ortholog_766 MGL01694.1 BL22552
ortholog_767 MGL01634.1 BL25452
ortholog_768 MGL02858.1 BL17047
ortholog_769 MGL03267.1 BL13313
ortholog_770 MGL03204.1 BL23746
ortholog_771 MGL01677.1 BL15519
ortholog_772 MGL02767.1 BL25052
ortholog_773 MGL02721.1 BL00630
ortholog_774 MGL02674.1 BL02407
ortholog_775 MGL02578.1 BL00968
ortholog_776 MGL02478.1 BL23365
ortholog_777 MGL02428.1 BL14337
ortholog_778 MGL02375.1 BL17099
ortholog_779 MGL02317.1 BL21189
ortholog_780 MGL01777.1 BL26560
ortholog_781 MGL02873.1 BL21936
ortholog_782 MGL01978.1 BL04116
ortholog_783 MGL01700.1 BL22681
ortholog_784 MGL03305.1 BL00539
ortholog_785 MGL03210.1 BL22788
ortholog_786 MGL03044.1 BL25122
ortholog_787 MGL03365.1 BL03407
ortholog_788 MGL02975.1 BL22185
ortholog_789 MGL02928.1 BL18684
ortholog_790 MGL02768.1 BL15905
ortholog_791 MGL02675.1 BL00953
ortholog_792 MGL02624.1 BL15941
ortholog_793 MGL02591.1 BL05411
ortholog_794 MGL02906.1 BL09150
ortholog_795 MGL02735.1 BL15565
ortholog_796 MGL02841.1 BL16436
ortholog_797 MGL01834.1 BL07104
ortholog_798 MGL01625.1 BL22723
ortholog_799 MGL02998.1 BL09758
ortholog_800 MGL02937.1 BL15755
ortholog_801 MGL03057.1 BL04634
ortholog_802 MGL03222.1 BL25634
ortholog_803 MGL03281.1 BL07261
ortholog_804 MGL01768.1 BL03162
ortholog_805 MGL03029.1 BL16248
ortholog_806 MGL02434.1 BL05309
ortholog_807 MGL02324.1 BL00847
ortholog_808 MGL02039.1 BL14279
ortholog_809 MGL03140.1 BL04197
ortholog_810 MGL02479.1 BL25228
ortholog_811 MGL02533.1 BL04235
ortholog_812 MGL02504.1 BL11334
ortholog_813 MGL02429.1 BL10576
ortholog_814 MGL02738.1 BL11420
ortholog_815 MGL02882.1 BL06900
ortholog_816 MGL02250.1 BL25319
ortholog_817 MGL02322.1 BL06022
ortholog_818 MGL03159.1 BL15650
ortholog_819 MGL01877.1 BL23804
ortholog_820 MGL02682.1 BL04597
ortholog_821 MGL02634.1 BL25907
ortholog_822 MGL02486.1 BL15011
ortholog_823 MGL02421.1 BL17720
ortholog_824 MGL02037.1 BL08700
ortholog_825 MGL02585.1 BL17675
ortholog_826 MGL02633.1 BL22613
ortholog_827 MGL02596.1 BL06606
ortholog_828 MGL01848.1 BL22699
ortholog_829 MGL02681.1 BL10573
ortholog_830 MGL02727.1 BL15624
ortholog_831 MGL02773.1 BL07367
ortholog_832 MGL03321.1 BL25809
ortholog_833 MGL03142.1 BL20312
ortholog_834 MGL03042.1 BL11425
ortholog_835 MGL03260.1 BL01414
ortholog_836 MGL02499.1 BL17211
ortholog_837 MGL02432.1 BL15746
ortholog_838 MGL02378.1 BL15942
ortholog_839 MGL02036.1 BL05125
ortholog_840 MGL01986.1 BL15542
ortholog_841 MGL02899.1 BL20181
ortholog_842 MGL01871.1 BL14576
ortholog_843 MGL01975.1 BL24559
ortholog_844 MGL01760.1 BL22425
ortholog_845 MGL03084.1 BL15462
ortholog_846 MGL02964.1 BL18727
ortholog_847 MGL03041.1 BL01888
ortholog_848 MGL01656.1 BL24477
ortholog_849 MGL02606.1 BL11333
ortholog_850 MGL02035.1 BL14575
ortholog_851 MGL01985.1 BL13402
ortholog_852 MGL02420.1 BL11482
ortholog_853 MGL01870.1 BL07334
ortholog_854 MGL01759.1 BL25899
ortholog_855 MGL01695.1 BL02592
ortholog_856 MGL03141.1 BL02067
ortholog_857 MGL03206.1 BL02068
ortholog_858 MGL02976.1 BL07724
ortholog_859 MGL02929.1 BL22705
ortholog_860 MGL03096.1 BL22315
ortholog_861 MGL02536.1 BL16590
ortholog_862 MGL01624.1 BL01367
ortholog_863 MGL01936.1 BL00544
ortholog_864 MGL01873.1 BL20200
ortholog_865 MGL02364.1 BL02903
ortholog_866 MGL03209.1 BL12719
ortholog_867 MGL03092.1 BL23384
ortholog_868 MGL03043.1 BL08118
ortholog_869 MGL02724.1 BL21981
ortholog_870 MGL02433.1 BL18778
ortholog_871 MGL02379.1 BL26963
ortholog_872 MGL03224.1 BL01459
ortholog_873 MGL03282.1 BL14507
ortholog_874 MGL03079.1 BL19329
ortholog_875 MGL01919.1 BL22453
ortholog_876 MGL01814.1 BL08385
ortholog_877 MGL01922.1 BL04757
ortholog_878 MGL01933.1 BL14347
ortholog_879 MGL01857.1 BL12641
ortholog_880 MGL01869.1 BL15731
ortholog_881 MGL01653.1 BL10578
ortholog_882 MGL02302.1 BL15213
ortholog_883 MGL02498.1 BL15212
ortholog_884 MGL02189.1 BL22184
ortholog_885 MGL02251.1 BL06552
ortholog_886 MGL02676.1 BL03383
ortholog_887 MGL02625.1 BL19446
ortholog_888 MGL02580.1 BL24563
ortholog_889 MGL02430.1 BL23735
ortholog_890 MGL02174.1 BL17307
ortholog_891 MGL03195.1 BL13564
ortholog_892 MGL03238.1 BL05885
ortholog_893 MGL02096.1 BL12343
ortholog_894 MGL02310.1 BL22413
ortholog_895 MGL02207.1 BL08470
ortholog_896 MGL01831.1 BL26159
ortholog_897 MGL02791.1 BL03962
ortholog_898 MGL02594.1 BL05677
ortholog_899 MGL02716.1 BL10471
ortholog_900 MGL02570.1 BL27230
ortholog_901 MGL02850.1 BL09253
ortholog_902 MGL01838.1 BL15931
ortholog_903 MGL02893.1 BL26881
ortholog_904 MGL03006.1 BL05073
ortholog_905 MGL02236.1 BL20422
ortholog_906 MGL02711.1 BL17919
ortholog_907 MGL03347.1 BL03092
ortholog_908 MGL03087.1 BL18984
ortholog_909 MGL02973.1 BL13867
ortholog_910 MGL02180.1 BL13827
ortholog_911 MGL02500.1 BL19872
ortholog_912 MGL03302.1 BL17228
ortholog_913 MGL03246.1 BL06903
ortholog_914 MGL02608.1 BL14176
ortholog_915 MGL02106.1 BL19559
ortholog_916 MGL01794.1 BL15973
ortholog_917 MGL02509.1 BL18651
ortholog_918 MGL02811.1 BL17470
ortholog_919 MGL02199.1 BL11183
ortholog_920 MGL02112.1 BL09223
ortholog_921 MGL01780.1 BL03423
ortholog_922 MGL02175.1 BL22561
ortholog_923 MGL02055.1 BL24671
ortholog_924 MGL02854.1 BL05352
ortholog_925 MGL03308.1 BL16982
ortholog_926 MGL03295.1 BL23865
ortholog_927 MGL02458.1 BL08442
ortholog_928 MGL01689.1 BL00655
ortholog_929 MGL01960.1 BL02371
ortholog_930 MGL03035.1 BL24205
ortholog_931 MGL02793.1 BL27042
ortholog_932 MGL02162.1 BL11776
ortholog_933 MGL01706.1 BL21415
ortholog_934 MGL03024.1 BL03101
ortholog_935 MGL01823.1 BL18744
ortholog_936 MGL01675.1 BL14076
ortholog_937 MGL03278.1 BL02451
ortholog_938 MGL02101.1 BL18674
ortholog_939 MGL02282.1 BL13206
ortholog_940 MGL01841.1 BL25653
ortholog_941 MGL03170.1 BL09824
ortholog_942 MGL03232.1 BL01565
ortholog_943 MGL02289.1 BL10378
ortholog_944 MGL02609.1 BL10798
ortholog_945 MGL03359.1 BL11910
ortholog_946 MGL03356.1 BL10596
ortholog_947 MGL03317.1 BL14781
ortholog_948 MGL03128.1 BL16346
ortholog_949 MGL01698.1 BL22277
ortholog_950 MGL01639.1 BL16438
ortholog_951 MGL03322.1 BL02161
ortholog_952 MGL02220.1 BL06612
ortholog_953 MGL02871.1 BL23389
ortholog_954 MGL02629.1 BL16753
ortholog_955 MGL02582.1 BL05067
ortholog_956 MGL02712.1 BL14991
ortholog_957 MGL02081.1 BL20998
ortholog_958 MGL02325.1 BL02411
ortholog_959 MGL01937.1 BL13755
ortholog_960 MGL01810.1 BL20999
ortholog_961 MGL01761.1 BL12731
ortholog_962 MGL01697.1 BL23335
ortholog_963 MGL02550.1 BL18693
ortholog_964 MGL01638.1 BL20113
ortholog_965 MGL03211.1 BL22791
ortholog_966 MGL03144.1 BL27755
ortholog_967 MGL01804.1 BL20149
ortholog_968 MGL02013.1 BL14772
ortholog_969 MGL02632.1 BL20245
ortholog_970 MGL02040.1 BL20242
ortholog_971 MGL01687.1 BL23803
ortholog_972 MGL03019.1 BL16427
ortholog_973 MGL02521.1 BL07004
ortholog_974 MGL02630.1 BL19949
ortholog_975 MGL02583.1 BL13673
ortholog_976 MGL01942.1 BL26172
ortholog_977 MGL02383.1 BL07739
ortholog_978 MGL02194.1 BL13928
ortholog_979 MGL01974.1 BL11381
ortholog_980 MGL03212.1 BL05366
ortholog_981 MGL03272.1 BL19259
ortholog_982 MGL01813.1 BL07898
ortholog_983 MGL02979.1 BL06800
ortholog_984 MGL02466.1 BL04354
ortholog_985 MGL02919.1 BL00713
ortholog_986 MGL02598.1 BL16776
ortholog_987 MGL02492.1 BL04881
ortholog_988 MGL02435.1 BL00714
ortholog_989 MGL02484.1 BL27853
ortholog_990 MGL02538.1 BL06843
ortholog_991 MGL02726.1 BL25324
ortholog_992 MGL03441.1 BL27751
ortholog_993 MGL03579.1 BL27756
ortholog_994 MGL03813.1 BL27642
ortholog_995 MGL03899.1 BL13293
ortholog_996 MGL03939.1 BL00289
ortholog_997 MGL03982.1 BL00290
ortholog_998 MGL04146.1 BL27426
ortholog_999 MGL04235.1 BL03848
ortholog_1000 MGL04452.1 BL27380
ortholog_1001 MGL04481.1 BL09358
ortholog_1002 MGL04675.1 BL13904
ortholog_1003 MGL03591.1 BL27890
ortholog_1004 MGL03730.1 BL27428
ortholog_1005 MGL03940.1 BL05750
ortholog_1006 MGL04021.1 BL27448
ortholog_1007 MGL04053.1 BL17704
ortholog_1008 MGL03900.1 BL21563
ortholog_1009 MGL03856.1 BL09261
ortholog_1010 MGL03814.1 BL05423
ortholog_1011 MGL03773.1 BL16434
ortholog_1012 MGL04100.1 BL14241
ortholog_1013 MGL04472.1 BL25611
ortholog_1014 MGL04147.1 BL27819
ortholog_1015 MGL04236.1 BL14594
ortholog_1016 MGL04279.1 BL27861
ortholog_1017 MGL04327.1 BL01108
ortholog_1018 MGL04369.1 BL11924
ortholog_1019 MGL04482.1 BL16978
ortholog_1020 MGL04522.1 BL09438
ortholog_1021 MGL04593.1 BL09439
ortholog_1022 MGL04638.1 BL27454
ortholog_1023 MGL04676.1 BL27453
ortholog_1024 MGL03382.1 BL09348
ortholog_1025 MGL03422.1 BL09449
ortholog_1026 MGL03460.1 BL27817
ortholog_1027 MGL03801.1 BL23901
ortholog_1028 MGL03983.1 BL19695
ortholog_1029 MGL04022.1 BL27775
ortholog_1030 MGL03796.1 BL27774
ortholog_1031 MGL03565.1 BL27463
ortholog_1032 MGL04148.1 BL27462
ortholog_1033 MGL04198.1 BL27458
ortholog_1034 MGL04237.1 BL27634
ortholog_1035 MGL04370.1 BL11940
ortholog_1036 MGL03831.1 BL20111
ortholog_1037 MGL03788.1 BL20891
ortholog_1038 MGL03927.1 BL27985
ortholog_1039 MGL03613.1 BL09293
ortholog_1040 MGL04551.1 BL27950
ortholog_1041 MGL04587.1 BL27948
ortholog_1042 MGL03500.1 BL27962
ortholog_1043 MGL03377.1 BL27961
ortholog_1044 MGL04669.1 BL27804
ortholog_1045 MGL03587.1 BL27856
ortholog_1046 MGL03768.1 BL27872
ortholog_1047 MGL03583.1 BL00020
ortholog_1048 MGL04655.1 BL12071
ortholog_1049 MGL03880.1 BL16979
ortholog_1050 MGL03893.1 BL28039
ortholog_1051 MGL04014.1 BL09304
ortholog_1052 MGL04048.1 BL23806
ortholog_1053 MGL04094.1 BL27443
ortholog_1054 MGL04193.1 BL27871
ortholog_1055 MGL04273.1 BL03925
ortholog_1056 MGL04366.1 BL15705
ortholog_1057 MGL04449.1 BL27729
ortholog_1058 MGL03877.1 BL28038
ortholog_1059 MGL03883.1 BL10969
ortholog_1060 MGL03525.1 BL28033
ortholog_1061 MGL04227.1 BL27991
ortholog_1062 MGL04076.1 BL27150
ortholog_1063 MGL04586.1 BL09429
ortholog_1064 MGL04631.1 BL23896
ortholog_1065 MGL04668.1 BL16595
ortholog_1066 MGL03849.1 BL04452
ortholog_1067 MGL03935.1 BL27275
ortholog_1068 MGL03974.1 BL10115
ortholog_1069 MGL03971.1 BL27525
ortholog_1070 MGL04271.1 BL27529
ortholog_1071 MGL03520.1 BL05803
ortholog_1072 MGL03390.1 BL00818
ortholog_1073 MGL04319.1 BL04436
ortholog_1074 MGL04401.1 BL27262
ortholog_1075 MGL04403.1 BL22866
ortholog_1076 MGL04447.1 BL27813
ortholog_1077 MGL04433.1 BL27698
ortholog_1078 MGL03416.1 BL16010
ortholog_1079 MGL03454.1 BL09312
ortholog_1080 MGL03498.1 BL27451
ortholog_1081 MGL03537.1 BL27821
ortholog_1082 MGL03585.1 BL27828
ortholog_1083 MGL03631.1 BL27832
ortholog_1084 MGL04502.1 BL27897
ortholog_1085 MGL04611.1 BL27896
ortholog_1086 MGL04690.1 BL04921
ortholog_1087 MGL04511.1 BL27910
ortholog_1088 MGL03401.1 BL23138
ortholog_1089 MGL04615.1 BL27904
ortholog_1090 MGL03657.1 BL27905
ortholog_1091 MGL03490.1 BL27906
ortholog_1092 MGL03975.1 BL27281
ortholog_1093 MGL04047.1 BL27945
ortholog_1094 MGL04093.1 BL27951
ortholog_1095 MGL04139.1 BL27952
ortholog_1096 MGL04192.1 BL27953
ortholog_1097 MGL04231.1 BL27954
ortholog_1098 MGL04272.1 BL27346
ortholog_1099 MGL04320.1 BL17716
ortholog_1100 MGL04664.1 BL27891
ortholog_1101 MGL04448.1 BL27892
ortholog_1102 MGL04478.1 BL16011
ortholog_1103 MGL03889.1 BL27609
ortholog_1104 MGL03931.1 BL27608
ortholog_1105 MGL03809.1 BL16563
ortholog_1106 MGL03677.1 BL00372
ortholog_1107 MGL03499.1 BL22914
ortholog_1108 MGL03380.1 BL28123
ortholog_1109 MGL04451.1 BL09318
ortholog_1110 MGL04409.1 BL27964
ortholog_1111 MGL04395.1 BL27808
ortholog_1112 MGL04325.1 BL02543
ortholog_1113 MGL04277.1 BL09451
ortholog_1114 MGL04144.1 BL10971
ortholog_1115 MGL04051.1 BL26842
ortholog_1116 MGL04019.1 BL27597
ortholog_1117 MGL03980.1 BL18128
ortholog_1118 MGL03772.1 BL28082
ortholog_1119 MGL03729.1 BL09402
ortholog_1120 MGL04339.1 BL18007
ortholog_1121 MGL04289.1 BL00276
ortholog_1122 MGL04426.1 BL27830
ortholog_1123 MGL04248.1 BL11918
ortholog_1124 MGL04212.1 BL27564
ortholog_1125 MGL04494.1 BL11795
ortholog_1126 MGL04565.1 BL27491
ortholog_1127 MGL04603.1 BL27610
ortholog_1128 MGL03451.1 BL27612
ortholog_1129 MGL03430.1 BL28119
ortholog_1130 MGL03580.1 BL28036
ortholog_1131 MGL03469.1 BL27931
ortholog_1132 MGL03554.1 BL16975
ortholog_1133 MGL03691.1 BL28155
ortholog_1134 MGL03782.1 BL28070
ortholog_1135 MGL03824.1 BL12747
ortholog_1136 MGL04259.1 BL17190
ortholog_1137 MGL03794.1 BL00381
ortholog_1138 MGL04206.1 BL27599
ortholog_1139 MGL04660.1 BL27930
ortholog_1140 MGL03997.1 BL27427
ortholog_1141 MGL03956.1 BL20018
ortholog_1142 MGL04680.1 BL27441
ortholog_1143 MGL04572.1 BL03847
ortholog_1144 MGL03644.1 BL27865
ortholog_1145 MGL03685.1 BL21869
ortholog_1146 MGL04130.1 BL27820
ortholog_1147 MGL03818.1 BL27598
ortholog_1148 MGL03863.1 BL27515
ortholog_1149 MGL03494.1 BL09353
ortholog_1150 MGL04333.1 BL28074
ortholog_1151 MGL04284.1 BL17475
ortholog_1152 MGL04106.1 BL27376
ortholog_1153 MGL04059.1 BL27377
ortholog_1154 MGL03674.1 BL27988
ortholog_1155 MGL03988.1 BL10053
ortholog_1156 MGL03945.1 BL27805
ortholog_1157 MGL04102.1 BL28141
ortholog_1158 MGL04056.1 BL27852
ortholog_1159 MGL03985.1 BL28122
ortholog_1160 MGL03902.1 BL16973
ortholog_1161 MGL03682.1 BL10976
ortholog_1162 MGL04008.1 BL21496
ortholog_1163 MGL04253.1 BL17342
ortholog_1164 MGL04455.1 BL27803
ortholog_1165 MGL04523.1 BL28046
ortholog_1166 MGL04000.1 BL27390
ortholog_1167 MGL04215.1 BL27389
ortholog_1168 MGL04585.1 BL12027
ortholog_1169 MGL03423.1 BL25623
ortholog_1170 MGL03461.1 BL27866
ortholog_1171 MGL03505.1 BL00334
ortholog_1172 MGL03546.1 BL09284
ortholog_1173 MGL03592.1 BL09285
ortholog_1174 MGL03891.1 BL27367
ortholog_1175 MGL04178.1 BL21569
ortholog_1176 MGL03832.1 BL16819
ortholog_1177 MGL04616.1 BL09363
ortholog_1178 MGL03901.1 BL09274
ortholog_1179 MGL04055.1 BL09275
ortholog_1180 MGL04149.1 BL27533
ortholog_1181 MGL04199.1 BL27343
ortholog_1182 MGL03714.1 BL27782
ortholog_1183 MGL03678.1 BL28179
ortholog_1184 MGL03769.1 BL27444
ortholog_1185 MGL03483.1 BL27531
ortholog_1186 MGL03458.1 BL27538
ortholog_1187 MGL03622.1 BL27537
ortholog_1188 MGL03379.1 BL27340
ortholog_1189 MGL04673.1 BL27339
ortholog_1190 MGL04636.1 BL17489
ortholog_1191 MGL04591.1 BL05603
ortholog_1192 MGL03507.1 BL23117
ortholog_1193 MGL04559.1 BL11936
ortholog_1194 MGL04487.1 BL11937
ortholog_1195 MGL04372.1 BL12575
ortholog_1196 MGL04239.1 BL27549
ortholog_1197 MGL04621.1 BL21663
ortholog_1198 MGL04152.1 BL28125
ortholog_1199 MGL04104.1 BL17513
ortholog_1200 MGL04132.1 BL17511
ortholog_1201 MGL03987.1 BL10960
ortholog_1202 MGL03943.1 BL10959
ortholog_1203 MGL03640.1 BL09474
ortholog_1204 MGL03548.1 BL09478
ortholog_1205 MGL04456.1 BL26313
ortholog_1206 MGL04597.1 BL08269
ortholog_1207 MGL03756.1 BL25974
ortholog_1208 MGL04348.1 BL26174
ortholog_1209 MGL04086.1 BL05072
ortholog_1210 MGL04018.1 BL27552
ortholog_1211 MGL03979.1 BL27532
ortholog_1212 MGL03897.1 BL28015
ortholog_1213 MGL03854.1 BL28013
ortholog_1214 MGL04267.1 BL23897
ortholog_1215 MGL03464.1 BL23898
ortholog_1216 MGL04219.1 BL09404
ortholog_1217 MGL04122.1 BL02598
ortholog_1218 MGL03549.1 BL28121
ortholog_1219 MGL03643.1 BL09333
ortholog_1220 MGL03387.1 BL27986
ortholog_1221 MGL03578.1 BL27984
ortholog_1222 MGL03407.1 BL27983
ortholog_1223 MGL03405.1 BL23885
ortholog_1224 MGL04590.1 BL24783
ortholog_1225 MGL04672.1 BL00292
ortholog_1226 MGL03970.1 BL10592
ortholog_1227 MGL03457.1 BL27393
ortholog_1228 MGL03503.1 BL27401
ortholog_1229 MGL03541.1 BL28023
ortholog_1230 MGL03661.1 BL03693
ortholog_1231 MGL03571.1 BL27664
ortholog_1232 MGL03770.1 BL27665
ortholog_1233 MGL03938.1 BL12048
ortholog_1234 MGL04600.1 BL18900
ortholog_1235 MGL04242.1 BL09321
ortholog_1236 MGL03688.1 BL11931
ortholog_1237 MGL03994.1 BL28144
ortholog_1238 MGL03952.1 BL28143
ortholog_1239 MGL04627.1 BL27707
ortholog_1240 MGL03869.1 BL27714
ortholog_1241 MGL03825.1 BL12576
ortholog_1242 MGL03739.1 BL27864
ortholog_1243 MGL03692.1 BL18830
ortholog_1244 MGL03651.1 BL09347
ortholog_1245 MGL03605.1 BL27471
ortholog_1246 MGL03556.1 BL09372
ortholog_1247 MGL03512.1 BL28068
ortholog_1248 MGL03433.1 BL27623
ortholog_1249 MGL04684.1 BL17544
ortholog_1250 MGL04648.1 BL27624
ortholog_1251 MGL04568.1 BL27403
ortholog_1252 MGL03412.1 BL27404
ortholog_1253 MGL04462.1 BL27477
ortholog_1254 MGL04422.1 BL23736
ortholog_1255 MGL04504.1 BL27270
ortholog_1256 MGL04418.1 BL09291
ortholog_1257 MGL04335.1 BL22754
ortholog_1258 MGL03581.1 BL27658
ortholog_1259 MGL04382.1 BL02151
ortholog_1260 MGL04546.1 BL05070
ortholog_1261 MGL03496.1 BL09482
ortholog_1262 MGL04062.1 BL14361
ortholog_1263 MGL03989.1 BL27520
ortholog_1264 MGL03947.1 BL17876
ortholog_1265 MGL03779.1 BL09314
ortholog_1266 MGL03687.1 BL27602
ortholog_1267 MGL04350.1 BL28152
ortholog_1268 MGL04543.1 BL25271
ortholog_1269 MGL03618.1 BL03751
ortholog_1270 MGL03919.1 BL23835
ortholog_1271 MGL04493.1 BL15991
ortholog_1272 MGL04291.1 BL09360
ortholog_1273 MGL04247.1 BL25201
ortholog_1274 MGL04103.1 BL27354
ortholog_1275 MGL04007.1 BL27357
ortholog_1276 MGL04025.1 BL27969
ortholog_1277 MGL03731.1 BL27555
ortholog_1278 MGL04351.1 BL28052
ortholog_1279 MGL03373.1 BL27647
ortholog_1280 MGL04183.1 BL27488
ortholog_1281 MGL03424.1 BL27648
ortholog_1282 MGL03462.1 BL27535
ortholog_1283 MGL03547.1 BL27839
ortholog_1284 MGL04265.1 BL27840
ortholog_1285 MGL04640.1 BL28004
ortholog_1286 MGL04596.1 BL27908
ortholog_1287 MGL04557.1 BL27907
ortholog_1288 MGL04485.1 BL14213
ortholog_1289 MGL03903.1 BL27420
ortholog_1290 MGL03862.1 BL23370
ortholog_1291 MGL03817.1 BL27530
ortholog_1292 MGL04555.1 BL15511
ortholog_1293 MGL03482.1 BL21656
ortholog_1294 MGL04312.1 BL27887
ortholog_1295 MGL03894.1 BL19916
ortholog_1296 MGL03976.1 BL15426
ortholog_1297 MGL03959.1 BL03292
ortholog_1298 MGL03758.1 BL27371
ortholog_1299 MGL04095.1 BL27369
ortholog_1300 MGL03414.1 BL08657
ortholog_1301 MGL03958.1 BL10203
ortholog_1302 MGL04321.1 BL15352
ortholog_1303 MGL04706.1 BL27857
ortholog_1304 MGL04450.1 BL21187
ortholog_1305 MGL03539.1 BL08977
ortholog_1306 MGL03895.1 BL04901
ortholog_1307 MGL04652.1 BL23886
ortholog_1308 MGL03981.1 BL27551
ortholog_1309 MGL03837.1 BL27546
ortholog_1310 MGL03898.1 BL24139
ortholog_1311 MGL04090.1 BL21211
ortholog_1312 MGL04098.1 BL09264
ortholog_1313 MGL04143.1 BL08846
ortholog_1314 MGL04657.1 BL21501
ortholog_1315 MGL04305.1 BL18675
ortholog_1316 MGL03484.1 BL02946
ortholog_1317 MGL03543.1 BL28037
ortholog_1318 MGL04618.1 BL27699
ortholog_1319 MGL04444.1 BL02143
ortholog_1320 MGL03577.1 BL10383
ortholog_1321 MGL03922.1 BL27432
ortholog_1322 MGL04071.1 BL12851
ortholog_1323 MGL04408.1 BL28081
ortholog_1324 MGL04368.1 BL27708
ortholog_1325 MGL04276.1 BL27713
ortholog_1326 MGL04592.1 BL18616
ortholog_1327 MGL04521.1 BL27833
ortholog_1328 MGL03859.1 BL27893
ortholog_1329 MGL03488.1 BL27883
ortholog_1330 MGL04697.1 BL27882
ortholog_1331 MGL04238.1 BL18168
ortholog_1332 MGL04151.1 BL01311
ortholog_1333 MGL03917.1 BL19128
ortholog_1334 MGL03582.1 BL27368
ortholog_1335 MGL03951.1 BL11952
ortholog_1336 MGL03909.1 BL20994
ortholog_1337 MGL03868.1 BL28002
ortholog_1338 MGL03650.1 BL28001
ortholog_1339 MGL03432.1 BL24294
ortholog_1340 MGL03396.1 BL20284
ortholog_1341 MGL04605.1 BL27603
ortholog_1342 MGL03630.1 BL27522
ortholog_1343 MGL03709.1 BL27438
ortholog_1344 MGL03783.1 BL27414
ortholog_1345 MGL03470.1 BL28000
ortholog_1346 MGL03431.1 BL24498
ortholog_1347 MGL04646.1 BL15999
ortholog_1348 MGL04533.1 BL27884
ortholog_1349 MGL04049.1 BL01498
ortholog_1350 MGL03887.1 BL08753
ortholog_1351 MGL04274.1 BL11925
ortholog_1352 MGL04367.1 BL09485
ortholog_1353 MGL04406.1 BL15932
ortholog_1354 MGL04517.1 BL09393
ortholog_1355 MGL04554.1 BL09481
ortholog_1356 MGL04634.1 BL27418
ortholog_1357 MGL03844.1 BL27274
ortholog_1358 MGL03452.1 BL21208
ortholog_1359 MGL03830.1 BL18587
ortholog_1360 MGL03732.1 BL21207
ortholog_1361 MGL04457.1 BL27915
ortholog_1362 MGL04283.1 BL27744
ortholog_1363 MGL04373.1 BL16024
ortholog_1364 MGL03450.1 BL27554
ortholog_1365 MGL04256.1 BL27550
ortholog_1366 MGL03944.1 BL27338
ortholog_1367 MGL04262.1 BL27643
ortholog_1368 MGL04179.1 BL21296
ortholog_1369 MGL03811.1 BL27440
ortholog_1370 MGL03751.1 BL27691
ortholog_1371 MGL03967.1 BL27692
ortholog_1372 MGL04275.1 BL15997
ortholog_1373 MGL04630.1 BL25700
ortholog_1374 MGL04202.1 BL15995
ortholog_1375 MGL04153.1 BL15993
ortholog_1376 MGL03502.1 BL01624
ortholog_1377 MGL03540.1 BL28071
ortholog_1378 MGL03589.1 BL27777
ortholog_1379 MGL04309.1 BL12579
