ortholog_1 gene-HOLleu_00018 PL21831
ortholog_583 gene-HOLleu_05639 PL05297
ortholog_584 gene-HOLleu_05645 PL18076
ortholog_585 gene-HOLleu_05678 PL35365
ortholog_586 gene-HOLleu_05686 PL05843
ortholog_587 gene-HOLleu_05687 PL06394
ortholog_588 gene-HOLleu_05689 PL04982
ortholog_589 gene-HOLleu_05696 PL05987
ortholog_590 gene-HOLleu_05699 PL04929
ortholog_591 gene-HOLleu_05700 PL05583
ortholog_592 gene-HOLleu_05703 PL07633
ortholog_593 gene-HOLleu_05706 PL21731
ortholog_594 gene-HOLleu_05711 PL04939
ortholog_595 gene-HOLleu_05713 PL05359
ortholog_596 gene-HOLleu_05714 PL05024
ortholog_597 gene-HOLleu_05730 PL05321
ortholog_598 gene-HOLleu_05733 PL07828
ortholog_599 gene-HOLleu_05737 PL07296
ortholog_600 gene-HOLleu_05744 PL06986
ortholog_601 gene-HOLleu_05745 PL05397
ortholog_602 gene-HOLleu_05746 PL05131
ortholog_603 gene-HOLleu_05749 PL05990
ortholog_604 gene-HOLleu_05750 PL07494
ortholog_605 gene-HOLleu_05752 PL05434
ortholog_606 gene-HOLleu_05755 PL25241
ortholog_607 gene-HOLleu_05760 PL07668
ortholog_608 gene-HOLleu_05764 PL07769
ortholog_609 gene-HOLleu_05765 PL06614
ortholog_610 gene-HOLleu_05768 PL05560
ortholog_611 gene-HOLleu_05769 PL06718
ortholog_612 gene-HOLleu_05770 PL06279
ortholog_613 gene-HOLleu_05771 PL05030
ortholog_614 gene-HOLleu_05788 PL07592
ortholog_615 gene-HOLleu_05790 PL04891
ortholog_616 gene-HOLleu_05791 PL06390
ortholog_617 gene-HOLleu_05796 PL06867
ortholog_618 gene-HOLleu_05801 PL04986
ortholog_619 gene-HOLleu_05809 PL05230
ortholog_620 gene-HOLleu_05810 PL07194
ortholog_621 gene-HOLleu_05825 PL10035
ortholog_622 gene-HOLleu_05829 PL33074
ortholog_623 gene-HOLleu_05834 PL28086
ortholog_624 gene-HOLleu_05851 PL05654
ortholog_625 gene-HOLleu_05852 PL05983
ortholog_626 gene-HOLleu_05855 PL06252
ortholog_627 gene-HOLleu_05857 PL07113
ortholog_628 gene-HOLleu_05858 PL05876
ortholog_629 gene-HOLleu_05859 PL07324
ortholog_630 gene-HOLleu_05862 PL34261
ortholog_631 gene-HOLleu_05874 PL07323
ortholog_632 gene-HOLleu_05875 PL05961
ortholog_633 gene-HOLleu_05878 PL06516
ortholog_634 gene-HOLleu_05890 PL06964
ortholog_635 gene-HOLleu_05893 PL06406
ortholog_636 gene-HOLleu_05895 PL07695
ortholog_637 gene-HOLleu_05896 PL07346
ortholog_638 gene-HOLleu_05899 PL24818
ortholog_639 gene-HOLleu_05920 PL07310
ortholog_640 gene-HOLleu_05930 PL06260
ortholog_641 gene-HOLleu_05935 PL07054
ortholog_642 gene-HOLleu_05938 PL06715
ortholog_643 gene-HOLleu_05946 PL07565
ortholog_644 gene-HOLleu_05947 PL03468
ortholog_645 gene-HOLleu_05951 PL06794
ortholog_646 gene-HOLleu_05955 PL05905
ortholog_647 gene-HOLleu_05960 PL05936
ortholog_648 gene-HOLleu_05961 PL07104
ortholog_649 gene-HOLleu_05965 PL06659
ortholog_650 gene-HOLleu_05968 PL06150
ortholog_651 gene-HOLleu_05969 PL06154
ortholog_652 gene-HOLleu_05974 PL05774
ortholog_653 gene-HOLleu_05975 PL05610
ortholog_654 gene-HOLleu_05976 PL06871
ortholog_655 gene-HOLleu_05977 PL05545
ortholog_656 gene-HOLleu_05978 PL06844
ortholog_657 gene-HOLleu_05979 PL05934
ortholog_658 gene-HOLleu_05981 PL07123
ortholog_659 gene-HOLleu_05985 PL07066
ortholog_660 gene-HOLleu_05986 PL25338
ortholog_661 gene-HOLleu_05987 PL07709
ortholog_662 gene-HOLleu_05988 PL07094
ortholog_663 gene-HOLleu_05989 PL06127
ortholog_664 gene-HOLleu_05997 PL05220
ortholog_665 gene-HOLleu_06000 PL01779
ortholog_666 gene-HOLleu_06003 PL40087
ortholog_667 gene-HOLleu_06004 PL05102
ortholog_668 gene-HOLleu_06006 PL07814
ortholog_669 gene-HOLleu_06007 PL06216
ortholog_670 gene-HOLleu_06009 PL06340
ortholog_671 gene-HOLleu_06020 PL05620
ortholog_672 gene-HOLleu_06027 PL05619
ortholog_673 gene-HOLleu_06028 PL06309
ortholog_674 gene-HOLleu_06029 PL05480
ortholog_675 gene-HOLleu_06035 PL05817
ortholog_676 gene-HOLleu_06041 PL07334
ortholog_677 gene-HOLleu_06044 PL06648
ortholog_678 gene-HOLleu_06046 PL22102
ortholog_679 gene-HOLleu_06047 PL05576
ortholog_680 gene-HOLleu_06052 PL07173
ortholog_681 gene-HOLleu_06053 PL06638
ortholog_682 gene-HOLleu_06054 PL06355
ortholog_683 gene-HOLleu_06056 PL06432
ortholog_684 gene-HOLleu_06057 PL06750
ortholog_685 gene-HOLleu_06060 PL07419
ortholog_686 gene-HOLleu_06066 PL06308
ortholog_687 gene-HOLleu_06076 PL07011
ortholog_688 gene-HOLleu_06077 PL07611
ortholog_689 gene-HOLleu_06081 PL04889
ortholog_690 gene-HOLleu_06082 PL05385
ortholog_691 gene-HOLleu_06084 PL05194
ortholog_692 gene-HOLleu_06088 PL05633
ortholog_693 gene-HOLleu_06090 PL07069
ortholog_694 gene-HOLleu_06094 PL06200
ortholog_695 gene-HOLleu_06098 PL05994
ortholog_696 gene-HOLleu_06103 PL05881
ortholog_697 gene-HOLleu_06108 PL06901
ortholog_698 gene-HOLleu_06109 PL21981
ortholog_699 gene-HOLleu_06135 PL05914
ortholog_700 gene-HOLleu_06138 PL18377
ortholog_701 gene-HOLleu_06139 PL06602
ortholog_702 gene-HOLleu_06142 PL30961
ortholog_703 gene-HOLleu_06149 PL05580
ortholog_704 gene-HOLleu_06151 PL07131
ortholog_705 gene-HOLleu_06154 PL06299
ortholog_706 gene-HOLleu_06157 PL05136
ortholog_707 gene-HOLleu_06162 PL07601
ortholog_708 gene-HOLleu_06163 PL05779
ortholog_709 gene-HOLleu_06165 PL06697
ortholog_710 gene-HOLleu_06167 PL06644
ortholog_711 gene-HOLleu_06195 PL31968
ortholog_712 gene-HOLleu_06200 PL02868
ortholog_713 gene-HOLleu_06203 PL15426
ortholog_714 gene-HOLleu_06210 PL21722
ortholog_715 gene-HOLleu_06212 PL06063
ortholog_716 gene-HOLleu_06218 PL06374
ortholog_717 gene-HOLleu_06219 PL06883
ortholog_718 gene-HOLleu_06228 PL06092
ortholog_719 gene-HOLleu_06229 PL06089
ortholog_720 gene-HOLleu_06230 PL06623
ortholog_721 gene-HOLleu_06234 PL07558
ortholog_722 gene-HOLleu_06257 PL05720
ortholog_723 gene-HOLleu_06264 PL06470
ortholog_724 gene-HOLleu_06265 PL05711
ortholog_725 gene-HOLleu_06267 PL07421
ortholog_726 gene-HOLleu_06269 PL05644
ortholog_727 gene-HOLleu_06272 PL05076
ortholog_728 gene-HOLleu_06273 PL05172
ortholog_729 gene-HOLleu_06274 PL05100
ortholog_730 gene-HOLleu_06296 PL07499
ortholog_731 gene-HOLleu_06298 PL07656
ortholog_732 gene-HOLleu_06301 PL12461
ortholog_733 gene-HOLleu_06315 PL08781
ortholog_734 gene-HOLleu_06318 PL38343
ortholog_735 gene-HOLleu_06320 PL05553
ortholog_736 gene-HOLleu_06321 PL04936
ortholog_737 gene-HOLleu_06323 PL05918
ortholog_738 gene-HOLleu_06325 PL05922
ortholog_739 gene-HOLleu_06326 PL06679
ortholog_740 gene-HOLleu_06327 PL05250
ortholog_741 gene-HOLleu_06328 PL07257
ortholog_742 gene-HOLleu_06329 PL05435
ortholog_743 gene-HOLleu_06331 PL06204
ortholog_744 gene-HOLleu_06332 PL19309
ortholog_745 gene-HOLleu_06348 PL25715
ortholog_746 gene-HOLleu_06349 PL25881
ortholog_747 gene-HOLleu_06370 PL06833
ortholog_748 gene-HOLleu_06373 PL32598
ortholog_749 gene-HOLleu_06374 PL06575
ortholog_750 gene-HOLleu_06378 PL06708
ortholog_751 gene-HOLleu_06381 PL05696
ortholog_752 gene-HOLleu_06384 PL06940
ortholog_753 gene-HOLleu_06387 PL07345
ortholog_754 gene-HOLleu_06388 PL07109
ortholog_755 gene-HOLleu_06389 PL05758
ortholog_756 gene-HOLleu_06391 PL06677
ortholog_757 gene-HOLleu_06392 PL07177
ortholog_758 gene-HOLleu_06393 PL07319
ortholog_759 gene-HOLleu_06395 PL04837
ortholog_760 gene-HOLleu_06403 PL06749
ortholog_761 gene-HOLleu_06412 PL07692
ortholog_762 gene-HOLleu_06413 PL07638
ortholog_763 gene-HOLleu_06427 PL09479
ortholog_764 gene-HOLleu_06435 PL19603
ortholog_765 gene-HOLleu_06436 PL06532
ortholog_766 gene-HOLleu_06440 PL05937
ortholog_767 gene-HOLleu_06445 PL04788
ortholog_768 gene-HOLleu_06451 PL06775
ortholog_769 gene-HOLleu_06454 PL07528
ortholog_770 gene-HOLleu_06457 PL05015
ortholog_771 gene-HOLleu_06458 PL05694
ortholog_772 gene-HOLleu_06467 PL10596
ortholog_773 gene-HOLleu_06477 PL36131
ortholog_774 gene-HOLleu_06480 PL29930
ortholog_775 gene-HOLleu_06492 PL02409
ortholog_776 gene-HOLleu_06498 PL06789
ortholog_777 gene-HOLleu_06516 PL06641
ortholog_778 gene-HOLleu_06517 PL03642
ortholog_779 gene-HOLleu_06518 PL05837
ortholog_780 gene-HOLleu_06524 PL05170
ortholog_781 gene-HOLleu_06525 PL05589
ortholog_782 gene-HOLleu_06536 PL11614
ortholog_783 gene-HOLleu_06541 PL31785
ortholog_784 gene-HOLleu_06542 PL07471
ortholog_785 gene-HOLleu_06543 PL05409
ortholog_786 gene-HOLleu_06547 PL06015
ortholog_787 gene-HOLleu_06548 PL06578
ortholog_788 gene-HOLleu_06556 PL06746
ortholog_789 gene-HOLleu_06557 PL07450
ortholog_790 gene-HOLleu_06560 PL07067
ortholog_791 gene-HOLleu_06561 PL07384
ortholog_792 gene-HOLleu_06568 PL04551
ortholog_793 gene-HOLleu_06569 PL06007
ortholog_794 gene-HOLleu_06582 PL07155
ortholog_795 gene-HOLleu_06584 PL07167
ortholog_796 gene-HOLleu_06586 PL07309
ortholog_797 gene-HOLleu_06588 PL28664
ortholog_798 gene-HOLleu_06590 PL05988
ortholog_799 gene-HOLleu_06591 PL04970
ortholog_800 gene-HOLleu_06594 PL05465
ortholog_801 gene-HOLleu_06598 PL06660
ortholog_802 gene-HOLleu_06599 PL05430
ortholog_803 gene-HOLleu_06604 PL07253
ortholog_804 gene-HOLleu_06605 PL07665
ortholog_805 gene-HOLleu_06606 PL06728
ortholog_806 gene-HOLleu_06610 PL07690
ortholog_807 gene-HOLleu_06612 PL07470
ortholog_808 gene-HOLleu_06616 PL06315
ortholog_809 gene-HOLleu_06617 PL06531
ortholog_810 gene-HOLleu_06621 PL06099
ortholog_811 gene-HOLleu_06622 PL06765
ortholog_812 gene-HOLleu_06627 PL07457
ortholog_813 gene-HOLleu_06629 PL06139
ortholog_814 gene-HOLleu_06631 PL07100
ortholog_815 gene-HOLleu_06639 PL08859
ortholog_816 gene-HOLleu_06644 PL06716
ortholog_817 gene-HOLleu_06647 PL07208
ortholog_818 gene-HOLleu_06649 PL06853
ortholog_819 gene-HOLleu_06651 PL07424
ortholog_820 gene-HOLleu_06653 PL04916
ortholog_821 gene-HOLleu_06654 PL07028
ortholog_822 gene-HOLleu_06657 PL07290
ortholog_823 gene-HOLleu_06658 PL06410
ortholog_824 gene-HOLleu_06661 PL04893
ortholog_825 gene-HOLleu_06673 PL06722
ortholog_826 gene-HOLleu_06677 PL05802
ortholog_827 gene-HOLleu_06680 PL04844
ortholog_828 gene-HOLleu_06681 PL05251
ortholog_829 gene-HOLleu_06683 PL17682
ortholog_830 gene-HOLleu_06684 PL07005
ortholog_831 gene-HOLleu_06690 PL05083
ortholog_832 gene-HOLleu_06691 PL05816
ortholog_833 gene-HOLleu_06692 PL06329
ortholog_834 gene-HOLleu_06693 PL05573
ortholog_835 gene-HOLleu_06695 PL07513
ortholog_836 gene-HOLleu_06700 PL06734
ortholog_837 gene-HOLleu_06701 PL04984
ortholog_838 gene-HOLleu_06703 PL28889
ortholog_839 gene-HOLleu_06706 PL06135
ortholog_840 gene-HOLleu_06714 PL38089
ortholog_841 gene-HOLleu_06719 PL05591
ortholog_842 gene-HOLleu_06721 PL05523
ortholog_843 gene-HOLleu_06722 PL06453
ortholog_844 gene-HOLleu_06726 PL02907
ortholog_845 gene-HOLleu_06736 PL40975
ortholog_846 gene-HOLleu_06744 PL04864
ortholog_847 gene-HOLleu_06745 PL06140
ortholog_848 gene-HOLleu_06749 PL07645
ortholog_849 gene-HOLleu_06750 PL05017
ortholog_850 gene-HOLleu_06755 PL07606
ortholog_851 gene-HOLleu_06756 PL05658
ortholog_852 gene-HOLleu_06757 PL05509
ortholog_853 gene-HOLleu_06758 PL05726
ortholog_854 gene-HOLleu_06766 PL07031
ortholog_855 gene-HOLleu_06767 PL06599
ortholog_856 gene-HOLleu_06769 PL07203
ortholog_857 gene-HOLleu_06781 PL06100
ortholog_858 gene-HOLleu_06788 PL05687
ortholog_859 gene-HOLleu_06791 PL05442
ortholog_860 gene-HOLleu_06792 PL06713
ortholog_861 gene-HOLleu_06793 PL11960
ortholog_862 gene-HOLleu_06801 PL07509
ortholog_863 gene-HOLleu_06806 PL05517
ortholog_864 gene-HOLleu_06809 PL06699
ortholog_865 gene-HOLleu_06810 PL06719
ortholog_866 gene-HOLleu_06813 PL16763
ortholog_867 gene-HOLleu_06814 PL07654
ortholog_868 gene-HOLleu_06816 PL04913
ortholog_869 gene-HOLleu_06818 PL04829
ortholog_870 gene-HOLleu_06819 PL06777
ortholog_871 gene-HOLleu_06830 PL07009
ortholog_872 gene-HOLleu_06831 PL06784
ortholog_873 gene-HOLleu_06834 PL05665
ortholog_874 gene-HOLleu_06835 PL05969
ortholog_875 gene-HOLleu_06837 PL07425
ortholog_876 gene-HOLleu_06842 PL05429
ortholog_877 gene-HOLleu_06843 PL06507
ortholog_878 gene-HOLleu_06844 PL07581
ortholog_879 gene-HOLleu_06845 PL06358
ortholog_880 gene-HOLleu_06848 PL06086
ortholog_881 gene-HOLleu_06853 PL06350
ortholog_882 gene-HOLleu_06854 PL04897
ortholog_883 gene-HOLleu_06855 PL07508
ortholog_884 gene-HOLleu_06859 PL07602
ortholog_885 gene-HOLleu_06860 PL06921
ortholog_886 gene-HOLleu_06866 PL05564
ortholog_887 gene-HOLleu_06867 PL07653
ortholog_888 gene-HOLleu_06870 PL10488
ortholog_889 gene-HOLleu_06885 PL18484
ortholog_890 gene-HOLleu_06894 PL06354
ortholog_891 gene-HOLleu_06895 PL07248
ortholog_892 gene-HOLleu_06903 PL07589
ortholog_893 gene-HOLleu_06908 PL06131
ortholog_894 gene-HOLleu_06909 PL05986
ortholog_895 gene-HOLleu_06914 PL24114
ortholog_896 gene-HOLleu_06915 PL04990
ortholog_897 gene-HOLleu_06926 PL30160
ortholog_898 gene-HOLleu_06933 PL17616
ortholog_899 gene-HOLleu_06943 PL07012
ortholog_900 gene-HOLleu_06945 PL04780
ortholog_901 gene-HOLleu_06946 PL05785
ortholog_902 gene-HOLleu_06948 PL05342
ortholog_903 gene-HOLleu_06950 PL05947
ortholog_904 gene-HOLleu_06951 PL05672
ortholog_905 gene-HOLleu_06953 PL06621
ortholog_906 gene-HOLleu_06959 PL23260
ortholog_907 gene-HOLleu_06976 PL04802
ortholog_908 gene-HOLleu_06978 PL05192
ortholog_909 gene-HOLleu_06979 PL07184
ortholog_910 gene-HOLleu_06981 PL06449
ortholog_911 gene-HOLleu_06983 PL05341
ortholog_912 gene-HOLleu_06986 PL07569
ortholog_913 gene-HOLleu_06989 PL04867
ortholog_914 gene-HOLleu_06990 PL05870
ortholog_915 gene-HOLleu_06994 PL05105
ortholog_916 gene-HOLleu_06995 PL04808
ortholog_917 gene-HOLleu_06996 PL17809
ortholog_918 gene-HOLleu_07002 PL05831
ortholog_919 gene-HOLleu_07004 PL06496
ortholog_920 gene-HOLleu_07012 PL07766
ortholog_921 gene-HOLleu_07015 PL07753
ortholog_922 gene-HOLleu_07017 PL06369
ortholog_923 gene-HOLleu_07023 PL08787
ortholog_924 gene-HOLleu_07036 PL08451
ortholog_925 gene-HOLleu_07039 PL17995
ortholog_926 gene-HOLleu_07042 PL10696
ortholog_927 gene-HOLleu_07046 PL10545
ortholog_928 gene-HOLleu_07048 PL10945
ortholog_929 gene-HOLleu_07049 PL10694
ortholog_930 gene-HOLleu_07053 PL09989
ortholog_931 gene-HOLleu_07054 PL08210
ortholog_932 gene-HOLleu_07056 PL10435
ortholog_933 gene-HOLleu_07057 PL09590
ortholog_934 gene-HOLleu_07059 PL10243
ortholog_935 gene-HOLleu_07064 PL10651
ortholog_936 gene-HOLleu_07067 PL10748
ortholog_937 gene-HOLleu_07068 PL08739
ortholog_938 gene-HOLleu_07070 PL08736
ortholog_939 gene-HOLleu_07075 PL08780
ortholog_940 gene-HOLleu_07077 PL08399
ortholog_941 gene-HOLleu_07078 PL08421
ortholog_942 gene-HOLleu_07079 PL10701
ortholog_943 gene-HOLleu_07082 PL16898
ortholog_944 gene-HOLleu_07083 PL08047
ortholog_945 gene-HOLleu_07084 PL10905
ortholog_946 gene-HOLleu_07089 PL38026
ortholog_947 gene-HOLleu_07091 PL11354
ortholog_948 gene-HOLleu_07092 PL08614
ortholog_949 gene-HOLleu_07093 PL09737
ortholog_950 gene-HOLleu_07105 PL10032
ortholog_951 gene-HOLleu_07106 PL11316
ortholog_952 gene-HOLleu_07108 PL09254
ortholog_953 gene-HOLleu_07109 PL08027
ortholog_954 gene-HOLleu_07113 PL10456
ortholog_955 gene-HOLleu_07117 PL08330
ortholog_956 gene-HOLleu_07123 PL09948
ortholog_957 gene-HOLleu_07149 PL10769
ortholog_958 gene-HOLleu_07152 PL21104
ortholog_959 gene-HOLleu_07153 PL08627
ortholog_960 gene-HOLleu_07157 PL09685
ortholog_961 gene-HOLleu_07159 PL09796
ortholog_962 gene-HOLleu_07161 PL09353
ortholog_963 gene-HOLleu_07162 PL09605
ortholog_964 gene-HOLleu_07164 PL10592
ortholog_965 gene-HOLleu_07165 PL09203
ortholog_966 gene-HOLleu_07167 PL09457
ortholog_967 gene-HOLleu_07170 PL08661
ortholog_968 gene-HOLleu_07171 PL09840
ortholog_969 gene-HOLleu_07175 PL09224
ortholog_970 gene-HOLleu_07177 PL08080
ortholog_971 gene-HOLleu_07178 PL08442
ortholog_972 gene-HOLleu_07179 PL08446
ortholog_973 gene-HOLleu_07192 PL08543
ortholog_974 gene-HOLleu_07195 PL08667
ortholog_975 gene-HOLleu_07198 PL09326
ortholog_976 gene-HOLleu_07199 PL09415
ortholog_977 gene-HOLleu_07203 PL08324
ortholog_978 gene-HOLleu_07204 PL08877
ortholog_979 gene-HOLleu_07205 PL08329
ortholog_980 gene-HOLleu_07211 PL08638
ortholog_981 gene-HOLleu_07212 PL09311
ortholog_982 gene-HOLleu_07216 PL09201
ortholog_983 gene-HOLleu_07217 PL09821
ortholog_984 gene-HOLleu_07218 PL34471
ortholog_985 gene-HOLleu_07222 PL09062
ortholog_986 gene-HOLleu_07223 PL10904
ortholog_987 gene-HOLleu_07225 PL08464
ortholog_988 gene-HOLleu_07226 PL11226
ortholog_989 gene-HOLleu_07228 PL10975
ortholog_990 gene-HOLleu_07232 PL10049
ortholog_991 gene-HOLleu_07235 PL08036
ortholog_992 gene-HOLleu_07237 PL10702
ortholog_993 gene-HOLleu_07238 PL10066
ortholog_994 gene-HOLleu_07239 PL33534
ortholog_995 gene-HOLleu_07245 PL11526
ortholog_996 gene-HOLleu_07257 PL09389
ortholog_997 gene-HOLleu_07260 PL08419
ortholog_998 gene-HOLleu_07263 PL10772
ortholog_999 gene-HOLleu_07264 PL09140
ortholog_1000 gene-HOLleu_07265 PL09159
ortholog_1001 gene-HOLleu_07267 PL09884
ortholog_1002 gene-HOLleu_07268 PL08969
ortholog_1003 gene-HOLleu_07269 PL08336
ortholog_1004 gene-HOLleu_07280 PL08789
ortholog_1005 gene-HOLleu_07285 PL10502
ortholog_1006 gene-HOLleu_07286 PL10149
ortholog_1007 gene-HOLleu_07287 PL09814
ortholog_1008 gene-HOLleu_07294 PL10793
ortholog_1009 gene-HOLleu_07296 PL08513
ortholog_1010 gene-HOLleu_07298 PL09783
ortholog_1011 gene-HOLleu_07300 PL09477
ortholog_1012 gene-HOLleu_07301 PL09106
ortholog_1013 gene-HOLleu_07305 PL10020
ortholog_1014 gene-HOLleu_07308 PL10161
ortholog_1015 gene-HOLleu_07310 PL36381
ortholog_1016 gene-HOLleu_07312 PL36435
ortholog_1017 gene-HOLleu_07313 PL11216
ortholog_1018 gene-HOLleu_07316 PL08243
ortholog_1019 gene-HOLleu_07318 PL09686
ortholog_1020 gene-HOLleu_07319 PL10425
ortholog_1021 gene-HOLleu_07321 PL09407
ortholog_1022 gene-HOLleu_07322 PL09658
ortholog_1023 gene-HOLleu_07324 PL10108
ortholog_1024 gene-HOLleu_07326 PL11255
ortholog_1025 gene-HOLleu_07328 PL39278
ortholog_1026 gene-HOLleu_07331 PL16040
ortholog_1027 gene-HOLleu_07329 PL10101
ortholog_1028 gene-HOLleu_07337 PL08397
ortholog_1029 gene-HOLleu_07338 PL11128
ortholog_1030 gene-HOLleu_07341 PL09362
ortholog_1031 gene-HOLleu_07342 PL08768
ortholog_1032 gene-HOLleu_07343 PL11238
ortholog_1033 gene-HOLleu_07346 PL11221
ortholog_1034 gene-HOLleu_07354 PL08483
ortholog_1035 gene-HOLleu_07357 PL09585
ortholog_1036 gene-HOLleu_07361 PL10416
ortholog_1037 gene-HOLleu_07365 PL10221
ortholog_1038 gene-HOLleu_07368 PL08066
ortholog_1039 gene-HOLleu_07374 PL10577
ortholog_1040 gene-HOLleu_07384 PL09990
ortholog_1041 gene-HOLleu_07391 PL10509
ortholog_1042 gene-HOLleu_07392 PL11290
ortholog_1043 gene-HOLleu_07394 PL09248
ortholog_1044 gene-HOLleu_07395 PL08031
ortholog_1045 gene-HOLleu_07400 PL09333
ortholog_1046 gene-HOLleu_07402 PL08878
ortholog_1047 gene-HOLleu_07405 PL08264
ortholog_1048 gene-HOLleu_07406 PL09284
ortholog_1049 gene-HOLleu_07407 PL10951
ortholog_1050 gene-HOLleu_07408 PL09177
ortholog_1051 gene-HOLleu_07418 PL10841
ortholog_1052 gene-HOLleu_07420 PL11366
ortholog_1053 gene-HOLleu_07421 PL09019
ortholog_1054 gene-HOLleu_07422 PL08791
ortholog_1055 gene-HOLleu_07423 PL09702
ortholog_1056 gene-HOLleu_07426 PL11253
ortholog_1057 gene-HOLleu_07427 PL08683
ortholog_1058 gene-HOLleu_07428 PL22045
ortholog_1059 gene-HOLleu_07430 PL11291
ortholog_1060 gene-HOLleu_07432 PL10715
ortholog_1061 gene-HOLleu_07446 PL28269
ortholog_1062 gene-HOLleu_07447 PL30981
ortholog_1063 gene-HOLleu_07454 PL11266
ortholog_1064 gene-HOLleu_07455 PL11018
ortholog_1065 gene-HOLleu_07456 PL08175
ortholog_1066 gene-HOLleu_07457 PL34431
ortholog_1067 gene-HOLleu_07458 PL15977
ortholog_1068 gene-HOLleu_07460 PL09530
ortholog_1069 gene-HOLleu_07463 PL08109
ortholog_1070 gene-HOLleu_07465 PL09588
ortholog_1071 gene-HOLleu_07466 PL10062
ortholog_1072 gene-HOLleu_07467 PL10056
ortholog_1073 gene-HOLleu_07468 PL10606
ortholog_1074 gene-HOLleu_07475 PL08020
ortholog_1075 gene-HOLleu_07477 PL09858
ortholog_1076 gene-HOLleu_07484 PL10253
ortholog_1077 gene-HOLleu_07485 PL08552
ortholog_1078 gene-HOLleu_07486 PL08226
ortholog_1079 gene-HOLleu_07496 PL10396
ortholog_1080 gene-HOLleu_07518 PL09397
ortholog_1081 gene-HOLleu_07519 PL08116
ortholog_1082 gene-HOLleu_07521 PL08817
ortholog_1083 gene-HOLleu_07530 PL10943
ortholog_1084 gene-HOLleu_07532 PL08049
ortholog_1085 gene-HOLleu_07536 PL10677
ortholog_1086 gene-HOLleu_07539 PL08062
ortholog_1087 gene-HOLleu_07547 PL09464
ortholog_1088 gene-HOLleu_07550 PL09056
ortholog_1089 gene-HOLleu_07560 PL10888
ortholog_1090 gene-HOLleu_07568 PL10200
ortholog_1091 gene-HOLleu_07569 PL10029
ortholog_1092 gene-HOLleu_07573 PL08694
ortholog_1093 gene-HOLleu_07575 PL10804
ortholog_1094 gene-HOLleu_07577 PL10678
ortholog_1095 gene-HOLleu_07584 PL11029
ortholog_1096 gene-HOLleu_07585 PL08748
ortholog_1097 gene-HOLleu_07589 PL09584
ortholog_1098 gene-HOLleu_07590 PL10007
ortholog_1099 gene-HOLleu_07591 PL11184
ortholog_1100 gene-HOLleu_07598 PL09994
ortholog_1101 gene-HOLleu_07605 PL08809
ortholog_1102 gene-HOLleu_07607 PL10388
ortholog_1103 gene-HOLleu_07608 PL09867
ortholog_1104 gene-HOLleu_07610 PL08388
ortholog_1105 gene-HOLleu_07612 PL11174
ortholog_1106 gene-HOLleu_07615 PL10201
ortholog_1107 gene-HOLleu_07628 PL07996
ortholog_1108 gene-HOLleu_07630 PL10916
ortholog_1109 gene-HOLleu_07632 PL09880
ortholog_1110 gene-HOLleu_07634 PL08955
ortholog_1111 gene-HOLleu_07635 PL09499
ortholog_1112 gene-HOLleu_07636 PL10374
ortholog_1113 gene-HOLleu_07643 PL09069
ortholog_1114 gene-HOLleu_07647 PL08231
ortholog_1115 gene-HOLleu_07648 PL10295
ortholog_1116 gene-HOLleu_07651 PL28950
ortholog_1117 gene-HOLleu_07652 PL09182
ortholog_1118 gene-HOLleu_07654 PL09439
ortholog_1119 gene-HOLleu_07655 PL09665
ortholog_1120 gene-HOLleu_07656 PL11236
ortholog_1121 gene-HOLleu_07657 PL10813
ortholog_1122 gene-HOLleu_07658 PL09592
ortholog_1123 gene-HOLleu_07667 PL02672
ortholog_1124 gene-HOLleu_07680 PL08441
ortholog_1125 gene-HOLleu_07685 PL02360
ortholog_1126 gene-HOLleu_07692 PL06902
ortholog_1127 gene-HOLleu_07694 PL08251
ortholog_1128 gene-HOLleu_07698 PL08956
ortholog_1129 gene-HOLleu_07699 PL08265
ortholog_1130 gene-HOLleu_07704 PL09258
ortholog_1131 gene-HOLleu_07708 PL09861
ortholog_1132 gene-HOLleu_07710 PL09962
ortholog_1133 gene-HOLleu_07711 PL10070
ortholog_1134 gene-HOLleu_07723 PL11272
ortholog_1135 gene-HOLleu_07724 PL10023
ortholog_1136 gene-HOLleu_07725 PL08100
ortholog_1137 gene-HOLleu_07727 PL08045
ortholog_1138 gene-HOLleu_07736 PL08751
ortholog_1139 gene-HOLleu_07741 PL09804
ortholog_1140 gene-HOLleu_07743 PL34326
ortholog_1141 gene-HOLleu_07744 PL08825
ortholog_1142 gene-HOLleu_07745 PL09817
ortholog_1143 gene-HOLleu_07746 PL09207
ortholog_1144 gene-HOLleu_07747 PL09852
ortholog_1145 gene-HOLleu_07749 PL12175
ortholog_1146 gene-HOLleu_07761 PL10244
ortholog_1147 gene-HOLleu_07763 PL08708
ortholog_1148 gene-HOLleu_07767 PL08593
ortholog_1149 gene-HOLleu_07777 PL14728
ortholog_1150 gene-HOLleu_07781 PL10671
ortholog_1151 gene-HOLleu_07785 PL09522
ortholog_1152 gene-HOLleu_07787 PL09018
ortholog_1153 gene-HOLleu_07793 PL10188
