ortholog_1 gene-HOLleu_00001 BL04309_cuf3
ortholog_492 gene-HOLleu_05770 BL04099_evm2
ortholog_493 gene-HOLleu_05771 BL22022_cuf4
ortholog_494 gene-HOLleu_05777 BL96240_cuf4
ortholog_495 gene-HOLleu_05788 BL06328_cuf8
ortholog_496 gene-HOLleu_05791 BL14663_evm3
ortholog_497 gene-HOLleu_05793 BL19385_evm0
ortholog_498 gene-HOLleu_05796 BL02886_evm3
ortholog_499 gene-HOLleu_05797 BL17056_evm0
ortholog_500 gene-HOLleu_05801 BL18914_evm0
ortholog_501 gene-HOLleu_05809 BL12648_cuf3
ortholog_502 gene-HOLleu_05810 BL11878_evm0
ortholog_503 gene-HOLleu_05812 BL19655_cuf9
ortholog_504 gene-HOLleu_05832 BL44062_cuf0
ortholog_505 gene-HOLleu_05834 BL05972_evm1
ortholog_506 gene-HOLleu_05851 BL09498_evm1
ortholog_507 gene-HOLleu_05855 BL08231_cuf6
ortholog_508 gene-HOLleu_05858 BL09136_evm0
ortholog_509 gene-HOLleu_05859 BL13510_evm6
ortholog_510 gene-HOLleu_05874 BL06951_evm2
ortholog_511 gene-HOLleu_05878 BL10600_evm1
ortholog_512 gene-HOLleu_05889 BL18058_evm0
ortholog_513 gene-HOLleu_05890 BL04540_evm5
ortholog_514 gene-HOLleu_05893 BL13943_evm0
ortholog_515 gene-HOLleu_05895 BL08714_cuf13
ortholog_516 gene-HOLleu_05896 BL12451_cuf14
ortholog_517 gene-HOLleu_05920 BL02078_evm21
ortholog_518 gene-HOLleu_05930 BL22014_evm4
ortholog_519 gene-HOLleu_05935 BL01047_cuf5
ortholog_520 gene-HOLleu_05938 BL24256_evm0
ortholog_521 gene-HOLleu_05946 BL24668_cuf1
ortholog_522 gene-HOLleu_05950 BL15243_evm0
ortholog_523 gene-HOLleu_05951 BL16829_evm8
ortholog_524 gene-HOLleu_05956 BL19099_evm0
ortholog_525 gene-HOLleu_05960 BL09531_evm0
ortholog_526 gene-HOLleu_05961 BL14610_evm3
ortholog_527 gene-HOLleu_05964 BL03841_evm0
ortholog_528 gene-HOLleu_05968 BL03136_cuf6
ortholog_529 gene-HOLleu_05969 BL22999_evm3
ortholog_530 gene-HOLleu_05973 BL08186_evm0
ortholog_531 gene-HOLleu_05975 BL16845_cuf5
ortholog_532 gene-HOLleu_05976 BL16840_evm0
ortholog_533 gene-HOLleu_05977 BL04098_evm0
ortholog_534 gene-HOLleu_05978 BL22721_evm2
ortholog_535 gene-HOLleu_05979 BL09310_cuf5
ortholog_536 gene-HOLleu_05981 BL22998_cuf15
ortholog_537 gene-HOLleu_05985 BL09313_evm0
ortholog_538 gene-HOLleu_05988 BL03333_cuf10
ortholog_539 gene-HOLleu_05989 BL11977_evm23
ortholog_540 gene-HOLleu_05991 BL00696_evm0
ortholog_541 gene-HOLleu_05997 BL20894_evm3
ortholog_542 gene-HOLleu_06000 BL13348_evm12
ortholog_543 gene-HOLleu_06006 BL05943_cuf2
ortholog_544 gene-HOLleu_06007 BL03442_cuf2
ortholog_545 gene-HOLleu_06009 BL23345_evm0
ortholog_546 gene-HOLleu_06020 BL04403_cuf6
ortholog_547 gene-HOLleu_06027 BL05942_evm3
ortholog_548 gene-HOLleu_06028 BL11621_cuf8
ortholog_549 gene-HOLleu_06029 BL01932_evm0
ortholog_550 gene-HOLleu_06031 BL15221_evm0
ortholog_551 gene-HOLleu_06032 BL09213_cuf4
ortholog_552 gene-HOLleu_06034 BL08554_cuf8
ortholog_553 gene-HOLleu_06035 BL11198_cuf1
ortholog_554 gene-HOLleu_06036 BL04407_evm0
ortholog_555 gene-HOLleu_06041 BL09465_evm0
ortholog_556 gene-HOLleu_06047 BL20359_evm21
ortholog_557 gene-HOLleu_06052 BL05330_evm13
ortholog_558 gene-HOLleu_06053 BL18400_evm0
ortholog_559 gene-HOLleu_06054 BL31355_evm0
ortholog_560 gene-HOLleu_06055 BL02168_cuf0
ortholog_561 gene-HOLleu_06056 BL15991_cuf3
ortholog_562 gene-HOLleu_06057 BL24258_cuf5
ortholog_563 gene-HOLleu_06060 BL12798_evm0
ortholog_564 gene-HOLleu_06066 BL31078_evm0
ortholog_565 gene-HOLleu_06079 BL15461_cuf6
ortholog_566 gene-HOLleu_06081 BL14057_cuf1
ortholog_567 gene-HOLleu_06082 BL22604_evm0
ortholog_568 gene-HOLleu_06084 BL06916_cuf1
ortholog_569 gene-HOLleu_06094 BL60302_cuf2
ortholog_570 gene-HOLleu_06103 BL15460_cuf4
ortholog_571 gene-HOLleu_06138 BL76636_cuf2
ortholog_572 gene-HOLleu_06149 BL24502_cuf2
ortholog_573 gene-HOLleu_06151 BL05327_cuf5
ortholog_574 gene-HOLleu_06154 BL10512_cuf0
ortholog_575 gene-HOLleu_06157 BL11516_evm10
ortholog_576 gene-HOLleu_06163 BL15586_evm0
ortholog_577 gene-HOLleu_06165 BL03337_evm1
ortholog_578 gene-HOLleu_06200 BL05053_evm0
ortholog_579 gene-HOLleu_06212 BL25934_evm0
ortholog_580 gene-HOLleu_06213 BL26599_evm0
ortholog_581 gene-HOLleu_06218 BL19868_evm43
ortholog_582 gene-HOLleu_06219 BL15558_cuf1
ortholog_583 gene-HOLleu_06225 BL06532_cuf0
ortholog_584 gene-HOLleu_06228 BL02401_evm2
ortholog_585 gene-HOLleu_06229 BL20216_evm1
ortholog_586 gene-HOLleu_06230 BL04405_cuf1
ortholog_587 gene-HOLleu_06264 BL19105_evm0
ortholog_588 gene-HOLleu_06265 BL03847_cuf4
ortholog_589 gene-HOLleu_06267 BL95822_evm1
ortholog_590 gene-HOLleu_06269 BL22720_cuf3
ortholog_591 gene-HOLleu_06272 BL11952_cuf3
ortholog_592 gene-HOLleu_06273 BL20807_evm0
ortholog_593 gene-HOLleu_06274 BL06327_evm0
ortholog_594 gene-HOLleu_06279 BL95638_evm1
ortholog_595 gene-HOLleu_06281 BL95637_evm0
ortholog_596 gene-HOLleu_06283 BL13587_cuf2
ortholog_597 gene-HOLleu_06284 BL10064_cuf2
ortholog_598 gene-HOLleu_06286 BL22182_cuf2
ortholog_599 gene-HOLleu_06295 BL19975_evm0
ortholog_600 gene-HOLleu_06296 BL23352_evm0
ortholog_601 gene-HOLleu_06298 BL20215_cuf1
ortholog_602 gene-HOLleu_06313 BL23126_evm0
ortholog_603 gene-HOLleu_06319 BL20009_evm0
ortholog_604 gene-HOLleu_06320 BL12282_cuf3
ortholog_605 gene-HOLleu_06321 BL01642_cuf26
ortholog_606 gene-HOLleu_06323 BL03846_cuf4
ortholog_607 gene-HOLleu_06325 BL26674_evm0
ortholog_608 gene-HOLleu_06326 BL17983_cuf2
ortholog_609 gene-HOLleu_06327 BL25107_evm0
ortholog_610 gene-HOLleu_06328 BL23314_cuf0
ortholog_611 gene-HOLleu_06329 BL03317_evm24
ortholog_612 gene-HOLleu_06331 BL14504_evm3
ortholog_613 gene-HOLleu_06332 BL22543_evm0
ortholog_614 gene-HOLleu_06349 BL02082_evm4
ortholog_615 gene-HOLleu_06352 BL11584_evm1
ortholog_616 gene-HOLleu_06364 BL58540_cuf0
ortholog_617 gene-HOLleu_06366 BL24539_evm0
ortholog_618 gene-HOLleu_06374 BL00373_cuf1
ortholog_619 gene-HOLleu_06378 BL12767_evm2
ortholog_620 gene-HOLleu_06380 BL97259_cuf0
ortholog_621 gene-HOLleu_06383 BL10360_evm0
ortholog_622 gene-HOLleu_06387 BL01122_cuf5
ortholog_623 gene-HOLleu_06388 BL19871_cuf2
ortholog_624 gene-HOLleu_06389 BL15459_evm2
ortholog_625 gene-HOLleu_06391 BL22015_cuf0
ortholog_626 gene-HOLleu_06393 BL07391_cuf26
ortholog_627 gene-HOLleu_06395 BL18047_cuf0
ortholog_628 gene-HOLleu_06398 BL09360_cuf0
ortholog_629 gene-HOLleu_06401 BL17898_cuf2
ortholog_630 gene-HOLleu_06412 BL08194_evm7
ortholog_631 gene-HOLleu_06413 BL04618_evm0
ortholog_632 gene-HOLleu_06426 BL51791_cuf0
ortholog_633 gene-HOLleu_06427 BL73221_cuf0
ortholog_634 gene-HOLleu_06436 BL00729_evm0
ortholog_635 gene-HOLleu_06445 BL19660_evm0
ortholog_636 gene-HOLleu_06451 BL07223_cuf5
ortholog_637 gene-HOLleu_06454 BL01480_evm6
ortholog_638 gene-HOLleu_06458 BL00913_evm2
ortholog_639 gene-HOLleu_06475 BL29359_evm0
ortholog_640 gene-HOLleu_06477 BL96157_evm0
ortholog_641 gene-HOLleu_06482 BL09095_evm0
ortholog_642 gene-HOLleu_06524 BL10175_cuf8
ortholog_643 gene-HOLleu_06525 BL02340_evm0
ortholog_644 gene-HOLleu_06541 BL18915_evm0
ortholog_645 gene-HOLleu_06542 BL22716_cuf0
ortholog_646 gene-HOLleu_06548 BL16177_cuf16
ortholog_647 gene-HOLleu_06556 BL22199_cuf12
ortholog_648 gene-HOLleu_06557 BL07547_evm0
ortholog_649 gene-HOLleu_06561 BL01653_evm5
ortholog_650 gene-HOLleu_06582 BL08114_cuf17
ortholog_651 gene-HOLleu_06584 BL23350_evm2
ortholog_652 gene-HOLleu_06585 BL17798_evm2
ortholog_653 gene-HOLleu_06586 BL07541_evm0
ortholog_654 gene-HOLleu_06590 BL24254_evm8
ortholog_655 gene-HOLleu_06594 BL22665_evm19
ortholog_656 gene-HOLleu_06598 BL05454_cuf1
ortholog_657 gene-HOLleu_06604 BL21584_cuf9
ortholog_658 gene-HOLleu_06605 BL01359_cuf11
ortholog_659 gene-HOLleu_06606 BL06329_cuf8
ortholog_660 gene-HOLleu_06607 BL01357_cuf3
ortholog_661 gene-HOLleu_06609 BL90912_cuf4
ortholog_662 gene-HOLleu_06610 BL12277_cuf6
ortholog_663 gene-HOLleu_06614 BL08499_cuf7
ortholog_664 gene-HOLleu_06616 BL20831_evm0
ortholog_665 gene-HOLleu_06619 BL03330_evm0
ortholog_666 gene-HOLleu_06620 BL18537_cuf9
ortholog_667 gene-HOLleu_06622 BL03512_evm0
ortholog_668 gene-HOLleu_06624 BL19642_evm1
ortholog_669 gene-HOLleu_06629 BL03483_cuf5
ortholog_670 gene-HOLleu_06644 BL16513_cuf2
ortholog_671 gene-HOLleu_06647 BL20217_evm1
ortholog_672 gene-HOLleu_06648 BL56029_cuf0
ortholog_673 gene-HOLleu_06649 BL15560_evm35
ortholog_674 gene-HOLleu_06653 BL09309_evm7
ortholog_675 gene-HOLleu_06654 BL04803_cuf10
ortholog_676 gene-HOLleu_06658 BL11739_evm1
ortholog_677 gene-HOLleu_06661 BL24901_cuf1
ortholog_678 gene-HOLleu_06665 BL02625_cuf5
ortholog_679 gene-HOLleu_06673 BL03840_cuf6
ortholog_680 gene-HOLleu_06676 BL13133_evm0
ortholog_681 gene-HOLleu_06680 BL04538_cuf2
ortholog_682 gene-HOLleu_06681 BL10653_evm5
ortholog_683 gene-HOLleu_06684 BL06476_evm0
ortholog_684 gene-HOLleu_06690 BL05072_evm0
ortholog_685 gene-HOLleu_06692 BL07248_evm0
ortholog_686 gene-HOLleu_06693 BL18423_evm0
ortholog_687 gene-HOLleu_06695 BL07551_cuf15
ortholog_688 gene-HOLleu_06706 BL30703_evm0
ortholog_689 gene-HOLleu_06714 BL80869_cuf2
ortholog_690 gene-HOLleu_06719 BL95993_evm7
ortholog_691 gene-HOLleu_06721 BL95994_evm5
ortholog_692 gene-HOLleu_06722 BL19076_evm0
ortholog_693 gene-HOLleu_06744 BL21818_evm3
ortholog_694 gene-HOLleu_06745 BL00714_evm2
ortholog_695 gene-HOLleu_06746 BL24260_evm0
ortholog_696 gene-HOLleu_06749 BL18422_cuf1
ortholog_697 gene-HOLleu_06750 BL01115_evm0
ortholog_698 gene-HOLleu_06755 BL04059_evm0
ortholog_699 gene-HOLleu_06756 BL20833_cuf10
ortholog_700 gene-HOLleu_06769 BL06873_evm2
ortholog_701 gene-HOLleu_06781 BL16846_evm9
ortholog_702 gene-HOLleu_06788 BL13792_cuf4
ortholog_703 gene-HOLleu_06791 BL20213_cuf4
ortholog_704 gene-HOLleu_06792 BL22903_evm0
ortholog_705 gene-HOLleu_06793 BL22993_cuf11
ortholog_706 gene-HOLleu_06801 BL10605_cuf4
ortholog_707 gene-HOLleu_06806 BL01355_cuf0
ortholog_708 gene-HOLleu_06809 BL26846_evm0
ortholog_709 gene-HOLleu_06810 BL16787_evm0
ortholog_710 gene-HOLleu_06814 BL12532_evm3
ortholog_711 gene-HOLleu_06816 BL02648_cuf3
ortholog_712 gene-HOLleu_06819 BL00277_evm0
ortholog_713 gene-HOLleu_06830 BL16880_evm0
ortholog_714 gene-HOLleu_06831 BL08097_evm0
ortholog_715 gene-HOLleu_06834 BL18545_evm5
ortholog_716 gene-HOLleu_06835 BL12307_evm0
ortholog_717 gene-HOLleu_06837 BL14144_cuf6
ortholog_718 gene-HOLleu_06838 BL11907_evm0
ortholog_719 gene-HOLleu_06842 BL03329_evm4
ortholog_720 gene-HOLleu_06843 BL05432_cuf2
ortholog_721 gene-HOLleu_06844 BL09096_cuf1
ortholog_722 gene-HOLleu_06845 BL14825_evm0
ortholog_723 gene-HOLleu_06848 BL06362_evm0
ortholog_724 gene-HOLleu_06853 BL16517_evm0
ortholog_725 gene-HOLleu_06854 BL22471_cuf0
ortholog_726 gene-HOLleu_06855 BL04745_cuf1
ortholog_727 gene-HOLleu_06859 BL24542_cuf5
ortholog_728 gene-HOLleu_06860 BL08760_evm0
ortholog_729 gene-HOLleu_06866 BL15319_cuf5
ortholog_730 gene-HOLleu_06867 BL13866_cuf1
ortholog_731 gene-HOLleu_06894 BL04532_cuf1
ortholog_732 gene-HOLleu_06895 BL13798_cuf1
ortholog_733 gene-HOLleu_06903 BL01185_cuf8
ortholog_734 gene-HOLleu_06904 BL11953_evm0
ortholog_735 gene-HOLleu_06905 BL24915_evm0
ortholog_736 gene-HOLleu_06908 BL06528_cuf0
ortholog_737 gene-HOLleu_06909 BL13513_evm1
ortholog_738 gene-HOLleu_06914 BL14366_cuf10
ortholog_739 gene-HOLleu_06915 BL00996_evm0
ortholog_740 gene-HOLleu_06926 BL09453_evm0
ortholog_741 gene-HOLleu_06930 BL29155_evm0
ortholog_742 gene-HOLleu_06932 BL33317_cuf0
ortholog_743 gene-HOLleu_06933 BL20484_evm0
ortholog_744 gene-HOLleu_06943 BL04550_cuf21
ortholog_745 gene-HOLleu_06945 BL11730_evm0
ortholog_746 gene-HOLleu_06946 BL08903_evm1
ortholog_747 gene-HOLleu_06948 BL07385_evm0
ortholog_748 gene-HOLleu_06951 BL00446_evm0
ortholog_749 gene-HOLleu_06976 BL03006_evm1
ortholog_750 gene-HOLleu_06978 BL05182_cuf3
ortholog_751 gene-HOLleu_06979 BL27990_evm0
ortholog_752 gene-HOLleu_06980 BL13887_evm0
ortholog_753 gene-HOLleu_06983 BL17014_evm0
ortholog_754 gene-HOLleu_06989 BL13821_evm3
ortholog_755 gene-HOLleu_06990 BL26847_evm0
ortholog_756 gene-HOLleu_06995 BL02200_evm0
ortholog_757 gene-HOLleu_07004 BL14822_cuf1
ortholog_758 gene-HOLleu_07015 BL01638_evm0
ortholog_759 gene-HOLleu_07027 BL03651_evm10
ortholog_760 gene-HOLleu_07036 BL07333_evm0
ortholog_761 gene-HOLleu_07042 BL05955_evm5
ortholog_762 gene-HOLleu_07048 BL19030_evm0
ortholog_763 gene-HOLleu_07049 BL18513_evm0
ortholog_764 gene-HOLleu_07053 BL20280_evm5
ortholog_765 gene-HOLleu_07054 BL21134_cuf9
ortholog_766 gene-HOLleu_07055 BL11067_evm0
ortholog_767 gene-HOLleu_07056 BL07355_cuf5
ortholog_768 gene-HOLleu_07057 BL11065_evm8
ortholog_769 gene-HOLleu_07059 BL11073_evm0
ortholog_770 gene-HOLleu_07060 BL20220_evm0
ortholog_771 gene-HOLleu_07067 BL18802_evm1
ortholog_772 gene-HOLleu_07069 BL14910_cuf12
ortholog_773 gene-HOLleu_07075 BL23787_evm3
ortholog_774 gene-HOLleu_07077 BL23792_evm0
ortholog_775 gene-HOLleu_07078 BL95484_evm1
ortholog_776 gene-HOLleu_07082 BL03019_cuf2
ortholog_777 gene-HOLleu_07083 BL12571_cuf0
ortholog_778 gene-HOLleu_07084 BL05008_cuf1
ortholog_779 gene-HOLleu_07087 BL27856_evm0
ortholog_780 gene-HOLleu_07092 BL21392_evm0
ortholog_781 gene-HOLleu_07097 BL12127_evm1
ortholog_782 gene-HOLleu_07100 BL16772_evm0
ortholog_783 gene-HOLleu_07105 BL18601_evm0
ortholog_784 gene-HOLleu_07106 BL24555_cuf13
ortholog_785 gene-HOLleu_07108 BL03614_evm18
ortholog_786 gene-HOLleu_07109 BL03613_cuf5
ortholog_787 gene-HOLleu_07110 BL44534_cuf0
ortholog_788 gene-HOLleu_07113 BL00104_evm0
ortholog_789 gene-HOLleu_07117 BL23099_cuf19
ortholog_790 gene-HOLleu_07149 BL10577_evm37
ortholog_791 gene-HOLleu_07153 BL01753_evm9
ortholog_792 gene-HOLleu_07154 BL00416_cuf2
ortholog_793 gene-HOLleu_07164 BL15821_cuf1
ortholog_794 gene-HOLleu_07165 BL11087_evm0
ortholog_795 gene-HOLleu_07167 BL00723_evm0
ortholog_796 gene-HOLleu_07170 BL08103_cuf2
ortholog_797 gene-HOLleu_07171 BL09395_evm10
ortholog_798 gene-HOLleu_07175 BL08749_evm4
ortholog_799 gene-HOLleu_07177 BL13826_cuf5
ortholog_800 gene-HOLleu_07178 BL01327_cuf7
ortholog_801 gene-HOLleu_07179 BL10576_evm1
ortholog_802 gene-HOLleu_07191 BL02293_cuf4
ortholog_803 gene-HOLleu_07192 BL10125_cuf1
ortholog_804 gene-HOLleu_07193 BL20778_evm0
ortholog_805 gene-HOLleu_07195 BL21386_cuf0
ortholog_806 gene-HOLleu_07198 BL30305_evm3
ortholog_807 gene-HOLleu_07203 BL00299_evm0
ortholog_808 gene-HOLleu_07204 BL20310_cuf7
ortholog_809 gene-HOLleu_07205 BL13892_cuf7
ortholog_810 gene-HOLleu_07216 BL05929_evm1
ortholog_811 gene-HOLleu_07217 BL95852_evm1
ortholog_812 gene-HOLleu_07222 BL97475_cuf2
ortholog_813 gene-HOLleu_07225 BL12151_evm0
ortholog_814 gene-HOLleu_07226 BL16428_cuf0
ortholog_815 gene-HOLleu_07228 BL12152_evm0
ortholog_816 gene-HOLleu_07232 BL08912_cuf2
ortholog_817 gene-HOLleu_07235 BL24327_cuf7
ortholog_818 gene-HOLleu_07238 BL10803_evm2
ortholog_819 gene-HOLleu_07250 BL08083_evm0
ortholog_820 gene-HOLleu_07257 BL29065_evm0
ortholog_821 gene-HOLleu_07260 BL15678_evm0
ortholog_822 gene-HOLleu_07262 BL18679_cuf5
ortholog_823 gene-HOLleu_07263 BL01080_cuf1
ortholog_824 gene-HOLleu_07264 BL17998_evm0
ortholog_825 gene-HOLleu_07267 BL11524_evm0
ortholog_826 gene-HOLleu_07268 BL08098_cuf4
ortholog_827 gene-HOLleu_07269 BL16431_evm0
ortholog_828 gene-HOLleu_07274 BL00715_evm0
ortholog_829 gene-HOLleu_07280 BL08745_cuf4
ortholog_830 gene-HOLleu_07284 BL13199_cuf3
ortholog_831 gene-HOLleu_07285 BL15185_cuf17
ortholog_832 gene-HOLleu_07286 BL20277_evm0
ortholog_833 gene-HOLleu_07294 BL22122_cuf7
ortholog_834 gene-HOLleu_07296 BL04827_evm0
ortholog_835 gene-HOLleu_07298 BL97065_cuf1
ortholog_836 gene-HOLleu_07300 BL18436_cuf7
ortholog_837 gene-HOLleu_07301 BL20200_evm5
ortholog_838 gene-HOLleu_07313 BL53892_cuf0
ortholog_839 gene-HOLleu_07315 BL05764_cuf3
ortholog_840 gene-HOLleu_07316 BL15153_evm0
ortholog_841 gene-HOLleu_07318 BL07318_evm0
ortholog_842 gene-HOLleu_07319 BL20278_evm4
ortholog_843 gene-HOLleu_07321 BL11200_evm6
ortholog_844 gene-HOLleu_07322 BL01754_evm0
ortholog_845 gene-HOLleu_07325 BL13017_cuf2
ortholog_846 gene-HOLleu_07326 BL04535_cuf10
ortholog_847 gene-HOLleu_07329 BL17619_evm1
ortholog_848 gene-HOLleu_07334 BL95372_evm0
ortholog_849 gene-HOLleu_07346 BL08755_cuf1
ortholog_850 gene-HOLleu_07349 BL04373_evm0
ortholog_851 gene-HOLleu_07354 BL20788_evm7
ortholog_852 gene-HOLleu_07357 BL15896_cuf0
ortholog_853 gene-HOLleu_07359 BL01519_evm1
ortholog_854 gene-HOLleu_07361 BL18678_evm0
ortholog_855 gene-HOLleu_07365 BL29978_evm0
ortholog_856 gene-HOLleu_07368 BL10195_evm3
ortholog_857 gene-HOLleu_07372 BL09155_evm4
ortholog_858 gene-HOLleu_07384 BL22785_evm6
ortholog_859 gene-HOLleu_07391 BL07317_evm0
ortholog_860 gene-HOLleu_07392 BL12125_cuf2
ortholog_861 gene-HOLleu_07394 BL14087_cuf11
ortholog_862 gene-HOLleu_07395 BL30365_evm0
ortholog_863 gene-HOLleu_07400 BL21680_evm1
ortholog_864 gene-HOLleu_07401 BL11549_cuf4
ortholog_865 gene-HOLleu_07402 BL01197_cuf0
ortholog_866 gene-HOLleu_07404 BL60240_cuf0
ortholog_867 gene-HOLleu_07405 BL23704_evm0
ortholog_868 gene-HOLleu_07406 BL16777_evm0
ortholog_869 gene-HOLleu_07407 BL04371_evm0
ortholog_870 gene-HOLleu_07408 BL16015_cuf29
ortholog_871 gene-HOLleu_07410 BL07588_evm0
ortholog_872 gene-HOLleu_07414 BL16914_evm0
ortholog_873 gene-HOLleu_07416 BL15235_evm2
ortholog_874 gene-HOLleu_07418 BL19778_evm0
ortholog_875 gene-HOLleu_07419 BL15478_evm2
ortholog_876 gene-HOLleu_07421 BL05695_cuf7
ortholog_877 gene-HOLleu_07422 BL35064_cuf3
ortholog_878 gene-HOLleu_07423 BL10941_evm10
ortholog_879 gene-HOLleu_07426 BL01605_evm9
ortholog_880 gene-HOLleu_07427 BL13606_evm27
ortholog_881 gene-HOLleu_07430 BL17397_evm2
ortholog_882 gene-HOLleu_07432 BL04341_evm1
ortholog_883 gene-HOLleu_07446 BL27335_evm0
ortholog_884 gene-HOLleu_07447 BL72835_cuf0
ortholog_885 gene-HOLleu_07454 BL10318_cuf15
ortholog_886 gene-HOLleu_07456 BL03141_cuf1
ortholog_887 gene-HOLleu_07463 BL21470_cuf12
ortholog_888 gene-HOLleu_07465 BL01105_evm0
ortholog_889 gene-HOLleu_07467 BL95853_evm0
ortholog_890 gene-HOLleu_07468 BL04374_evm0
ortholog_891 gene-HOLleu_07484 BL19380_cuf0
ortholog_892 gene-HOLleu_07485 BL13859_cuf6
ortholog_893 gene-HOLleu_07486 BL27895_evm0
ortholog_894 gene-HOLleu_07487 BL02115_cuf1
ortholog_895 gene-HOLleu_07492 BL08623_evm0
ortholog_896 gene-HOLleu_07496 BL06266_cuf9
ortholog_897 gene-HOLleu_07498 BL24077_cuf1
ortholog_898 gene-HOLleu_07507 BL06803_evm0
ortholog_899 gene-HOLleu_07526 BL04915_evm0
ortholog_900 gene-HOLleu_07530 BL08092_cuf13
ortholog_901 gene-HOLleu_07532 BL18902_cuf2
ortholog_902 gene-HOLleu_07536 BL03470_evm0
ortholog_903 gene-HOLleu_07539 BL06265_evm3
ortholog_904 gene-HOLleu_07547 BL21833_cuf11
ortholog_905 gene-HOLleu_07560 BL07413_cuf9
ortholog_906 gene-HOLleu_07568 BL24909_cuf0
ortholog_907 gene-HOLleu_07569 BL11425_cuf0
ortholog_908 gene-HOLleu_07571 BL06629_cuf0
ortholog_909 gene-HOLleu_07573 BL08770_evm4
ortholog_910 gene-HOLleu_07575 BL20057_cuf4
ortholog_911 gene-HOLleu_07577 BL10489_cuf15
ortholog_912 gene-HOLleu_07584 BL21110_evm0
ortholog_913 gene-HOLleu_07589 BL12124_evm2
ortholog_914 gene-HOLleu_07590 BL01325_evm0
ortholog_915 gene-HOLleu_07591 BL24490_cuf11
ortholog_916 gene-HOLleu_07598 BL05933_cuf24
ortholog_917 gene-HOLleu_07602 BL05015_evm0
ortholog_918 gene-HOLleu_07605 BL18597_evm5
ortholog_919 gene-HOLleu_07607 BL21385_evm0
ortholog_920 gene-HOLleu_07608 BL15679_evm5
ortholog_921 gene-HOLleu_07610 BL24903_evm0
ortholog_922 gene-HOLleu_07612 BL17852_evm2
ortholog_923 gene-HOLleu_07615 BL95502_evm0
ortholog_924 gene-HOLleu_07628 BL04073_cuf2
ortholog_925 gene-HOLleu_07630 BL21793_evm0
ortholog_926 gene-HOLleu_07632 BL04410_cuf2
ortholog_927 gene-HOLleu_07633 BL95648_evm2
ortholog_928 gene-HOLleu_07635 BL22009_cuf1
ortholog_929 gene-HOLleu_07643 BL24322_evm5
ortholog_930 gene-HOLleu_07647 BL24089_evm0
ortholog_931 gene-HOLleu_07648 BL19482_evm1
ortholog_932 gene-HOLleu_07651 BL12107_evm0
ortholog_933 gene-HOLleu_07652 BL24870_cuf1
ortholog_934 gene-HOLleu_07654 BL12828_evm0
ortholog_935 gene-HOLleu_07655 BL06503_cuf1
ortholog_936 gene-HOLleu_07656 BL24471_evm0
ortholog_937 gene-HOLleu_07657 BL72735_cuf6
ortholog_938 gene-HOLleu_07658 BL11582_cuf0
ortholog_939 gene-HOLleu_07675 BL21902_cuf6
ortholog_940 gene-HOLleu_07680 BL01085_evm0
ortholog_941 gene-HOLleu_07691 BL10740_evm4
ortholog_942 gene-HOLleu_07698 BL18097_evm0
ortholog_943 gene-HOLleu_07699 BL03139_cuf3
ortholog_944 gene-HOLleu_07704 BL03140_evm6
ortholog_945 gene-HOLleu_07708 BL11123_evm0
ortholog_946 gene-HOLleu_07709 BL14864_evm18
ortholog_947 gene-HOLleu_07711 BL05697_cuf1
ortholog_948 gene-HOLleu_07718 BL26096_evm1
ortholog_949 gene-HOLleu_07719 BL95864_evm4
ortholog_950 gene-HOLleu_07723 BL24496_evm2
ortholog_951 gene-HOLleu_07724 BL03605_evm0
ortholog_952 gene-HOLleu_07727 BL22710_cuf1
ortholog_953 gene-HOLleu_07735 BL97468_cuf3
ortholog_954 gene-HOLleu_07736 BL02525_cuf4
ortholog_955 gene-HOLleu_07741 BL21520_evm7
ortholog_956 gene-HOLleu_07744 BL23709_evm0
ortholog_957 gene-HOLleu_07745 BL21469_evm0
ortholog_958 gene-HOLleu_07746 BL23639_evm3
ortholog_959 gene-HOLleu_07773 BL97341_cuf2
ortholog_960 gene-HOLleu_07777 BL14220_cuf0
ortholog_961 gene-HOLleu_07781 BL96792_cuf14
ortholog_962 gene-HOLleu_07784 BL19877_evm0
ortholog_963 gene-HOLleu_07787 BL13719_evm4
ortholog_964 gene-HOLleu_07793 BL10933_evm2
ortholog_965 gene-HOLleu_07794 BL20311_cuf1
ortholog_966 gene-HOLleu_07796 BL02830_cuf11
ortholog_967 gene-HOLleu_07797 BL12804_evm13
ortholog_968 gene-HOLleu_07798 BL16523_evm0
ortholog_969 gene-HOLleu_07807 BL29954_evm0
ortholog_970 gene-HOLleu_07826 BL09506_evm2
ortholog_971 gene-HOLleu_07845 BL30829_evm0
ortholog_972 gene-HOLleu_07857 BL16622_cuf2
ortholog_973 gene-HOLleu_07860 BL13504_cuf4
ortholog_974 gene-HOLleu_07861 BL13862_evm0
ortholog_975 gene-HOLleu_07865 BL12966_evm0
ortholog_976 gene-HOLleu_07867 BL16610_cuf8
ortholog_977 gene-HOLleu_07875 BL14917_evm4
ortholog_978 gene-HOLleu_07879 BL10094_cuf4
ortholog_979 gene-HOLleu_07888 BL27160_evm0
ortholog_980 gene-HOLleu_07889 BL11032_evm0
ortholog_981 gene-HOLleu_07890 BL27162_evm0
ortholog_982 gene-HOLleu_07894 BL00857_evm0
