ortholog_1 g320 Em0018g373a
ortholog_729 g27052 Em0024g393a
ortholog_730 g27063 Em0004g71a
ortholog_731 g27066 Em0016g422a
ortholog_732 g27149 Em0010g132a
ortholog_733 g27183 Em0018g603a
ortholog_734 g27187 Em0004g102a
ortholog_735 g27189 Em0004g106a
ortholog_736 g27251 Em0004g1644a
ortholog_737 g27284 Em0004g206a
ortholog_738 g27287 Em0004g205a
ortholog_739 g27309 Em0004g63a
ortholog_740 g27330 Em0004g156a
ortholog_741 g27352 Em0004g1003a
ortholog_742 g27371 Em0004g713a
ortholog_743 g27374 Em0004g1361a
ortholog_744 g27375 Em0004g1366a
ortholog_745 g27387 Em0034g9a
ortholog_746 g27396 Em0011g997a
ortholog_747 g27422 Em0004g132a
ortholog_748 g27428 Em0011g643a
ortholog_749 g27430 Em0004g181a
ortholog_750 g27507 Em0010g868a
ortholog_751 g27550 Em0009g1021a
ortholog_752 g27663 Em0004g1040a
ortholog_753 g27697 Em0016g158a
ortholog_754 g27713 Em0004g1560a
ortholog_755 g27719 Em0004g1561a
ortholog_756 g27723 Em0019g1093a
ortholog_757 g27740 Em0022g232a
ortholog_758 g27894 Em0001g216a
ortholog_759 g28053 Em0013g89a
ortholog_760 g28116 Em0004g240a
ortholog_761 g28197 Em0021g144a
ortholog_762 g28232 Em0004g1578a
ortholog_763 g28238 Em0004g1596a
ortholog_764 g28345 Em0008g623a
ortholog_765 g28378 Em0020g1009a
ortholog_766 g28420 Em0002g193a
ortholog_767 g28423 Em0002g189a
ortholog_768 g28426 Em0004g349a
ortholog_769 g28447 Em0004g26a
ortholog_770 g28461 Em0022g425a
ortholog_771 g28493 Em0023g205a
ortholog_772 g28541 Em0004g1000a
ortholog_773 g28595 Em0004g1559a
ortholog_774 g28601 Em0004g1002a
ortholog_775 g28636 Em0003g1309a
ortholog_776 g28806 Em0005g1184a
ortholog_777 g28902 Em0004g91a
ortholog_778 g28947 Em0019g988a
ortholog_779 g28993 Em0001g687a
ortholog_780 g29050 Em0001g1335a
ortholog_781 g29141 Em0021g339a
ortholog_782 g29155 Em0011g1049a
ortholog_783 g29156 Em0019g556a
ortholog_784 g29178 Em0005g1331a
ortholog_785 g29195 Em0004g95a
ortholog_786 g29223 Em0004g1647a
ortholog_787 g29274 Em0004g154a
ortholog_788 g29286 Em0004g1360a
ortholog_789 g29368 Em0004g150a
ortholog_790 g29399 Em0202g7a
ortholog_791 g29416 Em0007g1235a
ortholog_792 g29421 Em0194g1a
ortholog_793 g29543 Em0003g1400a
ortholog_794 g29556 Em0004g56a
ortholog_795 g29564 Em0017g290a
ortholog_796 g29573 Em0004g38a
ortholog_797 g29616 Em0004g1678a
ortholog_798 g29618 Em0404g5a
ortholog_799 g29707 Em0004g993a
ortholog_800 g29756 Em0016g995a
ortholog_801 g29992 Em0004g1675a
ortholog_802 g29997 Em0007g958a
ortholog_803 g30006 Em0005g1377a
ortholog_804 g30010 Em0004g1646a
ortholog_805 g30044 Em0004g425a
ortholog_806 g30045 Em0184g3a
ortholog_807 g30104 Em0019g1006a
ortholog_808 g30132 Em0004g360a
ortholog_809 g30192 Em0004g238a
ortholog_810 g30276 Em0012g471a
ortholog_811 g30397 Em0004g997a
ortholog_812 g30401 Em0002g1241a
ortholog_813 g30417 Em0001g896a
ortholog_814 g30429 Em0023g213a
ortholog_815 g30430 Em0004g148a
ortholog_816 g30439 Em0004g918a
ortholog_817 g30445 Em0002g501a
ortholog_818 g30476 Em0018g158a
ortholog_819 g30480 Em0004g42a
ortholog_820 g30500 Em0613g2a
ortholog_821 g30519 Em0021g178a
ortholog_822 g30562 Em0022g171a
ortholog_823 g30563 Em0004g137a
ortholog_824 g30568 Em0005g1521a
ortholog_825 g30574 Em0004g88a
ortholog_826 g30578 Em0004g340a
ortholog_827 g30584 Em0022g422a
ortholog_828 g30615 Em0004g1577a
ortholog_829 g30636 Em0012g1030a
ortholog_830 g30660 Em0005g1263a
ortholog_831 g30671 Em0005g1193a
ortholog_832 g30727 Em0022g5a
ortholog_833 g30757 Em0016g517a
ortholog_834 g30791 Em0604g4a
ortholog_835 g30797 Em0004g1061a
ortholog_836 g30932 Em0019g703a
ortholog_837 g30962 Em0022g204a
ortholog_838 g30980 Em0808g1a
ortholog_839 g30987 Em0004g13a
ortholog_840 g31071 Em0005g936a
ortholog_841 g31072 Em0005g938a
ortholog_842 g31093 Em0019g283a
ortholog_843 g31261 Em0023g554a
ortholog_844 g31277 Em0001g1765a
ortholog_845 g31424 Em0004g204a
ortholog_846 g31451 Em0016g349a
ortholog_847 g31466 Em0004g241a
ortholog_848 g31473 Em0004g25a
ortholog_849 g31475 Em0009g971a
ortholog_850 g31494 Em0011g994a
ortholog_851 g31515 Em0004g65a
ortholog_852 g31516 Em0004g29a
ortholog_853 g31520 Em0004g354a
ortholog_854 g31534 Em0004g97a
ortholog_855 g31535 Em0004g83a
ortholog_856 g31536 Em0004g90a
ortholog_857 g31545 Em0014g813a
ortholog_858 g31552 Em0023g64a
ortholog_859 g31582 Em0531g10a
ortholog_860 g31585 Em0011g773a
ortholog_861 g31744 Em0004g208a
ortholog_862 g31753 Em0004g956a
ortholog_863 g31774 Em0404g6a
ortholog_864 g31777 Em0004g1a
ortholog_865 g31810 Em0004g359a
ortholog_866 g31867 Em0004g379a
ortholog_867 g31872 Em0016g524a
ortholog_868 g31877 Em0076g13a
ortholog_869 g31887 Em0010g71a
ortholog_870 g31929 Em0013g47a
ortholog_871 g31932 Em0004g1245a
ortholog_872 g32033 Em1407g1a
ortholog_873 g32047 Em0825g2a
ortholog_874 g32091 Em0004g1679a
ortholog_875 g32115 Em0007g969a
ortholog_876 g32256 Em0011g1169a
ortholog_877 g32289 Em0011g1069a
ortholog_878 g32291 Em0004g1396a
ortholog_879 g32293 Em0004g1515a
ortholog_880 g32394 Em0012g392a
ortholog_881 g32528 Em0399g2a
ortholog_882 g32529 Em0021g192a
ortholog_883 g32722 Em0013g396a
ortholog_884 g32729 Em0004g1004a
ortholog_885 g32733 Em0004g151a
ortholog_886 g32780 Em0018g850a
ortholog_887 g32865 Em0003g1248a
ortholog_888 g32896 Em0015g376a
ortholog_889 g32940 Em0011g824a
ortholog_890 g32988 Em0017g792a
ortholog_891 g32993 Em0018g861a
ortholog_892 g33057 Em0162g5a
ortholog_893 g33128 Em0001g2275a
ortholog_894 g33335 Em0009g1029a
ortholog_895 g33363 Em0011g79a
ortholog_896 g33527 Em0004g690a
ortholog_897 g33532 Em0008g427a
ortholog_898 g33621 Em0004g1648a
ortholog_899 g33650 Em0085g2a
ortholog_900 g33651 Em0004g1652a
ortholog_901 g33661 Em0486g2a
ortholog_902 g33664 Em0005g1141a
ortholog_903 g33735 Em0004g130a
ortholog_904 g33761 Em0019g1180a
ortholog_905 g33830 Em0004g209a
ortholog_906 g33835 Em0404g4a
ortholog_907 g33846 Em0001g1283a
ortholog_908 g33854 Em0014g6a
ortholog_909 g33862 Em0004g1059a
ortholog_910 g33919 Em0005g1672a
ortholog_911 g34005 Em0004g172a
ortholog_912 g34012 Em0003g1836a
ortholog_913 g34013 Em0010g67a
ortholog_914 g34064 Em0004g1708a
ortholog_915 g34504 Em0005g65a
ortholog_916 g34736 Em0018g303a
ortholog_917 g35522 Em0009g1305a
ortholog_918 g36251 Em0385g2a
ortholog_919 g36420 Em0004g217a
ortholog_920 g36640 Em0004g1110a
ortholog_921 g37251 Em0039g33a
ortholog_922 g37378 Em0016g746a
ortholog_923 g37547 Em0019g710a
ortholog_924 g37562 Em0681g5a
ortholog_925 g37851 Em0001g136a
ortholog_926 g38243 Em0010g894a
ortholog_927 g38262 Em0001g1617a
ortholog_928 g38271 Em0001g1572a
ortholog_929 g38275 Em0020g697a
ortholog_930 g38302 Em0019g967a
ortholog_931 g38326 Em0010g68a
ortholog_932 g38383 Em0010g927a
ortholog_933 g38440 Em0010g714a
ortholog_934 g38577 Em0010g895a
ortholog_935 g38619 Em0023g665a
ortholog_936 g38725 Em0016g494a
ortholog_937 g38952 Em0010g920a
ortholog_938 g39015 Em0021g418a
ortholog_939 g39019 Em0010g262a
ortholog_940 g39220 Em0001g3310a
ortholog_941 g39283 Em0001g1398a
ortholog_942 g39297 Em0010g937a
ortholog_943 g39351 Em0019g186a
ortholog_944 g39439 Em0010g72a
ortholog_945 g39444 Em0010g800a
ortholog_946 g39527 Em0010g864a
ortholog_947 g39556 Em0002g1888a
ortholog_948 g39558 Em0002g1839a
ortholog_949 g39560 Em0010g229a
ortholog_950 g39595 Em0010g910a
ortholog_951 g39601 Em0018g485a
ortholog_952 g39606 Em0010g916a
ortholog_953 g39702 Em0010g930a
ortholog_954 g39703 Em0648g9a
ortholog_955 g39716 Em0010g1010a
ortholog_956 g39926 Em0010g921a
ortholog_957 g40077 Em0027g63a
ortholog_958 g40082 Em0006g789a
ortholog_959 g40330 Em0005g61a
ortholog_960 g40344 Em0010g173a
ortholog_961 g40349 Em0010g1008a
ortholog_962 g40380 Em0010g843a
ortholog_963 g40382 Em0009g1192a
ortholog_964 g40385 Em0010g90a
ortholog_965 g40456 Em0010g848a
ortholog_966 g40491 Em0648g4a
ortholog_967 g40668 Em0010g802a
ortholog_968 g40720 Em0011g795a
ortholog_969 g40743 Em0001g3637a
ortholog_970 g40800 Em0012g362a
ortholog_971 g40827 Em0023g445a
ortholog_972 g40861 Em0010g893a
ortholog_973 g41114 Em0006g692a
ortholog_974 g41197 Em0010g852a
ortholog_975 g41225 Em0008g957a
ortholog_976 g41396 Em0008g261a
ortholog_977 g41403 Em0024g197a
ortholog_978 g41410 Em0010g795a
ortholog_979 g41415 Em0058g16a
ortholog_980 g41442 Em0010g63a
ortholog_981 g41447 Em0010g887a
ortholog_982 g41451 Em0010g886a
ortholog_983 g41475 Em0014g70a
ortholog_984 g41544 Em0017g681a
ortholog_985 g41565 Em0010g264a
ortholog_986 g41585 Em0010g922a
ortholog_987 g41769 Em0010g925a
ortholog_988 g41798 Em0010g926a
ortholog_989 g41921 Em0010g858a
ortholog_990 g42141 Em0007g1515a
ortholog_991 g42162 Em0017g774a
ortholog_992 g42243 Em0010g50a
ortholog_993 g42245 Em0010g112a
ortholog_994 g42333 Em0014g581a
ortholog_995 g42622 Em0010g323a
ortholog_996 g42699 Em0010g989a
ortholog_997 g42725 Em0010g130a
ortholog_998 g42796 Em0010g156a
ortholog_999 g42823 Em0018g575a
ortholog_1000 g42863 Em0023g612a
ortholog_1001 g42864 Em0023g666a
ortholog_1002 g42882 Em0005g814a
ortholog_1003 g42886 Em0010g878a
ortholog_1004 g43007 Em0016g812a
ortholog_1005 g43016 Em0016g809a
ortholog_1006 g43025 Em0227g1a
ortholog_1007 g43245 Em0010g900a
ortholog_1008 g43395 Em0015g457a
ortholog_1009 g43431 Em0010g361a
ortholog_1010 g43621 Em0001g940a
ortholog_1011 g43642 Em0011g356a
ortholog_1012 g43776 Em0001g798a
ortholog_1013 g43777 Em0009g72a
ortholog_1014 g43867 Em0013g885a
ortholog_1015 g43871 Em0015g419a
ortholog_1016 g43897 Em0010g896a
ortholog_1017 g43933 Em0010g929a
ortholog_1018 g43951 Em0010g120a
ortholog_1019 g44016 Em0005g1143a
ortholog_1020 g44037 Em0017g154a
ortholog_1021 g44172 Em0225g4a
ortholog_1022 g44176 Em0008g159a
ortholog_1023 g44315 Em0005g1597a
ortholog_1024 g44317 Em0010g899a
ortholog_1025 g44324 Em0010g876a
ortholog_1026 g44339 Em0010g935a
ortholog_1027 g44372 Em0010g855a
ortholog_1028 g44434 Em0001g414a
ortholog_1029 g44456 Em0015g434a
ortholog_1030 g44458 Em0007g734a
ortholog_1031 g44555 Em0023g484a
ortholog_1032 g44562 Em0010g118a
ortholog_1033 g44592 Em0010g918a
ortholog_1034 g44936 Em0018g415a
ortholog_1035 g45178 Em0015g929a
ortholog_1036 g45196 Em0007g72a
ortholog_1037 g45265 Em0010g61a
ortholog_1038 g45267 Em0010g51a
ortholog_1039 g45286 Em0013g364a
ortholog_1040 g45340 Em0020g839a
ortholog_1041 g45349 Em0016g45a
ortholog_1042 g45467 Em0010g940a
ortholog_1043 g45504 Em0010g223a
ortholog_1044 g45542 Em0010g328a
ortholog_1045 g45564 Em0010g928a
ortholog_1046 g45577 Em0019g1130a
ortholog_1047 g45817 Em0015g1054a
ortholog_1048 g45825 Em0010g454a
ortholog_1049 g45892 Em0210g1a
ortholog_1050 g46189 Em0003g43a
ortholog_1051 g46209 Em0023g919a
ortholog_1052 g46267 Em0012g752a
ortholog_1053 g46352 Em0003g957a
ortholog_1054 g46433 Em0021g233a
ortholog_1055 g46480 Em0021g552a
ortholog_1056 g46675 Em0011g751a
ortholog_1057 g46685 Em0020g309a
ortholog_1058 g46788 Em0006g591a
ortholog_1059 g47080 Em0019g1119a
ortholog_1060 g47097 Em0010g204a
ortholog_1061 g47257 Em0015g1308a
ortholog_1062 g47430 Em0004g1722a
ortholog_1063 g47467 Em0016g818a
ortholog_1064 g47516 Em0009g358a
ortholog_1065 g47567 Em0003g896a
ortholog_1066 g47807 Em0006g1244a
ortholog_1067 g47883 Em0038g18a
ortholog_1068 g47932 Em0007g1055a
ortholog_1069 g47948 Em0005g408a
ortholog_1070 g47999 Em0001g3699a
ortholog_1071 g48167 Em0005g145a
ortholog_1072 g48210 Em0006g893a
ortholog_1073 g48319 Em0018g820a
ortholog_1074 g48459 Em0008g536a
ortholog_1075 g48519 Em0481g1a
ortholog_1076 g48699 Em0020g166a
ortholog_1077 g48758 Em0005g148a
ortholog_1078 g48761 Em0004g1512a
ortholog_1079 g48858 Em0192g13a
ortholog_1080 g48998 Em0005g1355a
ortholog_1081 g49000 Em0007g1213a
ortholog_1082 g49001 Em0001g3605a
ortholog_1083 g49111 Em0017g955a
ortholog_1084 g49115 Em0010g435a
ortholog_1085 g49122 Em0001g1891a
ortholog_1086 g49123 Em0006g1168a
ortholog_1087 g49194 Em0006g647a
ortholog_1088 g49195 Em0006g933a
ortholog_1089 g49362 Em0016g558a
ortholog_1090 g49389 Em0016g896a
ortholog_1091 g49485 Em0014g603a
ortholog_1092 g49489 Em0016g244a
ortholog_1093 g49566 Em0009g442a
ortholog_1094 g49662 Em0006g1002a
ortholog_1095 g49669 Em0006g1008a
ortholog_1096 g49938 Em0049g29a
ortholog_1097 g50081 Em0022g968a
ortholog_1098 g50218 Em0017g957a
ortholog_1099 g50285 Em0006g1044a
ortholog_1100 g50291 Em0005g150a
ortholog_1101 g50293 Em0005g149a
ortholog_1102 g50346 Em0006g1245a
ortholog_1103 g50488 Em0008g542a
ortholog_1104 g50506 Em0058g18a
ortholog_1105 g50561 Em0006g1130a
ortholog_1106 g50631 Em0022g313a
ortholog_1107 g50711 Em0021g652a
ortholog_1108 g50722 Em0005g25a
ortholog_1109 g50901 Em0022g175a
ortholog_1110 g50918 Em0003g393a
ortholog_1111 g50966 Em0009g101a
ortholog_1112 g51003 Em0016g18a
ortholog_1113 g51079 Em0003g1827a
ortholog_1114 g51120 Em0020g806a
ortholog_1115 g51174 Em0016g248a
ortholog_1116 g51178 Em0016g249a
ortholog_1117 g51183 Em0023g747a
ortholog_1118 g51489 Em0006g1171a
ortholog_1119 g51511 Em0021g127a
ortholog_1120 g51543 Em0017g889a
ortholog_1121 g51617 Em0007g848a
ortholog_1122 g51622 Em0007g850a
ortholog_1123 g51628 Em0007g854a
ortholog_1124 g51646 Em0005g175a
ortholog_1125 g51737 Em0005g85a
ortholog_1126 g51740 Em0006g1007a
ortholog_1127 g51913 Em0022g969a
ortholog_1128 g51929 Em0005g87a
ortholog_1129 g51942 Em0006g530a
ortholog_1130 g51976 Em0018g1090a
ortholog_1131 g52088 Em0006g1227a
ortholog_1132 g52089 Em0006g1236a
ortholog_1133 g52199 Em0006g1042a
ortholog_1134 g52202 Em0016g521a
ortholog_1135 g52326 Em0006g618a
ortholog_1136 g52329 Em0019g728a
ortholog_1137 g52541 Em0005g585a
ortholog_1138 g52606 Em0001g1035a
ortholog_1139 g52861 Em1075g1a
ortholog_1140 g53034 Em0005g79a
ortholog_1141 g53217 Em0003g1353a
ortholog_1142 g53227 Em0013g101a
ortholog_1143 g53553 Em0012g3a
ortholog_1144 g53562 Em0021g425a
ortholog_1145 g54344 Em0006g792a
ortholog_1146 g54375 Em0019g1031a
ortholog_1147 g54382 Em0006g1010a
ortholog_1148 g54401 Em0016g281a
ortholog_1149 g54437 Em0006g1224a
ortholog_1150 g54451 Em0021g565a
ortholog_1151 g54452 Em0021g568a
ortholog_1152 g54626 Em0008g449a
ortholog_1153 g54645 Em0001g1154a
ortholog_1154 g54747 Em0016g458a
ortholog_1155 g54851 Em0005g566a
ortholog_1156 g54966 Em0006g885a
ortholog_1157 g54968 Em0022g746a
ortholog_1158 g55013 Em0017g504a
ortholog_1159 g55068 Em0006g1035a
ortholog_1160 g55100 Em0006g1250a
ortholog_1161 g55103 Em0006g985a
ortholog_1162 g55232 Em0520g5a
ortholog_1163 g55294 Em0023g663a
ortholog_1164 g55477 Em0167g6a
ortholog_1165 g55565 Em0001g1442a
ortholog_1166 g55615 Em0015g317a
ortholog_1167 g55638 Em0007g1057a
ortholog_1168 g55697 Em0006g884a
ortholog_1169 g55761 Em0015g178a
ortholog_1170 g55815 Em0006g895a
ortholog_1171 g55819 Em0006g517a
ortholog_1172 g55867 Em0017g960a
ortholog_1173 g55896 Em0019g1060a
ortholog_1174 g56136 Em0006g1216a
ortholog_1175 g56156 Em0006g1217a
ortholog_1176 g56170 Em0023g312a
ortholog_1177 g56175 Em0023g485a
ortholog_1178 g56176 Em0012g902a
ortholog_1179 g56190 Em0006g863a
ortholog_1180 g56206 Em1424g1a
ortholog_1181 g56232 Em0007g38a
ortholog_1182 g56263 Em0017g959a
ortholog_1183 g56278 Em0006g1000a
ortholog_1184 g56355 Em0015g1083a
ortholog_1185 g56376 Em0018g273a
ortholog_1186 g56391 Em0020g1026a
ortholog_1187 g56442 Em0007g1205a
ortholog_1188 g57182 Em0018g564a
ortholog_1189 g57373 Em0018g367a
ortholog_1190 g57376 g32988.t1
ortholog_1191 g57378 Em0018g75a
ortholog_1192 g57382 Em0014g692a
ortholog_1193 g57412 Em0018g224a
ortholog_1194 g57422 Em0018g219a
ortholog_1195 g57499 Em0018g349a
ortholog_1196 g57516 Em0021g536a
ortholog_1197 g57546 Em0018g38a
ortholog_1198 g57566 Em0021g83a
ortholog_1199 g57582 Em0018g565a
ortholog_1200 g57611 Em0002g191a
ortholog_1201 g57658 Em0018g315a
ortholog_1202 g57702 Em0034g12a
ortholog_1203 g57705 Em0018g553a
ortholog_1204 g57762 Em0006g502a
ortholog_1205 g57767 Em0018g290a
ortholog_1206 g57777 Em0018g1182a
ortholog_1207 g57785 Em0018g364a
ortholog_1208 g57862 Em0018g167a
ortholog_1209 g57880 Em0004g12a
ortholog_1210 g57920 Em0018g291a
ortholog_1211 g57931 Em0004g6a
ortholog_1212 g58070 Em0018g515a
ortholog_1213 g58081 Em0018g333a
ortholog_1214 g58087 Em0018g332a
ortholog_1215 g58246 Em0018g40a
ortholog_1216 g58277 Em0002g1804a
ortholog_1217 g58296 Em0018g790a
ortholog_1218 g58303 Em0018g791a
ortholog_1219 g58313 Em0018g825a
ortholog_1220 g58324 Em0018g422a
ortholog_1221 g58359 Em0018g82a
ortholog_1222 g58398 Em0018g1017a
ortholog_1223 g58463 Em0018g1084a
ortholog_1224 g58504 Em0018g114a
ortholog_1225 g58536 Em0018g973a
ortholog_1226 g58545 Em0018g1028a
ortholog_1227 g58550 Em0402g11a
ortholog_1228 g58684 Em0018g494a
ortholog_1229 g58706 Em0018g425a
ortholog_1230 g58714 Em0677g1a
ortholog_1231 g58757 Em0018g717a
ortholog_1232 g58882 Em0004g860a
ortholog_1233 g58962 Em0018g421a
ortholog_1234 g58969 Em0018g533a
ortholog_1235 g59072 Em0018g1013a
ortholog_1236 g59119 Em0015g62a
ortholog_1237 g59384 Em0018g244a
ortholog_1238 g59412 Em0018g379a
ortholog_1239 g59415 Em0018g378a
ortholog_1240 g59437 Em0020g32a
ortholog_1241 g59520 Em0008g824a
ortholog_1242 g59621 Em0023g523a
ortholog_1243 g59628 Em0004g1385a
ortholog_1244 g59665 Em0013g587a
ortholog_1245 g59716 Em0018g1055a
ortholog_1246 g59735 Em0714g7a
ortholog_1247 g59739 Em0020g1000a
ortholog_1248 g59741 Em0621g4a
ortholog_1249 g59767 Em0018g313a
ortholog_1250 g59773 Em0018g300a
ortholog_1251 g59782 Em0002g976a
ortholog_1252 g59798 Em0022g241a
ortholog_1253 g59804 Em0018g498a
ortholog_1254 g59829 Em0016g615a
ortholog_1255 g59835 Em0018g971a
ortholog_1256 g59842 Em0018g837a
ortholog_1257 g59857 Em0018g337a
ortholog_1258 g59920 Em0018g1207a
ortholog_1259 g59985 Em0021g825a
ortholog_1260 g60047 Em0018g42a
ortholog_1261 g60064 Em0022g581a
ortholog_1262 g60069 Em0022g582a
ortholog_1263 g60081 Em0018g1082a
ortholog_1264 g60088 Em0018g1162a
ortholog_1265 g60095 Em0018g1093a
ortholog_1266 g60118 Em0018g185a
ortholog_1267 g60130 Em0022g729a
ortholog_1268 g60161 Em0018g833a
ortholog_1269 g60173 Em0018g1081a
ortholog_1270 g60184 Em0001g14a
ortholog_1271 g60198 Em0018g348a
ortholog_1272 g60241 Em0013g329a
ortholog_1273 g60249 Em0018g102a
ortholog_1274 g60259 Em0018g107a
ortholog_1275 g60273 Em0015g669a
ortholog_1276 g60312 Em0018g299a
ortholog_1277 g60456 Em0013g27a
ortholog_1278 g60457 Em0009g1278a
ortholog_1279 g60468 Em0018g645a
ortholog_1280 g60513 Em0018g1150a
ortholog_1281 g60532 Em0018g1181a
ortholog_1282 g60579 Em0019g65a
ortholog_1283 g60588 Em0021g126a
ortholog_1284 g60614 Em0018g237a
ortholog_1285 g60655 Em0567g4a
ortholog_1286 g60663 Em0004g1079a
ortholog_1287 g60770 Em0018g1101a
ortholog_1288 g60799 Em0002g971a
ortholog_1289 g60801 Em0018g39a
ortholog_1290 g60811 Em0018g506a
ortholog_1291 g60860 Em0714g3a
ortholog_1292 g60861 Em0020g996a
ortholog_1293 g60897 Em0018g614a
ortholog_1294 g60898 Em0018g615a
ortholog_1295 g60906 Em0018g1121a
ortholog_1296 g60931 Em0018g1133a
ortholog_1297 g60933 Em0018g1096a
ortholog_1298 g61015 Em0018g1137a
ortholog_1299 g61052 Em0018g981a
ortholog_1300 g61141 Em0001g1344a
ortholog_1301 g61150 Em0018g767a
ortholog_1302 g61157 Em0018g345a
ortholog_1303 g61172 Em0018g1045a
ortholog_1304 g61176 Em0006g1428a
ortholog_1305 g61178 Em0018g1125a
ortholog_1306 g61183 Em0018g1074a
ortholog_1307 g61208 Em0018g1051a
ortholog_1308 g61211 Em0018g1197a
ortholog_1309 g61237 Em0018g312a
ortholog_1310 g61238 Em0018g165a
ortholog_1311 g61244 Em0016g288a
ortholog_1312 g61248 Em0018g985a
ortholog_1313 g61371 Em0013g547a
ortholog_1314 g61385 Em0023g181a
ortholog_1315 g61396 Em0728g2a
ortholog_1316 g61400 Em0018g1203a
ortholog_1317 g61409 Em0015g648a
ortholog_1318 g61469 Em0018g976a
ortholog_1319 g61477 Em0018g1000a
ortholog_1320 g61483 Em0008g1083a
ortholog_1321 g61522 Em0005g1115a
ortholog_1322 g61538 Em0018g1154a
ortholog_1323 g61603 Em0018g159a
ortholog_1324 g61615 Em0018g72a
ortholog_1325 g61638 Em0018g742a
ortholog_1326 g61707 Em0018g376a
ortholog_1327 g61718 Em0002g1801a
ortholog_1328 g61723 Em0018g186a
ortholog_1329 g61724 Em0005g1128a
ortholog_1330 g61726 Em0005g1061a
ortholog_1331 g61735 Em0018g340a
ortholog_1332 g61743 Em0018g197a
ortholog_1333 g61852 Em0018g184a
ortholog_1334 g61893 Em0018g809a
ortholog_1335 g61899 Em0010g524a
ortholog_1336 g61914 Em0018g1105a
ortholog_1337 g61974 Em0018g1195a
ortholog_1338 g62002 Em0005g146a
ortholog_1339 g62022 Em0018g1113a
ortholog_1340 g62037 Em0014g794a
ortholog_1341 g62044 Em0018g1179a
ortholog_1342 g62050 Em0005g199a
ortholog_1343 g62051 Em0018g92a
ortholog_1344 g62059 Em0018g41a
ortholog_1345 g62108 Em0419g3a
ortholog_1346 g62110 Em0018g253a
ortholog_1347 g62126 Em0015g1127a
ortholog_1348 g62146 Em0508g2a
ortholog_1349 g62147 Em0018g1175a
ortholog_1350 g62153 Em0028g34a
ortholog_1351 g62165 Em0019g288a
ortholog_1352 g62167 Em0009g26a
ortholog_1353 g62184 Em0015g874a
ortholog_1354 g62270 Em0018g1006a
ortholog_1355 g62279 Em0018g1132a
ortholog_1356 g62282 Em0018g974a
ortholog_1357 g62310 Em0162g3a
ortholog_1358 g62316 Em0002g1413a
ortholog_1359 g62350 Em0018g1194a
ortholog_1360 g62417 Em0018g998a
ortholog_1361 g62431 Em0275g6a
ortholog_1362 g62445 Em0002g1263a
ortholog_1363 g62576 Em0015g436a
ortholog_1364 g62581 Em0018g1160a
ortholog_1365 g62587 Em0015g696a
ortholog_1366 g62594 Em0018g1054a
ortholog_1367 g62596 Em0018g1053a
ortholog_1368 g62615 Em0018g33a
ortholog_1369 g62627 Em0018g377a
ortholog_1370 g62631 Em0013g168a
ortholog_1371 g62670 Em0018g508a
ortholog_1372 g62705 Em0018g994a
ortholog_1373 g62737 Em0016g1075a
ortholog_1374 g62739 Em0018g246a
ortholog_1375 g62752 Em0007g757a
ortholog_1376 g62838 Em0404g1a
ortholog_1377 g62909 Em0018g68a
ortholog_1378 g62913 Em0006g1239a
ortholog_1379 g62938 Em0018g385a
ortholog_1380 g62975 Em0018g649a
ortholog_1381 g62983 Em0018g90a
ortholog_1382 g63018 Em0018g661a
ortholog_1383 g63039 Em0018g1100a
ortholog_1384 g63043 Em0018g289a
ortholog_1385 g63046 Em0018g91a
ortholog_1386 g63062 Em0018g1026a
ortholog_1387 g63077 Em0019g640a
ortholog_1388 g63078 Em0200g3a
ortholog_1389 g63079 Em0010g408a
ortholog_1390 g63083 Em0010g386a
ortholog_1391 g63105 Em0011g822a
ortholog_1392 g63114 Em0010g874a
ortholog_1393 g63119 Em0010g873a
ortholog_1394 g63177 Em0001g1824a
ortholog_1395 g63204 Em0018g423a
ortholog_1396 g63206 Em0023g654a
ortholog_1397 g63281 Em0011g521a
ortholog_1398 g63293 Em0008g1262a
ortholog_1399 g63311 Em0011g644a
ortholog_1400 g63326 Em0018g469a
ortholog_1401 g63349 Em0016g113a
ortholog_1402 g63352 Em0001g3615a
ortholog_1403 g63353 Em0018g507a
ortholog_1404 g63396 Em0018g388a
ortholog_1405 g63424 Em0018g810a
ortholog_1406 g63475 Em0019g1153a
ortholog_1407 g63484 Em0018g363a
