ortholog_1 gene-HOLleu_00002 Em0004g788a
ortholog_512 gene-HOLleu_07083 Em0012g820a
ortholog_513 gene-HOLleu_07091 Em0019g1053a
ortholog_514 gene-HOLleu_07105 Em0665g4a
ortholog_515 gene-HOLleu_07108 Em0019g292a
ortholog_516 gene-HOLleu_07109 Em0019g297a
ortholog_517 gene-HOLleu_07113 Em0019g703a
ortholog_518 gene-HOLleu_07123 Em0846g1a
ortholog_519 gene-HOLleu_07131 Em0005g1042a
ortholog_520 gene-HOLleu_07140 Em0016g375a
ortholog_521 gene-HOLleu_07149 Em0001g2265a
ortholog_522 gene-HOLleu_07153 Em0028g32a
ortholog_523 gene-HOLleu_07154 Em0019g895a
ortholog_524 gene-HOLleu_07161 Em0016g741a
ortholog_525 gene-HOLleu_07162 Em0904g1a
ortholog_526 gene-HOLleu_07164 Em0019g823a
ortholog_527 gene-HOLleu_07166 Em0019g820a
ortholog_528 gene-HOLleu_07167 g32996.t1
ortholog_529 gene-HOLleu_07171 Em0014g801a
ortholog_530 gene-HOLleu_07175 Em0017g573a
ortholog_531 gene-HOLleu_07177 Em0018g719a
ortholog_532 gene-HOLleu_07178 Em0018g360a
ortholog_533 gene-HOLleu_07179 Em0019g875a
ortholog_534 gene-HOLleu_07192 Em0019g34a
ortholog_535 gene-HOLleu_07195 Em0019g583a
ortholog_536 gene-HOLleu_07198 Em0019g685a
ortholog_537 gene-HOLleu_07203 Em0019g148a
ortholog_538 gene-HOLleu_07204 Em0718g2a
ortholog_539 gene-HOLleu_07205 Em0019g334a
ortholog_540 gene-HOLleu_07217 Em0019g879a
ortholog_541 gene-HOLleu_07232 Em0019g981a
ortholog_542 gene-HOLleu_07235 Em0004g1358a
ortholog_543 gene-HOLleu_07236 Em0004g1357a
ortholog_544 gene-HOLleu_07238 Em0011g120a
ortholog_545 gene-HOLleu_07257 Em0019g814a
ortholog_546 gene-HOLleu_07260 Em0019g1052a
ortholog_547 gene-HOLleu_07261 Em0665g3a
ortholog_548 gene-HOLleu_07262 Em0019g842a
ortholog_549 gene-HOLleu_07263 Em0008g1123a
ortholog_550 gene-HOLleu_07264 Em0014g814a
ortholog_551 gene-HOLleu_07268 Em0016g1018a
ortholog_552 gene-HOLleu_07284 Em0019g664a
ortholog_553 gene-HOLleu_07286 Em0019g1048a
ortholog_554 gene-HOLleu_07294 Em0019g668a
ortholog_555 gene-HOLleu_07296 Em0028g25a
ortholog_556 gene-HOLleu_07300 Em0014g684a
ortholog_557 gene-HOLleu_07301 Em0014g687a
ortholog_558 gene-HOLleu_07313 Em0014g806a
ortholog_559 gene-HOLleu_07315 Em0014g771a
ortholog_560 gene-HOLleu_07316 Em0003g1326a
ortholog_561 gene-HOLleu_07318 Em0019g354a
ortholog_562 gene-HOLleu_07319 Em0020g682a
ortholog_563 gene-HOLleu_07322 Em0014g768a
ortholog_564 gene-HOLleu_07325 Em0014g686a
ortholog_565 gene-HOLleu_07326 Em0014g124a
ortholog_566 gene-HOLleu_07334 Em0023g26a
ortholog_567 gene-HOLleu_07338 Em0014g819a
ortholog_568 gene-HOLleu_07341 Em0014g765a
ortholog_569 gene-HOLleu_07346 Em0019g886a
ortholog_570 gene-HOLleu_07349 Em0010g1004a
ortholog_571 gene-HOLleu_07365 Em0019g91a
ortholog_572 gene-HOLleu_07368 Em0002g108a
ortholog_573 gene-HOLleu_07374 Em0012g387a
ortholog_574 gene-HOLleu_07384 Em0015g174a
ortholog_575 gene-HOLleu_07392 Em0019g839a
ortholog_576 gene-HOLleu_07394 Em0019g647a
ortholog_577 gene-HOLleu_07400 Em0023g509a
ortholog_578 gene-HOLleu_07401 Em0008g45a
ortholog_579 gene-HOLleu_07402 Em0019g95a
ortholog_580 gene-HOLleu_07405 Em0023g53a
ortholog_581 gene-HOLleu_07408 Em0019g208a
ortholog_582 gene-HOLleu_07423 Em0019g167a
ortholog_583 gene-HOLleu_07426 Em0019g1049a
ortholog_584 gene-HOLleu_07432 Em0019g176a
ortholog_585 gene-HOLleu_07454 Em0023g97a
ortholog_586 gene-HOLleu_07463 Em0023g943a
ortholog_587 gene-HOLleu_07465 Em0019g567a
ortholog_588 gene-HOLleu_07468 Em0019g578a
ortholog_589 gene-HOLleu_07474 Em0022g856a
ortholog_590 gene-HOLleu_07480 Em0019g641a
ortholog_591 gene-HOLleu_07485 Em0144g5a
ortholog_592 gene-HOLleu_07486 Em0019g302a
ortholog_593 gene-HOLleu_07496 Em0014g834a
ortholog_594 gene-HOLleu_07502 Em0015g58a
ortholog_595 gene-HOLleu_07518 Em0286g7a
ortholog_596 gene-HOLleu_07530 Em0258g1a
ortholog_597 gene-HOLleu_07536 Em0019g644a
ortholog_598 gene-HOLleu_07560 Em0019g1181a
ortholog_599 gene-HOLleu_07568 Em0020g1028a
ortholog_600 gene-HOLleu_07569 Em0019g349a
ortholog_601 gene-HOLleu_07575 Em0019g817a
ortholog_602 gene-HOLleu_07577 Em0028g27a
ortholog_603 gene-HOLleu_07584 Em0019g709a
ortholog_604 gene-HOLleu_07589 Em0019g579a
ortholog_605 gene-HOLleu_07598 Em0014g811a
ortholog_606 gene-HOLleu_07605 Em0019g576a
ortholog_607 gene-HOLleu_07608 Em0019g38a
ortholog_608 gene-HOLleu_07610 Em0019g206a
ortholog_609 gene-HOLleu_07612 Em0019g1062a
ortholog_610 gene-HOLleu_07615 Em0019g1061a
ortholog_611 gene-HOLleu_07628 Em0019g152a
ortholog_612 gene-HOLleu_07632 Em0019g155a
ortholog_613 gene-HOLleu_07633 Em0016g70a
ortholog_614 gene-HOLleu_07635 Em0019g1064a
ortholog_615 gene-HOLleu_07648 Em0019g162a
ortholog_616 gene-HOLleu_07651 Em0019g603a
ortholog_617 gene-HOLleu_07652 Em0786g8a
ortholog_618 gene-HOLleu_07654 Em0019g581a
ortholog_619 gene-HOLleu_07656 Em0019g667a
ortholog_620 gene-HOLleu_07657 Em0021g217a
ortholog_621 gene-HOLleu_07658 Em0023g548a
ortholog_622 gene-HOLleu_07674 Em0013g421a
ortholog_623 gene-HOLleu_07675 Em0019g1032a
ortholog_624 gene-HOLleu_07680 Em0019g329a
ortholog_625 gene-HOLleu_07692 Em0015g136a
ortholog_626 gene-HOLleu_07704 Em0551g3a
ortholog_627 gene-HOLleu_07708 Em0019g160a
ortholog_628 gene-HOLleu_07710 Em0019g244a
ortholog_629 gene-HOLleu_07711 Em0014g982a
ortholog_630 gene-HOLleu_07723 Em0013g549a
ortholog_631 gene-HOLleu_07724 Em0019g293a
ortholog_632 gene-HOLleu_07739 Em0020g791a
ortholog_633 gene-HOLleu_07741 Em0019g284a
ortholog_634 gene-HOLleu_07744 Em0019g336a
ortholog_635 gene-HOLleu_07745 Em0019g736a
ortholog_636 gene-HOLleu_07754 Em0017g11a
ortholog_637 gene-HOLleu_07781 Em0019g1177a
ortholog_638 gene-HOLleu_07784 Em0010g449a
ortholog_639 gene-HOLleu_07793 Em0019g695a
ortholog_640 gene-HOLleu_07794 Em0019g312a
ortholog_641 gene-HOLleu_07796 Em0019g735a
ortholog_642 gene-HOLleu_07797 Em0019g181a
ortholog_643 gene-HOLleu_07798 Em0019g1056a
ortholog_644 gene-HOLleu_07857 Em0019g1149a
ortholog_645 gene-HOLleu_07862 Em0015g1159a
ortholog_646 gene-HOLleu_07875 Em0019g301a
ortholog_647 gene-HOLleu_07888 Em0011g778a
ortholog_648 gene-HOLleu_07889 Em0013g681a
ortholog_649 gene-HOLleu_07894 Em0021g875a
ortholog_650 gene-HOLleu_07900 Em0402g4a
ortholog_651 gene-HOLleu_07901 Em0019g168a
ortholog_652 gene-HOLleu_07916 Em0018g73a
ortholog_653 gene-HOLleu_07922 Em0022g54a
ortholog_654 gene-HOLleu_07924 Em0012g809a
ortholog_655 gene-HOLleu_07938 Em0019g861a
ortholog_656 gene-HOLleu_07944 Em0019g1025a
ortholog_657 gene-HOLleu_07946 Em0028g10a
ortholog_658 gene-HOLleu_07948 Em0019g803a
ortholog_659 gene-HOLleu_07949 Em0019g655a
ortholog_660 gene-HOLleu_07950 Em0019g599a
ortholog_661 gene-HOLleu_07958 Em0018g1157a
ortholog_662 gene-HOLleu_07965 Em0019g142a
ortholog_663 gene-HOLleu_07966 Em0004g165a
ortholog_664 gene-HOLleu_07969 Em0019g353a
ortholog_665 gene-HOLleu_07970 Em0004g1237a
ortholog_666 gene-HOLleu_07972 Em0402g8a
ortholog_667 gene-HOLleu_07980 Em0019g654a
ortholog_668 gene-HOLleu_07982 Em0007g33a
ortholog_669 gene-HOLleu_07983 Em0020g173a
ortholog_670 gene-HOLleu_07997 Em0019g1097a
ortholog_671 gene-HOLleu_08014 Em0019g693a
ortholog_672 gene-HOLleu_08021 Em0019g932a
ortholog_673 gene-HOLleu_08022 Em0019g68a
ortholog_674 gene-HOLleu_08030 Em0019g1009a
ortholog_675 gene-HOLleu_08032 Em0019g1005a
ortholog_676 gene-HOLleu_08037 Em0019g1026a
ortholog_677 gene-HOLleu_08041 Em0019g333a
ortholog_678 gene-HOLleu_08042 Em0014g868a
ortholog_679 gene-HOLleu_08047 Em0017g637a
ortholog_680 gene-HOLleu_08064 Em0019g1063a
ortholog_681 gene-HOLleu_08065 Em0014g690a
ortholog_682 gene-HOLleu_08069 Em0019g625a
ortholog_683 gene-HOLleu_08070 Em0019g615a
ortholog_684 gene-HOLleu_08072 Em0019g343a
ortholog_685 gene-HOLleu_08073 Em0010g527a
ortholog_686 gene-HOLleu_08080 Em0019g713a
ortholog_687 gene-HOLleu_08082 Em0019g551a
ortholog_688 gene-HOLleu_08090 Em0019g804a
ortholog_689 gene-HOLleu_08094 Em0018g170a
ortholog_690 gene-HOLleu_08105 Em0019g833a
ortholog_691 gene-HOLleu_08106 Em0019g761a
ortholog_692 gene-HOLleu_08119 Em0019g589a
ortholog_693 gene-HOLleu_08125 Em0019g913a
ortholog_694 gene-HOLleu_08126 Em0019g289a
ortholog_695 gene-HOLleu_08134 Em0008g93a
ortholog_696 gene-HOLleu_08135 Em0019g214a
ortholog_697 gene-HOLleu_08137 Em0648g3a
ortholog_698 gene-HOLleu_08148 Em0019g830a
ortholog_699 gene-HOLleu_08158 Em0001g2639a
ortholog_700 gene-HOLleu_08161 Em0001g1719a
ortholog_701 gene-HOLleu_08168 Em0019g234a
ortholog_702 gene-HOLleu_08174 Em0001g1570a
ortholog_703 gene-HOLleu_08181 Em1189g1a
ortholog_704 gene-HOLleu_08185 Em0028g46a
ortholog_705 gene-HOLleu_08186 Em0019g805a
ortholog_706 gene-HOLleu_08188 Em0551g9a
ortholog_707 gene-HOLleu_08197 Em0007g953a
ortholog_708 gene-HOLleu_08201 Em0019g707a
ortholog_709 gene-HOLleu_08207 Em0019g636a
ortholog_710 gene-HOLleu_08209 Em0019g616a
ortholog_711 gene-HOLleu_08210 Em0019g115a
ortholog_712 gene-HOLleu_08219 Em0012g1085a
ortholog_713 gene-HOLleu_08226 Em0019g314a
ortholog_714 gene-HOLleu_08237 Em0014g688a
ortholog_715 gene-HOLleu_08243 Em0019g1168a
ortholog_716 gene-HOLleu_08247 Em0010g835a
ortholog_717 gene-HOLleu_08249 Em0020g1097a
ortholog_718 gene-HOLleu_08253 Em0028g8a
ortholog_719 gene-HOLleu_08257 Em0014g832a
ortholog_720 gene-HOLleu_08263 Em0023g45a
ortholog_721 gene-HOLleu_08273 Em0019g656a
ortholog_722 gene-HOLleu_08274 Em0019g757a
ortholog_723 gene-HOLleu_08281 Em0019g566a
ortholog_724 gene-HOLleu_08282 Em0019g540a
ortholog_725 gene-HOLleu_08283 Em0015g453a
ortholog_726 gene-HOLleu_08284 Em0011g829a
ortholog_727 gene-HOLleu_08285 Em0018g535a
ortholog_728 gene-HOLleu_08289 Em0008g1026a
ortholog_729 gene-HOLleu_08294 Em0014g710a
ortholog_730 gene-HOLleu_08299 Em0028g20a
ortholog_731 gene-HOLleu_08300 Em0019g118a
ortholog_732 gene-HOLleu_08306 Em0009g1264a
ortholog_733 gene-HOLleu_08308 Em0008g227a
ortholog_734 gene-HOLleu_08321 Em0019g1054a
ortholog_735 gene-HOLleu_08323 Em0019g949a
ortholog_736 gene-HOLleu_08326 Em0019g956a
ortholog_737 gene-HOLleu_08329 Em0019g199a
ortholog_738 gene-HOLleu_08330 Em0019g898a
ortholog_739 gene-HOLleu_08332 Em0019g841a
ortholog_740 gene-HOLleu_08333 Em0007g1006a
ortholog_741 gene-HOLleu_08335 Em0007g1005a
ortholog_742 gene-HOLleu_08336 Em0019g285a
ortholog_743 gene-HOLleu_08342 Em0019g1123a
ortholog_744 gene-HOLleu_08351 Em0019g59a
ortholog_745 gene-HOLleu_08353 Em0019g810a
ortholog_746 gene-HOLleu_08360 Em0019g197a
ortholog_747 gene-HOLleu_08368 Em0015g1147a
ortholog_748 gene-HOLleu_08372 Em0019g614a
ortholog_749 gene-HOLleu_08377 Em0023g500a
ortholog_750 gene-HOLleu_08389 Em0012g974a
ortholog_751 gene-HOLleu_08401 Em0019g1205a
ortholog_752 gene-HOLleu_08424 Em0019g1145a
ortholog_753 gene-HOLleu_08431 Em0019g1101a
ortholog_754 gene-HOLleu_08440 Em0021g19a
ortholog_755 gene-HOLleu_08449 Em0022g266a
ortholog_756 gene-HOLleu_08495 Em0019g611a
ortholog_757 gene-HOLleu_08496 Em0019g1094a
ortholog_758 gene-HOLleu_08497 Em0019g652a
ortholog_759 gene-HOLleu_08500 Em0019g635a
ortholog_760 gene-HOLleu_08502 Em0019g190a
ortholog_761 gene-HOLleu_08503 Em0019g818a
ortholog_762 gene-HOLleu_08504 Em0019g1096a
ortholog_763 gene-HOLleu_08506 Em0010g935a
ortholog_764 gene-HOLleu_08517 Em0019g1027a
ortholog_765 gene-HOLleu_08522 Em0015g26a
ortholog_766 gene-HOLleu_08527 Em0581g2a
ortholog_767 gene-HOLleu_08528 Em0019g183a
ortholog_768 gene-HOLleu_08551 Em0019g977a
ortholog_769 gene-HOLleu_08559 Em0019g700a
ortholog_770 gene-HOLleu_08566 Em0018g972a
ortholog_771 gene-HOLleu_08581 Em0019g562a
ortholog_772 gene-HOLleu_08597 Em0022g420a
ortholog_773 gene-HOLleu_08606 Em0019g854a
ortholog_774 gene-HOLleu_08619 Em0015g223a
ortholog_775 gene-HOLleu_08621 Em0009g1114a
ortholog_776 gene-HOLleu_08626 Em0018g1047a
ortholog_777 gene-HOLleu_08630 Em0005g1138a
ortholog_778 gene-HOLleu_08636 Em0019g55a
ortholog_779 gene-HOLleu_08640 Em0016g166a
ortholog_780 gene-HOLleu_08641 Em0019g934a
ortholog_781 gene-HOLleu_08645 Em0014g582a
ortholog_782 gene-HOLleu_08646 Em0008g1130a
ortholog_783 gene-HOLleu_08647 Em0019g239a
ortholog_784 gene-HOLleu_08654 Em0019g706a
ortholog_785 gene-HOLleu_08656 Em0019g698a
ortholog_786 gene-HOLleu_08660 Em0019g253a
ortholog_787 gene-HOLleu_08664 Em0019g252a
ortholog_788 gene-HOLleu_08666 Em0019g153a
ortholog_789 gene-HOLleu_08668 Em0006g1268a
ortholog_790 gene-HOLleu_08675 Em0019g185a
ortholog_791 gene-HOLleu_08676 Em0022g562a
ortholog_792 gene-HOLleu_08681 Em0022g939a
ortholog_793 gene-HOLleu_08682 Em0016g621a
ortholog_794 gene-HOLleu_08689 Em0019g1221a
ortholog_795 gene-HOLleu_08696 Em0019g1220a
ortholog_796 gene-HOLleu_08700 Em0019g332a
ortholog_797 gene-HOLleu_08701 Em0019g360a
ortholog_798 gene-HOLleu_08709 Em0019g953a
ortholog_799 gene-HOLleu_08716 Em0258g8a
ortholog_800 gene-HOLleu_08718 Em0014g767a
ortholog_801 gene-HOLleu_08720 Em0028g22a
ortholog_802 gene-HOLleu_08722 Em0028g26a
ortholog_803 gene-HOLleu_08726 Em0018g552a
ortholog_804 gene-HOLleu_08729 Em0008g1258a
ortholog_805 gene-HOLleu_08734 Em0019g688a
ortholog_806 gene-HOLleu_08740 Em0019g178a
ortholog_807 gene-HOLleu_08744 Em0011g509a
ortholog_808 gene-HOLleu_08746 Em0009g999a
ortholog_809 gene-HOLleu_08750 Em0019g1196a
ortholog_810 gene-HOLleu_08751 Em0571g3a
ortholog_811 gene-HOLleu_08770 Em0004g1059a
ortholog_812 gene-HOLleu_08774 Em0019g143a
ortholog_813 gene-HOLleu_08775 Em0009g739a
ortholog_814 gene-HOLleu_08778 Em0022g582a
ortholog_815 gene-HOLleu_08780 Em0019g1001a
ortholog_816 gene-HOLleu_08781 Em0020g572a
ortholog_817 gene-HOLleu_08803 Em0016g519a
ortholog_818 gene-HOLleu_08804 Em0019g198a
ortholog_819 gene-HOLleu_08807 Em0001g1237a
ortholog_820 gene-HOLleu_08810 Em0019g819a
ortholog_821 gene-HOLleu_08812 Em0019g632a
ortholog_822 gene-HOLleu_08814 Em0019g1058a
ortholog_823 gene-HOLleu_08824 Em0718g3a
ortholog_824 gene-HOLleu_08826 Em0019g1135a
ortholog_825 gene-HOLleu_08832 Em0019g684a
ortholog_826 gene-HOLleu_08833 Em0402g11a
ortholog_827 gene-HOLleu_08835 Em0028g29a
ortholog_828 gene-HOLleu_08836 Em0028g1a
ortholog_829 gene-HOLleu_08847 Em0028g4a
ortholog_830 gene-HOLleu_08863 Em0666g4a
ortholog_831 gene-HOLleu_08865 Em0019g630a
ortholog_832 gene-HOLleu_08871 Em0019g119a
ortholog_833 gene-HOLleu_08873 Em0018g980a
ortholog_834 gene-HOLleu_08878 Em0019g205a
ortholog_835 gene-HOLleu_08881 Em0019g547a
ortholog_836 gene-HOLleu_08882 Em0015g521a
ortholog_837 gene-HOLleu_08883 Em0019g542a
ortholog_838 gene-HOLleu_08888 Em0010g944a
ortholog_839 gene-HOLleu_08926 Em0018g1024a
ortholog_840 gene-HOLleu_08927 Em0019g237a
ortholog_841 gene-HOLleu_08932 Em0017g91a
ortholog_842 gene-HOLleu_08933 Em0019g648a
ortholog_843 gene-HOLleu_08936 Em0014g683a
ortholog_844 gene-HOLleu_08937 Em0021g282a
ortholog_845 gene-HOLleu_08941 Em0008g926a
ortholog_846 gene-HOLleu_08945 Em0014g577a
ortholog_847 gene-HOLleu_08946 Em0014g576a
ortholog_848 gene-HOLleu_08947 Em0019g309a
ortholog_849 gene-HOLleu_08949 Em0144g3a
ortholog_850 gene-HOLleu_08951 Em0019g299a
ortholog_851 gene-HOLleu_08952 Em0019g903a
ortholog_852 gene-HOLleu_08953 Em0014g833a
ortholog_853 gene-HOLleu_08961 Em0001g914a
ortholog_854 gene-HOLleu_08965 Em0009g106a
ortholog_855 gene-HOLleu_08967 Em0001g3381a
ortholog_856 gene-HOLleu_08969 Em0019g275a
ortholog_857 gene-HOLleu_08971 Em0001g1321a
ortholog_858 gene-HOLleu_08984 Em0017g892a
ortholog_859 gene-HOLleu_08989 Em0021g569a
ortholog_860 gene-HOLleu_08996 Em0019g543a
ortholog_861 gene-HOLleu_09005 Em0019g919a
ortholog_862 gene-HOLleu_09007 Em0019g1055a
ortholog_863 gene-HOLleu_09010 Em0019g701a
ortholog_864 gene-HOLleu_09019 Em0003g1601a
ortholog_865 gene-HOLleu_09022 Em0002g681a
ortholog_866 gene-HOLleu_09025 Em0019g180a
ortholog_867 gene-HOLleu_09038 Em0014g789a
ortholog_868 gene-HOLleu_09040 Em0004g944a
ortholog_869 gene-HOLleu_09043 Em0019g852a
ortholog_870 gene-HOLleu_09046 Em0274g6a
ortholog_871 gene-HOLleu_09047 Em0022g358a
ortholog_872 gene-HOLleu_09048 Em0019g549a
ortholog_873 gene-HOLleu_09065 Em0005g142a
ortholog_874 gene-HOLleu_09067 Em0019g184a
ortholog_875 gene-HOLleu_09077 Em0019g335a
ortholog_876 gene-HOLleu_09084 Em0019g559a
ortholog_877 gene-HOLleu_09088 Em0007g1135a
ortholog_878 gene-HOLleu_09091 Em0019g561a
ortholog_879 gene-HOLleu_09093 Em0019g560a
ortholog_880 gene-HOLleu_09097 Em0018g189a
ortholog_881 gene-HOLleu_09118 Em0014g790a
ortholog_882 gene-HOLleu_09126 Em0012g988a
ortholog_883 gene-HOLleu_09128 Em0020g1101a
ortholog_884 gene-HOLleu_09131 Em0009g113a
ortholog_885 gene-HOLleu_09133 Em0014g711a
ortholog_886 gene-HOLleu_09140 Em0005g1132a
ortholog_887 gene-HOLleu_09154 Em0019g120a
ortholog_888 gene-HOLleu_09155 Em0019g897a
ortholog_889 gene-HOLleu_09156 Em0014g770a
ortholog_890 gene-HOLleu_09158 Em0019g94a
ortholog_891 gene-HOLleu_09163 Em0420g1a
ortholog_892 gene-HOLleu_09165 Em0019g769a
ortholog_893 gene-HOLleu_09168 Em0011g508a
ortholog_894 gene-HOLleu_09169 Em0019g864a
ortholog_895 gene-HOLleu_09176 Em0019g726a
ortholog_896 gene-HOLleu_09179 Em0019g584a
ortholog_897 gene-HOLleu_09180 Em0015g672a
ortholog_898 gene-HOLleu_09182 Em0003g1502a
ortholog_899 gene-HOLleu_09185 Em0001g23a
ortholog_900 gene-HOLleu_09186 Em0011g489a
ortholog_901 gene-HOLleu_09190 Em0019g355a
ortholog_902 gene-HOLleu_09201 Em0011g295a
ortholog_903 gene-HOLleu_09202 Em0019g195a
ortholog_904 gene-HOLleu_09203 Em0019g189a
ortholog_905 gene-HOLleu_09205 Em0016g882a
ortholog_906 gene-HOLleu_09207 Em0017g82a
ortholog_907 gene-HOLleu_09209 Em0019g737a
ortholog_908 gene-HOLleu_09212 Em0019g282a
ortholog_909 gene-HOLleu_09214 Em0019g878a
ortholog_910 gene-HOLleu_09216 Em0019g669a
ortholog_911 gene-HOLleu_09217 Em0019g1038a
ortholog_912 gene-HOLleu_09223 Em0015g660a
ortholog_913 gene-HOLleu_09247 Em0019g194a
ortholog_914 gene-HOLleu_09248 Em0020g753a
ortholog_915 gene-HOLleu_09249 Em0019g144a
ortholog_916 gene-HOLleu_09250 Em0019g210a
ortholog_917 gene-HOLleu_09253 Em0004g99a
ortholog_918 gene-HOLleu_09285 Em0013g714a
ortholog_919 gene-HOLleu_09288 Em0023g808a
ortholog_920 gene-HOLleu_09315 Em0019g1090a
ortholog_921 gene-HOLleu_09320 Em0004g1326a
ortholog_922 gene-HOLleu_09391 Em0010g711a
ortholog_923 gene-HOLleu_09398 Em0015g626a
ortholog_924 gene-HOLleu_09404 Em0015g916a
ortholog_925 gene-HOLleu_09410 Em0015g321a
ortholog_926 gene-HOLleu_09420 Em0015g674a
ortholog_927 gene-HOLleu_09427 Em0015g1052a
ortholog_928 gene-HOLleu_09428 Em0015g1071a
ortholog_929 gene-HOLleu_09429 Em0002g1030a
ortholog_930 gene-HOLleu_09430 Em0015g2a
ortholog_931 gene-HOLleu_09436 Em0015g1014a
ortholog_932 gene-HOLleu_09438 Em0015g1271a
ortholog_933 gene-HOLleu_09448 Em0015g1290a
ortholog_934 gene-HOLleu_09455 Em0023g122a
ortholog_935 gene-HOLleu_09456 Em0015g3a
ortholog_936 gene-HOLleu_09462 Em0015g1050a
ortholog_937 gene-HOLleu_09501 Em0015g149a
ortholog_938 gene-HOLleu_09504 Em0019g357a
ortholog_939 gene-HOLleu_09507 Em0001g850a
ortholog_940 gene-HOLleu_09508 Em0015g305a
ortholog_941 gene-HOLleu_09512 Em0015g716a
ortholog_942 gene-HOLleu_09525 Em0019g859a
ortholog_943 gene-HOLleu_09560 Em0015g325a
ortholog_944 gene-HOLleu_09566 Em0015g346a
ortholog_945 gene-HOLleu_09570 Em0837g1a
ortholog_946 gene-HOLleu_09572 Em0015g1156a
ortholog_947 gene-HOLleu_09579 Em0015g467a
ortholog_948 gene-HOLleu_09592 Em0021g811a
ortholog_949 gene-HOLleu_09594 Em0010g943a
ortholog_950 gene-HOLleu_09599 Em0011g29a
ortholog_951 gene-HOLleu_09605 Em0015g112a
ortholog_952 gene-HOLleu_09610 Em0021g424a
ortholog_953 gene-HOLleu_09613 Em0021g112a
ortholog_954 gene-HOLleu_09617 Em0015g154a
ortholog_955 gene-HOLleu_09620 Em0015g109a
ortholog_956 gene-HOLleu_09621 Em0021g849a
ortholog_957 gene-HOLleu_09633 Em0015g481a
ortholog_958 gene-HOLleu_09638 Em0011g8a
ortholog_959 gene-HOLleu_09639 Em0015g984a
ortholog_960 gene-HOLleu_09641 Em0015g1223a
ortholog_961 gene-HOLleu_09642 Em0015g1264a
ortholog_962 gene-HOLleu_09648 Em0015g880a
ortholog_963 gene-HOLleu_09649 Em0021g644a
ortholog_964 gene-HOLleu_09651 Em0008g975a
ortholog_965 gene-HOLleu_09657 Em0015g664a
ortholog_966 gene-HOLleu_09663 Em0015g1109a
ortholog_967 gene-HOLleu_09664 Em0015g1125a
ortholog_968 gene-HOLleu_09667 Em0011g979a
ortholog_969 gene-HOLleu_09669 Em0009g678a
ortholog_970 gene-HOLleu_09670 Em0015g568a
ortholog_971 gene-HOLleu_09676 Em0014g829a
ortholog_972 gene-HOLleu_09678 Em0015g160a
ortholog_973 gene-HOLleu_09681 Em0008g1031a
ortholog_974 gene-HOLleu_09684 Em0015g420a
ortholog_975 gene-HOLleu_09686 Em0015g781a
ortholog_976 gene-HOLleu_09697 Em0015g1229a
ortholog_977 gene-HOLleu_09698 Em0016g1188a
ortholog_978 gene-HOLleu_09699 Em0015g624a
ortholog_979 gene-HOLleu_09702 Em0015g1019a
ortholog_980 gene-HOLleu_09708 Em0005g1197a
ortholog_981 gene-HOLleu_09709 Em0015g645a
ortholog_982 gene-HOLleu_09710 Em0015g1144a
ortholog_983 gene-HOLleu_09717 Em0015g1178a
ortholog_984 gene-HOLleu_09728 Em0015g802a
ortholog_985 gene-HOLleu_09740 Em0015g1012a
ortholog_986 gene-HOLleu_09771 Em0017g23a
ortholog_987 gene-HOLleu_09774 Em0015g614a
ortholog_988 gene-HOLleu_09789 Em0011g938a
ortholog_989 gene-HOLleu_09790 Em0015g608a
ortholog_990 gene-HOLleu_09791 Em0015g775a
ortholog_991 gene-HOLleu_09792 Em0023g896a
ortholog_992 gene-HOLleu_09795 Em0009g538a
ortholog_993 gene-HOLleu_09805 Em0015g37a
ortholog_994 gene-HOLleu_09806 Em0015g105a
ortholog_995 gene-HOLleu_09807 Em0015g902a
ortholog_996 gene-HOLleu_09816 Em0013g796a
ortholog_997 gene-HOLleu_09821 Em0015g252a
ortholog_998 gene-HOLleu_09823 Em0015g151a
ortholog_999 gene-HOLleu_09827 Em0013g795a
ortholog_1000 gene-HOLleu_09843 Em0015g251a
ortholog_1001 gene-HOLleu_09847 Em0015g908a
ortholog_1002 gene-HOLleu_09848 Em0019g308a
ortholog_1003 gene-HOLleu_09850 Em0718g6a
ortholog_1004 gene-HOLleu_09852 Em0015g139a
ortholog_1005 gene-HOLleu_09855 Em0015g137a
ortholog_1006 gene-HOLleu_09857 Em0019g491a
ortholog_1007 gene-HOLleu_09860 Em0087g15a
ortholog_1008 gene-HOLleu_09861 Em0015g613a
ortholog_1009 gene-HOLleu_09862 Em0015g1126a
ortholog_1010 gene-HOLleu_09864 Em0015g4a
ortholog_1011 gene-HOLleu_09865 Em0015g38a
ortholog_1012 gene-HOLleu_09880 Em0018g990a
ortholog_1013 gene-HOLleu_09902 Em0015g676a
ortholog_1014 gene-HOLleu_09909 Em0015g1045a
ortholog_1015 gene-HOLleu_09985 Em0671g3a
ortholog_1016 gene-HOLleu_09991 Em0018g1202a
ortholog_1017 gene-HOLleu_09992 Em0015g803a
ortholog_1018 gene-HOLleu_10005 Em0015g344a
ortholog_1019 gene-HOLleu_10009 Em0015g304a
ortholog_1020 gene-HOLleu_10010 Em0015g303a
ortholog_1021 gene-HOLleu_10035 Em0015g153a
ortholog_1022 gene-HOLleu_10039 Em0015g349a
ortholog_1023 gene-HOLleu_10044 Em0038g13a
