ortholog_1 BL06853 Em0023g52a
ortholog_2681 BL14201 Em0019g68a
ortholog_2682 BL14207 Em0019g639a
ortholog_2683 BL14212 Em0017g943a
ortholog_2684 BL14766 Em0013g722a
ortholog_2685 BL14773 Em0574g4a
ortholog_2686 BL14782 Em0005g1382a
ortholog_2687 BL14786 Em0023g295a
ortholog_2688 BL14788 Em0016g564a
ortholog_2689 BL14789 Em0015g1210a
ortholog_2690 BL14793 Em0017g932a
ortholog_2691 BL14794 Em0017g776a
ortholog_2692 BL14795 Em0003g43a
ortholog_2693 BL14802 Em0017g153a
ortholog_2694 BL14804 Em0002g38a
ortholog_2695 BL14807 Em0002g482a
ortholog_2696 BL14811 Em0002g1907a
ortholog_2697 BL14812 Em0002g1884a
ortholog_2698 BL14816 Em0011g818a
ortholog_2699 BL14818 Em0728g2a
ortholog_2700 BL14827 Em0051g28a
ortholog_2701 BL14840 Em0022g399a
ortholog_2702 BL14844 Em0023g891a
ortholog_2703 BL14845 Em0023g892a
ortholog_2704 BL14848 Em0020g620a
ortholog_2705 BL14852 Em0023g927a
ortholog_2706 BL14853 Em0068g4a
ortholog_2707 BL14856 Em0012g10a
ortholog_2708 BL14870 Em0005g1438a
ortholog_2709 BL14872 Em0002g1437a
ortholog_2710 BL14875 Em0021g917a
ortholog_2711 BL14876 Em0016g560a
ortholog_2712 BL14877 Em0017g955a
ortholog_2713 BL14878 Em0010g435a
ortholog_2714 BL14880 Em0002g1059a
ortholog_2715 BL14881 Em0002g1067a
ortholog_2716 BL14892 Em0007g148a
ortholog_2717 BL14895 Em0012g750a
ortholog_2718 BL14900 Em0002g1604a
ortholog_2719 BL14901 Em0002g1605a
ortholog_2720 BL14904 Em0002g44a
ortholog_2721 BL14907 Em0008g76a
ortholog_2722 BL14914 Em0021g254a
ortholog_2723 BL14925 Em0016g1070a
ortholog_2724 BL14926 Em0014g72a
ortholog_2725 BL14940 Em0015g569a
ortholog_2726 BL14949 Em0002g39a
ortholog_2727 BL14959 Em0002g42a
ortholog_2728 BL14962 Em0016g1049a
ortholog_2729 BL14963 Em0002g43a
ortholog_2730 BL14965 Em0332g4a
ortholog_2731 BL14970 Em0011g849a
ortholog_2732 BL14971 Em0004g1106a
ortholog_2733 BL14973 Em0002g796a
ortholog_2734 BL14980 Em0006g793a
ortholog_2735 BL14981 Em0017g792a
ortholog_2736 BL14982 Em0010g803a
ortholog_2737 BL14984 Em0009g511a
ortholog_2738 BL14989 Em0017g954a
ortholog_2739 BL14991 Em0008g53a
ortholog_2740 BL14999 Em0018g1204a
ortholog_2741 BL15027 Em0021g231a
ortholog_2742 BL15033 Em0011g361a
ortholog_2743 BL15034 Em0002g1865a
ortholog_2744 BL15040 Em0009g187a
ortholog_2745 BL15041 Em0002g488a
ortholog_2746 BL15043 Em0017g645a
ortholog_2747 BL15049 Em0020g70a
ortholog_2748 BL15063 Em0018g430a
ortholog_2749 BL15065 Em0004g201a
ortholog_2750 BL15066 Em0020g915a
ortholog_2751 BL15068 Em0009g812a
ortholog_2752 BL15079 Em0010g680a
ortholog_2753 BL15081 Em0021g230a
ortholog_2754 BL15091 Em0011g556a
ortholog_2755 BL15093 Em0012g1031a
ortholog_2756 BL15100 Em0009g211a
ortholog_2757 BL15102 Em0002g268a
ortholog_2758 BL15111 Em0023g242a
ortholog_2759 BL15123 Em0010g719a
ortholog_2760 BL15128 Em0019g838a
ortholog_2761 BL15132 Em0011g401a
ortholog_2762 BL15136 Em0021g322a
ortholog_2763 BL15139 Em0010g259a
ortholog_2764 BL15143 Em0494g4a
ortholog_2765 BL15151 Em0020g664a
ortholog_2766 BL15152 Em0015g920a
ortholog_2767 BL15154 Em0013g1125a
ortholog_2768 BL15155 Em0021g559a
ortholog_2769 BL15172 Em0021g144a
ortholog_2770 BL15178 Em0002g1923a
ortholog_2771 BL15179 Em0002g1909a
ortholog_2772 BL15189 Em0005g1598a
ortholog_2773 BL15191 Em0002g1841a
ortholog_2774 BL15198 Em0017g938a
ortholog_2775 BL15212 Em0006g1471a
ortholog_2776 BL15215 Em0001g203a
ortholog_2777 BL15223 Em0002g299a
ortholog_2778 BL15228 Em0019g1209a
ortholog_2779 BL15230 Em0535g1a
ortholog_2780 BL15242 Em0022g275a
ortholog_2781 BL15276 Em0008g815a
ortholog_2782 BL15285 Em0021g189a
ortholog_2783 BL15292 Em0110g12a
ortholog_2784 BL15300 Em0015g68a
ortholog_2785 BL15301 Em0006g1365a
ortholog_2786 BL15303 Em0019g709a
ortholog_2787 BL15306 Em0003g108a
ortholog_2788 BL15309 Em0010g1032a
ortholog_2789 BL15312 Em0019g591a
ortholog_2790 BL15316 Em0008g372a
ortholog_2791 BL15317 Em0002g145a
ortholog_2792 BL15320 Em0008g115a
ortholog_2793 BL15321 Em0018g427a
ortholog_2794 BL15322 Em0008g1112a
ortholog_2795 BL15328 Em0021g344a
ortholog_2796 BL15331 Em0017g952a
ortholog_2797 BL15333 Em0009g791a
ortholog_2798 BL15336 Em0016g247a
ortholog_2799 BL15345 Em0017g767a
ortholog_2800 BL15352 Em0010g121a
ortholog_2801 BL15369 Em0017g249a
ortholog_2802 BL15370 Em0007g626a
ortholog_2803 BL15372 Em0010g722a
ortholog_2804 BL15375 Em0010g726a
ortholog_2805 BL15377 Em0002g1869a
ortholog_2806 BL15380 Em0015g909a
ortholog_2807 BL15385 Em0022g175a
ortholog_2808 BL15389 Em0002g758a
ortholog_2809 BL15390 Em0002g36a
ortholog_2810 BL15391 Em0004g797a
ortholog_2811 BL15395 Em0023g115a
ortholog_2812 BL15396 Em0009g1150a
ortholog_2813 BL15401 Em0012g483a
ortholog_2814 BL15402 Em0003g733a
ortholog_2815 BL15404 Em0016g1002a
ortholog_2816 BL15405 Em0016g301a
ortholog_2817 BL15408 Em0002g1795a
ortholog_2818 BL15412 Em0002g294a
ortholog_2819 BL15416 Em0001g3767a
ortholog_2820 BL15427 Em0023g336a
ortholog_2821 BL15430 Em0018g350a
ortholog_2822 BL15432 Em0017g951a
ortholog_2823 BL15433 Em0017g944a
ortholog_2824 BL15439 Em0015g553a
ortholog_2825 BL15448 Em0017g224a
ortholog_2826 BL15450 Em0003g1521a
ortholog_2827 BL15451 Em0648g2a
ortholog_2828 BL15459 Em0020g864a
ortholog_2829 BL15460 Em0010g42a
ortholog_2830 BL15462 Em0017g22a
ortholog_2831 BL15463 Em0021g299a
ortholog_2832 BL15465 Em0017g96a
ortholog_2833 BL15469 Em0010g930a
ortholog_2834 BL15470 Em0010g894a
ortholog_2835 BL15471 Em0010g800a
ortholog_2836 BL15486 Em0019g286a
ortholog_2837 BL15489 Em0017g827a
ortholog_2838 BL15493 Em0210g11a
ortholog_2839 BL15496 Em0005g1176a
ortholog_2840 BL15507 Em0010g118a
ortholog_2841 BL15510 Em0001g3728a
ortholog_2842 BL15512 Em0010g872a
ortholog_2843 BL15514 Em0010g51a
ortholog_2844 BL15515 Em0010g873a
ortholog_2845 BL15522 Em0010g858a
ortholog_2846 BL15531 Em0010g937a
ortholog_2847 BL15535 Em0010g836a
ortholog_2848 BL15536 Em0010g940a
ortholog_2849 BL15543 Em0010g319a
ortholog_2850 BL15555 Em0005g1143a
ortholog_2851 BL15556 Em0010g138a
ortholog_2852 BL15557 Em0015g149a
ortholog_2853 BL15559 Em0010g929a
ortholog_2854 BL15565 Em0155g7a
ortholog_2855 BL15566 Em0010g223a
ortholog_2856 BL15579 Em0010g910a
ortholog_2857 BL15580 Em0010g916a
ortholog_2858 BL15591 Em0010g918a
ortholog_2859 BL15593 Em0005g164a
ortholog_2860 BL15607 Em0013g592a
ortholog_2861 BL15609 Em0010g130a
ortholog_2862 BL15623 Em0017g508a
ortholog_2863 BL15624 Em0017g31a
ortholog_2864 BL15628 Em0010g852a
ortholog_2865 BL15642 Em0019g186a
ortholog_2866 BL15643 Em0010g72a
ortholog_2867 BL15649 Em0010g839a
ortholog_2868 BL15662 Em0002g1839a
ortholog_2869 BL15665 Em0017g59a
ortholog_2870 BL15666 Em0016g1046a
ortholog_2871 BL15669 Em0010g66a
ortholog_2872 BL15670 Em0016g812a
ortholog_2873 BL15678 Em0010g264a
ortholog_2874 BL15680 Em0010g931a
ortholog_2875 BL15689 Em0011g790a
ortholog_2876 BL15690 Em0010g921a
ortholog_2877 BL15704 Em0003g1839a
ortholog_2878 BL15706 Em0010g1008a
ortholog_2879 BL15707 Em0005g1191a
ortholog_2880 BL15721 Em0005g61a
ortholog_2881 BL15727 Em0010g986a
ortholog_2882 BL15729 Em0077g11a
ortholog_2883 BL15731 Em0008g192a
ortholog_2884 BL15740 Em0014g281a
ortholog_2885 BL15752 Em0010g899a
ortholog_2886 BL15754 Em0010g928a
ortholog_2887 BL15755 Em0017g562a
ortholog_2888 BL15762 Em0012g855a
ortholog_2889 BL15764 Em0010g795a
ortholog_2890 BL15768 Em0010g878a
ortholog_2891 BL15769 Em0010g898a
ortholog_2892 BL15771 Em0010g896a
ortholog_2893 BL15784 Em0010g868a
ortholog_2894 BL15788 Em0007g1515a
ortholog_2895 BL15791 Em0016g377a
ortholog_2896 BL15794 Em0010g178a
ortholog_2897 BL15798 Em0014g397a
ortholog_2898 BL15800 Em0010g766a
ortholog_2899 BL15803 Em0010g900a
ortholog_2900 BL15804 Em0674g4a
ortholog_2901 BL15805 Em0010g802a
ortholog_2902 BL15806 Em0010g1010a
ortholog_2903 BL15808 Em0001g1947a
ortholog_2904 BL15809 Em0008g453a
ortholog_2905 BL14220 Em0008g396a
ortholog_2906 BL14221 Em0011g835a
ortholog_2907 BL14224 Em0008g623a
ortholog_2908 BL14240 Em0014g831a
ortholog_2909 BL14241 Em0001g1077a
ortholog_2910 BL14242 Em1424g1a
ortholog_2911 BL14249 Em0008g1212a
ortholog_2912 BL14254 Em0021g916a
ortholog_2913 BL14256 Em0010g190a
ortholog_2914 BL14257 Em0008g1033a
ortholog_2915 BL14260 Em0013g92a
ortholog_2916 BL14262 Em0008g1246a
ortholog_2917 BL14271 Em0008g1113a
ortholog_2918 BL14272 Em0008g1121a
ortholog_2919 BL14275 Em0008g1240a
ortholog_2920 BL14297 Em0001g682a
ortholog_2921 BL14309 Em0008g180a
ortholog_2922 BL14318 Em0008g1054a
ortholog_2923 BL14319 Em0008g1148a
ortholog_2924 BL14329 Em0008g972a
ortholog_2925 BL14330 Em0008g48a
ortholog_2926 BL14355 Em0008g604a
ortholog_2927 BL14357 Em0022g934a
ortholog_2928 BL14364 Em0001g1713a
ortholog_2929 BL14367 Em0008g1079a
ortholog_2930 BL14377 Em0002g747a
ortholog_2931 BL14378 Em0019g1040a
ortholog_2932 BL14383 Em0008g1122a
ortholog_2933 BL14384 Em0013g143a
ortholog_2934 BL14385 Em0008g370a
ortholog_2935 BL14386 Em0008g1268a
ortholog_2936 BL14392 Em0008g352a
ortholog_2937 BL14394 Em0014g580a
ortholog_2938 BL14401 Em0364g4a
ortholog_2939 BL14405 Em0005g836a
ortholog_2940 BL14412 Em0023g690a
ortholog_2941 BL14423 Em0008g700a
ortholog_2942 BL14425 Em0019g356a
ortholog_2943 BL14429 Em0013g1052a
ortholog_2944 BL14435 Em0008g847a
ortholog_2945 BL14440 Em0021g355a
ortholog_2946 BL14441 Em0015g53a
ortholog_2947 BL14445 Em0023g98a
ortholog_2948 BL14459 Em0013g723a
ortholog_2949 BL14461 Em0008g1006a
ortholog_2950 BL14468 Em0020g640a
ortholog_2951 BL14475 Em0008g1271a
ortholog_2952 BL14478 Em0019g1053a
ortholog_2953 BL14496 Em0008g1110a
ortholog_2954 BL14497 Em0008g539a
ortholog_2955 BL14501 Em0008g1011a
ortholog_2956 BL14502 Em0013g118a
ortholog_2957 BL14504 Em0018g1002a
ortholog_2958 BL14505 Em0799g5a
ortholog_2959 BL14506 Em0008g104a
ortholog_2960 BL14507 Em0017g316a
ortholog_2961 BL14508 Em0010g751a
ortholog_2962 BL14513 Em0008g558a
ortholog_2963 BL14516 Em0006g1008a
ortholog_2964 BL14533 Em0008g394a
ortholog_2965 BL14534 Em0008g627a
ortholog_2966 BL14535 Em0008g31a
ortholog_2967 BL14539 Em0008g30a
ortholog_2968 BL14543 Em0008g973a
ortholog_2969 BL14556 Em0008g512a
ortholog_2970 BL14574 Em0225g4a
ortholog_2971 BL14576 Em0137g13a
ortholog_2972 BL14588 Em0012g535a
ortholog_2973 BL14603 Em0008g1129a
ortholog_2974 BL14604 Em0008g1128a
ortholog_2975 BL14611 Em0016g900a
ortholog_2976 BL14612 Em0008g708a
ortholog_2977 BL14617 Em0008g1081a
ortholog_2978 BL14621 Em0007g18a
ortholog_2979 BL14626 Em0008g963a
ortholog_2980 BL14633 Em0008g1184a
ortholog_2981 BL14652 Em0019g635a
ortholog_2982 BL14653 Em0019g650a
ortholog_2983 BL14654 Em0019g939a
ortholog_2984 BL14655 Em0019g82a
ortholog_2985 BL14658 Em0019g1181a
ortholog_2986 BL14659 Em0001g1149a
ortholog_2987 BL14660 Em0002g841a
ortholog_2988 BL14661 Em0019g1205a
ortholog_2989 BL14665 Em0019g309a
ortholog_2990 BL14670 Em0808g1a
ortholog_2991 BL14674 Em0020g367a
ortholog_2992 BL14675 Em0001g917a
ortholog_2993 BL14677 Em0028g8a
ortholog_2994 BL14678 Em0010g527a
ortholog_2995 BL14679 Em0009g142a
ortholog_2996 BL14680 Em0019g664a
ortholog_2997 BL14684 Em0013g109a
ortholog_2998 BL14685 Em0023g896a
ortholog_2999 BL14686 Em0003g1351a
ortholog_3000 BL14689 Em0006g235a
ortholog_3001 BL14692 Em0005g25a
ortholog_3002 BL14694 Em0019g541a
ortholog_3003 BL14695 Em0019g540a
ortholog_3004 BL14698 Em0019g208a
ortholog_3005 BL14699 Em0021g315a
ortholog_3006 BL14700 Em0019g1221a
ortholog_3007 BL14707 Em0019g85a
ortholog_3008 BL14708 Em0019g94a
ortholog_3009 BL14720 Em0023g97a
ortholog_3010 BL14724 Em0023g775a
ortholog_3011 BL14730 Em0013g767a
ortholog_3012 BL14741 Em0009g1117a
ortholog_3013 BL14742 Em0004g165a
ortholog_3014 BL14743 Em0402g8a
ortholog_3015 BL14745 Em0023g273a
ortholog_3016 BL14749 Em0015g112a
ortholog_3017 BL14752 Em0019g329a
ortholog_3018 BL14759 Em0019g113a
ortholog_3019 BL18587 Em0001g3699a
ortholog_3020 BL18617 Em0021g252a
ortholog_3021 BL18618 Em0021g343a
ortholog_3022 BL18626 Em0458g3a
ortholog_3023 BL18629 Em0021g272a
ortholog_3024 BL18632 Em0021g245a
ortholog_3025 BL18634 Em0004g929a
ortholog_3026 BL18646 Em0021g752a
ortholog_3027 BL18649 Em0021g364a
ortholog_3028 BL18650 Em0016g916a
ortholog_3029 BL18653 Em0021g218a
ortholog_3030 BL18655 Em0015g1016a
ortholog_3031 BL18657 Em0021g224a
ortholog_3032 BL18659 Em0004g998a
ortholog_3033 BL18660 Em0021g222a
ortholog_3034 BL18661 Em0021g377a
ortholog_3035 BL18662 Em0021g391a
ortholog_3036 BL18668 Em0021g402a
ortholog_3037 BL18675 Em0001g1962a
ortholog_3038 BL18677 Em0058g21a
ortholog_3039 BL18679 Em0006g1242a
ortholog_3040 BL18683 Em0003g344a
ortholog_3041 BL18685 Em0010g260a
ortholog_3042 BL18691 Em0047g3a
ortholog_3043 BL18705 Em0762g2a
ortholog_3044 BL18720 Em0018g31a
ortholog_3045 BL18721 Em0011g937a
ortholog_3046 BL18723 Em0022g664a
ortholog_3047 BL15987 Em0010g814a
ortholog_3048 BL15995 Em0007g1360a
ortholog_3049 BL15997 Em0001g1126a
ortholog_3050 BL15998 Em0001g608a
ortholog_3051 BL15999 Em0019g1206a
ortholog_3052 BL16010 Em1142g1a
ortholog_3053 BL16011 Em0017g184a
ortholog_3054 BL16020 Em0014g131a
ortholog_3055 BL16023 Em0002g578a
ortholog_3056 BL16024 Em0001g1821a
ortholog_3057 BL16042 Em0003g1487a
ortholog_3058 BL16055 Em0004g1646a
ortholog_3059 BL16057 Em0001g3727a
ortholog_3060 BL16082 Em0004g676a
ortholog_3061 BL16083 Em0004g46a
ortholog_3062 BL16084 Em0004g150a
ortholog_3063 BL16090 Em0004g41a
ortholog_3064 BL16092 Em0004g1061a
ortholog_3065 BL16096 Em0005g97a
ortholog_3066 BL16099 Em0016g349a
ortholog_3067 BL16101 Em0012g794a
ortholog_3068 BL16109 Em0015g1259a
ortholog_3069 BL16128 Em0017g636a
ortholog_3070 BL16129 Em0016g174a
ortholog_3071 BL16130 Em0015g774a
ortholog_3072 BL16131 Em0006g1254a
ortholog_3073 BL16165 Em0007g982a
ortholog_3074 BL16183 Em0023g406a
ortholog_3075 BL16193 Em0068g12a
ortholog_3076 BL16199 Em0008g1012a
ortholog_3077 BL16200 Em0004g686a
ortholog_3078 BL16220 Em0004g1705a
ortholog_3079 BL16224 Em0023g447a
ortholog_3080 BL16288 Em0022g298a
ortholog_3081 BL16258 Em0004g1593a
ortholog_3082 BL16260 Em0018g775a
ortholog_3083 BL16261 Em0022g728a
ortholog_3084 BL16269 Em0021g370a
ortholog_3085 BL16270 Em0004g88a
ortholog_3086 BL16297 Em0023g653a
ortholog_3087 BL16307 Em0023g434a
ortholog_3088 BL16308 Em0017g596a
ortholog_3089 BL16311 Em0023g483a
ortholog_3090 BL16312 Em0023g753a
ortholog_3091 BL16339 Em0023g838a
ortholog_3092 BL16397 Em0004g905a
ortholog_3093 BL16400 Em0021g773a
ortholog_3094 BL16402 Em0020g687a
ortholog_3095 BL16406 Em0001g715a
ortholog_3096 BL16417 Em0021g29a
ortholog_3097 BL16420 Em0013g534a
ortholog_3098 BL16421 Em0013g536a
ortholog_3099 BL16425 Em0324g4a
ortholog_3100 BL16426 Em0013g364a
ortholog_3101 BL16433 Em0013g43a
ortholog_3102 BL16435 Em0011g60a
ortholog_3103 BL16436 Em0006g1518a
ortholog_3104 BL16437 Em0013g94a
ortholog_3105 BL16438 Em0017g387a
ortholog_3106 BL16853 Em0005g1544a
ortholog_3107 BL16855 Em0005g1638a
ortholog_3108 BL16465 Em0003g1879a
ortholog_3109 BL16467 Em0003g1861a
ortholog_3110 BL16470 Em0019g728a
ortholog_3111 BL16473 Em0003g681a
ortholog_3112 BL16478 Em0006g1318a
ortholog_3113 BL16505 Em0013g177a
ortholog_3114 BL16508 Em0127g4a
ortholog_3115 BL16520 Em0016g1033a
ortholog_3116 BL16523 Em0006g898a
ortholog_3117 BL16524 Em0012g552a
ortholog_3118 BL16532 Em0003g446a
ortholog_3119 BL16556 Em0003g1367a
ortholog_3120 BL16558 Em0003g778a
ortholog_3121 BL16563 Em0010g709a
ortholog_3122 BL16567 Em0002g200a
ortholog_3123 BL16576 Em0003g1428a
ortholog_3124 BL16579 Em0091g1a
ortholog_3125 BL16580 Em0003g40a
ortholog_3126 BL16590 Em0006g631a
ortholog_3127 BL16598 Em0018g1148a
ortholog_3128 BL16640 Em0021g591a
ortholog_3129 BL16642 Em0962g1a
ortholog_3130 BL16658 Em0021g850a
ortholog_3131 BL16666 Em0003g953a
ortholog_3132 BL16669 Em0017g253a
ortholog_3133 BL16673 Em0005g1183a
ortholog_3134 BL16683 Em0015g436a
ortholog_3135 BL16684 Em0018g1025a
ortholog_3136 BL16688 Em0036g30a
ortholog_3137 BL16691 Em0021g838a
ortholog_3138 BL16739 Em0096g5a
ortholog_3139 BL16740 Em0010g876a
ortholog_3140 BL16742 Em0010g357a
ortholog_3141 BL16743 Em0010g361a
ortholog_3142 BL16744 Em0007g1505a
ortholog_3143 BL16795 Em0010g50a
ortholog_3144 BL16798 Em0010g55a
ortholog_3145 BL16802 Em0010g801a
ortholog_3146 BL16807 Em0015g1087a
ortholog_3147 BL16808 Em0022g731a
ortholog_3148 BL16819 Em0003g332a
ortholog_3149 BL16831 Em0010g927a
ortholog_3150 BL16832 Em0005g1377a
ortholog_3151 BL16838 Em0913g1a
ortholog_3152 BL16846 Em0010g239a
ortholog_3153 BL16881 Em0007g644a
ortholog_3154 BL16885 Em0015g1095a
ortholog_3155 BL16888 Em0013g164a
ortholog_3156 BL16890 Em0013g358a
ortholog_3157 BL16892 Em0010g1016a
ortholog_3158 BL16893 Em0013g227a
ortholog_3159 BL16894 Em0015g1292a
ortholog_3160 BL16895 Em1027g4a
ortholog_3161 BL16898 Em0004g1354a
ortholog_3162 BL16901 Em0003g45a
ortholog_3163 BL16919 Em0003g528a
ortholog_3164 BL16920 Em0003g191a
ortholog_3165 BL16923 Em0013g67a
ortholog_3166 BL16932 Em0024g504a
ortholog_3167 BL16940 Em0020g818a
ortholog_3168 BL16941 Em0021g226a
ortholog_3169 BL16942 Em0022g739a
ortholog_3170 BL16951 Em0001g1874a
ortholog_3171 BL16971 Em0023g889a
ortholog_3172 BL16973 Em0001g1754a
ortholog_3173 BL16975 Em0006g1040a
ortholog_3174 BL16978 Em0008g942a
ortholog_3175 BL16987 Em0011g637a
ortholog_3176 BL16991 Em0020g531a
ortholog_3177 BL16996 Em0004g145a
ortholog_3178 BL17000 Em0010g229a
ortholog_3179 BL17029 Em0009g99a
ortholog_3180 BL17039 Em0011g1014a
ortholog_3181 BL17040 Em0011g1015a
ortholog_3182 BL17042 Em0011g1049a
ortholog_3183 BL17043 Em0004g1561a
ortholog_3184 BL17044 Em0004g1560a
ortholog_3185 BL17045 Em0004g1004a
ortholog_3186 BL17046 Em0369g1a
ortholog_3187 BL17047 Em0010g716a
ortholog_3188 BL17050 Em0020g213a
ortholog_3189 BL17051 Em0004g27a
ortholog_3190 BL17056 Em0019g988a
ortholog_3191 BL17061 Em0020g1074a
ortholog_3192 BL17063 Em0003g394a
ortholog_3193 BL17064 Em0012g392a
ortholog_3194 BL17066 Em0022g702a
ortholog_3195 BL17073 Em0004g340a
ortholog_3196 BL17082 Em0005g1548a
ortholog_3197 BL17086 Em0009g919a
ortholog_3198 BL17105 Em0015g343a
ortholog_3199 BL17106 Em0005g960a
ortholog_3200 BL17112 Em0011g40a
ortholog_3201 BL17120 Em0005g1540a
ortholog_3202 BL17121 Em0005g1537a
ortholog_3203 BL17122 Em0009g773a
ortholog_3204 BL17129 Em0008g1115a
ortholog_3205 BL17147 Em0001g209a
ortholog_3206 BL17149 Em0005g1662a
ortholog_3207 BL17150 Em0005g1381a
ortholog_3208 BL17160 Em0005g1661a
ortholog_3209 BL17167 Em0005g1545a
ortholog_3210 BL17168 Em0012g1044a
ortholog_3211 BL17169 Em0005g1450a
ortholog_3212 BL17170 Em0001g91a
ortholog_3213 BL17171 Em0267g1a
ortholog_3214 BL17172 Em0005g1316a
ortholog_3215 BL17174 Em0006g978a
ortholog_3216 BL17188 Em0001g2432a
ortholog_3217 BL17339 Em0001g3309a
ortholog_3218 BL17341 Em0015g966a
ortholog_3219 BL17342 Em0021g83a
ortholog_3220 BL17343 Em0008g61a
ortholog_3221 BL17364 Em0013g290a
ortholog_3222 BL17371 Em0008g96a
ortholog_3223 BL17373 Em0020g874a
ortholog_3224 BL17376 Em0022g42a
ortholog_3225 BL17377 Em0013g312a
ortholog_3226 BL17385 Em0008g819a
ortholog_3227 BL17386 Em0008g821a
ortholog_3228 BL17391 Em0008g971a
ortholog_3229 BL17396 Em0002g1563a
ortholog_3230 BL17412 Em0008g735a
ortholog_3231 BL17423 Em0023g367a
ortholog_3232 BL17434 Em0008g99a
ortholog_3233 BL17438 Em0021g990a
ortholog_3234 BL17439 Em0008g1270a
ortholog_3235 BL17449 Em0016g1071a
ortholog_3236 BL17193 Em0001g2270a
ortholog_3237 BL17205 Em0004g648a
ortholog_3238 BL17209 Em0019g283a
ortholog_3239 BL17210 Em0022g368a
ortholog_3240 BL17212 Em0004g1012a
ortholog_3241 BL17214 Em0004g1008a
ortholog_3242 BL17218 Em0007g970a
ortholog_3243 BL17219 Em0016g1112a
ortholog_3244 BL17222 Em0002g537a
ortholog_3245 BL17224 Em0004g44a
ortholog_3246 BL17226 Em0004g40a
ortholog_3247 BL17230 Em0004g1007a
ortholog_3248 BL17232 Em0010g67a
ortholog_3249 BL17233 Em0003g1836a
ortholog_3250 BL17238 Em0004g70a
ortholog_3251 BL17241 Em0068g14a
ortholog_3252 BL17245 Em0004g355a
ortholog_3253 BL17248 Em0004g379a
ortholog_3254 BL17266 Em0648g7a
ortholog_3255 BL17267 Em0004g1675a
ortholog_3256 BL17276 Em0004g714a
ortholog_3257 BL17277 Em0006g697a
ortholog_3258 BL17282 Em0011g1069a
ortholog_3259 BL17283 Em0786g2a
ortholog_3260 BL17284 Em0004g1396a
ortholog_3261 BL17286 Em0004g1578a
ortholog_3262 BL17287 Em0004g412a
ortholog_3263 BL17290 Em0006g1225a
ortholog_3264 BL17296 Em0010g821a
ortholog_3265 BL17304 Em0004g93a
ortholog_3266 BL17305 Em0004g64a
ortholog_3267 BL17308 Em0012g664a
ortholog_3268 BL17309 Em0004g635a
ortholog_3269 BL17310 Em0004g590a
ortholog_3270 BL17315 Em0004g137a
ortholog_3271 BL17317 Em0003g1488a
ortholog_3272 BL17319 Em0004g326a
ortholog_3273 BL17322 Em0011g773a
ortholog_3274 BL17329 Em0013g225a
ortholog_3275 BL17330 Em0004g307a
ortholog_3276 BL17476 Em0003g1224a
ortholog_3277 BL17489 Em0017g947a
ortholog_3278 BL17506 Em0016g145a
ortholog_3279 BL17507 Em0001g2503a
ortholog_3280 BL17513 Em0001g1152a
ortholog_3281 BL17515 Em0001g1239a
ortholog_3282 BL17516 Em0001g1213a
ortholog_3283 BL17526 Em0010g704a
ortholog_3284 BL17542 Em0023g913a
ortholog_3285 BL17543 Em0021g234a
ortholog_3286 BL17565 Em0013g319a
ortholog_3287 BL17567 Em0022g30a
ortholog_3288 BL17568 Em0013g21a
ortholog_3289 BL17570 Em0001g2264a
ortholog_3290 BL17572 Em0017g285a
ortholog_3291 BL17578 Em0464g1a
ortholog_3292 BL17590 Em0040g14a
ortholog_3293 BL17593 Em0115g16a
ortholog_3294 BL17594 Em0006g528a
ortholog_3295 BL17595 Em0013g994a
ortholog_3296 BL17597 Em0013g993a
ortholog_3297 BL17600 Em0018g527a
ortholog_3298 BL17604 g33044.t1
ortholog_3299 BL17605 Em0013g887a
ortholog_3300 BL17606 Em0003g56a
ortholog_3301 BL17607 Em0001g1115a
ortholog_3302 BL17623 Em0005g718a
ortholog_3303 BL17626 Em0005g709a
ortholog_3304 BL17628 Em0019g641a
ortholog_3305 BL17631 Em0017g726a
ortholog_3306 BL17632 Em0005g1342a
ortholog_3307 BL17633 Em0008g1032a
ortholog_3308 BL17634 Em0001g2641a
ortholog_3309 BL17659 Em0005g1096a
ortholog_3310 BL17668 Em0020g937a
ortholog_3311 BL17671 Em0016g797a
ortholog_3312 BL17672 Em0005g1571a
ortholog_3313 BL17676 Em0005g1062a
ortholog_3314 BL17691 Em0002g1835a
ortholog_3315 BL17696 Em0005g457a
ortholog_3316 BL17700 Em0009g1010a
ortholog_3317 BL17701 Em0347g2a
ortholog_3318 BL17704 Em0005g1310a
ortholog_3319 BL17710 Em0017g949a
ortholog_3320 BL17711 Em0005g1681a
ortholog_3321 BL17716 Em0003g990a
ortholog_3322 BL17717 Em0617g1a
ortholog_3323 BL17719 Em0438g4a
ortholog_3324 BL17726 Em0005g239a
ortholog_3325 BL17727 Em0003g303a
ortholog_3326 BL17729 Em0005g1202a
ortholog_3327 BL17730 Em0005g1541a
ortholog_3328 BL17741 Em0005g1546a
ortholog_3329 BL17744 Em0014g817a
ortholog_3330 BL17745 Em0005g1018a
ortholog_3331 BL17756 Em0017g102a
ortholog_3332 BL17778 Em0036g10a
ortholog_3333 BL17782 Em0005g1525a
ortholog_3334 BL17790 Em0005g1529a
ortholog_3335 BL17797 Em0005g893a
ortholog_3336 BL17799 Em0003g1692a
ortholog_3337 BL17802 Em0005g1337a
