ortholog_1 g164 BL24932_evm1
ortholog_687 g15144 BL21902_cuf6
ortholog_688 g15186 BL00132_evm1
ortholog_689 g15190 BL19543_cuf1
ortholog_690 g15197 BL05151_evm10
ortholog_691 g15293 BL11528_evm1
ortholog_692 g15305 BL11296_evm1
ortholog_693 g15307 BL00651_cuf1
ortholog_694 g15309 BL06184_evm0
ortholog_695 g15316 BL13241_cuf4
ortholog_696 g15329 BL09169_evm0
ortholog_697 g15337 BL06584_evm0
ortholog_698 g15343 BL20081_evm5
ortholog_699 g15350 BL23526_evm1
ortholog_700 g15357 BL08787_cuf1
ortholog_701 g15359 BL29474_evm0
ortholog_702 g15368 BL07954_evm7
ortholog_703 g15375 BL30450_evm0
ortholog_704 g15390 BL66255_cuf0
ortholog_705 g15408 BL03458_cuf2
ortholog_706 g15428 BL24957_evm0
ortholog_707 g15433 BL30223_evm2
ortholog_708 g15437 BL14878_evm0
ortholog_709 g15464 BL10450_cuf4
ortholog_710 g15478 BL50431_cuf4
ortholog_711 g15486 BL21387_evm5
ortholog_712 g15487 BL29904_evm0
ortholog_713 g15491 BL17105_evm0
ortholog_714 g15498 BL01543_cuf4
ortholog_715 g15506 BL04812_evm0
ortholog_716 g15511 BL24432_evm0
ortholog_717 g15537 BL16823_cuf36
ortholog_718 g15546 BL09903_cuf1
ortholog_719 g15574 BL20834_evm0
ortholog_720 g15580 BL29940_evm0
ortholog_721 g15625 BL23954_evm9
ortholog_722 g15628 BL16043_cuf23
ortholog_723 g15639 BL12664_evm1
ortholog_724 g15655 BL08583_cuf4
ortholog_725 g15705 BL11411_evm3
ortholog_726 g15712 BL12757_evm0
ortholog_727 g15715 BL03897_cuf0
ortholog_728 g15719 BL05268_cuf4
ortholog_729 g15740 BL18521_cuf0
ortholog_730 g15742 BL96892_cuf23
ortholog_731 g15804 BL09854_evm0
ortholog_732 g15807 BL07003_cuf4
ortholog_733 g15881 BL22486_evm3
ortholog_734 g15906 BL13087_cuf4
ortholog_735 g15927 BL15511_evm14
ortholog_736 g15969 BL18546_cuf14
ortholog_737 g16043 BL02093_evm0
ortholog_738 g16098 BL04292_evm4
ortholog_739 g16113 BL00426_cuf0
ortholog_740 g16146 BL18543_evm1
ortholog_741 g16150 BL10428_evm4
ortholog_742 g16167 BL53951_cuf2
ortholog_743 g16249 BL06123_evm0
ortholog_744 g16288 BL20075_evm0
ortholog_745 g16291 BL04118_cuf1
ortholog_746 g16311 BL04432_evm0
ortholog_747 g16331 BL05679_evm0
ortholog_748 g16363 BL00420_evm2
ortholog_749 g16382 BL11412_evm5
ortholog_750 g16408 BL04024_evm0
ortholog_751 g16430 BL16413_cuf3
ortholog_752 g16501 BL00424_cuf2
ortholog_753 g16537 BL95640_evm1
ortholog_754 g16552 BL12521_cuf5
ortholog_755 g16560 BL04709_cuf0
ortholog_756 g16571 BL29476_evm0
ortholog_757 g16581 BL08491_evm30
ortholog_758 g16613 BL13786_evm0
ortholog_759 g16644 BL02082_evm4
ortholog_760 g16656 BL16343_evm2
ortholog_761 g16674 BL15263_evm1
ortholog_762 g16762 BL21350_cuf0
ortholog_763 g16786 BL03830_cuf4
ortholog_764 g16805 BL28056_evm0
ortholog_765 g16821 BL12756_cuf0
ortholog_766 g16830 BL11413_evm0
ortholog_767 g16836 BL30843_evm0
ortholog_768 g16864 BL15948_evm0
ortholog_769 g16926 BL24069_evm7
ortholog_770 g16951 BL10451_evm11
ortholog_771 g16956 BL15219_evm0
ortholog_772 g16983 BL59504_cuf2
ortholog_773 g16993 BL03710_evm10
ortholog_774 g16996 BL22598_cuf1
ortholog_775 g17027 BL10425_cuf8
ortholog_776 g17053 BL90680_cuf14
ortholog_777 g17065 BL80433_cuf0
ortholog_778 g17081 BL06817_evm12
ortholog_779 g17102 BL24355_evm0
ortholog_780 g17128 BL95302_evm1
ortholog_781 g17141 BL05979_evm0
ortholog_782 g17252 BL09869_evm0
ortholog_783 g17302 BL08379_cuf1
ortholog_784 g17304 BL01088_evm1
ortholog_785 g17314 BL08579_evm0
ortholog_786 g17323 BL08636_evm0
ortholog_787 g17336 BL19247_cuf12
ortholog_788 g17358 BL03719_cuf10
ortholog_789 g17365 BL03723_evm5
ortholog_790 g17378 BL08302_evm1
ortholog_791 g17387 BL24958_cuf4
ortholog_792 g17390 BL06816_evm0
ortholog_793 g17439 BL03704_cuf2
ortholog_794 g17449 BL13067_cuf2
ortholog_795 g17452 BL16205_evm0
ortholog_796 g17456 BL03457_cuf3
ortholog_797 g17497 BL34899_cuf2
ortholog_798 g17572 BL17780_evm2
ortholog_799 g17616 BL24353_evm17
ortholog_800 g17620 BL08693_evm9
ortholog_801 g17642 BL20572_cuf5
ortholog_802 g17645 BL17651_evm0
ortholog_803 g17652 BL21732_cuf9
ortholog_804 g17667 BL00386_cuf0
ortholog_805 g17684 BL95803_evm0
ortholog_806 g17721 BL19246_evm0
ortholog_807 g17746 BL23500_cuf9
ortholog_808 g17751 BL17175_evm0
ortholog_809 g17755 BL13013_evm2
ortholog_810 g17756 BL00646_cuf1
ortholog_811 g17760 BL06544_cuf2
ortholog_812 g17767 BL19920_evm0
ortholog_813 g17771 BL10632_evm2
ortholog_814 g17774 BL21289_evm0
ortholog_815 g17783 BL22191_evm0
ortholog_816 g17786 BL10291_cuf7
ortholog_817 g17792 BL01539_cuf5
ortholog_818 g17810 BL21495_cuf0
ortholog_819 g17816 BL02218_cuf2
ortholog_820 g17818 BL11987_cuf26
ortholog_821 g17852 BL24045_cuf2
ortholog_822 g17860 BL06276_cuf9
ortholog_823 g17883 BL10177_evm0
ortholog_824 g17895 BL15981_evm4
ortholog_825 g17919 BL10449_evm0
ortholog_826 g17921 BL03966_cuf1
ortholog_827 g17927 BL17881_evm0
ortholog_828 g17930 BL15259_evm0
ortholog_829 g18057 BL04811_cuf0
ortholog_830 g18061 BL13244_evm9
ortholog_831 g18069 BL00296_cuf0
ortholog_832 g18080 BL17652_evm0
ortholog_833 g18081 BL06213_evm1
ortholog_834 g18086 BL20168_evm0
ortholog_835 g18193 BL13242_evm6
ortholog_836 g18203 BL03907_evm0
ortholog_837 g18212 BL13706_cuf6
ortholog_838 g18241 BL11287_evm2
ortholog_839 g18269 BL31098_evm0
ortholog_840 g18273 BL11415_evm0
ortholog_841 g18284 BL14785_cuf9
ortholog_842 g18292 BL14783_evm11
ortholog_843 g18355 BL07531_cuf7
ortholog_844 g18361 BL15550_cuf10
ortholog_845 g18373 BL97359_cuf2
ortholog_846 g18375 BL05678_cuf0
ortholog_847 g18381 BL09372_cuf0
ortholog_848 g18397 BL25950_evm0
ortholog_849 g18412 BL95406_evm1
ortholog_850 g18416 BL28876_evm0
ortholog_851 g18424 BL19734_cuf1
ortholog_852 g18434 BL14820_evm0
ortholog_853 g18464 BL19480_cuf8
ortholog_854 g18469 BL01639_evm0
ortholog_855 g18504 BL14326_evm2
ortholog_856 g18515 BL01465_evm4
ortholog_857 g18525 BL12754_cuf17
ortholog_858 g18582 BL96680_cuf2
ortholog_859 g18612 BL13701_cuf2
ortholog_860 g18615 BL01094_cuf5
ortholog_861 g18623 BL05754_cuf2
ortholog_862 g18674 BL18081_evm3
ortholog_863 g18697 BL04291_evm0
ortholog_864 g18699 BL41745_cuf1
ortholog_865 g18702 BL04602_evm0
ortholog_866 g18707 BL05677_cuf5
ortholog_867 g18711 BL20404_cuf8
ortholog_868 g18719 BL23222_evm0
ortholog_869 g18725 BL00664_evm0
ortholog_870 g18740 BL05749_cuf3
ortholog_871 g18766 BL06272_evm0
ortholog_872 g18788 BL23953_cuf16
ortholog_873 g18792 BL11559_cuf0
ortholog_874 g18797 BL03931_evm3
ortholog_875 g18805 BL06269_cuf7
ortholog_876 g18806 BL12640_evm7
ortholog_877 g18808 BL26787_evm0
ortholog_878 g18826 BL95824_evm2
ortholog_879 g18841 BL96155_evm1
ortholog_880 g18860 BL07613_evm0
ortholog_881 g18938 BL04429_evm0
ortholog_882 g18963 BL13066_evm0
ortholog_883 g18971 BL13707_evm0
ortholog_884 g18989 BL15038_evm9
ortholog_885 g19016 BL01090_cuf0
ortholog_886 g19019 BL06274_evm4
ortholog_887 g19054 BL03052_evm5
ortholog_888 g19059 BL03393_cuf7
ortholog_889 g19149 BL97406_cuf4
ortholog_890 g19174 BL22046_cuf3
ortholog_891 g19175 BL09800_evm0
ortholog_892 g19177 BL16547_evm0
ortholog_893 g19182 BL12071_cuf0
ortholog_894 g19201 BL03631_evm0
ortholog_895 g19215 BL13580_cuf3
ortholog_896 g19294 BL89024_cuf0
ortholog_897 g19317 BL03171_evm5
ortholog_898 g19336 BL14213_cuf2
ortholog_899 g19339 BL03256_cuf3
ortholog_900 g19343 BL05489_evm6
ortholog_901 g19349 BL24564_evm0
ortholog_902 g19391 BL22758_evm1
ortholog_903 g19392 BL14784_evm0
ortholog_904 g19401 BL00775_cuf0
ortholog_905 g19403 BL17456_cuf3
ortholog_906 g19412 BL23692_cuf16
ortholog_907 g19414 BL02085_evm9
ortholog_908 g19419 BL24004_evm0
ortholog_909 g19437 BL20276_evm0
ortholog_910 g19439 BL15751_evm1
ortholog_911 g19441 BL18388_evm0
ortholog_912 g19444 BL09919_evm0
ortholog_913 g19485 BL19835_evm0
ortholog_914 g19533 BL07611_evm10
ortholog_915 g19534 BL12642_cuf1
ortholog_916 g19541 BL01089_cuf6
ortholog_917 g19550 BL05497_evm4
ortholog_918 g19551 BL02083_evm9
ortholog_919 g19601 BL19902_evm0
ortholog_920 g19606 BL96747_cuf23
ortholog_921 g19636 BL96202_cuf2
ortholog_922 g19654 BL01092_evm0
ortholog_923 g19706 BL05779_cuf0
ortholog_924 g19707 BL10287_cuf11
ortholog_925 g19714 BL10289_cuf12
ortholog_926 g19749 BL23275_cuf6
ortholog_927 g19790 BL13064_evm4
ortholog_928 g19798 BL21574_cuf3
ortholog_929 g19829 BL21790_cuf0
ortholog_930 g19891 BL21816_cuf1
ortholog_931 g19950 BL13071_cuf8
ortholog_932 g19986 BL21353_cuf2
ortholog_933 g19989 BL20736_evm0
ortholog_934 g19992 BL16934_evm0
ortholog_935 g20007 BL18547_cuf5
ortholog_936 g20039 BL12625_evm0
ortholog_937 g20046 BL21976_evm1
ortholog_938 g20115 BL00922_evm16
ortholog_939 g20119 BL06203_evm1
ortholog_940 g20143 BL81556_cuf0
ortholog_941 g20176 BL09258_evm0
ortholog_942 g20177 BL18079_evm0
ortholog_943 g20179 BL50605_cuf0
ortholog_944 g20196 BL16815_evm0
ortholog_945 g20271 BL02078_evm21
ortholog_946 g20273 BL05759_evm0
ortholog_947 g20275 BL04325_evm0
ortholog_948 g20278 BL12133_evm0
ortholog_949 g20283 BL00666_evm0
ortholog_950 g20289 BL19837_cuf0
ortholog_951 g20328 BL23923_evm0
ortholog_952 g20332 BL12261_evm3
ortholog_953 g20336 BL00563_evm0
ortholog_954 g20361 BL23738_evm0
ortholog_955 g20369 BL02874_evm0
ortholog_956 g20371 BL07110_evm0
ortholog_957 g20400 BL13861_cuf2
ortholog_958 g20447 BL03461_cuf6
ortholog_959 g20471 BL08485_cuf2
ortholog_960 g20499 BL12641_evm4
ortholog_961 g20512 BL05493_cuf4
ortholog_962 g20514 BL96113_evm1
ortholog_963 g20524 BL11414_evm1
ortholog_964 g20526 BL03847_cuf4
ortholog_965 g20529 BL10845_cuf18
ortholog_966 g20534 BL14873_cuf2
ortholog_967 g20542 BL06613_evm16
ortholog_968 g20562 BL16702_cuf8
ortholog_969 g20563 BL16233_evm0
ortholog_970 g20587 BL15043_evm9
ortholog_971 g20612 BL20738_evm0
ortholog_972 g20636 BL13640_cuf5
ortholog_973 g20710 BL61694_cuf0
ortholog_974 g20720 BL18449_evm2
ortholog_975 g20815 BL05973_cuf1
ortholog_976 g20901 BL74980_cuf3
ortholog_977 g20941 BL08109_evm0
ortholog_978 g20965 BL96140_evm9
ortholog_979 g20969 BL14289_evm1
ortholog_980 g21000 BL06205_evm15
ortholog_981 g21011 BL15815_cuf1
ortholog_982 g21067 BL05800_evm0
ortholog_983 g21171 BL13063_cuf11
ortholog_984 g21312 BL18298_cuf7
ortholog_985 g21333 BL12101_evm0
ortholog_986 g21385 BL10339_cuf2
ortholog_987 g21401 BL06537_evm0
ortholog_988 g21410 BL22809_cuf9
ortholog_989 g21450 BL02107_evm0
ortholog_990 g21487 BL15797_evm0
ortholog_991 g21495 BL17704_cuf0
ortholog_992 g21538 BL10821_evm3
ortholog_993 g21541 BL17513_cuf0
ortholog_994 g21551 BL16781_evm0
ortholog_995 g21557 BL20681_evm9
ortholog_996 g21597 BL14879_evm0
ortholog_997 g21622 BL10338_cuf11
ortholog_998 g21727 BL15909_cuf1
ortholog_999 g21733 BL02090_evm0
ortholog_1000 g21737 BL04304_cuf0
ortholog_1001 g21746 BL22895_cuf1
ortholog_1002 g21782 BL20637_cuf8
ortholog_1003 g21787 BL20638_evm0
ortholog_1004 g21795 BL07526_evm0
ortholog_1005 g21806 BL22480_evm0
ortholog_1006 g21812 BL03817_cuf4
ortholog_1007 g21817 BL03814_evm12
ortholog_1008 g21833 BL06275_evm0
ortholog_1009 g21838 BL17181_cuf1
ortholog_1010 g21912 BL97409_cuf13
ortholog_1011 g21913 BL11286_evm1
ortholog_1012 g21915 BL11283_evm0
ortholog_1013 g21947 BL17180_evm0
ortholog_1014 g21957 BL11295_cuf2
ortholog_1015 g22002 BL00131_evm24
ortholog_1016 g22028 BL95350_evm0
ortholog_1017 g22034 BL12646_evm5
ortholog_1018 g22047 BL10691_cuf14
ortholog_1019 g22074 BL96741_cuf21
ortholog_1020 g22080 BL06119_cuf6
ortholog_1021 g22081 BL96742_cuf49
ortholog_1022 g22084 BL20026_evm0
ortholog_1023 g22085 BL24789_cuf0
ortholog_1024 g22161 BL95599_evm1
ortholog_1025 g22186 BL21573_cuf0
ortholog_1026 g22254 BL31602_evm0
ortholog_1027 g22297 BL21991_cuf3
ortholog_1028 g22356 BL17174_evm3
ortholog_1029 g22357 BL10934_cuf1
ortholog_1030 g22378 BL01350_cuf20
ortholog_1031 g22384 BL21349_evm3
ortholog_1032 g22406 BL10426_evm4
ortholog_1033 g22492 BL50361_cuf0
ortholog_1034 g22513 BL95514_evm1
ortholog_1035 g22515 BL04526_cuf4
ortholog_1036 g22617 BL16583_cuf7
ortholog_1037 g22637 BL03372_evm0
ortholog_1038 g22690 BL24043_evm0
ortholog_1039 g22707 BL13698_evm5
ortholog_1040 g22708 BL01550_evm4
ortholog_1041 g22716 BL10427_cuf0
ortholog_1042 g22730 BL03561_evm0
ortholog_1043 g22739 BL23604_cuf2
ortholog_1044 g22749 BL24025_evm1
ortholog_1045 g22751 BL24775_evm0
ortholog_1046 g22752 BL24548_evm2
ortholog_1047 g22760 BL18626_evm1
ortholog_1048 g22763 BL30394_evm0
ortholog_1049 g22793 BL15970_cuf0
ortholog_1050 g22809 BL13329_cuf14
ortholog_1051 g22830 BL08584_cuf5
ortholog_1052 g22885 BL04309_cuf3
ortholog_1053 g23198 BL06533_evm0
ortholog_1054 g23279 BL11438_cuf3
ortholog_1055 g23292 BL20831_evm0
ortholog_1056 g23304 BL08377_evm4
ortholog_1057 g23315 BL14335_cuf3
ortholog_1058 g23328 BL12744_evm1
ortholog_1059 g23335 BL23990_cuf3
ortholog_1060 g23338 BL95301_evm0
ortholog_1061 g23350 BL15956_cuf1
ortholog_1062 g23361 BL10992_evm6
ortholog_1063 g23364 BL24051_evm3
ortholog_1064 g23369 BL29485_evm0
ortholog_1065 g23374 BL10305_evm0
ortholog_1066 g23383 BL18545_evm5
ortholog_1067 g23410 BL01547_evm5
ortholog_1068 g23415 BL21936_cuf1
ortholog_1069 g23421 BL08592_cuf3
ortholog_1070 g23462 BL05491_evm6
ortholog_1071 g23485 BL10237_evm7
ortholog_1072 g23511 BL24677_evm0
ortholog_1073 g23514 BL18922_cuf0
ortholog_1074 g23559 BL21154_evm0
ortholog_1075 g23564 BL17699_evm11
ortholog_1076 g23587 BL08591_cuf0
ortholog_1077 g23604 BL02204_cuf3
ortholog_1078 g23782 BL17265_evm1
ortholog_1079 g23964 BL16284_evm0
ortholog_1080 g23982 BL13879_cuf2
ortholog_1081 g24057 BL01528_evm0
ortholog_1082 g24106 BL06423_cuf1
ortholog_1083 g24624 BL14005_evm0
ortholog_1084 g24851 BL22772_cuf0
ortholog_1085 g24891 BL03435_evm0
ortholog_1086 g25042 BL25692_evm0
ortholog_1087 g25107 BL08207_evm0
ortholog_1088 g25145 BL29216_evm0
ortholog_1089 g25177 BL28836_evm0
ortholog_1090 g25197 BL05582_evm0
ortholog_1091 g25346 BL05202_cuf16
ortholog_1092 g25358 BL03735_evm0
ortholog_1093 g25384 BL24706_evm3
ortholog_1094 g25398 BL18375_evm0
ortholog_1095 g25401 BL00288_evm1
ortholog_1096 g25415 BL04168_evm0
ortholog_1097 g25421 BL06716_evm1
ortholog_1098 g25446 BL16419_cuf1
ortholog_1099 g25460 BL03761_cuf8
ortholog_1100 g25485 BL21185_evm0
ortholog_1101 g25506 BL13182_cuf4
ortholog_1102 g25540 BL19564_evm0
ortholog_1103 g25592 BL09890_cuf0
ortholog_1104 g25635 BL13448_evm0
ortholog_1105 g25647 BL15965_evm2
ortholog_1106 g25758 BL95852_evm1
ortholog_1107 g25759 BL06625_evm3
ortholog_1108 g25771 BL10619_cuf3
ortholog_1109 g25790 BL01422_evm5
ortholog_1110 g25814 BL08247_evm13
ortholog_1111 g25827 BL10542_evm0
ortholog_1112 g25836 BL11858_evm0
ortholog_1113 g25843 BL23020_evm0
ortholog_1114 g25852 BL96359_cuf3
ortholog_1115 g25896 BL23788_evm0
ortholog_1116 g25986 BL01643_evm0
ortholog_1117 g25992 BL24444_evm1
ortholog_1118 g25999 BL06060_cuf3
ortholog_1119 g26023 BL64306_cuf0
ortholog_1120 g26059 BL14112_evm0
ortholog_1121 g26072 BL17597_evm0
ortholog_1122 g26074 BL08244_cuf0
ortholog_1123 g26076 BL10216_cuf1
ortholog_1124 g26080 BL03274_cuf0
ortholog_1125 g26082 BL03109_cuf24
ortholog_1126 g26181 BL29615_evm0
ortholog_1127 g26193 BL10625_evm0
ortholog_1128 g26204 BL18161_evm0
ortholog_1129 g26209 BL00417_cuf4
ortholog_1130 g26215 BL20366_evm0
ortholog_1131 g26221 BL16152_evm0
ortholog_1132 g26255 BL96214_cuf3
ortholog_1133 g26257 BL16090_cuf9
ortholog_1134 g26276 BL11690_cuf15
ortholog_1135 g26300 BL02605_evm1
ortholog_1136 g26347 BL16971_evm0
ortholog_1137 g26349 BL21078_cuf2
ortholog_1138 g26361 BL14760_evm0
ortholog_1139 g26395 BL26638_evm0
ortholog_1140 g26433 BL10315_evm0
ortholog_1141 g26488 BL06925_evm1
ortholog_1142 g26497 BL15328_cuf4
ortholog_1143 g26499 BL22729_cuf2
ortholog_1144 g26500 BL10217_evm0
ortholog_1145 g26520 BL62663_cuf4
ortholog_1146 g26544 BL11716_cuf14
ortholog_1147 g26565 BL14392_evm4
ortholog_1148 g26585 BL18379_cuf0
ortholog_1149 g26624 BL39659_cuf0
ortholog_1150 g26629 BL06155_cuf1
ortholog_1151 g26639 BL09109_cuf15
ortholog_1152 g26646 BL07437_evm2
ortholog_1153 g26683 BL24704_evm18
ortholog_1154 g26690 BL07726_cuf5
ortholog_1155 g26711 BL28268_evm0
ortholog_1156 g26725 BL23647_evm4
ortholog_1157 g26864 BL11204_cuf0
ortholog_1158 g26866 BL03782_evm1
ortholog_1159 g26873 BL21369_cuf0
ortholog_1160 g26904 BL21146_cuf3
ortholog_1161 g26917 BL14597_evm0
ortholog_1162 g26947 BL23305_evm0
ortholog_1163 g26951 BL01417_evm13
ortholog_1164 g26967 BL01710_cuf3
ortholog_1165 g26988 BL39205_cuf0
ortholog_1166 g27061 BL17233_cuf12
ortholog_1167 g27063 BL07640_evm14
ortholog_1168 g27066 BL12816_cuf4
ortholog_1169 g27139 BL83370_cuf0
ortholog_1170 g27187 BL18890_evm0
ortholog_1171 g27251 BL10308_cuf27
ortholog_1172 g27272 BL20803_evm0
ortholog_1173 g27279 BL08136_cuf3
ortholog_1174 g27287 BL13801_evm4
ortholog_1175 g27301 BL00194_cuf2
ortholog_1176 g27309 BL07345_cuf1
ortholog_1177 g27328 BL09873_cuf4
ortholog_1178 g27352 BL02914_evm0
ortholog_1179 g27365 BL12043_cuf2
ortholog_1180 g27370 BL29000_evm0
ortholog_1181 g27373 BL06055_evm3
ortholog_1182 g27374 BL05409_evm0
ortholog_1183 g27387 BL02892_evm0
ortholog_1184 g27393 BL16804_cuf0
ortholog_1185 g27428 BL21596_evm0
ortholog_1186 g27431 BL21737_evm0
ortholog_1187 g27545 BL04967_cuf6
ortholog_1188 g27550 BL21919_cuf4
ortholog_1189 g27663 BL03794_evm29
ortholog_1190 g27690 BL89589_cuf0
ortholog_1191 g27697 BL95253_evm0
ortholog_1192 g27719 BL09500_evm4
ortholog_1193 g27732 BL09499_cuf4
ortholog_1194 g27769 BL12417_cuf2
ortholog_1195 g27783 BL16856_evm0
ortholog_1196 g27784 BL63604_cuf0
ortholog_1197 g27847 BL04253_evm0
ortholog_1198 g27908 BL02388_evm1
ortholog_1199 g27929 BL19626_evm7
ortholog_1200 g28118 BL09502_cuf2
ortholog_1201 g28145 BL13264_evm0
ortholog_1202 g28185 BL18659_cuf6
ortholog_1203 g28232 BL02603_evm0
ortholog_1204 g28238 BL20723_cuf3
ortholog_1205 g28251 BL20088_cuf1
ortholog_1206 g28255 BL14606_cuf0
ortholog_1207 g28274 BL07429_evm3
ortholog_1208 g28306 BL00292_evm1
ortholog_1209 g28311 BL07511_cuf2
ortholog_1210 g28313 BL23921_cuf1
ortholog_1211 g28345 BL05709_cuf1
ortholog_1212 g28378 BL11324_evm3
ortholog_1213 g28396 BL14210_cuf7
ortholog_1214 g28420 BL00667_cuf1
ortholog_1215 g28426 BL15964_cuf2
ortholog_1216 g28447 BL03788_cuf2
ortholog_1217 g28459 BL18875_evm30
ortholog_1218 g28489 BL01423_evm4
ortholog_1219 g28493 BL26082_evm0
ortholog_1220 g28526 BL17519_cuf2
ortholog_1221 g28585 BL17210_cuf7
ortholog_1222 g28595 BL11860_cuf0
ortholog_1223 g28601 BL18300_evm27
ortholog_1224 g28603 BL00321_evm0
ortholog_1225 g28662 BL18790_cuf2
ortholog_1226 g28665 BL19683_cuf10
ortholog_1227 g28755 BL25277_evm0
ortholog_1228 g28806 BL08018_evm30
ortholog_1229 g28814 BL79357_cuf0
ortholog_1230 g28859 BL09972_evm0
ortholog_1231 g28866 BL10312_cuf5
ortholog_1232 g28902 BL00196_evm0
ortholog_1233 g28947 BL10213_cuf20
ortholog_1234 g29050 BL95615_evm2
ortholog_1235 g29075 BL08859_cuf2
ortholog_1236 g29141 BL03783_evm0
ortholog_1237 g29143 BL13483_evm0
ortholog_1238 g29155 BL55841_cuf0
ortholog_1239 g29156 BL17697_evm0
ortholog_1240 g29161 BL08139_evm0
ortholog_1241 g29180 BL55108_cuf2
ortholog_1242 g29195 BL24700_evm6
ortholog_1243 g29223 BL21145_evm4
ortholog_1244 g29266 BL18094_evm1
ortholog_1245 g29285 BL09584_cuf1
ortholog_1246 g29363 BL00366_cuf13
ortholog_1247 g29399 BL16054_cuf5
ortholog_1248 g29506 BL20221_evm9
ortholog_1249 g29545 BL09582_evm3
ortholog_1250 g29556 BL09579_cuf0
ortholog_1251 g29580 BL05073_evm0
ortholog_1252 g29584 BL07627_evm0
ortholog_1253 g29590 BL04167_evm4
ortholog_1254 g29616 BL10993_cuf16
ortholog_1255 g29619 BL08241_cuf1
ortholog_1256 g29683 BL08133_cuf1
ortholog_1257 g29707 BL02217_cuf1
ortholog_1258 g29723 BL96262_cuf1
ortholog_1259 g29756 BL14756_evm0
ortholog_1260 g29762 BL09210_evm0
ortholog_1261 g29812 BL16053_evm0
ortholog_1262 g29815 BL13938_cuf5
ortholog_1263 g29846 BL96344_cuf6
ortholog_1264 g29851 BL24753_cuf0
ortholog_1265 g29853 BL96952_cuf1
ortholog_1266 g29854 BL20706_evm15
ortholog_1267 g29865 BL12204_evm0
ortholog_1268 g29871 BL21085_cuf3
ortholog_1269 g29883 BL15914_cuf9
ortholog_1270 g29926 BL19109_cuf3
ortholog_1271 g29992 BL17236_cuf4
ortholog_1272 g29997 BL23930_cuf5
ortholog_1273 g30001 BL17485_cuf5
ortholog_1274 g30008 BL08243_evm10
ortholog_1275 g30014 BL24567_cuf3
ortholog_1276 g30044 BL16235_evm5
ortholog_1277 g30069 BL05053_evm0
ortholog_1278 g30104 BL00953_cuf1
ortholog_1279 g30132 BL11720_evm0
ortholog_1280 g30175 BL10048_evm26
ortholog_1281 g30190 BL18165_cuf2
ortholog_1282 g30270 BL35133_cuf1
ortholog_1283 g30273 BL15104_evm0
ortholog_1284 g30277 BL17966_cuf2
ortholog_1285 g30378 BL02913_evm20
ortholog_1286 g30393 BL23927_evm1
ortholog_1287 g30401 BL02910_cuf3
ortholog_1288 g30430 BL95587_evm1
ortholog_1289 g30439 BL16975_evm0
ortholog_1290 g30476 BL09703_cuf4
ortholog_1291 g30483 BL02506_evm5
ortholog_1292 g30484 BL08825_evm3
ortholog_1293 g30493 BL21436_evm0
ortholog_1294 g30496 BL17433_evm0
ortholog_1295 g30497 BL05353_evm6
ortholog_1296 g30556 BL13031_evm0
ortholog_1297 g30562 BL19199_evm0
ortholog_1298 g30563 BL13515_evm5
ortholog_1299 g30568 BL02550_cuf0
ortholog_1300 g30574 BL20257_evm0
ortholog_1301 g30578 BL10214_evm3
ortholog_1302 g30585 BL13142_cuf11
ortholog_1303 g30611 BL18870_cuf15
ortholog_1304 g30615 BL09581_cuf8
ortholog_1305 g30633 BL01918_evm0
ortholog_1306 g30727 BL75441_cuf0
ortholog_1307 g30746 BL08739_cuf0
ortholog_1308 g30757 BL09547_evm0
ortholog_1309 g30760 BL21924_cuf11
ortholog_1310 g30791 BL16715_evm0
ortholog_1311 g30797 BL07626_cuf34
ortholog_1312 g30815 BL07521_cuf0
ortholog_1313 g30820 BL00324_cuf1
ortholog_1314 g30841 BL27603_evm0
ortholog_1315 g30943 BL02503_cuf20
ortholog_1316 g30962 BL20668_cuf0
ortholog_1317 g30987 BL15742_evm0
ortholog_1318 g31076 BL04212_evm1
ortholog_1319 g31093 BL06160_cuf2
ortholog_1320 g31174 BL15745_evm10
ortholog_1321 g31182 BL17728_cuf1
ortholog_1322 g31196 BL13789_evm0
ortholog_1323 g31199 BL80844_cuf0
ortholog_1324 g31257 BL21054_evm2
ortholog_1325 g31261 BL05020_cuf1
ortholog_1326 g31277 BL14206_cuf1
ortholog_1327 g31296 BL06201_evm0
ortholog_1328 g31317 BL00421_evm0
ortholog_1329 g31360 BL23298_cuf2
ortholog_1330 g31361 BL10679_evm0
ortholog_1331 g31424 BL21437_evm0
ortholog_1332 g31438 BL08937_evm3
ortholog_1333 g31451 BL10872_evm3
ortholog_1334 g31458 BL21923_evm0
ortholog_1335 g31462 BL00951_cuf2
ortholog_1336 g31464 BL00265_cuf0
ortholog_1337 g31466 BL07430_evm4
ortholog_1338 g31474 BL03405_evm0
ortholog_1339 g31475 BL02396_evm0
ortholog_1340 g31501 BL15961_cuf4
ortholog_1341 g31515 BL04393_evm3
ortholog_1342 g31516 BL11722_evm0
ortholog_1343 g31520 BL10307_evm0
ortholog_1344 g31534 BL06628_evm0
ortholog_1345 g31536 BL06627_evm0
ortholog_1346 g31545 BL11089_evm9
ortholog_1347 g31552 BL10995_evm0
ortholog_1348 g31582 BL02606_evm0
ortholog_1349 g31583 BL21141_cuf4
ortholog_1350 g31718 BL07870_cuf5
ortholog_1351 g31744 BL20467_evm0
ortholog_1352 g31754 BL15963_cuf4
