ortholog_1 gene-HOLleu_00014 BL21936
ortholog_583 gene-HOLleu_06536 BL20308
ortholog_584 gene-HOLleu_06541 BL28071
ortholog_585 gene-HOLleu_06542 BL27861
ortholog_586 gene-HOLleu_06545 BL16807
ortholog_587 gene-HOLleu_06548 BL16011
ortholog_588 gene-HOLleu_06550 BL24949
ortholog_589 gene-HOLleu_06557 BL04187
ortholog_590 gene-HOLleu_06559 BL27605
ortholog_591 gene-HOLleu_06561 BL27641
ortholog_592 gene-HOLleu_06570 BL27565
ortholog_593 gene-HOLleu_06584 BL27426
ortholog_594 gene-HOLleu_06586 BL12576
ortholog_595 gene-HOLleu_06589 BL03827
ortholog_596 gene-HOLleu_06590 BL27541
ortholog_597 gene-HOLleu_06594 BL28166
ortholog_598 gene-HOLleu_06598 BL28167
ortholog_599 gene-HOLleu_06606 BL27948
ortholog_600 gene-HOLleu_06610 BL27555
ortholog_601 gene-HOLleu_06614 BL27561
ortholog_602 gene-HOLleu_06616 BL27414
ortholog_603 gene-HOLleu_06617 BL27353
ortholog_604 gene-HOLleu_06622 BL07625
ortholog_605 gene-HOLleu_06623 BL09692
ortholog_606 gene-HOLleu_06629 BL09478
ortholog_607 gene-HOLleu_06644 BL09347
ortholog_608 gene-HOLleu_06647 BL09348
ortholog_609 gene-HOLleu_06648 BL23417
ortholog_610 gene-HOLleu_06649 BL09466
ortholog_611 gene-HOLleu_06651 BL20794
ortholog_612 gene-HOLleu_06653 BL27445
ortholog_613 gene-HOLleu_06655 BL26313
ortholog_614 gene-HOLleu_06658 BL19916
ortholog_615 gene-HOLleu_06661 BL27640
ortholog_616 gene-HOLleu_06665 BL28168
ortholog_617 gene-HOLleu_06673 BL27335
ortholog_618 gene-HOLleu_06680 BL27458
ortholog_619 gene-HOLleu_06681 BL13812
ortholog_620 gene-HOLleu_06690 BL16563
ortholog_621 gene-HOLleu_06692 BL27608
ortholog_622 gene-HOLleu_06693 BL27609
ortholog_623 gene-HOLleu_06695 BL27774
ortholog_624 gene-HOLleu_06700 BL27599
ortholog_625 gene-HOLleu_06701 BL27632
ortholog_626 gene-HOLleu_06706 BL27629
ortholog_627 gene-HOLleu_06713 BL11561
ortholog_628 gene-HOLleu_06714 BL19376
ortholog_629 gene-HOLleu_06721 BL09261
ortholog_630 gene-HOLleu_06722 BL21563
ortholog_631 gene-HOLleu_06744 BL27624
ortholog_632 gene-HOLleu_06745 BL11918
ortholog_633 gene-HOLleu_06746 BL27551
ortholog_634 gene-HOLleu_06749 BL27598
ortholog_635 gene-HOLleu_06750 BL16010
ortholog_636 gene-HOLleu_06755 BL18406
ortholog_637 gene-HOLleu_06756 BL12578
ortholog_638 gene-HOLleu_06759 BL18830
ortholog_639 gene-HOLleu_06767 BL28171
ortholog_640 gene-HOLleu_06769 BL28170
ortholog_641 gene-HOLleu_06781 BL27471
ortholog_642 gene-HOLleu_06788 BL09372
ortholog_643 gene-HOLleu_06792 BL28068
ortholog_644 gene-HOLleu_06801 BL27865
ortholog_645 gene-HOLleu_06806 BL27864
ortholog_646 gene-HOLleu_06809 BL25759
ortholog_647 gene-HOLleu_06810 BL04230
ortholog_648 gene-HOLleu_06814 BL27393
ortholog_649 gene-HOLleu_06816 BL27401
ortholog_650 gene-HOLleu_06818 BL11940
ortholog_651 gene-HOLleu_06819 BL11936
ortholog_652 gene-HOLleu_06830 BL12581
ortholog_653 gene-HOLleu_06831 BL01391
ortholog_654 gene-HOLleu_06834 BL02963
ortholog_655 gene-HOLleu_06835 BL18650
ortholog_656 gene-HOLleu_06837 BL12579
ortholog_657 gene-HOLleu_06838 BL09430
ortholog_658 gene-HOLleu_06842 BL27334
ortholog_659 gene-HOLleu_06843 BL09421
ortholog_660 gene-HOLleu_06844 BL09422
ortholog_661 gene-HOLleu_06845 BL09423
ortholog_662 gene-HOLleu_06848 BL27620
ortholog_663 gene-HOLleu_06853 BL09314
ortholog_664 gene-HOLleu_06854 BL27377
ortholog_665 gene-HOLleu_06855 BL27988
ortholog_666 gene-HOLleu_06859 BL28001
ortholog_667 gene-HOLleu_06860 BL28002
ortholog_668 gene-HOLleu_06866 BL11952
ortholog_669 gene-HOLleu_06867 BL18250
ortholog_670 gene-HOLleu_06870 BL27491
ortholog_671 gene-HOLleu_06894 BL27451
ortholog_672 gene-HOLleu_06895 BL09312
ortholog_673 gene-HOLleu_06900 BL02452
ortholog_674 gene-HOLleu_06903 BL21209
ortholog_675 gene-HOLleu_06904 BL27402
ortholog_676 gene-HOLleu_06905 BL27877
ortholog_677 gene-HOLleu_06908 BL27875
ortholog_678 gene-HOLleu_06909 BL27876
ortholog_679 gene-HOLleu_06914 BL28005
ortholog_680 gene-HOLleu_06915 BL17342
ortholog_681 gene-HOLleu_06926 BL04717
ortholog_682 gene-HOLleu_06933 BL12599
ortholog_683 gene-HOLleu_06945 BL28144
ortholog_684 gene-HOLleu_06946 BL28143
ortholog_685 gene-HOLleu_06948 BL27707
ortholog_686 gene-HOLleu_06951 BL12586
ortholog_687 gene-HOLleu_06953 BL16045
ortholog_688 gene-HOLleu_06976 BL10668
ortholog_689 gene-HOLleu_06978 BL28141
ortholog_690 gene-HOLleu_06979 BL01571
ortholog_691 gene-HOLleu_06980 BL01572
ortholog_692 gene-HOLleu_06981 BL08846
ortholog_693 gene-HOLleu_06983 BL21501
ortholog_694 gene-HOLleu_06989 BL27832
ortholog_695 gene-HOLleu_06990 BL27828
ortholog_696 gene-HOLleu_06995 BL27274
ortholog_697 gene-HOLleu_07001 BL28037
ortholog_698 gene-HOLleu_07009 BL09429
ortholog_699 gene-HOLleu_07015 BL27634
ortholog_700 gene-HOLleu_07023 BL01610
ortholog_701 gene-HOLleu_07027 BL01442
ortholog_702 gene-HOLleu_07036 BL01483
ortholog_703 gene-HOLleu_07042 BL01210
ortholog_704 gene-HOLleu_07048 BL01187
ortholog_705 gene-HOLleu_07049 BL22446
ortholog_706 gene-HOLleu_07053 BL01500
ortholog_707 gene-HOLleu_07054 BL01501
ortholog_708 gene-HOLleu_07055 BL01269
ortholog_709 gene-HOLleu_07056 BL01271
ortholog_710 gene-HOLleu_07057 BL01275
ortholog_711 gene-HOLleu_07059 BL01274
ortholog_712 gene-HOLleu_07060 BL01617
ortholog_713 gene-HOLleu_07067 BL00890
ortholog_714 gene-HOLleu_07069 BL01768
ortholog_715 gene-HOLleu_07075 BL00995
ortholog_716 gene-HOLleu_07077 BL01001
ortholog_717 gene-HOLleu_07078 BL01545
ortholog_718 gene-HOLleu_07079 BL01738
ortholog_719 gene-HOLleu_07082 BL01246
ortholog_720 gene-HOLleu_07083 BL01247
ortholog_721 gene-HOLleu_07084 BL01410
ortholog_722 gene-HOLleu_07087 BL21512
ortholog_723 gene-HOLleu_07091 BL14478
ortholog_724 gene-HOLleu_07092 BL01759
ortholog_725 gene-HOLleu_07098 BL01760
ortholog_726 gene-HOLleu_07105 BL01761
ortholog_727 gene-HOLleu_07106 BL01639
ortholog_728 gene-HOLleu_07108 BL01780
ortholog_729 gene-HOLleu_07109 BL01781
ortholog_730 gene-HOLleu_07113 BL00782
ortholog_731 gene-HOLleu_07117 BL14175
ortholog_732 gene-HOLleu_07149 BL01826
ortholog_733 gene-HOLleu_07153 BL14195
ortholog_734 gene-HOLleu_07154 BL01821
ortholog_735 gene-HOLleu_07161 BL01827
ortholog_736 gene-HOLleu_07164 BL01829
ortholog_737 gene-HOLleu_07166 BL01830
ortholog_738 gene-HOLleu_07167 BL13021
ortholog_739 gene-HOLleu_07171 BL01913
ortholog_740 gene-HOLleu_07175 BL01122
ortholog_741 gene-HOLleu_07177 BL22407
ortholog_742 gene-HOLleu_07178 BL01822
ortholog_743 gene-HOLleu_07179 BL01824
ortholog_744 gene-HOLleu_07192 BL01605
ortholog_745 gene-HOLleu_07193 BL24546
ortholog_746 gene-HOLleu_07194 BL01752
ortholog_747 gene-HOLleu_07195 BL01747
ortholog_748 gene-HOLleu_07198 BL01852
ortholog_749 gene-HOLleu_07203 BL01020
ortholog_750 gene-HOLleu_07204 BL01479
ortholog_751 gene-HOLleu_07205 BL01512
ortholog_752 gene-HOLleu_07212 BL22347
ortholog_753 gene-HOLleu_07216 BL01872
ortholog_754 gene-HOLleu_07218 BL12804
ortholog_755 gene-HOLleu_07222 BL16676
ortholog_756 gene-HOLleu_07223 BL00938
ortholog_757 gene-HOLleu_07225 BL01226
ortholog_758 gene-HOLleu_07226 BL01225
ortholog_759 gene-HOLleu_07228 BL01223
ortholog_760 gene-HOLleu_07232 BL01230
ortholog_761 gene-HOLleu_07235 BL00853
ortholog_762 gene-HOLleu_07236 BL00854
ortholog_763 gene-HOLleu_07238 BL01708
ortholog_764 gene-HOLleu_07257 BL25546
ortholog_765 gene-HOLleu_07260 BL00965
ortholog_766 gene-HOLleu_07262 BL01904
ortholog_767 gene-HOLleu_07263 BL08260
ortholog_768 gene-HOLleu_07264 BL01415
ortholog_769 gene-HOLleu_07268 BL01421
ortholog_770 gene-HOLleu_07269 BL01422
ortholog_771 gene-HOLleu_07274 BL13032
ortholog_772 gene-HOLleu_07280 BL01156
ortholog_773 gene-HOLleu_07285 BL16601
ortholog_774 gene-HOLleu_07286 BL25535
ortholog_775 gene-HOLleu_07294 BL25547
ortholog_776 gene-HOLleu_07296 BL14196
ortholog_777 gene-HOLleu_07298 BL22501
ortholog_778 gene-HOLleu_07300 BL00962
ortholog_779 gene-HOLleu_07301 BL00596
ortholog_780 gene-HOLleu_07305 BL00597
ortholog_781 gene-HOLleu_07308 BL01528
ortholog_782 gene-HOLleu_07313 BL01255
ortholog_783 gene-HOLleu_07315 BL01256
ortholog_784 gene-HOLleu_07316 BL01257
ortholog_785 gene-HOLleu_07318 BL01511
ortholog_786 gene-HOLleu_07319 BL14191
ortholog_787 gene-HOLleu_07321 BL14190
ortholog_788 gene-HOLleu_07322 BL14189
ortholog_789 gene-HOLleu_07324 BL01638
ortholog_790 gene-HOLleu_07325 BL14188
ortholog_791 gene-HOLleu_07326 BL27450
ortholog_792 gene-HOLleu_07329 BL00884
ortholog_793 gene-HOLleu_07334 BL01865
ortholog_794 gene-HOLleu_07341 BL25512
ortholog_795 gene-HOLleu_07342 BL01870
ortholog_796 gene-HOLleu_07346 BL26668
ortholog_797 gene-HOLleu_07349 BL06793
ortholog_798 gene-HOLleu_07354 BL25563
ortholog_799 gene-HOLleu_07357 BL13845
ortholog_800 gene-HOLleu_07359 BL01709
ortholog_801 gene-HOLleu_07361 BL01920
ortholog_802 gene-HOLleu_07365 BL20045
ortholog_803 gene-HOLleu_07366 BL14655
ortholog_804 gene-HOLleu_07374 BL00973
ortholog_805 gene-HOLleu_07381 BL01789
ortholog_806 gene-HOLleu_07384 BL01841
ortholog_807 gene-HOLleu_07391 BL01542
ortholog_808 gene-HOLleu_07392 BL01753
ortholog_809 gene-HOLleu_07394 BL01992
ortholog_810 gene-HOLleu_07395 BL20224
ortholog_811 gene-HOLleu_07400 BL01875
ortholog_812 gene-HOLleu_07401 BL01876
ortholog_813 gene-HOLleu_07402 BL14706
ortholog_814 gene-HOLleu_07405 BL01234
ortholog_815 gene-HOLleu_07406 BL06802
ortholog_816 gene-HOLleu_07407 BL06804
ortholog_817 gene-HOLleu_07408 BL14698
ortholog_818 gene-HOLleu_07410 BL11437
ortholog_819 gene-HOLleu_07416 BL22678
ortholog_820 gene-HOLleu_07420 BL11435
ortholog_821 gene-HOLleu_07421 BL01998
ortholog_822 gene-HOLleu_07423 BL01016
ortholog_823 gene-HOLleu_07426 BL01661
ortholog_824 gene-HOLleu_07427 BL01667
ortholog_825 gene-HOLleu_07430 BL01668
ortholog_826 gene-HOLleu_07432 BL01015
ortholog_827 gene-HOLleu_07446 BL17670
ortholog_828 gene-HOLleu_07460 BL01890
ortholog_829 gene-HOLleu_07463 BL01887
ortholog_830 gene-HOLleu_07465 BL01363
ortholog_831 gene-HOLleu_07467 BL01741
ortholog_832 gene-HOLleu_07468 BL06788
ortholog_833 gene-HOLleu_07484 BL17628
ortholog_834 gene-HOLleu_07485 BL01859
ortholog_835 gene-HOLleu_07486 BL01858
ortholog_836 gene-HOLleu_07487 BL03780
ortholog_837 gene-HOLleu_07496 BL01111
ortholog_838 gene-HOLleu_07498 BL06213
ortholog_839 gene-HOLleu_07503 BL24555
ortholog_840 gene-HOLleu_07507 BL24264
ortholog_841 gene-HOLleu_07521 BL01038
ortholog_842 gene-HOLleu_07530 BL01039
ortholog_843 gene-HOLleu_07536 BL01119
ortholog_844 gene-HOLleu_07539 BL01101
ortholog_845 gene-HOLleu_07547 BL00699
ortholog_846 gene-HOLleu_07560 BL14658
ortholog_847 gene-HOLleu_07568 BL00967
ortholog_848 gene-HOLleu_07569 BL01263
ortholog_849 gene-HOLleu_07571 BL12696
ortholog_850 gene-HOLleu_07573 BL01630
ortholog_851 gene-HOLleu_07575 BL01714
ortholog_852 gene-HOLleu_07577 BL00850
ortholog_853 gene-HOLleu_07584 BL15303
ortholog_854 gene-HOLleu_07589 BL01739
ortholog_855 gene-HOLleu_07590 BL01823
ortholog_856 gene-HOLleu_07591 BL25504
ortholog_857 gene-HOLleu_07598 BL25503
ortholog_858 gene-HOLleu_07602 BL01407
ortholog_859 gene-HOLleu_07605 BL01726
ortholog_860 gene-HOLleu_07607 BL01723
ortholog_861 gene-HOLleu_07608 BL00999
ortholog_862 gene-HOLleu_07612 BL00936
ortholog_863 gene-HOLleu_07628 BL01212
ortholog_864 gene-HOLleu_07635 BL01112
ortholog_865 gene-HOLleu_07647 BL22405
ortholog_866 gene-HOLleu_07648 BL00681
ortholog_867 gene-HOLleu_07651 BL01795
ortholog_868 gene-HOLleu_07652 BL24632
ortholog_869 gene-HOLleu_07654 BL24626
ortholog_870 gene-HOLleu_07655 BL00808
ortholog_871 gene-HOLleu_07656 BL01380
ortholog_872 gene-HOLleu_07657 BL01143
ortholog_873 gene-HOLleu_07658 BL01145
ortholog_874 gene-HOLleu_07680 BL14752
ortholog_875 gene-HOLleu_07692 BL05220
ortholog_876 gene-HOLleu_07694 BL01123
ortholog_877 gene-HOLleu_07698 BL01933
ortholog_878 gene-HOLleu_07699 BL01934
ortholog_879 gene-HOLleu_07704 BL01935
ortholog_880 gene-HOLleu_07708 BL00872
ortholog_881 gene-HOLleu_07710 BL00873
ortholog_882 gene-HOLleu_07711 BL01899
ortholog_883 gene-HOLleu_07719 BL21404
ortholog_884 gene-HOLleu_07723 BL01896
ortholog_885 gene-HOLleu_07724 BL01776
ortholog_886 gene-HOLleu_07727 BL19555
ortholog_887 gene-HOLleu_07735 BL08003
ortholog_888 gene-HOLleu_07736 BL01379
ortholog_889 gene-HOLleu_07741 BL00785
ortholog_890 gene-HOLleu_07743 BL22144
ortholog_891 gene-HOLleu_07744 BL01341
ortholog_892 gene-HOLleu_07745 BL25555
ortholog_893 gene-HOLleu_07746 BL01297
ortholog_894 gene-HOLleu_07777 BL26694
ortholog_895 gene-HOLleu_07784 BL03856
ortholog_896 gene-HOLleu_07785 BL16756
ortholog_897 gene-HOLleu_07787 BL01576
ortholog_898 gene-HOLleu_07792 BL00690
ortholog_899 gene-HOLleu_07793 BL00691
ortholog_900 gene-HOLleu_07796 BL01745
ortholog_901 gene-HOLleu_07797 BL01011
ortholog_902 gene-HOLleu_07798 BL08092
ortholog_903 gene-HOLleu_07802 BL05849
ortholog_904 gene-HOLleu_07827 BL24620
ortholog_905 gene-HOLleu_07844 BL16817
ortholog_906 gene-HOLleu_07845 BL11396
ortholog_907 gene-HOLleu_07857 BL01490
ortholog_908 gene-HOLleu_07860 BL06789
ortholog_909 gene-HOLleu_07862 BL01310
ortholog_910 gene-HOLleu_07864 BL12897
ortholog_911 gene-HOLleu_07865 BL01529
ortholog_912 gene-HOLleu_07872 BL00697
ortholog_913 gene-HOLleu_07875 BL01773
ortholog_914 gene-HOLleu_07880 BL00679
ortholog_915 gene-HOLleu_07881 BL26696
ortholog_916 gene-HOLleu_07887 BL01450
ortholog_917 gene-HOLleu_07888 BL25592
ortholog_918 gene-HOLleu_07889 BL25593
ortholog_919 gene-HOLleu_07890 BL07094
ortholog_920 gene-HOLleu_07894 BL01560
ortholog_921 gene-HOLleu_07897 BL01516
ortholog_922 gene-HOLleu_07899 BL00848
ortholog_923 gene-HOLleu_07900 BL01514
ortholog_924 gene-HOLleu_07901 BL01012
ortholog_925 gene-HOLleu_07919 BL01540
ortholog_926 gene-HOLleu_07924 BL00705
ortholog_927 gene-HOLleu_07937 BL14664
ortholog_928 gene-HOLleu_07941 BL08264
ortholog_929 gene-HOLleu_07942 BL22399
ortholog_930 gene-HOLleu_07944 BL01535
ortholog_931 gene-HOLleu_07946 BL00961
ortholog_932 gene-HOLleu_07948 BL00676
ortholog_933 gene-HOLleu_07949 BL27516
ortholog_934 gene-HOLleu_07950 BL01796
ortholog_935 gene-HOLleu_07955 BL27130
ortholog_936 gene-HOLleu_07956 BL26221
ortholog_937 gene-HOLleu_07958 BL00726
ortholog_938 gene-HOLleu_07962 BL01475
ortholog_939 gene-HOLleu_07965 BL22390
ortholog_940 gene-HOLleu_07966 BL14742
ortholog_941 gene-HOLleu_07968 BL14181
ortholog_942 gene-HOLleu_07969 BL01513
ortholog_943 gene-HOLleu_07972 BL14743
ortholog_944 gene-HOLleu_07976 BL25505
ortholog_945 gene-HOLleu_07977 BL24732
ortholog_946 gene-HOLleu_07978 BL00609
ortholog_947 gene-HOLleu_07980 BL01725
ortholog_948 gene-HOLleu_07982 BL00877
ortholog_949 gene-HOLleu_07983 BL01866
ortholog_950 gene-HOLleu_07989 BL25630
ortholog_951 gene-HOLleu_07997 BL00969
ortholog_952 gene-HOLleu_08000 BL02908
ortholog_953 gene-HOLleu_08001 BL01175
ortholog_954 gene-HOLleu_08011 BL14741
ortholog_955 gene-HOLleu_08013 BL22505
ortholog_956 gene-HOLleu_08014 BL22448
ortholog_957 gene-HOLleu_08019 BL22436
ortholog_958 gene-HOLleu_08021 BL22420
ortholog_959 gene-HOLleu_08022 BL14201
ortholog_960 gene-HOLleu_08026 BL06869
ortholog_961 gene-HOLleu_08030 BL00708
ortholog_962 gene-HOLleu_08031 BL01370
ortholog_963 gene-HOLleu_08032 BL01368
ortholog_964 gene-HOLleu_08033 BL13013
ortholog_965 gene-HOLleu_08040 BL00866
ortholog_966 gene-HOLleu_08041 BL01258
ortholog_967 gene-HOLleu_08042 BL22419
ortholog_968 gene-HOLleu_08047 BL01777
ortholog_969 gene-HOLleu_08050 BL01975
ortholog_970 gene-HOLleu_08064 BL00939
ortholog_971 gene-HOLleu_08065 BL14719
ortholog_972 gene-HOLleu_08067 BL14725
ortholog_973 gene-HOLleu_08069 BL01594
ortholog_974 gene-HOLleu_08071 BL01309
ortholog_975 gene-HOLleu_08072 BL01433
ortholog_976 gene-HOLleu_08073 BL14678
ortholog_977 gene-HOLleu_08074 BL00863
ortholog_978 gene-HOLleu_08080 BL01937
ortholog_979 gene-HOLleu_08082 BL22387
ortholog_980 gene-HOLleu_08087 BL01349
ortholog_981 gene-HOLleu_08089 BL14662
ortholog_982 gene-HOLleu_08090 BL22403
ortholog_983 gene-HOLleu_08096 BL01456
ortholog_984 gene-HOLleu_08097 BL00775
ortholog_985 gene-HOLleu_08103 BL01732
ortholog_986 gene-HOLleu_08104 BL01733
ortholog_987 gene-HOLleu_08105 BL01633
ortholog_988 gene-HOLleu_08106 BL01632
ortholog_989 gene-HOLleu_08107 BL01366
ortholog_990 gene-HOLleu_08119 BL08279
ortholog_991 gene-HOLleu_08125 BL01099
ortholog_992 gene-HOLleu_08126 BL01219
ortholog_993 gene-HOLleu_08135 BL01604
ortholog_994 gene-HOLleu_08137 BL14694
ortholog_995 gene-HOLleu_08148 BL01994
ortholog_996 gene-HOLleu_08151 BL01993
ortholog_997 gene-HOLleu_08154 BL01045
ortholog_998 gene-HOLleu_08155 BL01833
ortholog_999 gene-HOLleu_08156 BL01839
ortholog_1000 gene-HOLleu_08161 BL00935
ortholog_1001 gene-HOLleu_08165 BL14704
ortholog_1002 gene-HOLleu_08167 BL07742
ortholog_1003 gene-HOLleu_08174 BL19238
ortholog_1004 gene-HOLleu_08175 BL19048
ortholog_1005 gene-HOLleu_08181 BL00874
ortholog_1006 gene-HOLleu_08185 BL14185
ortholog_1007 gene-HOLleu_08186 BL00675
ortholog_1008 gene-HOLleu_08187 BL00674
ortholog_1009 gene-HOLleu_08188 BL00876
ortholog_1010 gene-HOLleu_08190 BL12703
ortholog_1011 gene-HOLleu_08192 BL12723
ortholog_1012 gene-HOLleu_08201 BL17236
ortholog_1013 gene-HOLleu_08207 BL24847
ortholog_1014 gene-HOLleu_08208 BL01362
ortholog_1015 gene-HOLleu_08209 BL02555
ortholog_1016 gene-HOLleu_08217 BL09069
ortholog_1017 gene-HOLleu_08218 BL07527
ortholog_1018 gene-HOLleu_08219 BL00607
ortholog_1019 gene-HOLleu_08237 BL25552
ortholog_1020 gene-HOLleu_08238 BL25550
ortholog_1021 gene-HOLleu_08240 BL00685
ortholog_1022 gene-HOLleu_08243 BL01103
ortholog_1023 gene-HOLleu_08247 BL01799
ortholog_1024 gene-HOLleu_08249 BL23166
ortholog_1025 gene-HOLleu_08250 BL23155
ortholog_1026 gene-HOLleu_08255 BL00378
ortholog_1027 gene-HOLleu_08257 BL01245
ortholog_1028 gene-HOLleu_08263 BL14676
ortholog_1029 gene-HOLleu_08264 BL14677
ortholog_1030 gene-HOLleu_08271 BL16377
ortholog_1031 gene-HOLleu_08273 BL01848
ortholog_1032 gene-HOLleu_08274 BL01840
ortholog_1033 gene-HOLleu_08278 BL09498
ortholog_1034 gene-HOLleu_08279 BL01817
ortholog_1035 gene-HOLleu_08281 BL14697
ortholog_1036 gene-HOLleu_08282 BL14695
ortholog_1037 gene-HOLleu_08283 BL01597
ortholog_1038 gene-HOLleu_08285 BL01244
ortholog_1039 gene-HOLleu_08286 BL01707
ortholog_1040 gene-HOLleu_08289 BL04675
ortholog_1041 gene-HOLleu_08291 BL01849
ortholog_1042 gene-HOLleu_08292 BL22427
ortholog_1043 gene-HOLleu_08294 BL22429
ortholog_1044 gene-HOLleu_08299 BL00612
ortholog_1045 gene-HOLleu_08300 BL01193
ortholog_1046 gene-HOLleu_08304 BL01582
ortholog_1047 gene-HOLleu_08306 BL12887
ortholog_1048 gene-HOLleu_08308 BL08133
ortholog_1049 gene-HOLleu_08309 BL25668
ortholog_1050 gene-HOLleu_08313 BL01914
ortholog_1051 gene-HOLleu_08318 BL02778
ortholog_1052 gene-HOLleu_08319 BL01149
ortholog_1053 gene-HOLleu_08321 BL01395
ortholog_1054 gene-HOLleu_08323 BL07014
ortholog_1055 gene-HOLleu_08326 BL07338
ortholog_1056 gene-HOLleu_08329 BL01360
ortholog_1057 gene-HOLleu_08330 BL01359
ortholog_1058 gene-HOLleu_08331 BL22485
ortholog_1059 gene-HOLleu_08332 BL22487
ortholog_1060 gene-HOLleu_08335 BL13930
ortholog_1061 gene-HOLleu_08336 BL01447
ortholog_1062 gene-HOLleu_08337 BL01816
ortholog_1063 gene-HOLleu_08342 BL01301
ortholog_1064 gene-HOLleu_08346 BL02899
ortholog_1065 gene-HOLleu_08353 BL25543
ortholog_1066 gene-HOLleu_08354 BL25544
ortholog_1067 gene-HOLleu_08359 BL14670
ortholog_1068 gene-HOLleu_08361 BL09782
ortholog_1069 gene-HOLleu_08364 BL01756
ortholog_1070 gene-HOLleu_08368 BL01264
ortholog_1071 gene-HOLleu_08372 BL00648
ortholog_1072 gene-HOLleu_08373 BL00937
ortholog_1073 gene-HOLleu_08374 BL01629
ortholog_1074 gene-HOLleu_08380 BL01329
ortholog_1075 gene-HOLleu_08384 BL25507
ortholog_1076 gene-HOLleu_08389 BL01304
ortholog_1077 gene-HOLleu_08390 BL01300
ortholog_1078 gene-HOLleu_08395 BL01365
ortholog_1079 gene-HOLleu_08400 BL14661
ortholog_1080 gene-HOLleu_08405 BL06800
ortholog_1081 gene-HOLleu_08408 BL01847
ortholog_1082 gene-HOLleu_08409 BL01377
ortholog_1083 gene-HOLleu_08417 BL04439
ortholog_1084 gene-HOLleu_08423 BL06783
ortholog_1085 gene-HOLleu_08424 BL06782
ortholog_1086 gene-HOLleu_08431 BL01010
ortholog_1087 gene-HOLleu_08434 BL26198
ortholog_1088 gene-HOLleu_08436 BL01320
ortholog_1089 gene-HOLleu_08439 BL01710
ortholog_1090 gene-HOLleu_08440 BL01712
ortholog_1091 gene-HOLleu_08447 BL01343
ortholog_1092 gene-HOLleu_08448 BL01344
ortholog_1093 gene-HOLleu_08449 BL01652
ortholog_1094 gene-HOLleu_08451 BL14696
ortholog_1095 gene-HOLleu_08458 BL14651
ortholog_1096 gene-HOLleu_08459 BL27457
ortholog_1097 gene-HOLleu_08465 BL01504
ortholog_1098 gene-HOLleu_08473 BL01347
ortholog_1099 gene-HOLleu_08480 BL01346
ortholog_1100 gene-HOLleu_08495 BL25565
ortholog_1101 gene-HOLleu_08496 BL25567
ortholog_1102 gene-HOLleu_08497 BL01121
ortholog_1103 gene-HOLleu_08499 BL14653
ortholog_1104 gene-HOLleu_08500 BL14652
ortholog_1105 gene-HOLleu_08502 BL01327
ortholog_1106 gene-HOLleu_08503 BL01303
ortholog_1107 gene-HOLleu_08504 BL00974
ortholog_1108 gene-HOLleu_08506 BL23827
ortholog_1109 gene-HOLleu_08509 BL00976
ortholog_1110 gene-HOLleu_08514 BL00977
ortholog_1111 gene-HOLleu_08515 BL00979
ortholog_1112 gene-HOLleu_08516 BL25560
ortholog_1113 gene-HOLleu_08517 BL01007
ortholog_1114 gene-HOLleu_08522 BL21759
ortholog_1115 gene-HOLleu_08523 BL22346
ortholog_1116 gene-HOLleu_08526 BL14601
ortholog_1117 gene-HOLleu_08527 BL01600
ortholog_1118 gene-HOLleu_08528 BL01601
ortholog_1119 gene-HOLleu_08551 BL22341
ortholog_1120 gene-HOLleu_08560 BL01828
ortholog_1121 gene-HOLleu_08563 BL18391
ortholog_1122 gene-HOLleu_08566 BL01454
ortholog_1123 gene-HOLleu_08570 BL00929
ortholog_1124 gene-HOLleu_08572 BL20900
ortholog_1125 gene-HOLleu_08580 BL01694
ortholog_1126 gene-HOLleu_08581 BL01577
ortholog_1127 gene-HOLleu_08582 BL14187
ortholog_1128 gene-HOLleu_08587 BL01047
ortholog_1129 gene-HOLleu_08593 BL01030
ortholog_1130 gene-HOLleu_08598 BL00654
ortholog_1131 gene-HOLleu_08602 BL01307
ortholog_1132 gene-HOLleu_08606 BL01348
ortholog_1133 gene-HOLleu_08613 BL25511
ortholog_1134 gene-HOLleu_08622 BL23502
ortholog_1135 gene-HOLleu_08627 BL00983
ortholog_1136 gene-HOLleu_08630 BL00875
ortholog_1137 gene-HOLleu_08636 BL00608
ortholog_1138 gene-HOLleu_08641 BL00998
ortholog_1139 gene-HOLleu_08642 BL01328
ortholog_1140 gene-HOLleu_08644 BL14712
ortholog_1141 gene-HOLleu_08645 BL07112
ortholog_1142 gene-HOLleu_08646 BL01331
ortholog_1143 gene-HOLleu_08647 BL01207
ortholog_1144 gene-HOLleu_08652 BL01053
ortholog_1145 gene-HOLleu_08653 BL01052
ortholog_1146 gene-HOLleu_08654 BL01049
ortholog_1147 gene-HOLleu_08656 BL01050
ortholog_1148 gene-HOLleu_08660 BL01318
ortholog_1149 gene-HOLleu_08664 BL01317
ortholog_1150 gene-HOLleu_08666 BL01312
ortholog_1151 gene-HOLleu_08671 BL01621
ortholog_1152 gene-HOLleu_08675 BL22398
ortholog_1153 gene-HOLleu_08676 BL12995
