ortholog_1 g178 gene-HOLleu_44920
ortholog_609 g15628 gene-HOLleu_29935
ortholog_610 g15655 gene-HOLleu_30468
ortholog_611 g15677 gene-HOLleu_30745
ortholog_612 g15693 gene-HOLleu_31168
ortholog_613 g15705 gene-HOLleu_30746
ortholog_614 g15711 gene-HOLleu_30747
ortholog_615 g15715 gene-HOLleu_21859
ortholog_616 g15719 gene-HOLleu_21568
ortholog_617 g15739 gene-HOLleu_40499
ortholog_618 g15740 gene-HOLleu_06711
ortholog_619 g15745 gene-HOLleu_37018
ortholog_620 g15798 gene-HOLleu_26359
ortholog_621 g15804 gene-HOLleu_20146
ortholog_622 g15811 gene-HOLleu_20468
ortholog_623 g15857 gene-HOLleu_11710
ortholog_624 g15875 gene-HOLleu_30192
ortholog_625 g15901 gene-HOLleu_30856
ortholog_626 g15906 gene-HOLleu_30945
ortholog_627 g15929 gene-HOLleu_01401
ortholog_628 g15980 gene-HOLleu_30402
ortholog_629 g16026 gene-HOLleu_41174
ortholog_630 g16035 gene-HOLleu_29840
ortholog_631 g16098 gene-HOLleu_30075
ortholog_632 g16113 gene-HOLleu_30670
ortholog_633 g16146 gene-HOLleu_34980
ortholog_634 g16230 gene-HOLleu_15739
ortholog_635 g16231 gene-HOLleu_02070
ortholog_636 g16233 gene-HOLleu_32848
ortholog_637 g16235 gene-HOLleu_31144
ortholog_638 g16242 gene-HOLleu_29990
ortholog_639 g16286 gene-HOLleu_04172
ortholog_640 g16291 gene-HOLleu_31589
ortholog_641 g16329 gene-HOLleu_30751
ortholog_642 g16363 gene-HOLleu_30886
ortholog_643 g16378 gene-HOLleu_32894
ortholog_644 g16382 gene-HOLleu_30092
ortholog_645 g16397 gene-HOLleu_30274
ortholog_646 g16408 gene-HOLleu_30137
ortholog_647 g16430 gene-HOLleu_30136
ortholog_648 g16479 gene-HOLleu_30724
ortholog_649 g16501 gene-HOLleu_30765
ortholog_650 g16537 gene-HOLleu_30081
ortholog_651 g16542 gene-HOLleu_31116
ortholog_652 g16546 gene-HOLleu_43534
ortholog_653 g16547 gene-HOLleu_44823
ortholog_654 g16560 gene-HOLleu_30112
ortholog_655 g16563 gene-HOLleu_30480
ortholog_656 g16571 gene-HOLleu_30617
ortholog_657 g16613 gene-HOLleu_21740
ortholog_658 g16655 gene-HOLleu_30488
ortholog_659 g16656 gene-HOLleu_20356
ortholog_660 g16674 gene-HOLleu_30440
ortholog_661 g16752 gene-HOLleu_30368
ortholog_662 g16762 gene-HOLleu_12037
ortholog_663 g16821 gene-HOLleu_31166
ortholog_664 g16830 gene-HOLleu_31165
ortholog_665 g16926 gene-HOLleu_26865
ortholog_666 g16951 gene-HOLleu_30456
ortholog_667 g16952 gene-HOLleu_30457
ortholog_668 g16996 gene-HOLleu_37947
ortholog_669 g17027 gene-HOLleu_30814
ortholog_670 g17053 gene-HOLleu_30379
ortholog_671 g17067 gene-HOLleu_29878
ortholog_672 g17069 gene-HOLleu_30887
ortholog_673 g17302 gene-HOLleu_30684
ortholog_674 g17314 gene-HOLleu_27102
ortholog_675 g17335 gene-HOLleu_25432
ortholog_676 g17336 gene-HOLleu_30264
ortholog_677 g17357 gene-HOLleu_30560
ortholog_678 g17365 gene-HOLleu_17906
ortholog_679 g17378 gene-HOLleu_31032
ortholog_680 g17384 gene-HOLleu_30484
ortholog_681 g17387 gene-HOLleu_30267
ortholog_682 g17390 gene-HOLleu_30405
ortholog_683 g17440 gene-HOLleu_30360
ortholog_684 g17449 gene-HOLleu_30438
ortholog_685 g17451 gene-HOLleu_29767
ortholog_686 g17456 gene-HOLleu_30359
ortholog_687 g17497 gene-HOLleu_39297
ortholog_688 g17515 gene-HOLleu_03300
ortholog_689 g17572 gene-HOLleu_30241
ortholog_690 g17596 gene-HOLleu_30965
ortholog_691 g17615 gene-HOLleu_30659
ortholog_692 g17620 gene-HOLleu_31075
ortholog_693 g17645 gene-HOLleu_30773
ortholog_694 g17648 gene-HOLleu_30783
ortholog_695 g17653 gene-HOLleu_30559
ortholog_696 g17657 gene-HOLleu_31071
ortholog_697 g17667 gene-HOLleu_31070
ortholog_698 g17671 gene-HOLleu_30767
ortholog_699 g17684 gene-HOLleu_30770
ortholog_700 g17721 gene-HOLleu_30242
ortholog_701 g17731 gene-HOLleu_30834
ortholog_702 g17746 gene-HOLleu_31118
ortholog_703 g17751 gene-HOLleu_06691
ortholog_704 g17755 gene-HOLleu_29867
ortholog_705 g17767 gene-HOLleu_35306
ortholog_706 g17771 gene-HOLleu_29570
ortholog_707 g17783 gene-HOLleu_28596
ortholog_708 g17786 gene-HOLleu_29933
ortholog_709 g17818 gene-HOLleu_30275
ortholog_710 g17852 gene-HOLleu_30120
ortholog_711 g17860 gene-HOLleu_30377
ortholog_712 g17895 gene-HOLleu_08940
ortholog_713 g17919 gene-HOLleu_30329
ortholog_714 g17921 gene-HOLleu_30871
ortholog_715 g17927 gene-HOLleu_30869
ortholog_716 g17930 gene-HOLleu_30932
ortholog_717 g18057 gene-HOLleu_29747
ortholog_718 g18073 gene-HOLleu_15102
ortholog_719 g18080 gene-HOLleu_30500
ortholog_720 g18086 gene-HOLleu_30882
ortholog_721 g18142 gene-HOLleu_30960
ortholog_722 g18203 gene-HOLleu_18097
ortholog_723 g18218 gene-HOLleu_30134
ortholog_724 g18238 gene-HOLleu_30906
ortholog_725 g18241 gene-HOLleu_31186
ortholog_726 g18245 gene-HOLleu_31086
ortholog_727 g18273 gene-HOLleu_29735
ortholog_728 g18292 gene-HOLleu_29284
ortholog_729 g18361 gene-HOLleu_29958
ortholog_730 g18375 gene-HOLleu_43533
ortholog_731 g18378 gene-HOLleu_30159
ortholog_732 g18381 gene-HOLleu_30203
ortholog_733 g18412 gene-HOLleu_30448
ortholog_734 g18416 gene-HOLleu_30449
ortholog_735 g18464 gene-HOLleu_06714
ortholog_736 g18525 gene-HOLleu_31170
ortholog_737 g18585 gene-HOLleu_24705
ortholog_738 g18612 gene-HOLleu_30138
ortholog_739 g18657 gene-HOLleu_41052
ortholog_740 g18674 gene-HOLleu_31031
ortholog_741 g18699 gene-HOLleu_30592
ortholog_742 g18702 gene-HOLleu_29961
ortholog_743 g18711 gene-HOLleu_35189
ortholog_744 g18719 gene-HOLleu_31060
ortholog_745 g18725 gene-HOLleu_30542
ortholog_746 g18736 gene-HOLleu_20631
ortholog_747 g18740 gene-HOLleu_30540
ortholog_748 g18791 gene-HOLleu_30324
ortholog_749 g18792 gene-HOLleu_30858
ortholog_750 g18797 gene-HOLleu_12155
ortholog_751 g18812 gene-HOLleu_26995
ortholog_752 g18857 gene-HOLleu_26534
ortholog_753 g18860 gene-HOLleu_31035
ortholog_754 g18938 gene-HOLleu_30539
ortholog_755 g18963 gene-HOLleu_30710
ortholog_756 g18971 gene-HOLleu_30689
ortholog_757 g18989 gene-HOLleu_30839
ortholog_758 g19016 gene-HOLleu_30826
ortholog_759 g19019 gene-HOLleu_30252
ortholog_760 g19028 gene-HOLleu_31117
ortholog_761 g19050 gene-HOLleu_15945
ortholog_762 g19054 gene-HOLleu_30503
ortholog_763 g19059 gene-HOLleu_30851
ortholog_764 g19149 gene-HOLleu_29790
ortholog_765 g19177 gene-HOLleu_11210
ortholog_766 g19204 gene-HOLleu_01021
ortholog_767 g19217 gene-HOLleu_36408
ortholog_768 g19236 gene-HOLleu_15822
ortholog_769 g19317 gene-HOLleu_16258
ortholog_770 g19318 gene-HOLleu_30343
ortholog_771 g19334 gene-HOLleu_31063
ortholog_772 g19343 gene-HOLleu_30338
ortholog_773 g19349 gene-HOLleu_30353
ortholog_774 g19391 gene-HOLleu_30238
ortholog_775 g19392 gene-HOLleu_31141
ortholog_776 g19412 gene-HOLleu_30445
ortholog_777 g19414 gene-HOLleu_30002
ortholog_778 g19419 gene-HOLleu_29890
ortholog_779 g19444 gene-HOLleu_29982
ortholog_780 g19482 gene-HOLleu_29900
ortholog_781 g19485 gene-HOLleu_21911
ortholog_782 g19533 gene-HOLleu_30239
ortholog_783 g19534 gene-HOLleu_30333
ortholog_784 g19545 gene-HOLleu_11681
ortholog_785 g19547 gene-HOLleu_29944
ortholog_786 g19550 gene-HOLleu_29943
ortholog_787 g19551 gene-HOLleu_30102
ortholog_788 g19601 gene-HOLleu_30315
ortholog_789 g19606 gene-HOLleu_29967
ortholog_790 g19636 gene-HOLleu_23841
ortholog_791 g19654 gene-HOLleu_31158
ortholog_792 g19667 gene-HOLleu_34486
ortholog_793 g19706 gene-HOLleu_30974
ortholog_794 g19714 gene-HOLleu_30977
ortholog_795 g19749 gene-HOLleu_29919
ortholog_796 g19752 gene-HOLleu_29922
ortholog_797 g19791 gene-HOLleu_31013
ortholog_798 g19798 gene-HOLleu_30507
ortholog_799 g19820 gene-HOLleu_31194
ortholog_800 g19829 gene-HOLleu_30520
ortholog_801 g19895 gene-HOLleu_06899
ortholog_802 g19908 gene-HOLleu_01114
ortholog_803 g19950 gene-HOLleu_30020
ortholog_804 g19968 gene-HOLleu_01558
ortholog_805 g19986 gene-HOLleu_30816
ortholog_806 g19989 gene-HOLleu_30465
ortholog_807 g20053 gene-HOLleu_30381
ortholog_808 g20115 gene-HOLleu_33836
ortholog_809 g20120 gene-HOLleu_30543
ortholog_810 g20126 gene-HOLleu_30404
ortholog_811 g20177 gene-HOLleu_30766
ortholog_812 g20179 gene-HOLleu_18177
ortholog_813 g20193 gene-HOLleu_08009
ortholog_814 g20196 gene-HOLleu_15914
ortholog_815 g20271 gene-HOLleu_30337
ortholog_816 g20273 gene-HOLleu_30591
ortholog_817 g20275 gene-HOLleu_45030
ortholog_818 g20277 gene-HOLleu_45281
ortholog_819 g20283 gene-HOLleu_30410
ortholog_820 g20289 gene-HOLleu_30651
ortholog_821 g20336 gene-HOLleu_32033
ortholog_822 g20352 gene-HOLleu_30878
ortholog_823 g20356 gene-HOLleu_25523
ortholog_824 g20361 gene-HOLleu_35373
ortholog_825 g20371 gene-HOLleu_30358
ortholog_826 g20372 gene-HOLleu_30344
ortholog_827 g20394 gene-HOLleu_30422
ortholog_828 g20400 gene-HOLleu_30424
ortholog_829 g20435 gene-HOLleu_30711
ortholog_830 g20447 gene-HOLleu_29849
ortholog_831 g20471 gene-HOLleu_29951
ortholog_832 g20495 gene-HOLleu_31020
ortholog_833 g20503 gene-HOLleu_06545
ortholog_834 g20504 gene-HOLleu_30790
ortholog_835 g20510 gene-HOLleu_30018
ortholog_836 g20514 gene-HOLleu_40084
ortholog_837 g20524 gene-HOLleu_37081
ortholog_838 g20528 gene-HOLleu_06265
ortholog_839 g20529 gene-HOLleu_30375
ortholog_840 g20534 gene-HOLleu_29997
ortholog_841 g20542 gene-HOLleu_30151
ortholog_842 g20562 gene-HOLleu_30972
ortholog_843 g20563 gene-HOLleu_04054
ortholog_844 g20587 gene-HOLleu_30752
ortholog_845 g20634 gene-HOLleu_29857
ortholog_846 g20636 gene-HOLleu_24803
ortholog_847 g20653 gene-HOLleu_30835
ortholog_848 g20815 gene-HOLleu_30262
ortholog_849 g20965 gene-HOLleu_29938
ortholog_850 g20969 gene-HOLleu_30627
ortholog_851 g20977 gene-HOLleu_31027
ortholog_852 g21011 gene-HOLleu_30510
ortholog_853 g21034 gene-HOLleu_13159
ortholog_854 g21161 gene-HOLleu_29984
ortholog_855 g21171 gene-HOLleu_31188
ortholog_856 g21190 gene-HOLleu_31875
ortholog_857 g21325 gene-HOLleu_30209
ortholog_858 g21331 gene-HOLleu_30815
ortholog_859 g21384 gene-HOLleu_23354
ortholog_860 g21385 gene-HOLleu_30171
ortholog_861 g21387 gene-HOLleu_28871
ortholog_862 g21410 gene-HOLleu_29803
ortholog_863 g21418 gene-HOLleu_30118
ortholog_864 g21450 gene-HOLleu_09607
ortholog_865 g21488 gene-HOLleu_18178
ortholog_866 g21495 gene-HOLleu_28293
ortholog_867 g21509 gene-HOLleu_29467
ortholog_868 g21513 gene-HOLleu_04850
ortholog_869 g21538 gene-HOLleu_30096
ortholog_870 g21544 gene-HOLleu_30097
ortholog_871 g21557 gene-HOLleu_30099
ortholog_872 g21597 gene-HOLleu_29998
ortholog_873 g21617 gene-HOLleu_30693
ortholog_874 g21628 gene-HOLleu_30695
ortholog_875 g21647 gene-HOLleu_25365
ortholog_876 g21785 gene-HOLleu_35376
ortholog_877 g21802 gene-HOLleu_31140
ortholog_878 g21812 gene-HOLleu_31011
ortholog_879 g21825 gene-HOLleu_22955
ortholog_880 g21826 gene-HOLleu_27588
ortholog_881 g21833 gene-HOLleu_31001
ortholog_882 g21838 gene-HOLleu_31077
ortholog_883 g21913 gene-HOLleu_30111
ortholog_884 g21915 gene-HOLleu_30964
ortholog_885 g21947 gene-HOLleu_30408
ortholog_886 g21957 gene-HOLleu_30918
ortholog_887 g22002 gene-HOLleu_30450
ortholog_888 g22026 gene-HOLleu_01331
ortholog_889 g22034 gene-HOLleu_30551
ortholog_890 g22045 gene-HOLleu_13412
ortholog_891 g22053 gene-HOLleu_17483
ortholog_892 g22081 gene-HOLleu_30998
ortholog_893 g22111 gene-HOLleu_40479
ortholog_894 g22132 gene-HOLleu_30999
ortholog_895 g22182 gene-HOLleu_30361
ortholog_896 g22254 gene-HOLleu_11369
ortholog_897 g22297 gene-HOLleu_01691
ortholog_898 g22357 gene-HOLleu_30658
ortholog_899 g22375 gene-HOLleu_30646
ortholog_900 g22384 gene-HOLleu_30978
ortholog_901 g22406 gene-HOLleu_30129
ortholog_902 g22499 gene-HOLleu_32874
ortholog_903 g22515 gene-HOLleu_30425
ortholog_904 g22526 gene-HOLleu_30428
ortholog_905 g22626 gene-HOLleu_30645
ortholog_906 g22628 gene-HOLleu_08597
ortholog_907 g22633 gene-HOLleu_31097
ortholog_908 g22682 gene-HOLleu_30946
ortholog_909 g22707 gene-HOLleu_31192
ortholog_910 g22708 gene-HOLleu_30145
ortholog_911 g22716 gene-HOLleu_31036
ortholog_912 g22721 gene-HOLleu_30235
ortholog_913 g22739 gene-HOLleu_31121
ortholog_914 g22751 gene-HOLleu_30828
ortholog_915 g22809 gene-HOLleu_31043
ortholog_916 g22830 gene-HOLleu_30161
ortholog_917 g22862 gene-HOLleu_17701
ortholog_918 g22908 gene-HOLleu_26957
ortholog_919 g23117 gene-HOLleu_26430
ortholog_920 g23198 gene-HOLleu_03790
ortholog_921 g23277 gene-HOLleu_30922
ortholog_922 g23292 gene-HOLleu_16265
ortholog_923 g23315 gene-HOLleu_30557
ortholog_924 g23317 gene-HOLleu_30558
ortholog_925 g23332 gene-HOLleu_10442
ortholog_926 g23335 gene-HOLleu_30364
ortholog_927 g23338 gene-HOLleu_30497
ortholog_928 g23352 gene-HOLleu_30100
ortholog_929 g23361 gene-HOLleu_17536
ortholog_930 g23364 gene-HOLleu_29966
ortholog_931 g23374 gene-HOLleu_18179
ortholog_932 g23383 gene-HOLleu_06834
ortholog_933 g23410 gene-HOLleu_21068
ortholog_934 g23415 gene-HOLleu_30546
ortholog_935 g23423 gene-HOLleu_29969
ortholog_936 g23465 gene-HOLleu_30919
ortholog_937 g23485 gene-HOLleu_29842
ortholog_938 g23511 gene-HOLleu_30347
ortholog_939 g23523 gene-HOLleu_03001
ortholog_940 g23564 gene-HOLleu_30982
ortholog_941 g23569 gene-HOLleu_41225
ortholog_942 g23589 gene-HOLleu_30166
ortholog_943 g23604 gene-HOLleu_30690
ortholog_944 g23624 gene-HOLleu_10158
ortholog_945 g23627 gene-HOLleu_01252
ortholog_946 g23709 gene-HOLleu_10939
ortholog_947 g23928 gene-HOLleu_17995
ortholog_948 g23948 gene-HOLleu_14841
ortholog_949 g23964 gene-HOLleu_19380
ortholog_950 g23982 gene-HOLleu_41011
ortholog_951 g24180 gene-HOLleu_17050
ortholog_952 g24294 gene-HOLleu_31634
ortholog_953 g24356 gene-HOLleu_27789
ortholog_954 g24570 gene-HOLleu_38465
ortholog_955 g24851 gene-HOLleu_09824
ortholog_956 g24891 gene-HOLleu_19640
ortholog_957 g25144 gene-HOLleu_28807
ortholog_958 g25266 gene-HOLleu_35400
ortholog_959 g25357 gene-HOLleu_34536
ortholog_960 g25364 gene-HOLleu_34537
ortholog_961 g25398 gene-HOLleu_34581
ortholog_962 g25401 gene-HOLleu_35490
ortholog_963 g25421 gene-HOLleu_35488
ortholog_964 g25446 gene-HOLleu_35483
ortholog_965 g25480 gene-HOLleu_01322
ortholog_966 g25485 gene-HOLleu_12107
ortholog_967 g25506 gene-HOLleu_34365
ortholog_968 g25511 gene-HOLleu_34662
ortholog_969 g25520 gene-HOLleu_36572
ortholog_970 g25586 gene-HOLleu_38992
ortholog_971 g25635 gene-HOLleu_09097
ortholog_972 g25647 gene-HOLleu_34554
ortholog_973 g25686 gene-HOLleu_24404
ortholog_974 g25746 gene-HOLleu_40415
ortholog_975 g25758 gene-HOLleu_07217
ortholog_976 g25759 gene-HOLleu_34770
ortholog_977 g25771 gene-HOLleu_41585
ortholog_978 g25790 gene-HOLleu_39938
ortholog_979 g25813 gene-HOLleu_35276
ortholog_980 g25818 gene-HOLleu_45133
ortholog_981 g25827 gene-HOLleu_34839
ortholog_982 g25836 gene-HOLleu_35350
ortholog_983 g25843 gene-HOLleu_34903
ortholog_984 g25861 gene-HOLleu_07955
ortholog_985 g25894 gene-HOLleu_35222
ortholog_986 g25940 gene-HOLleu_00423
ortholog_987 g25992 gene-HOLleu_35083
ortholog_988 g26023 gene-HOLleu_34771
ortholog_989 g26072 gene-HOLleu_35465
ortholog_990 g26074 gene-HOLleu_35464
ortholog_991 g26076 gene-HOLleu_34826
ortholog_992 g26080 gene-HOLleu_22441
ortholog_993 g26082 gene-HOLleu_34780
ortholog_994 g26181 gene-HOLleu_18603
ortholog_995 g26193 gene-HOLleu_07483
ortholog_996 g26257 gene-HOLleu_18399
ortholog_997 g26298 gene-HOLleu_34528
ortholog_998 g26300 gene-HOLleu_34265
ortholog_999 g26344 gene-HOLleu_07166
ortholog_1000 g26349 gene-HOLleu_34736
ortholog_1001 g26361 gene-HOLleu_35193
ortholog_1002 g26364 gene-HOLleu_35251
ortholog_1003 g26433 gene-HOLleu_29204
ortholog_1004 g26488 gene-HOLleu_34928
ortholog_1005 g26497 gene-HOLleu_35223
ortholog_1006 g26499 gene-HOLleu_35441
ortholog_1007 g26500 gene-HOLleu_34417
ortholog_1008 g26520 gene-HOLleu_34769
ortholog_1009 g26544 gene-HOLleu_35473
ortholog_1010 g26587 gene-HOLleu_34465
ortholog_1011 g26629 gene-HOLleu_35343
ortholog_1012 g26646 gene-HOLleu_35450
ortholog_1013 g26683 gene-HOLleu_08190
ortholog_1014 g26688 gene-HOLleu_34616
ortholog_1015 g26723 gene-HOLleu_34550
ortholog_1016 g26738 gene-HOLleu_34705
ortholog_1017 g26866 gene-HOLleu_35084
ortholog_1018 g26883 gene-HOLleu_21369
ortholog_1019 g26904 gene-HOLleu_35334
ortholog_1020 g26914 gene-HOLleu_34244
ortholog_1021 g26917 gene-HOLleu_34258
ortholog_1022 g26927 gene-HOLleu_35474
ortholog_1023 g26947 gene-HOLleu_22406
ortholog_1024 g26951 gene-HOLleu_34386
ortholog_1025 g26968 gene-HOLleu_21366
ortholog_1026 g26988 gene-HOLleu_35369
ortholog_1027 g27063 gene-HOLleu_35169
ortholog_1028 g27066 gene-HOLleu_34517
ortholog_1029 g27116 gene-HOLleu_43082
ortholog_1030 g27120 gene-HOLleu_01702
ortholog_1031 g27187 gene-HOLleu_35170
ortholog_1032 g27279 gene-HOLleu_34855
ortholog_1033 g27287 gene-HOLleu_34854
ortholog_1034 g27309 gene-HOLleu_34266
ortholog_1035 g27330 gene-HOLleu_35495
ortholog_1036 g27352 gene-HOLleu_35301
ortholog_1037 g27373 gene-HOLleu_34759
ortholog_1038 g27374 gene-HOLleu_34811
ortholog_1039 g27391 gene-HOLleu_28351
ortholog_1040 g27393 gene-HOLleu_28767
ortholog_1041 g27395 gene-HOLleu_28515
ortholog_1042 g27429 gene-HOLleu_14096
ortholog_1043 g27437 gene-HOLleu_35168
ortholog_1044 g27550 gene-HOLleu_34837
ortholog_1045 g27624 gene-HOLleu_35120
ortholog_1046 g27663 gene-HOLleu_35506
ortholog_1047 g27690 gene-HOLleu_34744
ortholog_1048 g27713 gene-HOLleu_34369
ortholog_1049 g27719 gene-HOLleu_34327
ortholog_1050 g27724 gene-HOLleu_34974
ortholog_1051 g27740 gene-HOLleu_30585
ortholog_1052 g27847 gene-HOLleu_10238
ortholog_1053 g27905 gene-HOLleu_28153
ortholog_1054 g27908 gene-HOLleu_13436
ortholog_1055 g28048 gene-HOLleu_18433
ortholog_1056 g28053 gene-HOLleu_26327
ortholog_1057 g28068 gene-HOLleu_10554
ortholog_1058 g28118 gene-HOLleu_34997
ortholog_1059 g28145 gene-HOLleu_34449
ortholog_1060 g28187 gene-HOLleu_35481
ortholog_1061 g28233 gene-HOLleu_06381
ortholog_1062 g28238 gene-HOLleu_39591
ortholog_1063 g28274 gene-HOLleu_34319
ortholog_1064 g28291 gene-HOLleu_34318
ortholog_1065 g28302 gene-HOLleu_34313
ortholog_1066 g28306 gene-HOLleu_34310
ortholog_1067 g28313 gene-HOLleu_17096
ortholog_1068 g28345 gene-HOLleu_34896
ortholog_1069 g28378 gene-HOLleu_18230
ortholog_1070 g28396 gene-HOLleu_08137
ortholog_1071 g28423 gene-HOLleu_41082
ortholog_1072 g28426 gene-HOLleu_34400
ortholog_1073 g28430 gene-HOLleu_13952
ortholog_1074 g28439 gene-HOLleu_34852
ortholog_1075 g28465 gene-HOLleu_34374
ortholog_1076 g28493 gene-HOLleu_34845
ortholog_1077 g28501 gene-HOLleu_38395
ortholog_1078 g28566 gene-HOLleu_35434
ortholog_1079 g28595 gene-HOLleu_34971
ortholog_1080 g28601 gene-HOLleu_35036
ortholog_1081 g28603 gene-HOLleu_35282
ortholog_1082 g28665 gene-HOLleu_34510
ortholog_1083 g28678 gene-HOLleu_13582
ortholog_1084 g28806 gene-HOLleu_40064
ortholog_1085 g28814 gene-HOLleu_01257
ortholog_1086 g28825 gene-HOLleu_44330
ortholog_1087 g28902 gene-HOLleu_34582
ortholog_1088 g28947 gene-HOLleu_28486
ortholog_1089 g29050 gene-HOLleu_20722
ortholog_1090 g29075 gene-HOLleu_34943
ortholog_1091 g29086 gene-HOLleu_27052
ortholog_1092 g29141 gene-HOLleu_34322
ortholog_1093 g29155 gene-HOLleu_34326
ortholog_1094 g29156 gene-HOLleu_34324
ortholog_1095 g29161 gene-HOLleu_34815
ortholog_1096 g29178 gene-HOLleu_29828
ortholog_1097 g29195 gene-HOLleu_34463
ortholog_1098 g29223 gene-HOLleu_35076
ortholog_1099 g29266 gene-HOLleu_38666
ortholog_1100 g29302 gene-HOLleu_41840
ortholog_1101 g29368 gene-HOLleu_34363
ortholog_1102 g29399 gene-HOLleu_34794
ortholog_1103 g29443 gene-HOLleu_09770
ortholog_1104 g29545 gene-HOLleu_35215
ortholog_1105 g29556 gene-HOLleu_35214
ortholog_1106 g29573 gene-HOLleu_35212
ortholog_1107 g29584 gene-HOLleu_35042
ortholog_1108 g29620 gene-HOLleu_34998
ortholog_1109 g29723 gene-HOLleu_15841
ortholog_1110 g29756 gene-HOLleu_35278
ortholog_1111 g29812 gene-HOLleu_35409
ortholog_1112 g29846 gene-HOLleu_23403
ortholog_1113 g29852 gene-HOLleu_37412
ortholog_1114 g29865 gene-HOLleu_35467
ortholog_1115 g29992 gene-HOLleu_34972
ortholog_1116 g29997 gene-HOLleu_35034
ortholog_1117 g30001 gene-HOLleu_35516
ortholog_1118 g30012 gene-HOLleu_34623
ortholog_1119 g30044 gene-HOLleu_34725
ortholog_1120 g30069 gene-HOLleu_35280
ortholog_1121 g30104 gene-HOLleu_34456
ortholog_1122 g30132 gene-HOLleu_34584
ortholog_1123 g30175 gene-HOLleu_25448
ortholog_1124 g30176 gene-HOLleu_33698
ortholog_1125 g30190 gene-HOLleu_34704
ortholog_1126 g30277 gene-HOLleu_16124
ortholog_1127 g30378 gene-HOLleu_34849
ortholog_1128 g30397 gene-HOLleu_34848
ortholog_1129 g30430 gene-HOLleu_34331
ortholog_1130 g30439 gene-HOLleu_34709
ortholog_1131 g30445 gene-HOLleu_41537
ortholog_1132 g30476 gene-HOLleu_13279
ortholog_1133 g30480 gene-HOLleu_35275
ortholog_1134 g30484 gene-HOLleu_31237
ortholog_1135 g30493 gene-HOLleu_35051
ortholog_1136 g30562 gene-HOLleu_31911
ortholog_1137 g30563 gene-HOLleu_35033
ortholog_1138 g30578 gene-HOLleu_35504
ortholog_1139 g30585 gene-HOLleu_34594
ortholog_1140 g30605 gene-HOLleu_34262
ortholog_1141 g30611 gene-HOLleu_34666
ortholog_1142 g30615 gene-HOLleu_34301
ortholog_1143 g30636 gene-HOLleu_34344
ortholog_1144 g30692 gene-HOLleu_41920
ortholog_1145 g30727 gene-HOLleu_28433
ortholog_1146 g30757 gene-HOLleu_35079
ortholog_1147 g30762 gene-HOLleu_34396
ortholog_1148 g30790 gene-HOLleu_41987
ortholog_1149 g30791 gene-HOLleu_34573
ortholog_1150 g30795 gene-HOLleu_34745
ortholog_1151 g30820 gene-HOLleu_31088
ortholog_1152 g30943 gene-HOLleu_35119
ortholog_1153 g30962 gene-HOLleu_30003
ortholog_1154 g30964 gene-HOLleu_34801
ortholog_1155 g30978 gene-HOLleu_35391
ortholog_1156 g31093 gene-HOLleu_34509
ortholog_1157 g31114 gene-HOLleu_27911
ortholog_1158 g31199 gene-HOLleu_34389
ortholog_1159 g31201 gene-HOLleu_36848
ortholog_1160 g31213 gene-HOLleu_00255
ortholog_1161 g31257 gene-HOLleu_35471
ortholog_1162 g31260 gene-HOLleu_35470
ortholog_1163 g31277 gene-HOLleu_34996
ortholog_1164 g31296 gene-HOLleu_35188
ortholog_1165 g31337 gene-HOLleu_03389
ortholog_1166 g31360 gene-HOLleu_34706
ortholog_1167 g31424 gene-HOLleu_34853
ortholog_1168 g31438 gene-HOLleu_08192
ortholog_1169 g31451 gene-HOLleu_34437
ortholog_1170 g31458 gene-HOLleu_34714
ortholog_1171 g31466 gene-HOLleu_34827
ortholog_1172 g31473 gene-HOLleu_34261
ortholog_1173 g31475 gene-HOLleu_35128
ortholog_1174 g31501 gene-HOLleu_34547
ortholog_1175 g31512 gene-HOLleu_34511
ortholog_1176 g31516 gene-HOLleu_34583
ortholog_1177 g31520 gene-HOLleu_34376
ortholog_1178 g31534 gene-HOLleu_34475
ortholog_1179 g31535 gene-HOLleu_34467
ortholog_1180 g31536 gene-HOLleu_35090
ortholog_1181 g31545 gene-HOLleu_34985
ortholog_1182 g31552 gene-HOLleu_35349
ortholog_1183 g31582 gene-HOLleu_34739
ortholog_1184 g31583 gene-HOLleu_35411
ortholog_1185 g31585 gene-HOLleu_35410
ortholog_1186 g31718 gene-HOLleu_35024
ortholog_1187 g31742 gene-HOLleu_34620
ortholog_1188 g31754 gene-HOLleu_35058
ortholog_1189 g31774 gene-HOLleu_34491
ortholog_1190 g31810 gene-HOLleu_34716
ortholog_1191 g31836 gene-HOLleu_05717
ortholog_1192 g31851 gene-HOLleu_35359
ortholog_1193 g31867 gene-HOLleu_34701
