ortholog_1 Parliv_PL00053 gene-HOLleu_28958
ortholog_482 Parliv_PL00124 gene-HOLleu_28633
ortholog_483 Parliv_PL00204 gene-HOLleu_20551
ortholog_484 Parliv_PL01909 gene-HOLleu_28636
ortholog_485 Parliv_PL01525 gene-HOLleu_28975
ortholog_486 Parliv_PL00662 gene-HOLleu_28974
ortholog_487 Parliv_PL00945 gene-HOLleu_29001
ortholog_488 Parliv_PL01533 gene-HOLleu_29118
ortholog_489 Parliv_PL00225 gene-HOLleu_00678
ortholog_490 Parliv_PL01927 gene-HOLleu_08639
ortholog_491 Parliv_PL01933 gene-HOLleu_23617
ortholog_492 Parliv_PL01946 gene-HOLleu_25872
ortholog_493 Parliv_PL01941 gene-HOLleu_28041
ortholog_494 Parliv_PL01943 gene-HOLleu_26306
ortholog_495 Parliv_PL01955 gene-HOLleu_05414
ortholog_496 Parliv_PL01956 gene-HOLleu_09356
ortholog_497 Parliv_PL01965 gene-HOLleu_02744
ortholog_498 Parliv_PL03324 gene-HOLleu_36563
ortholog_499 Parliv_PL03093 gene-HOLleu_23073
ortholog_500 Parliv_PL02542 gene-HOLleu_20380
ortholog_501 Parliv_PL03417 gene-HOLleu_15049
ortholog_502 Parliv_PL03582 gene-HOLleu_14295
ortholog_503 Parliv_PL03144 gene-HOLleu_08941
ortholog_504 Parliv_PL03125 gene-HOLleu_15268
ortholog_505 Parliv_PL03958 gene-HOLleu_15269
ortholog_506 Parliv_PL02872 gene-HOLleu_14745
ortholog_507 Parliv_PL03440 gene-HOLleu_15034
ortholog_508 Parliv_PL02430 gene-HOLleu_13907
ortholog_509 Parliv_PL03560 gene-HOLleu_15096
ortholog_510 Parliv_PL02426 gene-HOLleu_14255
ortholog_511 Parliv_PL03383 gene-HOLleu_14254
ortholog_512 Parliv_PL02557 gene-HOLleu_14587
ortholog_513 Parliv_PL03049 gene-HOLleu_13696
ortholog_514 Parliv_PL03628 gene-HOLleu_14498
ortholog_515 Parliv_PL02467 gene-HOLleu_14499
ortholog_516 Parliv_PL02213 gene-HOLleu_23110
ortholog_517 Parliv_PL02443 gene-HOLleu_15142
ortholog_518 Parliv_PL02278 gene-HOLleu_15141
ortholog_519 Parliv_PL03217 gene-HOLleu_15408
ortholog_520 Parliv_PL02504 gene-HOLleu_23838
ortholog_521 Parliv_PL02892 gene-HOLleu_15406
ortholog_522 Parliv_PL02909 gene-HOLleu_43780
ortholog_523 Parliv_PL02577 gene-HOLleu_13986
ortholog_524 Parliv_PL03495 gene-HOLleu_15014
ortholog_525 Parliv_PL02317 gene-HOLleu_15016
ortholog_526 Parliv_PL03518 gene-HOLleu_14440
ortholog_527 Parliv_PL03004 gene-HOLleu_13796
ortholog_528 Parliv_PL02019 gene-HOLleu_14447
ortholog_529 Parliv_PL02079 gene-HOLleu_14860
ortholog_530 Parliv_PL02539 gene-HOLleu_19232
ortholog_531 Parliv_PL02405 gene-HOLleu_14590
ortholog_532 Parliv_PL03486 gene-HOLleu_14289
ortholog_533 Parliv_PL02206 gene-HOLleu_14834
ortholog_534 Parliv_PL02797 gene-HOLleu_14832
ortholog_535 Parliv_PL03027 gene-HOLleu_13738
ortholog_536 Parliv_PL03682 gene-HOLleu_09172
ortholog_537 Parliv_PL03584 gene-HOLleu_14613
ortholog_538 Parliv_PL02615 gene-HOLleu_00035
ortholog_539 Parliv_PL03876 gene-HOLleu_15392
ortholog_540 Parliv_PL03956 gene-HOLleu_14794
ortholog_541 Parliv_PL03710 gene-HOLleu_14795
ortholog_542 Parliv_PL03545 gene-HOLleu_14797
ortholog_543 Parliv_PL02352 gene-HOLleu_14882
ortholog_544 Parliv_PL02320 gene-HOLleu_31451
ortholog_545 Parliv_PL03273 gene-HOLleu_01843
ortholog_546 Parliv_PL02651 gene-HOLleu_13776
ortholog_547 Parliv_PL03371 gene-HOLleu_20128
ortholog_548 Parliv_PL03638 gene-HOLleu_15280
ortholog_549 Parliv_PL03907 gene-HOLleu_15271
ortholog_550 Parliv_PL03979 gene-HOLleu_14983
ortholog_551 Parliv_PL02156 gene-HOLleu_14283
ortholog_552 Parliv_PL03363 gene-HOLleu_13790
ortholog_553 Parliv_PL02822 gene-HOLleu_15192
ortholog_554 Parliv_PL02165 gene-HOLleu_15020
ortholog_555 Parliv_PL04022 gene-HOLleu_14479
ortholog_556 Parliv_PL03006 gene-HOLleu_15216
ortholog_557 Parliv_PL03976 gene-HOLleu_15172
ortholog_558 Parliv_PL02691 gene-HOLleu_14606
ortholog_559 Parliv_PL03768 gene-HOLleu_14901
ortholog_560 Parliv_PL03480 gene-HOLleu_14134
ortholog_561 Parliv_PL02918 gene-HOLleu_13387
ortholog_562 Parliv_PL02480 gene-HOLleu_15040
ortholog_563 Parliv_PL03992 gene-HOLleu_14791
ortholog_564 Parliv_PL03196 gene-HOLleu_14788
ortholog_565 Parliv_PL03346 gene-HOLleu_14977
ortholog_566 Parliv_PL02908 gene-HOLleu_14976
ortholog_567 Parliv_PL02069 gene-HOLleu_14975
ortholog_568 Parliv_PL02369 gene-HOLleu_14824
ortholog_569 Parliv_PL03729 gene-HOLleu_45099
ortholog_570 Parliv_PL03220 gene-HOLleu_15393
ortholog_571 Parliv_PL02196 gene-HOLleu_28269
ortholog_572 Parliv_PL02991 gene-HOLleu_28428
ortholog_573 Parliv_PL02993 gene-HOLleu_04033
ortholog_574 Parliv_PL03413 gene-HOLleu_14698
ortholog_575 Parliv_PL02399 gene-HOLleu_14492
ortholog_576 Parliv_PL03695 gene-HOLleu_14493
ortholog_577 Parliv_PL02218 gene-HOLleu_14490
ortholog_578 Parliv_PL02277 gene-HOLleu_13836
ortholog_579 Parliv_PL02217 gene-HOLleu_14904
ortholog_580 Parliv_PL02388 gene-HOLleu_14810
ortholog_581 Parliv_PL02258 gene-HOLleu_14813
ortholog_582 Parliv_PL02845 gene-HOLleu_14892
ortholog_583 Parliv_PL02104 gene-HOLleu_14793
ortholog_584 Parliv_PL03661 gene-HOLleu_15176
ortholog_585 Parliv_PL03236 gene-HOLleu_13691
ortholog_586 Parliv_PL02471 gene-HOLleu_12448
ortholog_587 Parliv_PL04007 gene-HOLleu_14573
ortholog_588 Parliv_PL03517 gene-HOLleu_15166
ortholog_589 Parliv_PL03272 gene-HOLleu_15407
ortholog_590 Parliv_PL03107 gene-HOLleu_13937
ortholog_591 Parliv_PL03711 gene-HOLleu_09945
ortholog_592 Parliv_PL03914 gene-HOLleu_14398
ortholog_593 Parliv_PL02397 gene-HOLleu_43437
ortholog_594 Parliv_PL03166 gene-HOLleu_14221
ortholog_595 Parliv_PL03723 gene-HOLleu_36280
ortholog_596 Parliv_PL02960 gene-HOLleu_15116
ortholog_597 Parliv_PL03504 gene-HOLleu_14293
ortholog_598 Parliv_PL02409 gene-HOLleu_06492
ortholog_599 Parliv_PL02868 gene-HOLleu_06200
ortholog_600 Parliv_PL03642 gene-HOLleu_06517
ortholog_601 Parliv_PL03664 gene-HOLleu_14091
ortholog_602 Parliv_PL02967 gene-HOLleu_15498
ortholog_603 Parliv_PL03443 gene-HOLleu_14948
ortholog_604 Parliv_PL03421 gene-HOLleu_14947
ortholog_605 Parliv_PL02885 gene-HOLleu_14106
ortholog_606 Parliv_PL03631 gene-HOLleu_14108
ortholog_607 Parliv_PL02605 gene-HOLleu_14807
ortholog_608 Parliv_PL02660 gene-HOLleu_14836
ortholog_609 Parliv_PL02708 gene-HOLleu_14387
ortholog_610 Parliv_PL02088 gene-HOLleu_15322
ortholog_611 Parliv_PL03877 gene-HOLleu_04909
ortholog_612 Parliv_PL03708 gene-HOLleu_25761
ortholog_613 Parliv_PL02982 gene-HOLleu_14456
ortholog_614 Parliv_PL03893 gene-HOLleu_13739
ortholog_615 Parliv_PL03771 gene-HOLleu_08271
ortholog_616 Parliv_PL03264 gene-HOLleu_05078
ortholog_617 Parliv_PL02870 gene-HOLleu_14386
ortholog_618 Parliv_PL03538 gene-HOLleu_14256
ortholog_619 Parliv_PL03226 gene-HOLleu_37565
ortholog_620 Parliv_PL04013 gene-HOLleu_14581
ortholog_621 Parliv_PL03279 gene-HOLleu_14609
ortholog_622 Parliv_PL02599 gene-HOLleu_14610
ortholog_623 Parliv_PL02621 gene-HOLleu_14583
ortholog_624 Parliv_PL03752 gene-HOLleu_15426
ortholog_625 Parliv_PL03034 gene-HOLleu_14491
ortholog_626 Parliv_PL03025 gene-HOLleu_14602
ortholog_627 Parliv_PL02301 gene-HOLleu_14686
ortholog_628 Parliv_PL03436 gene-HOLleu_14688
ortholog_629 Parliv_PL02556 gene-HOLleu_14603
ortholog_630 Parliv_PL03396 gene-HOLleu_14604
ortholog_631 Parliv_PL03606 gene-HOLleu_14305
ortholog_632 Parliv_PL03111 gene-HOLleu_14306
ortholog_633 Parliv_PL03520 gene-HOLleu_14309
ortholog_634 Parliv_PL02537 gene-HOLleu_14762
ortholog_635 Parliv_PL03469 gene-HOLleu_14735
ortholog_636 Parliv_PL03201 gene-HOLleu_13747
ortholog_637 Parliv_PL04002 gene-HOLleu_14341
ortholog_638 Parliv_PL02761 gene-HOLleu_30675
ortholog_639 Parliv_PL02461 gene-HOLleu_18937
ortholog_640 Parliv_PL04026 gene-HOLleu_14310
ortholog_641 Parliv_PL03177 gene-HOLleu_24310
ortholog_642 Parliv_PL03489 gene-HOLleu_14135
ortholog_643 Parliv_PL03957 gene-HOLleu_13876
ortholog_644 Parliv_PL02003 gene-HOLleu_14187
ortholog_645 Parliv_PL02455 gene-HOLleu_14922
ortholog_646 Parliv_PL02715 gene-HOLleu_14503
ortholog_647 Parliv_PL03428 gene-HOLleu_14507
ortholog_648 Parliv_PL02533 gene-HOLleu_15328
ortholog_649 Parliv_PL03542 gene-HOLleu_14792
ortholog_650 Parliv_PL02515 gene-HOLleu_13860
ortholog_651 Parliv_PL02418 gene-HOLleu_43452
ortholog_652 Parliv_PL03720 gene-HOLleu_39531
ortholog_653 Parliv_PL02953 gene-HOLleu_13865
ortholog_654 Parliv_PL03423 gene-HOLleu_15129
ortholog_655 Parliv_PL03722 gene-HOLleu_15128
ortholog_656 Parliv_PL03505 gene-HOLleu_14804
ortholog_657 Parliv_PL03043 gene-HOLleu_14665
ortholog_658 Parliv_PL02005 gene-HOLleu_14040
ortholog_659 Parliv_PL03374 gene-HOLleu_14041
ortholog_660 Parliv_PL03982 gene-HOLleu_14064
ortholog_661 Parliv_PL02311 gene-HOLleu_09073
ortholog_662 Parliv_PL02004 gene-HOLleu_24003
ortholog_663 Parliv_PL03197 gene-HOLleu_14092
ortholog_664 Parliv_PL02975 gene-HOLleu_14188
ortholog_665 Parliv_PL02037 gene-HOLleu_13806
ortholog_666 Parliv_PL01979 gene-HOLleu_13892
ortholog_667 Parliv_PL03747 gene-HOLleu_14576
ortholog_668 Parliv_PL02963 gene-HOLleu_32207
ortholog_669 Parliv_PL02562 gene-HOLleu_16631
ortholog_670 Parliv_PL03696 gene-HOLleu_14394
ortholog_671 Parliv_PL03691 gene-HOLleu_14395
ortholog_672 Parliv_PL03731 gene-HOLleu_13890
ortholog_673 Parliv_PL02333 gene-HOLleu_10643
ortholog_674 Parliv_PL02893 gene-HOLleu_16629
ortholog_675 Parliv_PL02920 gene-HOLleu_42124
ortholog_676 Parliv_PL03270 gene-HOLleu_00982
ortholog_677 Parliv_PL03007 gene-HOLleu_13772
ortholog_678 Parliv_PL03903 gene-HOLleu_13771
ortholog_679 Parliv_PL04019 gene-HOLleu_20852
ortholog_680 Parliv_PL02664 gene-HOLleu_32429
ortholog_681 Parliv_PL03140 gene-HOLleu_14105
ortholog_682 Parliv_PL03255 gene-HOLleu_14597
ortholog_683 Parliv_PL03806 gene-HOLleu_14671
ortholog_684 Parliv_PL02194 gene-HOLleu_14819
ortholog_685 Parliv_PL03509 gene-HOLleu_15102
ortholog_686 Parliv_PL02067 gene-HOLleu_15247
ortholog_687 Parliv_PL02149 gene-HOLleu_15112
ortholog_688 Parliv_PL03671 gene-HOLleu_14580
ortholog_689 Parliv_PL03694 gene-HOLleu_15130
ortholog_690 Parliv_PL03599 gene-HOLleu_14706
ortholog_691 Parliv_PL02464 gene-HOLleu_26545
ortholog_692 Parliv_PL03387 gene-HOLleu_15125
ortholog_693 Parliv_PL02926 gene-HOLleu_15126
ortholog_694 Parliv_PL02775 gene-HOLleu_29262
ortholog_695 Parliv_PL03377 gene-HOLleu_14439
ortholog_696 Parliv_PL02446 gene-HOLleu_05365
ortholog_697 Parliv_PL02671 gene-HOLleu_15375
ortholog_698 Parliv_PL03746 gene-HOLleu_15376
ortholog_699 Parliv_PL03033 gene-HOLleu_14857
ortholog_700 Parliv_PL02785 gene-HOLleu_14045
ortholog_701 Parliv_PL02871 gene-HOLleu_14699
ortholog_702 Parliv_PL03818 gene-HOLleu_13971
ortholog_703 Parliv_PL03351 gene-HOLleu_13447
ortholog_704 Parliv_PL03156 gene-HOLleu_34349
ortholog_705 Parliv_PL03141 gene-HOLleu_13980
ortholog_706 Parliv_PL02199 gene-HOLleu_43435
ortholog_707 Parliv_PL03313 gene-HOLleu_14696
ortholog_708 Parliv_PL03822 gene-HOLleu_19700
ortholog_709 Parliv_PL02190 gene-HOLleu_15282
ortholog_710 Parliv_PL02162 gene-HOLleu_15286
ortholog_711 Parliv_PL02923 gene-HOLleu_14695
ortholog_712 Parliv_PL03126 gene-HOLleu_22303
ortholog_713 Parliv_PL03798 gene-HOLleu_13991
ortholog_714 Parliv_PL02099 gene-HOLleu_14711
ortholog_715 Parliv_PL02400 gene-HOLleu_14048
ortholog_716 Parliv_PL04000 gene-HOLleu_02802
ortholog_717 Parliv_PL02808 gene-HOLleu_14710
ortholog_718 Parliv_PL03473 gene-HOLleu_14709
ortholog_719 Parliv_PL03670 gene-HOLleu_41270
ortholog_720 Parliv_PL02826 gene-HOLleu_14708
ortholog_721 Parliv_PL02945 gene-HOLleu_14457
ortholog_722 Parliv_PL03022 gene-HOLleu_14098
ortholog_723 Parliv_PL03386 gene-HOLleu_14285
ortholog_724 Parliv_PL02946 gene-HOLleu_14316
ortholog_725 Parliv_PL02460 gene-HOLleu_14050
ortholog_726 Parliv_PL03454 gene-HOLleu_14257
ortholog_727 Parliv_PL03042 gene-HOLleu_15133
ortholog_728 Parliv_PL01974 gene-HOLleu_15065
ortholog_729 Parliv_PL02995 gene-HOLleu_15085
ortholog_730 Parliv_PL03026 gene-HOLleu_15123
ortholog_731 Parliv_PL03221 gene-HOLleu_13996
ortholog_732 Parliv_PL02784 gene-HOLleu_29887
ortholog_733 Parliv_PL02695 gene-HOLleu_14252
ortholog_734 Parliv_PL02781 gene-HOLleu_14150
ortholog_735 Parliv_PL03265 gene-HOLleu_14151
ortholog_736 Parliv_PL02227 gene-HOLleu_14190
ortholog_737 Parliv_PL02505 gene-HOLleu_43394
ortholog_738 Parliv_PL03023 gene-HOLleu_14812
ortholog_739 Parliv_PL02330 gene-HOLleu_14320
ortholog_740 Parliv_PL02613 gene-HOLleu_14626
ortholog_741 Parliv_PL03432 gene-HOLleu_15203
ortholog_742 Parliv_PL02891 gene-HOLleu_15151
ortholog_743 Parliv_PL02867 gene-HOLleu_08061
ortholog_744 Parliv_PL03164 gene-HOLleu_14988
ortholog_745 Parliv_PL03380 gene-HOLleu_14359
ortholog_746 Parliv_PL02348 gene-HOLleu_13775
ortholog_747 Parliv_PL03468 gene-HOLleu_05947
ortholog_748 Parliv_PL03476 gene-HOLleu_13981
ortholog_749 Parliv_PL03097 gene-HOLleu_12770
ortholog_750 Parliv_PL03352 gene-HOLleu_14772
ortholog_751 Parliv_PL03041 gene-HOLleu_14771
ortholog_752 Parliv_PL03153 gene-HOLleu_14436
ortholog_753 Parliv_PL03909 gene-HOLleu_14437
ortholog_754 Parliv_PL03071 gene-HOLleu_22909
ortholog_755 Parliv_PL03024 gene-HOLleu_13924
ortholog_756 Parliv_PL03712 gene-HOLleu_14379
ortholog_757 Parliv_PL03564 gene-HOLleu_15205
ortholog_758 Parliv_PL03852 gene-HOLleu_14489
ortholog_759 Parliv_PL02331 gene-HOLleu_15191
ortholog_760 Parliv_PL03416 gene-HOLleu_16244
ortholog_761 Parliv_PL02753 gene-HOLleu_14942
ortholog_762 Parliv_PL02297 gene-HOLleu_14339
ortholog_763 Parliv_PL03404 gene-HOLleu_14510
ortholog_764 Parliv_PL03930 gene-HOLleu_13993
ortholog_765 Parliv_PL03986 gene-HOLleu_13889
ortholog_766 Parliv_PL02729 gene-HOLleu_14848
ortholog_767 Parliv_PL03750 gene-HOLleu_18188
ortholog_768 Parliv_PL03224 gene-HOLleu_14852
ortholog_769 Parliv_PL02532 gene-HOLleu_14853
ortholog_770 Parliv_PL02309 gene-HOLleu_14957
ortholog_771 Parliv_PL02516 gene-HOLleu_14024
ortholog_772 Parliv_PL02595 gene-HOLleu_15212
ortholog_773 Parliv_PL02429 gene-HOLleu_13688
ortholog_774 Parliv_PL02746 gene-HOLleu_14608
ortholog_775 Parliv_PL03128 gene-HOLleu_15266
ortholog_776 Parliv_PL02866 gene-HOLleu_14099
ortholog_777 Parliv_PL02966 gene-HOLleu_15139
ortholog_778 Parliv_PL03589 gene-HOLleu_15138
ortholog_779 Parliv_PL02039 gene-HOLleu_13923
ortholog_780 Parliv_PL02025 gene-HOLleu_14171
ortholog_781 Parliv_PL03933 gene-HOLleu_14515
ortholog_782 Parliv_PL02874 gene-HOLleu_14981
ortholog_783 Parliv_PL03591 gene-HOLleu_15287
ortholog_784 Parliv_PL02603 gene-HOLleu_15218
ortholog_785 Parliv_PL02604 gene-HOLleu_14878
ortholog_786 Parliv_PL02929 gene-HOLleu_14875
ortholog_787 Parliv_PL03188 gene-HOLleu_14680
ortholog_788 Parliv_PL03050 gene-HOLleu_14871
ortholog_789 Parliv_PL03395 gene-HOLleu_14820
ortholog_790 Parliv_PL02652 gene-HOLleu_14360
ortholog_791 Parliv_PL01975 gene-HOLleu_15481
ortholog_792 Parliv_PL03321 gene-HOLleu_14938
ortholog_793 Parliv_PL03905 gene-HOLleu_13956
ortholog_794 Parliv_PL03870 gene-HOLleu_13943
ortholog_795 Parliv_PL03924 gene-HOLleu_15055
ortholog_796 Parliv_PL03865 gene-HOLleu_15054
ortholog_797 Parliv_PL02322 gene-HOLleu_15052
ortholog_798 Parliv_PL02910 gene-HOLleu_15051
ortholog_799 Parliv_PL03494 gene-HOLleu_14923
ortholog_800 Parliv_PL03364 gene-HOLleu_12778
ortholog_801 Parliv_PL03578 gene-HOLleu_16531
ortholog_802 Parliv_PL02666 gene-HOLleu_14929
ortholog_803 Parliv_PL03340 gene-HOLleu_14525
ortholog_804 Parliv_PL03017 gene-HOLleu_14051
ortholog_805 Parliv_PL01999 gene-HOLleu_14891
ortholog_806 Parliv_PL02887 gene-HOLleu_13678
ortholog_807 Parliv_PL02245 gene-HOLleu_15905
ortholog_808 Parliv_PL03647 gene-HOLleu_14291
ortholog_809 Parliv_PL03780 gene-HOLleu_14750
ortholog_810 Parliv_PL02072 gene-HOLleu_14162
ortholog_811 Parliv_PL02850 gene-HOLleu_14152
ortholog_812 Parliv_PL02138 gene-HOLleu_14575
ortholog_813 Parliv_PL03983 gene-HOLleu_02161
ortholog_814 Parliv_PL03408 gene-HOLleu_15199
ortholog_815 Parliv_PL02290 gene-HOLleu_14959
ortholog_816 Parliv_PL02027 gene-HOLleu_14961
ortholog_817 Parliv_PL03767 gene-HOLleu_14962
ortholog_818 Parliv_PL03211 gene-HOLleu_14829
ortholog_819 Parliv_PL02359 gene-HOLleu_14357
ortholog_820 Parliv_PL03309 gene-HOLleu_15012
ortholog_821 Parliv_PL03044 gene-HOLleu_14568
ortholog_822 Parliv_PL02287 gene-HOLleu_27254
ortholog_823 Parliv_PL03275 gene-HOLleu_14131
ortholog_824 Parliv_PL02030 gene-HOLleu_14176
ortholog_825 Parliv_PL03808 gene-HOLleu_14777
ortholog_826 Parliv_PL03013 gene-HOLleu_13725
ortholog_827 Parliv_PL02141 gene-HOLleu_18598
ortholog_828 Parliv_PL02417 gene-HOLleu_14790
ortholog_829 Parliv_PL02328 gene-HOLleu_15482
ortholog_830 Parliv_PL02486 gene-HOLleu_14451
ortholog_831 Parliv_PL02529 gene-HOLleu_15136
ortholog_832 Parliv_PL02633 gene-HOLleu_14304
ortholog_833 Parliv_PL03825 gene-HOLleu_15383
ortholog_834 Parliv_PL02805 gene-HOLleu_15381
ortholog_835 Parliv_PL02570 gene-HOLleu_14330
ortholog_836 Parliv_PL02372 gene-HOLleu_13888
ortholog_837 Parliv_PL02433 gene-HOLleu_14148
ortholog_838 Parliv_PL02064 gene-HOLleu_08117
ortholog_839 Parliv_PL02001 gene-HOLleu_14676
ortholog_840 Parliv_PL03932 gene-HOLleu_15157
ortholog_841 Parliv_PL03117 gene-HOLleu_14939
ortholog_842 Parliv_PL02770 gene-HOLleu_14811
ortholog_843 Parliv_PL03132 gene-HOLleu_38001
ortholog_844 Parliv_PL03588 gene-HOLleu_14007
ortholog_845 Parliv_PL03012 gene-HOLleu_33045
ortholog_846 Parliv_PL03031 gene-HOLleu_08554
ortholog_847 Parliv_PL03782 gene-HOLleu_13931
ortholog_848 Parliv_PL03457 gene-HOLleu_14396
ortholog_849 Parliv_PL03051 gene-HOLleu_02160
ortholog_850 Parliv_PL02828 gene-HOLleu_14163
ortholog_851 Parliv_PL02431 gene-HOLleu_14459
ortholog_852 Parliv_PL03360 gene-HOLleu_14242
ortholog_853 Parliv_PL02583 gene-HOLleu_15091
ortholog_854 Parliv_PL02705 gene-HOLleu_14133
ortholog_855 Parliv_PL02679 gene-HOLleu_13743
ortholog_856 Parliv_PL03758 gene-HOLleu_14509
ortholog_857 Parliv_PL03686 gene-HOLleu_14905
ortholog_858 Parliv_PL03820 gene-HOLleu_14921
ortholog_859 Parliv_PL02472 gene-HOLleu_13783
ortholog_860 Parliv_PL03020 gene-HOLleu_13782
ortholog_861 Parliv_PL03169 gene-HOLleu_15431
ortholog_862 Parliv_PL02547 gene-HOLleu_15471
ortholog_863 Parliv_PL03433 gene-HOLleu_14589
ortholog_864 Parliv_PL03048 gene-HOLleu_14605
ortholog_865 Parliv_PL02283 gene-HOLleu_15092
ortholog_866 Parliv_PL03056 gene-HOLleu_15320
ortholog_867 Parliv_PL02895 gene-HOLleu_14389
ortholog_868 Parliv_PL02739 gene-HOLleu_14392
ortholog_869 Parliv_PL01981 gene-HOLleu_14132
ortholog_870 Parliv_PL03003 gene-HOLleu_18684
ortholog_871 Parliv_PL03250 gene-HOLleu_15221
ortholog_872 Parliv_PL02700 gene-HOLleu_15220
ortholog_873 Parliv_PL02280 gene-HOLleu_14968
ortholog_874 Parliv_PL02620 gene-HOLleu_14043
ortholog_875 Parliv_PL03403 gene-HOLleu_15171
ortholog_876 Parliv_PL02997 gene-HOLleu_15168
ortholog_877 Parliv_PL03528 gene-HOLleu_15467
ortholog_878 Parliv_PL03788 gene-HOLleu_15466
ortholog_879 Parliv_PL03626 gene-HOLleu_15028
ortholog_880 Parliv_PL03915 gene-HOLleu_13886
ortholog_881 Parliv_PL03323 gene-HOLleu_28592
ortholog_882 Parliv_PL03553 gene-HOLleu_18831
ortholog_883 Parliv_PL01989 gene-HOLleu_32503
ortholog_884 Parliv_PL02232 gene-HOLleu_14600
ortholog_885 Parliv_PL03098 gene-HOLleu_25223
ortholog_886 Parliv_PL03699 gene-HOLleu_14906
ortholog_887 Parliv_PL03302 gene-HOLleu_14397
ortholog_888 Parliv_PL03086 gene-HOLleu_14692
ortholog_889 Parliv_PL02933 gene-HOLleu_15064
ortholog_890 Parliv_PL02773 gene-HOLleu_13909
ortholog_891 Parliv_PL03000 gene-HOLleu_14659
ortholog_892 Parliv_PL02843 gene-HOLleu_14660
ortholog_893 Parliv_PL03028 gene-HOLleu_14636
ortholog_894 Parliv_PL03491 gene-HOLleu_14662
ortholog_895 Parliv_PL03174 gene-HOLleu_15093
ortholog_896 Parliv_PL03151 gene-HOLleu_14585
ortholog_897 Parliv_PL03896 gene-HOLleu_45164
ortholog_898 Parliv_PL03882 gene-HOLleu_14015
ortholog_899 Parliv_PL02930 gene-HOLleu_14831
ortholog_900 Parliv_PL03666 gene-HOLleu_14844
ortholog_901 Parliv_PL02383 gene-HOLleu_15508
ortholog_902 Parliv_PL03568 gene-HOLleu_14008
ortholog_903 Parliv_PL02241 gene-HOLleu_14907
ortholog_904 Parliv_PL02987 gene-HOLleu_15403
ortholog_905 Parliv_PL03859 gene-HOLleu_13807
ortholog_906 Parliv_PL02536 gene-HOLleu_15483
ortholog_907 Parliv_PL03447 gene-HOLleu_34215
ortholog_908 Parliv_PL02545 gene-HOLleu_14729
ortholog_909 Parliv_PL02498 gene-HOLleu_37168
ortholog_910 Parliv_PL03081 gene-HOLleu_43348
ortholog_911 Parliv_PL03942 gene-HOLleu_14730
ortholog_912 Parliv_PL03927 gene-HOLleu_14731
ortholog_913 Parliv_PL02884 gene-HOLleu_14502
ortholog_914 Parliv_PL02360 gene-HOLleu_07685
ortholog_915 Parliv_PL03303 gene-HOLleu_15155
ortholog_916 Parliv_PL03672 gene-HOLleu_15154
ortholog_917 Parliv_PL02362 gene-HOLleu_20143
ortholog_918 Parliv_PL02755 gene-HOLleu_15217
ortholog_919 Parliv_PL03091 gene-HOLleu_13745
ortholog_920 Parliv_PL03556 gene-HOLleu_14833
ortholog_921 Parliv_PL02788 gene-HOLleu_14823
ortholog_922 Parliv_PL03770 gene-HOLleu_14358
ortholog_923 Parliv_PL04059 gene-HOLleu_04284
ortholog_924 Parliv_PL04067 gene-HOLleu_04283
ortholog_925 Parliv_PL04107 gene-HOLleu_42805
ortholog_926 Parliv_PL04122 gene-HOLleu_11744
ortholog_927 Parliv_PL04125 gene-HOLleu_14427
ortholog_928 Parliv_PL04127 gene-HOLleu_15006
ortholog_929 Parliv_PL04131 gene-HOLleu_33929
ortholog_930 Parliv_PL04132 gene-HOLleu_08395
ortholog_931 Parliv_PL04160 gene-HOLleu_17590
ortholog_932 Parliv_PL04176 gene-HOLleu_01538
ortholog_933 Parliv_PL04195 gene-HOLleu_34650
ortholog_934 Parliv_PL04226 gene-HOLleu_02259
ortholog_935 Parliv_PL04229 gene-HOLleu_29204
ortholog_936 Parliv_PL04230 gene-HOLleu_18589
ortholog_937 Parliv_PL04244 gene-HOLleu_34387
ortholog_938 Parliv_PL04265 gene-HOLleu_24635
ortholog_939 Parliv_PL04272 gene-HOLleu_37050
ortholog_940 Parliv_PL04282 gene-HOLleu_04199
ortholog_941 Parliv_PL04287 gene-HOLleu_35123
ortholog_942 Parliv_PL04292 gene-HOLleu_42932
ortholog_943 Parliv_PL04296 gene-HOLleu_05579
ortholog_944 Parliv_PL04299 gene-HOLleu_41840
ortholog_945 Parliv_PL04321 gene-HOLleu_11878
ortholog_946 Parliv_PL04353 gene-HOLleu_44285
ortholog_947 Parliv_PL04354 gene-HOLleu_27035
ortholog_948 Parliv_PL04363 gene-HOLleu_08090
ortholog_949 Parliv_PL04395 gene-HOLleu_26910
ortholog_950 Parliv_PL04389 gene-HOLleu_39576
ortholog_951 Parliv_PL04439 gene-HOLleu_38750
ortholog_952 Parliv_PL04498 gene-HOLleu_06878
ortholog_953 Parliv_PL04489 gene-HOLleu_32434
ortholog_954 Parliv_PL04484 gene-HOLleu_27029
ortholog_955 Parliv_PL04496 gene-HOLleu_19788
ortholog_956 Parliv_PL04526 gene-HOLleu_40688
ortholog_957 Parliv_PL04538 gene-HOLleu_38358
ortholog_958 Parliv_PL04551 gene-HOLleu_06568
ortholog_959 Parliv_PL04589 gene-HOLleu_04975
ortholog_960 Parliv_PL04635 gene-HOLleu_16699
ortholog_961 Parliv_PL04652 gene-HOLleu_27776
ortholog_962 Parliv_PL04658 gene-HOLleu_12568
